,학제,학교 세부 유형,시도,교육지원청,행정구,학교명,본분교,학교상태,우편번호,도로명주소,법정동
15471,중학교,일반중학교,서울,중부,종로구,경신중학교,본교,기존(원)교,030-67 ,서울특별시 종로구 혜화로 74 (혜화동.경신중고등학교),서울특별시 종로구
15472,중학교,일반중학교,서울,중부,종로구,대신중학교,본교,기존(원)교,030-29 ,서울특별시 종로구 사직로 9 (행촌동),서울특별시 종로구
15473,중학교,일반중학교,서울,중부,종로구,덕성여자중학교,본교,기존(원)교,030-62 ,서울특별시 종로구 율곡로3길 49 (송현동),서울특별시 종로구
15474,중학교,일반중학교,서울,중부,종로구,동성중학교,본교,기존(원)교,030-83 ,서울특별시 종로구 대학로 156 동성중학교 (혜화동 90-7),서울특별시 종로구
15475,중학교,일반중학교,서울,중부,종로구,배화여자중학교,본교,기존(원)교,030-27 ,서울특별시 종로구 필운대로1길 34 배화여자중학교,서울특별시 종로구
15476,중학교,일반중학교,서울,중부,종로구,상명대학교사범대학부속여자중학교,본교,기존(원)교,030-16 ,서울특별시 종로구 홍지문2길 20 (홍지동),서울특별시 종로구
15477,중학교,일반중학교,서울,중부,종로구,서울대학교사범대학부설여자중학교,본교,기존(원)교,030-87 ,서울특별시 종로구 대학로 64 . 서울대학교사범대학부설여자중학교 (이화동),서울특별시 종로구
15478,중학교,일반중학교,서울,중부,종로구,중앙중학교,본교,기존(원)교,030-51 ,서울특별시 종로구 창덕궁길 164 중앙중학교 (계동),서울특별시 종로구
15479,중학교,일반중학교,서울,중부,종로구,청운중학교,본교,기존(원)교,030-47 ,서울특별시 종로구 창의문로 51 (청운동),서울특별시 종로구
15480,중학교,일반중학교,서울,중부,중구,금호여자중학교,본교,기존(원)교,045-87 ,서울특별시 중구 청구로 6 . 금호여자중학교 본관동(주1) (신당동),서울특별시 중구
15481,중학교,일반중학교,서울,중부,중구,대경중학교,본교,기존(원)교,045-92 ,서울특별시 중구 매봉18길 111 (신당동),서울특별시 중구
15482,중학교,일반중학교,서울,중부,중구,덕수중학교,본교,기존(원)교,045-48 ,서울 중구 마른내로9길 10 (인현동2가.덕수중학교),서울특별시 중구
15483,중학교,일반중학교,서울,중부,중구,장원중학교,본교,기존(원)교,046-03 ,서울특별시 중구 동호로15길 93-34 (신당동),서울특별시 중구
15484,중학교,일반중학교,서울,중부,중구,장충중학교,본교,기존(원)교,046-03 ,서울특별시 중구 동호로15길 93 (신당동),서울특별시 중구
15485,중학교,일반중학교,서울,중부,중구,창덕여자중학교,본교,기존(원)교,045-16 ,서울특별시 중구 정동길 22 . 창덕여자중학교 (정동),서울특별시 중구
15486,중학교,일반중학교,서울,중부,중구,한양중학교,본교,기존(원)교,045-66 ,서울특별시 중구 을지로 299 (신당동),서울특별시 중구
15487,중학교,일반중학교,서울,중부,중구,환일중학교,본교,기존(원)교,045-00 ,서울특별시 중구 환일길 47 (만리동2가),서울특별시 중구
15488,중학교,일반중학교,서울,중부,용산구,배문중학교,본교,기존(원)교,043-05 ,서울특별시 용산구 효창원로 258 . 배문중학교 (서계동),서울특별시 용산구
15489,중학교,일반중학교,서울,중부,용산구,보성여자중학교,본교,기존(원)교,043-38 ,서울특별시 용산구 신흥로3가길 66 (용산동2가),서울특별시 용산구
15490,중학교,일반중학교,서울,중부,용산구,선린중학교,본교,기존(원)교,043-14 ,서울특별시 용산구 원효로97길 33-4 (청파동3가),서울특별시 용산구
15491,중학교,일반중학교,서울,중부,용산구,성심여자중학교,본교,기존(원)교,043-61 ,서울특별시 용산구 원효로19길 49 . 성심여자중학교 (원효로4가),서울특별시 용산구
15492,중학교,일반중학교,서울,중부,용산구,신광여자중학교,본교,기존(원)교,043-13 ,서울특별시 용산구 청파로 263 학교법인신광학원 (청파동3가),서울특별시 용산구
15493,중학교,일반중학교,서울,중부,용산구,오산중학교,본교,기존(원)교,043-96 ,서울특별시 용산구 보광로7길 17 (보광동.오산중학교),서울특별시 용산구
15494,중학교,일반중학교,서울,중부,용산구,용강중학교,본교,기존(원)교,044-23 ,서울특별시 용산구 이촌로65가길 91 (이촌동),서울특별시 용산구
15495,중학교,일반중학교,서울,중부,용산구,용산중학교,본교,기존(원)교,043-53 ,서울특별시 용산구 두텁바위로 74 (용산동2가),서울특별시 용산구
15496,중학교,일반중학교,서울,중부,용산구,한강중학교,본교,기존(원)교,043-84 ,서울특별시 용산구 녹사평대로 73 (서빙고동),서울특별시 용산구
15497,중학교,일반중학교,서울,성동·광진,성동구,경수중학교,본교,기존(원)교,047-85 ,서울특별시 성동구 뚝섬로13길 14 (성수동2가),서울특별시 성동구
15498,중학교,일반중학교,서울,성동·광진,성동구,경일중학교,본교,기존(원)교,047-79 ,서울특별시 성동구 성수일로 27 (성수동1가),서울특별시 성동구
15499,중학교,일반중학교,서울,성동·광진,성동구,광희중학교,본교,기존(원)교,047-42 ,서울특별시 성동구 독서당로62길 46 . 광희중학교 (응봉동),서울특별시 성동구
15500,중학교,일반중학교,서울,성동·광진,성동구,동마중학교,본교,기존(원)교,047-59 ,서울특별시 성동구 마조로11길 18 (마장동),서울특별시 성동구
15501,중학교,일반중학교,서울,성동·광진,성동구,마장중학교,본교,기존(원)교,047-53 ,서울특별시 성동구 마장로35나길 31 . 마장중학교 (마장동),서울특별시 성동구
15502,중학교,일반중학교,서울,성동·광진,성동구,무학중학교,본교,기존(원)교,047-16 ,서울특별시 성동구 행당로 120 (행당동),서울특별시 성동구
15503,중학교,일반중학교,서울,성동·광진,성동구,성수중학교,본교,기존(원)교,047-68 ,서울특별시 성동구 서울숲길 18 (성수동1가. 성수중.고등학교),서울특별시 성동구
15504,중학교,일반중학교,서울,성동·광진,성동구,성원중학교,본교,기존(원)교,047-75 ,서울특별시 성동구 성덕정9가길 13 (성수동2가. 성원중학교),서울특별시 성동구
15505,중학교,일반중학교,서울,성동·광진,성동구,옥정중학교,본교,기존(원)교,047-34 ,서울특별시 성동구 한림말길 11 . 옥정중학교 (옥수동),서울특별시 성동구
15506,중학교,일반중학교,서울,성동·광진,성동구,한양대학교사범대학부속중학교,본교,기존(원)교,047-61 ,서울특별시 성동구 마조로 42 (사근동.한양사대부속중·고등학교),서울특별시 성동구
15507,중학교,일반중학교,서울,성동·광진,성동구,행당중학교,본교,기존(원)교,047-64 ,서울특별시 성동구 왕십리로 189 (행당동.행당중학교),서울특별시 성동구
15508,중학교,일반중학교,서울,성동·광진,광진구,건국대학교사범대학부속중학교,본교,기존(원)교,050-25 ,서울특별시 광진구 자양로 145-1 건국대학교사범대학부속중학교,서울특별시 광진구
15509,중학교,일반중학교,서울,성동·광진,광진구,광남중학교,본교,기존(원)교,049-73 ,서울특별시 광진구 아차산로70길 17-62 . 광남중학교 (광장동),서울특별시 광진구
15510,중학교,일반중학교,서울,성동·광진,광진구,광양중학교,본교,기존(원)교,051-04 ,서울특별시 광진구 자양로3길 7 (자양동),서울특별시 광진구
15511,중학교,일반중학교,서울,성동·광진,광진구,광장중학교,본교,기존(원)교,049-66 ,서울특별시 광진구 광장로1길 1 . 광장중학교 (광장동),서울특별시 광진구
15512,중학교,일반중학교,서울,성동·광진,광진구,광진중학교,본교,기존(원)교,051-14 ,서울특별시 광진구 뚝섬로64길 45 (자양동.광진중학교),서울특별시 광진구
15513,중학교,일반중학교,서울,성동·광진,광진구,구의중학교,본교,기존(원)교,050-22 ,서울특별시 광진구 광나루로30길 80 (화양동),서울특별시 광진구
15514,중학교,국제중학교,서울,성동·광진,광진구,대원국제중학교,본교,기존(원)교,049-39 ,서울특별시 광진구 용마산로22길 26 . 대원국제중학교 (중곡동),서울특별시 광진구
15515,중학교,일반중학교,서울,성동·광진,광진구,동국대학교사범대학부속여자중학교,본교,기존(원)교,050-38 ,서울특별시 광진구 광나루로36길 47 (구의동.동국대학교사범대학부속여자중고등학교),서울특별시 광진구
15516,중학교,일반중학교,서울,성동·광진,광진구,신양중학교,본교,기존(원)교,050-87 ,서울특별시 광진구 자양강변길 73 . 신양중학교 (자양동),서울특별시 광진구
15517,중학교,일반중학교,서울,성동·광진,광진구,양진중학교,본교,기존(원)교,049-82 ,서울특별시 광진구 워커힐로 32 . 양진중학교,서울특별시 광진구
15518,중학교,일반중학교,서울,성동·광진,광진구,용곡중학교,본교,기존(원)교,049-40 ,서울특별시 광진구 용마산로22길 76 (중곡동.용곡중학교),서울특별시 광진구
15519,중학교,일반중학교,서울,성동·광진,광진구,자양중학교,본교,기존(원)교,050-69 ,서울특별시 광진구 뚝섬로41길 33 (자양동.서울자양중학교),서울특별시 광진구
15520,중학교,일반중학교,서울,동부,동대문구,경희여자중학교,본교,기존(원)교,024-47 ,서울특별시 동대문구 경희대로 26 (회기동),서울특별시 동대문구
15521,중학교,일반중학교,서울,동부,동대문구,경희중학교,본교,기존(원)교,024-47 ,서울특별시 동대문구 경희대로 26 . 경희중학교 (회기동),서울특별시 동대문구
15522,중학교,일반중학교,서울,동부,동대문구,대광중학교,본교,기존(원)교,025-81 ,서울특별시 동대문구 안암로 6 (신설동) 대광중학교,서울특별시 동대문구
15523,중학교,일반중학교,서울,동부,동대문구,동국대학교사범대학부속중학교,본교,기존(원)교,025-20 ,서울특별시 동대문구 장안벚꽃로 201 (장안동),서울특별시 동대문구
15524,중학교,일반중학교,서울,동부,동대문구,동대문중학교,본교,기존(원)교,025-53 ,서울특별시 동대문구 사가정로 59 . 동대문중학교 (전농동),서울특별시 동대문구
15525,중학교,일반중학교,서울,동부,동대문구,성일중학교,본교,기존(원)교,025-75 ,서울특별시 동대문구 왕산로23길 55 (제기동),서울특별시 동대문구
15526,중학교,일반중학교,서울,동부,동대문구,숭인중학교,본교,기존(원)교,025-92 ,서울특별시 동대문구 천호대로47길 34 (답십리동. 숭인중학교),서울특별시 동대문구
15527,중학교,일반중학교,서울,동부,동대문구,장평중학교,본교,기존(원)교,026-40 ,서울특별시 동대문구 답십리로72길 158 . 장평중학교 (장안동),서울특별시 동대문구
15528,중학교,일반중학교,서울,동부,동대문구,전농중학교,본교,기존(원)교,025-06 ,서울특별시 동대문구 사가정로13길 71 (전농동.전농중학교),서울특별시 동대문구
15529,중학교,일반중학교,서울,동부,동대문구,전동중학교,본교,기존(원)교,025-11 ,서울특별시 동대문구 장안벚꽃로 291 (휘경동.전동중학교),서울특별시 동대문구
15530,중학교,일반중학교,서울,동부,동대문구,전일중학교,본교,기존(원)교,025-06 ,서울특별시 동대문구 사가정로13길 67 . 전일중학교 (전농동),서울특별시 동대문구
15531,중학교,일반중학교,서울,동부,동대문구,정화여자중학교,본교,기존(원)교,024-80 ,서울특별시 동대문구 홍릉로15길 50 (제기동),서울특별시 동대문구
15532,중학교,일반중학교,서울,동부,동대문구,청량중학교,본교,기존(원)교,024-61 ,서울특별시 동대문구 왕산로 301 (청량리동),서울특별시 동대문구
15533,중학교,일반중학교,서울,동부,동대문구,휘경여자중학교,본교,기존(원)교,025-03 ,서울특별시 동대문구 한천로 247 휘경여자중학교,서울특별시 동대문구
15534,중학교,일반중학교,서울,동부,동대문구,휘경중학교,본교,기존(원)교,024-98 ,서울특별시 동대문구 망우로18나길 20 (휘경동.휘경중학교),서울특별시 동대문구
15535,중학교,일반중학교,서울,동부,중랑구,동원중학교,본교,기존(원)교,020-62 ,서울특별시 중랑구 양원역로 32 (망우동. 동원중학교),서울특별시 중랑구
15536,중학교,일반중학교,서울,동부,중랑구,면목중학교,본교,기존(원)교,021-93 ,서울특별시 중랑구 용마산로70길 37 . 면목중학교 (면목동),서울특별시 중랑구
15537,중학교,일반중학교,서울,동부,중랑구,봉화중학교,본교,기존(원)교,021-79 ,서울특별시 중랑구 망우로70길 89 (망우동.봉화중학교),서울특별시 중랑구
15538,중학교,일반중학교,서울,동부,중랑구,상봉중학교,본교,기존(원)교,020-81 ,서울특별시 중랑구 상봉중앙로8나길 28 (상봉동),서울특별시 중랑구
15539,중학교,일반중학교,서울,동부,중랑구,송곡여자중학교,본교,기존(원)교,020-57 ,서울특별시 중랑구 양원역로 67 (망우동. 송곡여자중고등학교),서울특별시 중랑구
15540,중학교,일반중학교,서울,동부,중랑구,신현중학교,본교,기존(원)교,020-75 ,서울특별시 중랑구 봉화산로 162 . 신현중학교 (상봉동),서울특별시 중랑구
15541,중학교,일반중학교,서울,동부,중랑구,영란여자중학교,본교,기존(원)교,020-61 ,서울특별시 중랑구 망우로73길 56 (망우동),서울특별시 중랑구
15542,중학교,일반중학교,서울,동부,중랑구,용마중학교,본교,기존(원)교,022-54 ,서울특별시 중랑구 면목로28길 18 . 용마중학교 (면목동),서울특별시 중랑구
15543,중학교,일반중학교,서울,동부,중랑구,원묵중학교,본교,기존(원)교,020-22 ,서울특별시 중랑구 신내로23길 57 . 원묵중학교 (묵동),서울특별시 중랑구
15544,중학교,일반중학교,서울,동부,중랑구,장안중학교,본교,기존(원)교,020-88 ,서울특별시 중랑구 동일로 780 . 장안중학교 (중화동),서울특별시 중랑구
15545,중학교,일반중학교,서울,동부,중랑구,중랑중학교,본교,기존(원)교,020-47 ,서울특별시 중랑구 동일로140길 33 . 중랑중학교 (중화동),서울특별시 중랑구
15546,중학교,일반중학교,서울,동부,중랑구,중화중학교,본교,기존(원)교,021-93 ,서울특별시 중랑구 용마산로 364 (면목동),서울특별시 중랑구
15547,중학교,일반중학교,서울,동부,중랑구,태릉중학교,본교,기존(원)교,020-40 ,서울특별시 중랑구 공릉로2길 60-25 (묵동),서울특별시 중랑구
15548,중학교,일반중학교,서울,동부,중랑구,혜원여자중학교,본교,기존(원)교,021-42 ,서울특별시 중랑구 봉우재로 58길 39 (망우동),서울특별시 중랑구
15549,중학교,일반중학교,서울,성북·강북,성북구,개운중학교,본교,기존(원)교,028-08 ,서울특별시 성북구 북악산로 935 (돈암동.개운중학교),서울특별시 성북구
15550,중학교,일반중학교,서울,성북·강북,성북구,고려대학교사범대학부속중학교,본교,기존(원)교,027-08 ,서울특별시 성북구 정릉로 161 (정릉동.고려대학교사범대학부속중학교),서울특별시 성북구
15551,중학교,일반중학교,서울,성북·강북,성북구,고명중학교,본교,기존(원)교,028-28 ,서울특별시 성북구 북악산로 870 (돈암동.고명중학교),서울특별시 성북구
15552,중학교,일반중학교,서울,성북·강북,성북구,길음중학교,본교,기존(원)교,027-23 ,서울특별시 성북구 길음로 144 . 635-7 (길음동. 서울길음중학교),서울특별시 성북구
15553,중학교,일반중학교,서울,성북·강북,성북구,남대문중학교,본교,기존(원)교,027-63 ,서울특별시 성북구 한천로95길 28 (장위동),서울특별시 성북구
15554,중학교,일반중학교,서울,성북·강북,성북구,동구여자중학교,본교,기존(원)교,028-34 ,서울특별시 성북구 성북로8길 71 (성북동.동구여자중학교),서울특별시 성북구
15555,중학교,일반중학교,서울,성북·강북,성북구,북악중학교,본교,기존(원)교,028-12 ,서울특별시 성북구 정릉로12길 41 (정릉동.북악중학교),서울특별시 성북구
15556,중학교,일반중학교,서울,성북·강북,성북구,삼선중학교,본교,기존(원)교,028-33 ,서울특별시 성북구 동소문로3길 69 (동소문동4가.삼선중학교),서울특별시 성북구
15557,중학교,일반중학교,서울,성북·강북,성북구,서울대학교사범대학부설중학교,본교,기존(원)교,027-96 ,서울특별시 성북구 월곡로 36 (종암동),서울특별시 성북구
15558,중학교,일반중학교,서울,성북·강북,성북구,석관중학교,본교,기존(원)교,027-82 ,서울특별시 성북구 한천로 526 (석관동.석관중학교),서울특별시 성북구
15559,중학교,일반중학교,서울,성북·강북,성북구,성신여자중학교,본교,기존(원)교,028-40 ,서울특별시 성북구 북악산로 918 . 성신여자중학교 (돈암동),서울특별시 성북구
15560,중학교,일반중학교,서울,성북·강북,성북구,숭곡중학교,본교,기존(원)교,027-36 ,서울특별시 성북구 종암로 208 . 숭곡중학교 (하월곡동),서울특별시 성북구
15561,중학교,일반중학교,서울,성북·강북,성북구,용문중학교,본교,기존(원)교,028-43 ,서울특별시 성북구 인촌로17가길 46 (안암동2가),서울특별시 성북구
15562,중학교,일반중학교,서울,성북·강북,성북구,월곡중학교,본교,기존(원)교,027-73 ,서울특별시 성북구 장월로 6 (상월곡동. 월곡중학교),서울특별시 성북구
15563,중학교,일반중학교,서울,성북·강북,성북구,장위중학교,본교,기존(원)교,027-43 ,서울특별시 성북구 장위로4길 70 (장위동.장위중학교),서울특별시 성북구
15564,중학교,일반중학교,서울,성북·강북,성북구,종암중학교,본교,기존(원)교,028-09 ,서울특별시 성북구 종암로5길 80-17 (종암동.종암중학교),서울특별시 성북구
15565,중학교,일반중학교,서울,성북·강북,성북구,한성여자중학교,본교,기존(원)교,028-76 ,서울특별시 성북구 삼선교로16길 118 . 한성여자중학교 (삼선동2가),서울특별시 성북구
15566,중학교,일반중학교,서울,성북·강북,성북구,홍익대학교사범대학부속중학교,본교,기존(원)교,028-35 ,서울특별시 성북구 성북로14가길 23 . 홍익대학교사범대학부속중학교 (성북동.홍익대학교부속중고등학교),서울특별시 성북구
15567,중학교,일반중학교,서울,성북·강북,강북구,강북중학교,본교,기존(원)교,010-51 ,서울특별시 강북구 한천로150길 67 (수유동. 강북중학교),서울특별시 강북구
15568,중학교,일반중학교,서울,성북·강북,강북구,미양중학교,본교,기존(원)교,011-90 ,서울특별시 강북구 인수봉로 39 (미아동.미양중.고등학교),서울특별시 강북구
15569,중학교,일반중학교,서울,성북·강북,강북구,번동중학교,본교,기존(원)교,011-37 ,서울특별시 강북구 오현로35길 87 (번동.번동중학교),서울특별시 강북구
15570,중학교,일반중학교,서울,성북·강북,강북구,삼각산중학교,본교,기존(원)교,011-98 ,서울특별시 강북구 삼양로19길 141 . 삼각산중학교 (미아동),서울특별시 강북구
15571,중학교,일반중학교,서울,성북·강북,강북구,서라벌중학교,본교,기존(원)교,010-06 ,서울특별시 강북구 삼양로155길 37-9 . 서라벌중학교 (우이동),서울특별시 강북구
15572,중학교,일반중학교,서울,성북·강북,강북구,성암여자중학교,본교,기존(원)교,011-74 ,서울특별시 강북구 도봉로29길 52 (미아동. 성암여자중학교),서울특별시 강북구
15573,중학교,일반중학교,서울,성북·강북,강북구,수송중학교,본교,기존(원)교,010-61 ,서울특별시 강북구 한천로122길 21 (번동.수송중학교),서울특별시 강북구
15574,중학교,일반중학교,서울,성북·강북,강북구,수유중학교,본교,기존(원)교,010-95 ,서울특별시 강북구 인수봉로37길 40 (수유동.수유중학교),서울특별시 강북구
15575,중학교,일반중학교,서울,성북·강북,강북구,신일중학교,본교,기존(원)교,011-33 ,서울특별시 강북구 솔매로49길 20 (미아동.신일중고등학교),서울특별시 강북구
15576,중학교,국제중학교,서울,성북·강북,강북구,영훈국제중학교,본교,기존(원)교,012-11 ,서울특별시 강북구 도봉로13가길 19 (미아동),서울특별시 강북구
15577,중학교,일반중학교,서울,성북·강북,강북구,인수중학교,본교,기존(원)교,010-15 ,서울특별시 강북구 인수봉로75길 10 (수유동. 인수중학교),서울특별시 강북구
15578,중학교,일반중학교,서울,성북·강북,강북구,창문여자중학교,본교,기존(원)교,012-37 ,서울특별시 강북구 월계로 61 (송중동. 창문여자중고등학교),서울특별시 강북구
15579,중학교,일반중학교,서울,성북·강북,강북구,화계중학교,본교,기존(원)교,010-95 ,서울특별시 강북구 화계사길 63 (수유동),서울특별시 강북구
15580,중학교,일반중학교,서울,북부,도봉구,노곡중학교,본교,기존(원)교,014-19 ,서울특별시 도봉구 노해로70길 95 (창동.노곡중학교),서울특별시 도봉구
15581,중학교,일반중학교,서울,북부,도봉구,도봉중학교,본교,기존(원)교,013-29 ,서울특별시 도봉구 마들로 671 (도봉동.도봉중학교),서울특별시 도봉구
15582,중학교,일반중학교,서울,북부,도봉구,방학중학교,본교,기존(원)교,013-58 ,서울특별시 도봉구 시루봉로 188 . 방학중학교 (방학동),서울특별시 도봉구
15583,중학교,일반중학교,서울,북부,도봉구,백운중학교,본교,기존(원)교,014-32 ,서울특별시 도봉구 도봉로129길 50 (쌍문동),서울특별시 도봉구
15584,중학교,일반중학교,서울,북부,도봉구,북서울중학교,본교,기존(원)교,013-05 ,서울특별시 도봉구 도봉로169가길 33 (도봉동),서울특별시 도봉구
15585,중학교,일반중학교,서울,북부,도봉구,선덕중학교,본교,기존(원)교,013-75 ,서울특별시 도봉구 시루봉로 53 . 선덕중학교 (쌍문동),서울특별시 도봉구
15586,중학교,일반중학교,서울,북부,도봉구,신도봉중학교,본교,기존(원)교,014-43 ,서울특별시 도봉구 도봉로115길 16 (쌍문동),서울특별시 도봉구
15587,중학교,일반중학교,서울,북부,도봉구,신방학중학교,본교,기존(원)교,013-59 ,서울특별시 도봉구 시루봉로 156 . 신방학중학교 (방학동),서울특별시 도봉구
15588,중학교,일반중학교,서울,북부,도봉구,정의여자중학교,본교,기존(원)교,014-38 ,서울특별시 도봉구 노해로49길 69 (쌍문동),서울특별시 도봉구
15589,중학교,일반중학교,서울,북부,도봉구,창동중학교,본교,기존(원)교,013-38 ,서울특별시 도봉구 방학로 32 창동중학교(방학동),서울특별시 도봉구
15590,중학교,일반중학교,서울,북부,도봉구,창북중학교,본교,기존(원)교,014-83 ,서울특별시 도봉구 노해로62길 33 (창동.창북중학교),서울특별시 도봉구
15591,중학교,일반중학교,서울,북부,도봉구,창일중학교,본교,기존(원)교,014-24 ,서울특별시 도봉구 노해로66길 60 (창동.창일중학교),서울특별시 도봉구
15592,중학교,일반중학교,서울,북부,도봉구,효문중학교,본교,기존(원)교,013-72 ,서울특별시 도봉구 우이천로 432 (쌍문동. 효문중 고등학교),서울특별시 도봉구
15593,중학교,일반중학교,서울,북부,노원구,공릉중학교,본교,기존(원)교,018-23 ,서울특별시 노원구 노원로1길 42 (공릉동.공릉중학교),서울특별시 노원구
15594,중학교,일반중학교,서울,북부,노원구,광운중학교,본교,기존(원)교,018-90 ,서울특별시 노원구 광운로1길 24 (월계동.광운중학교),서울특별시 노원구
15595,중학교,일반중학교,서울,북부,노원구,노원중학교,본교,기존(원)교,017-64 ,서울특별시 노원구 동일로213길 26 (상계동.노원중학교),서울특별시 노원구
15596,중학교,일반중학교,서울,북부,노원구,노일중학교,본교,기존(원)교,016-13 ,서울특별시 노원구 동일로231길 24 . 노일중학교 (상계동),서울특별시 노원구
15597,중학교,일반중학교,서울,북부,노원구,녹천중학교,본교,기존(원)교,019-05 ,서울특별시 노원구 월계로 376 (월계동. 녹천중학교),서울특별시 노원구
15598,중학교,일반중학교,서울,북부,노원구,불암중학교,본교,기존(원)교,017-47 ,서울특별시 노원구 한글비석로5길 45 . 불암중학교 (하계동),서울특별시 노원구
15599,중학교,일반중학교,서울,북부,노원구,상경중학교,본교,기존(원)교,016-19 ,서울특별시 노원구 동일로227길 61 (상계동. 상경중학교),서울특별시 노원구
15600,중학교,일반중학교,서울,북부,노원구,상계제일중학교,본교,기존(원)교,017-16 ,서울특별시 노원구 덕릉로86길 29-15 . 상계제일중학교 (중계동),서울특별시 노원구
15601,중학교,일반중학교,서울,북부,노원구,상계중학교,본교,기존(원)교,017-05 ,서울특별시 노원구 노원로 398 (상계동),서울특별시 노원구
15602,중학교,일반중학교,서울,북부,노원구,상명중학교,본교,기존(원)교,017-58 ,서울특별시 노원구 덕릉로 553 (중계동.상명중학교),서울특별시 노원구
15603,중학교,일반중학교,서울,북부,노원구,상원중학교,본교,기존(원)교,016-70 ,서울특별시 노원구 수락산로 182 (상계동),서울특별시 노원구
15604,중학교,일반중학교,서울,북부,노원구,수락중학교,본교,기존(원)교,016-02 ,서울특별시 노원구 동일로 1729 . 수락중학교 (상계동),서울특별시 노원구
15605,중학교,일반중학교,서울,북부,노원구,신상중학교,본교,기존(원)교,017-55 ,서울특별시 노원구 동일로216길 42 (상계동.신상중학교),서울특별시 노원구
15606,중학교,일반중학교,서울,북부,노원구,신창중학교,본교,기존(원)교,018-74 ,서울 노원구 월계로45길 92 (월계동.신창중학교),서울특별시 노원구
15607,중학교,일반중학교,서울,북부,노원구,염광중학교,본교,기존(원)교,018-74 ,서울특별시 노원구 월계로45가길 9 . 01874 (월계동),서울특별시 노원구
15608,중학교,일반중학교,서울,북부,노원구,온곡중학교,본교,기존(원)교,016-78 ,서울특별시 노원구 노원로 492 (상계동.온곡중학교),서울특별시 노원구
15609,중학교,일반중학교,서울,북부,노원구,월계중학교,본교,기존(원)교,018-77 ,서울특별시 노원구 월계로45가길 54 (월계동),서울특별시 노원구
15610,중학교,일반중학교,서울,북부,노원구,을지중학교,본교,기존(원)교,017-41 ,서울특별시 노원구 덕릉로 580 (중계동),서울특별시 노원구
15611,중학교,일반중학교,서울,북부,노원구,재현중학교,본교,기존(원)교,017-17 ,서울특별시 노원구 덕릉로82길 64 (중계동.재현중/고등학교),서울특별시 노원구
15612,중학교,일반중학교,서울,북부,노원구,중계중학교,본교,기존(원)교,017-12 ,서울특별시 노원구 덕릉로76길 23 (중계동),서울특별시 노원구
15613,중학교,일반중학교,서울,북부,노원구,중원중학교,본교,기존(원)교,017-87 ,서울특별시 노원구 공릉로 420 (중계동. 중원중학교),서울특별시 노원구
15614,중학교,일반중학교,서울,북부,노원구,중평중학교,본교,기존(원)교,017-76 ,서울특별시 노원구 동일로203길 87 (하계동.중평중학교),서울특별시 노원구
15615,중학교,일반중학교,서울,북부,노원구,청원중학교,본교,기존(원)교,016-72 ,서울특별시 노원구 한글비석로 506 . 청원중학교 (상계동),서울특별시 노원구
15616,중학교,일반중학교,서울,북부,노원구,태랑중학교,본교,기존(원)교,018-01 ,서울특별시 노원구 화랑로51나길 51 . 태랑중학교 (공릉동),서울특별시 노원구
15617,중학교,일반중학교,서울,북부,노원구,하계중학교,본교,기존(원)교,017-91 ,서울특별시 노원구 노원로 261-8 (하계동),서울특별시 노원구
15618,중학교,일반중학교,서울,북부,노원구,한천중학교,본교,기존(원)교,018-32 ,서울특별시 노원구 공릉로 265 . 한천중학교 (공릉동),서울특별시 노원구
15619,중학교,일반중학교,서울,서부,은평구,구산중학교,본교,기존(원)교,034-29 ,서울특별시 은평구 갈현로15길 20-23 (구산동.구산중학교),서울특별시 은평구
15620,중학교,일반중학교,서울,서부,은평구,대성중학교,본교,기존(원)교,033-22 ,서울특별시 은평구 갈현로29길 51-24 . 대성중고등학교 (갈현동),서울특별시 은평구
15621,중학교,일반중학교,서울,서부,은평구,덕산중학교,본교,기존(원)교,034-33 ,서울특별시 은평구 가좌로 400 (신사동),서울특별시 은평구
15622,중학교,일반중학교,서울,서부,은평구,불광중학교,본교,기존(원)교,033-59 ,서울특별시 은평구 불광로 180 . 불광중학교 (불광동),서울특별시 은평구
15623,중학교,일반중학교,서울,서부,은평구,상신중학교,본교,기존(원)교,034-47 ,서울특별시 은평구 증산로15길 61 (신사동. 상신중학교),서울특별시 은평구
15624,중학교,일반중학교,서울,서부,은평구,선일여자중학교,본교,기존(원)교,033-22 ,서울특별시 은평구 갈현로29길 27 (갈현동.선일여자중학교),서울특별시 은평구
15625,중학교,일반중학교,서울,서부,은평구,선정중학교,본교,기존(원)교,033-27 ,서울특별시 은평구 서오릉로20길 19 . 선정중학교 (갈현동),서울특별시 은평구
15626,중학교,일반중학교,서울,서부,은평구,숭실중학교,본교,기존(원)교,034-45 ,서울특별시 은평구 은평터널로7길 6 (신사동),서울특별시 은평구
15627,중학교,일반중학교,서울,서부,은평구,신도중학교,본교,기존(원)교,033-10 ,서울특별시 은평구 진관1로 77-30 (진관동),서울특별시 은평구
15628,중학교,일반중학교,서울,서부,은평구,연서중학교,본교,기존(원)교,034-96 ,서울특별시 은평구 증산서길 125-6 (증산동.연서중학교),서울특별시 은평구
15629,중학교,일반중학교,서울,서부,은평구,연신중학교,본교,기존(원)교,033-42 ,서울특별시 은평구 연서로33길 16-32 (연신중학교. 불광동),서울특별시 은평구
15630,중학교,일반중학교,서울,서부,은평구,연천중학교,본교,기존(원)교,033-38 ,서울특별시 은평구 연서로41길 30 (불광동),서울특별시 은평구
