법정동,학제,설립,학교수,학생수_계,교원수_총계_계,입학자_계,졸업자_계,진학자_계,일반고_계,특목고_계,특성화고_계,자율고_계,기타_고등학교_계,국내_전문대학_계,국내_교육대학_계,국내_대학_계,국내_각종학교_계,국외_전문대학_계,국외_대학_계
부산 금정구,중학교,소계,12,6917,459,1918,2668,2653,1741,282,562,44,24,0,0,0,0,0,0
부산 금정구,고등학교,국립,1,923,72,282,368,308,0,0,0,0,0,62,0,246,0,0,0
부산 금정구,고등학교,공립,4,2618,249,862,1091,936,0,0,0,0,0,184,5,745,0,0,2
부산 금정구,고등학교,사립,9,6462,478,2143,2305,1547,0,0,0,0,0,263,5,1258,12,1,8
부산 금정구,고등학교,소계,14,10003,799,3287,3764,2791,0,0,0,0,0,509,10,2249,12,1,10
부산 금정구,  (일반고),국립,1,923,72,282,368,308,0,0,0,0,0,62,0,246,0,0,0
부산 금정구,  (일반고),공립,3,2353,196,737,968,817,0,0,0,0,0,184,5,626,0,0,2
부산 금정구,  (일반고),사립,4,2610,228,842,975,785,0,0,0,0,0,74,5,698,5,0,3
부산 금정구,  (일반고),소계,8,5886,496,1861,2311,1910,0,0,0,0,0,320,10,1570,5,0,5
부산 금정구,  (특목고),공립,1,265,53,125,123,119,0,0,0,0,0,0,0,119,0,0,0
부산 금정구,  (특목고),사립,2,1717,67,582,593,473,0,0,0,0,0,19,0,442,7,0,5
부산 금정구,  (특목고),소계,3,1982,120,707,716,592,0,0,0,0,0,19,0,561,7,0,5
부산 금정구,  (특성화고),사립,3,2135,183,719,737,289,0,0,0,0,0,170,0,118,0,1,0
부산 금정구,  (특성화고),소계,3,2135,183,719,737,289,0,0,0,0,0,170,0,118,0,1,0
부산 금정구,특수학교,사립,1,107,36,30,27,0,0,0,0,0,0,0,0,0,0,0,0
부산 금정구,특수학교,소계,1,107,36,30,27,0,0,0,0,0,0,0,0,0,0,0,0
부산 금정구,소계,국립,1,923,72,282,368,308,0,0,0,0,0,62,0,246,0,0,0
부산 금정구,소계,공립,37,17458,1254,3913,4886,4601,1267,112,440,22,22,184,5,745,0,0,2
부산 금정구,소계,사립,39,11819,884,3942,5572,2429,474,170,122,22,2,263,5,1258,12,1,8
부산 금정구,소계,소계,77,30200,2210,8137,10826,7338,1741,282,562,44,24,509,10,2249,12,1,10
부산 강서구,유치원,공립,6,522,39,352,257,0,0,0,0,0,0,0,0,0,0,0,0
부산 강서구,유치원,사립,8,1230,90,632,358,0,0,0,0,0,0,0,0,0,0,0,0
부산 강서구,유치원,소계,14,1752,129,984,615,0,0,0,0,0,0,0,0,0,0,0,0
부산 강서구,초등학교,공립,17,4323,340,837,569,569,0,0,0,0,0,0,0,0,0,0,0
부산 강서구,초등학교,소계,17,4323,340,837,569,569,0,0,0,0,0,0,0,0,0,0,0
부산 강서구,중학교,공립,5,1555,136,482,414,412,306,24,58,4,20,0,0,0,0,0,0
부산 강서구,중학교,사립,3,277,48,89,131,131,86,10,33,0,2,0,0,0,0,0,0
부산 강서구,중학교,소계,8,1832,184,571,545,543,392,34,91,4,22,0,0,0,0,0,0
부산 강서구,고등학교,공립,4,1790,185,604,614,470,0,0,0,0,0,127,0,343,0,0,0
부산 강서구,고등학교,사립,2,964,75,323,347,309,0,0,0,0,0,114,0,195,0,0,0
부산 강서구,고등학교,소계,6,2754,260,927,961,779,0,0,0,0,0,241,0,538,0,0,0
부산 강서구,  (일반고),공립,3,1398,139,454,505,440,0,0,0,0,0,101,0,339,0,0,0
부산 강서구,  (일반고),사립,2,964,75,323,347,309,0,0,0,0,0,114,0,195,0,0,0
부산 강서구,  (일반고),소계,5,2362,214,777,852,749,0,0,0,0,0,215,0,534,0,0,0
부산 강서구,  (특성화고),공립,1,392,46,150,109,30,0,0,0,0,0,26,0,4,0,0,0
부산 강서구,  (특성화고),소계,1,392,46,150,109,30,0,0,0,0,0,26,0,4,0,0,0
부산 강서구,특수학교,공립,1,183,61,64,44,0,0,0,0,0,0,0,0,0,0,0,0
부산 강서구,특수학교,사립,1,118,39,30,28,0,0,0,0,0,0,0,0,0,0,0,0
부산 강서구,특수학교,소계,2,301,100,94,72,0,0,0,0,0,0,0,0,0,0,0,0
부산 강서구,소계,공립,33,8373,761,2339,1898,1451,306,24,58,4,20,127,0,343,0,0,0
부산 강서구,소계,사립,14,2589,252,1074,864,440,86,10,33,0,2,114,0,195,0,0,0
부산 강서구,소계,소계,47,10962,1013,3413,2762,1891,392,34,91,4,22,241,0,538,0,0,0
부산 연제구,유치원,공립,5,370,19,192,237,0,0,0,0,0,0,0,0,0,0,0,0
부산 연제구,유치원,사립,12,1266,111,644,958,0,0,0,0,0,0,0,0,0,0,0,0
부산 연제구,유치원,소계,17,1636,130,836,1195,0,0,0,0,0,0,0,0,0,0,0,0
부산 연제구,초등학교,국립,1,688,33,112,128,128,0,0,0,0,0,0,0,0,0,0,0
부산 연제구,초등학교,공립,15,8922,580,1457,1549,1549,0,0,0,0,0,0,0,0,0,0,0
부산 연제구,초등학교,소계,16,9610,613,1569,1677,1677,0,0,0,0,0,0,0,0,0,0,0
부산 연제구,중학교,공립,6,3671,258,1017,1405,1398,839,93,351,111,4,0,0,0,0,0,0
부산 연제구,중학교,사립,2,1079,69,334,403,403,271,19,105,2,6,0,0,0,0,0,0
부산 연제구,중학교,소계,8,4750,327,1351,1808,1801,1110,112,456,113,10,0,0,0,0,0,0
부산 연제구,고등학교,공립,1,758,55,246,272,232,0,0,0,0,0,55,0,177,0,0,0
부산 연제구,고등학교,사립,4,2297,182,732,874,554,0,0,0,0,0,126,6,419,0,0,3
부산 연제구,고등학교,소계,5,3055,237,978,1146,786,0,0,0,0,0,181,6,596,0,0,3
부산 연제구,  (일반고),사립,1,860,56,269,309,251,0,0,0,0,0,48,2,201,0,0,0
부산 연제구,  (일반고),소계,1,860,56,269,309,251,0,0,0,0,0,48,2,201,0,0,0
부산 연제구,  (특목고),사립,1,765,62,236,315,188,0,0,0,0,0,1,4,181,0,0,2
부산 연제구,  (특목고),소계,1,765,62,236,315,188,0,0,0,0,0,1,4,181,0,0,2
부산 연제구,  (특성화고),사립,2,672,64,227,250,115,0,0,0,0,0,77,0,37,0,0,1
부산 연제구,  (특성화고),소계,2,672,64,227,250,115,0,0,0,0,0,77,0,37,0,0,1
부산 연제구,  (자율고),공립,1,758,55,246,272,232,0,0,0,0,0,55,0,177,0,0,0
부산 연제구,  (자율고),소계,1,758,55,246,272,232,0,0,0,0,0,55,0,177,0,0,0
부산 연제구,특수학교,사립,2,179,57,66,60,0,0,0,0,0,0,0,0,0,0,0,0
부산 연제구,특수학교,소계,2,179,57,66,60,0,0,0,0,0,0,0,0,0,0,0,0
부산 연제구,소계,국립,1,688,33,112,128,128,0,0,0,0,0,0,0,0,0,0,0
부산 연제구,소계,공립,27,13721,912,2912,3463,3179,839,93,351,111,4,55,0,177,0,0,0
부산 연제구,소계,사립,20,4821,419,1776,2295,957,271,19,105,2,6,126,6,419,0,0,3
부산 연제구,소계,소계,48,19230,1364,4800,5886,4264,1110,112,456,113,10,181,6,596,0,0,3
부산 수영구,유치원,공립,3,183,11,97,171,0,0,0,0,0,0,0,0,0,0,0,0
부산 수영구,유치원,사립,17,1944,151,812,1288,0,0,0,0,0,0,0,0,0,0,0,0
부산 수영구,유치원,소계,20,2127,162,909,1459,0,0,0,0,0,0,0,0,0,0,0,0
부산 수영구,초등학교,공립,10,6588,422,1114,1166,1166,0,0,0,0,0,0,0,0,0,0,0
부산 수영구,초등학교,소계,10,6588,422,1114,1166,1166,0,0,0,0,0,0,0,0,0,0,0
부산 수영구,중학교,공립,4,1918,151,538,720,717,460,43,200,8,6,0,0,0,0,0,0
부산 수영구,중학교,사립,2,1193,80,357,475,474,291,34,122,16,11,0,0,0,0,0,0
부산 수영구,중학교,소계,6,3111,231,895,1195,1191,751,77,322,24,17,0,0,0,0,0,0
부산 수영구,고등학교,공립,2,2041,136,618,770,622,0,0,0,0,0,114,0,508,0,0,0
부산 수영구,고등학교,사립,2,2046,151,673,776,517,0,0,0,0,0,172,4,334,0,2,5
부산 수영구,고등학교,소계,4,4087,287,1291,1546,1139,0,0,0,0,0,286,4,842,0,2,5
부산 수영구,  (일반고),공립,2,2041,136,618,770,622,0,0,0,0,0,114,0,508,0,0,0
부산 수영구,  (일반고),사립,1,1177,78,387,444,375,0,0,0,0,0,65,4,301,0,0,5
부산 수영구,  (일반고),소계,3,3218,214,1005,1214,997,0,0,0,0,0,179,4,809,0,0,5
부산 수영구,  (특성화고),사립,1,869,73,286,332,142,0,0,0,0,0,107,0,33,0,2,0
부산 수영구,  (특성화고),소계,1,869,73,286,332,142,0,0,0,0,0,107,0,33,0,2,0
부산 수영구,특수학교,공립,1,84,41,47,48,1,0,0,0,0,0,0,0,0,0,0,0
부산 수영구,특수학교,소계,1,84,41,47,48,1,0,0,0,0,0,0,0,0,0,0,0
부산 수영구,소계,공립,20,10814,761,2414,2875,2506,460,43,200,8,6,114,0,508,0,0,0
부산 수영구,소계,사립,21,5183,382,1842,2539,991,291,34,122,16,11,172,4,334,0,2,5
부산 수영구,소계,소계,41,15997,1143,4256,5414,3497,751,77,322,24,17,286,4,842,0,2,5
부산 사상구,유치원,공립,5,204,14,109,184,0,0,0,0,0,0,0,0,0,0,0,0
부산 사상구,유치원,사립,26,3213,273,1332,2412,0,0,0,0,0,0,0,0,0,0,0,0
부산 사상구,유치원,소계,31,3417,287,1441,2596,0,0,0,0,0,0,0,0,0,0,0,0
부산 사상구,초등학교,공립,21,9251,668,1563,1674,1674,0,0,0,0,0,0,0,0,0,0,0
부산 사상구,초등학교,소계,21,9251,668,1563,1674,1674,0,0,0,0,0,0,0,0,0,0,0
부산 사상구,중학교,공립,10,4646,372,1321,1866,1864,989,84,435,323,33,0,0,0,0,0,0
부산 사상구,중학교,사립,1,517,32,151,180,180,115,11,51,3,0,0,0,0,0,0,0
부산 사상구,중학교,소계,11,5163,404,1472,2046,2044,1104,95,486,326,33,0,0,0,0,0,0
부산 사상구,고등학교,공립,4,2922,240,922,1084,882,0,0,0,0,0,283,4,594,1,0,0
부산 사상구,고등학교,사립,1,780,61,235,298,269,0,0,0,0,0,65,2,202,0,0,0
부산 사상구,고등학교,소계,5,3702,301,1157,1382,1151,0,0,0,0,0,348,6,796,1,0,0
부산 사상구,  (일반고),공립,1,755,60,215,318,303,0,0,0,0,0,75,1,226,1,0,0
부산 사상구,  (일반고),사립,1,780,61,235,298,269,0,0,0,0,0,65,2,202,0,0,0
부산 사상구,  (일반고),소계,2,1535,121,450,616,572,0,0,0,0,0,140,3,428,1,0,0
부산 사상구,  (특성화고),공립,1,618,59,215,213,79,0,0,0,0,0,48,0,31,0,0,0
부산 사상구,  (특성화고),소계,1,618,59,215,213,79,0,0,0,0,0,48,0,31,0,0,0
부산 사상구,  (자율고),공립,2,1549,121,492,553,500,0,0,0,0,0,160,3,337,0,0,0
부산 사상구,  (자율고),소계,2,1549,121,492,553,500,0,0,0,0,0,160,3,337,0,0,0
부산 사상구,특수학교,공립,1,144,60,47,46,0,0,0,0,0,0,0,0,0,0,0,0
부산 사상구,특수학교,소계,1,144,60,47,46,0,0,0,0,0,0,0,0,0,0,0,0
부산 사상구,각종학교,공립,1,346,35,359,325,309,0,0,0,0,0,0,0,0,0,0,0
부산 사상구,각종학교,소계,1,346,35,359,325,309,0,0,0,0,0,0,0,0,0,0,0
부산 사상구,소계,공립,42,17513,1389,4321,5179,4729,989,84,435,323,33,283,4,594,1,0,0
부산 사상구,소계,사립,28,4510,366,1718,2890,449,115,11,51,3,0,65,2,202,0,0,0
부산 사상구,소계,소계,70,22023,1755,6039,8069,5178,1104,95,486,326,33,348,6,796,1,0,0
부산 기장군,유치원,공립,16,1128,66,715,521,0,0,0,0,0,0,0,0,0,0,0,0
부산 기장군,유치원,사립,15,1927,145,893,1536,0,0,0,0,0,0,0,0,0,0,0,0
부산 기장군,유치원,소계,31,3055,211,1608,2057,0,0,0,0,0,0,0,0,0,0,0,0
부산 기장군,초등학교,공립,20,9315,575,1712,1352,1349,0,0,0,0,0,0,0,0,0,0,0
부산 기장군,초등학교,소계,20,9315,575,1712,1352,1349,0,0,0,0,0,0,0,0,0,0,0
부산 기장군,중학교,공립,5,3632,235,1172,1103,1095,799,43,223,5,25,0,0,0,0,0,0
부산 기장군,중학교,사립,1,591,34,186,197,195,141,3,39,0,12,0,0,0,0,0,0
부산 기장군,중학교,소계,6,4223,269,1358,1300,1290,940,46,262,5,37,0,0,0,0,0,0
부산 기장군,고등학교,공립,4,2749,196,995,820,722,0,0,0,0,0,195,4,521,0,2,0
부산 기장군,고등학교,사립,2,398,32,123,113,77,0,0,0,0,0,0,0,77,0,0,0
부산 기장군,고등학교,소계,6,3147,228,1118,933,799,0,0,0,0,0,195,4,598,0,2,0
부산 기장군,  (일반고),공립,4,2749,196,995,820,722,0,0,0,0,0,195,4,521,0,2,0
부산 기장군,  (일반고),사립,1,379,27,123,113,77,0,0,0,0,0,0,0,77,0,0,0
부산 기장군,  (일반고),소계,5,3128,223,1118,933,799,0,0,0,0,0,195,4,598,0,2,0
부산 기장군,  (특성화고),사립,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산 기장군,  (특성화고),소계,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산 기장군,특수학교,공립,1,218,64,66,59,0,0,0,0,0,0,0,0,0,0,0,0
부산 기장군,특수학교,사립,1,40,20,5,5,0,0,0,0,0,0,0,0,0,0,0,0
부산 기장군,특수학교,소계,2,258,84,71,64,0,0,0,0,0,0,0,0,0,0,0,0
부산 기장군,소계,공립,46,17042,1136,4660,3855,3166,799,43,223,5,25,195,4,521,0,2,0
부산 기장군,소계,사립,19,2956,231,1207,1851,272,141,3,39,0,12,0,0,77,0,0,0
부산 기장군,소계,소계,65,19998,1367,5867,5706,3438,940,46,262,5,37,195,4,598,0,2,0
부산 소계,유치원,공립,80,5272,327,2992,3722,0,0,0,0,0,0,0,0,0,0,0,0
부산 소계,유치원,사립,323,39903,3151,17257,28865,0,0,0,0,0,0,0,0,0,0,0,0
부산 소계,유치원,소계,403,45175,3478,20249,32587,0,0,0,0,0,0,0,0,0,0,0,0
부산 소계,초등학교,국립,1,688,33,112,128,128,0,0,0,0,0,0,0,0,0,0,0
부산 소계,초등학교,공립,299,151309,10278,24961,26699,26694,0,0,0,0,0,0,0,0,0,0,0
부산 소계,초등학교,사립,6,2286,103,403,352,352,0,0,0,0,0,0,0,0,0,0,0
부산 소계,초등학교,소계,306,154283,10414,25476,27179,27174,0,0,0,0,0,0,0,0,0,0,0
부산 소계,중학교,공립,134,78056,5449,22371,29169,29068,18595,1664,6461,1907,441,0,0,0,0,0,0
부산 소계,중학교,사립,38,16964,1224,4810,6797,6776,4254,529,1694,218,81,0,0,0,0,0,0
부산 소계,중학교,소계,172,95020,6673,27181,35966,35844,22849,2193,8155,2125,522,0,0,0,0,0,0
부산 소계,고등학교,국립,4,2735,305,878,972,455,0,0,0,0,0,62,0,389,0,3,1
부산 소계,고등학교,공립,63,49157,3926,15917,17858,13859,0,0,0,0,0,3107,56,10653,16,4,23
부산 소계,고등학교,사립,78,57881,4488,18818,21104,15341,0,0,0,0,0,3687,61,11526,17,6,44
부산 소계,고등학교,소계,145,109773,8719,35613,39934,29655,0,0,0,0,0,6856,117,22568,33,13,68
부산 소계,  (일반고),국립,1,923,72,282,368,308,0,0,0,0,0,62,0,246,0,0,0
부산 소계,  (일반고),공립,35,30273,2188,9579,11118,9378,0,0,0,0,0,1927,41,7394,6,3,7
부산 소계,  (일반고),사립,45,36923,2731,11701,13509,11621,0,0,0,0,0,1925,49,9621,6,1,19
부산 소계,  (일반고),소계,81,68119,4991,21562,24995,21307,0,0,0,0,0,3914,90,17261,12,4,26
부산 소계,  (특목고),국립,3,1812,233,596,604,147,0,0,0,0,0,0,0,143,0,3,1
부산 소계,  (특목고),공립,6,2266,304,842,860,606,0,0,0,0,0,46,2,540,4,1,13
부산 소계,  (특목고),사립,5,3775,223,1226,1397,1053,0,0,0,0,0,26,10,987,7,0,23
부산 소계,  (특목고),소계,14,7853,760,2664,2861,1806,0,0,0,0,0,72,12,1670,11,4,37
부산 소계,  (특성화고),공립,9,6301,630,2153,2186,728,0,0,0,0,0,508,0,217,0,0,3
부산 소계,  (특성화고),사립,27,16522,1488,5676,5954,2552,0,0,0,0,0,1736,0,805,4,5,2
부산 소계,  (특성화고),소계,36,22823,2118,7829,8140,3280,0,0,0,0,0,2244,0,1022,4,5,5
부산 소계,  (자율고),공립,13,10317,804,3343,3694,3147,0,0,0,0,0,626,13,2502,6,0,0
부산 소계,  (자율고),사립,1,661,46,215,244,115,0,0,0,0,0,0,2,113,0,0,0
부산 소계,  (자율고),소계,14,10978,850,3558,3938,3262,0,0,0,0,0,626,15,2615,6,0,0
부산 소계,특수학교,공립,8,1302,479,442,426,5,0,0,0,0,0,0,0,0,0,0,0
부산 소계,특수학교,사립,7,568,199,172,176,0,0,0,0,0,0,0,0,0,0,0,0
부산 소계,특수학교,소계,15,1870,678,614,602,5,0,0,0,0,0,0,0,0,0,0,0
부산 소계,고등기술학교,사립,1,255,32,70,106,46,0,0,0,0,0,0,0,0,0,0,0
부산 소계,고등기술학교,소계,1,255,32,70,106,46,0,0,0,0,0,0,0,0,0,0,0
부산 소계,각종학교,공립,1,346,35,359,325,309,0,0,0,0,0,0,0,0,0,0,0
부산 소계,각종학교,소계,1,346,35,359,325,309,0,0,0,0,0,0,0,0,0,0,0
부산 소계,소계,국립,5,3423,338,990,1100,583,0,0,0,0,0,62,0,389,0,3,1
부산 소계,소계,공립,585,285442,20494,67042,78199,69935,18595,1664,6461,1907,441,3107,56,10653,16,4,23
부산 소계,소계,사립,453,117857,9197,41530,57400,22515,4254,529,1694,218,81,3687,61,11526,17,6,44
부산 소계,소계,소계,1043,406722,30029,109562,136699,93033,22849,2193,8155,2125,522,6856,117,22568,33,13,68
대구 중구,유치원,공립,6,157,17,95,141,0,0,0,0,0,0,0,0,0,0,0,0
대구 중구,유치원,사립,7,627,49,307,521,0,0,0,0,0,0,0,0,0,0,0,0
대구 중구,유치원,소계,13,784,66,402,662,0,0,0,0,0,0,0,0,0,0,0,0
대구 중구,초등학교,국립,1,643,32,96,125,125,0,0,0,0,0,0,0,0,0,0,0
대구 중구,초등학교,공립,8,2801,229,485,451,451,0,0,0,0,0,0,0,0,0,0,0
대구 중구,초등학교,사립,1,839,28,144,125,125,0,0,0,0,0,0,0,0,0,0,0
대구 중구,초등학교,소계,10,4283,289,725,701,701,0,0,0,0,0,0,0,0,0,0,0
대구 중구,중학교,국립,1,693,46,196,274,274,168,3,47,54,2,0,0,0,0,0,0
대구 중구,중학교,공립,1,253,27,88,107,107,23,3,32,49,0,0,0,0,0,0,0
대구 중구,중학교,사립,3,1434,101,426,559,558,304,23,124,107,0,0,0,0,0,0,0
대구 중구,중학교,소계,5,2380,174,710,940,939,495,29,203,210,2,0,0,0,0,0,0
대구 중구,고등학교,국립,1,1044,75,366,359,289,0,0,0,0,0,84,0,204,0,0,1
대구 중구,고등학교,공립,1,1368,87,456,477,405,0,0,0,0,0,144,4,257,0,0,0
대구 중구,고등학교,사립,3,2872,201,1018,968,651,0,0,0,0,0,169,0,477,0,0,5
대구 중구,고등학교,소계,5,5284,363,1840,1804,1345,0,0,0,0,0,397,4,938,0,0,6
대구 중구,  (일반고),국립,1,1044,75,366,359,289,0,0,0,0,0,84,0,204,0,0,1
대구 중구,  (일반고),사립,1,972,66,333,370,355,0,0,0,0,0,78,0,274,0,0,3
대구 중구,  (일반고),소계,2,2016,141,699,729,644,0,0,0,0,0,162,0,478,0,0,4
대구 중구,  (특성화고),사립,1,982,74,330,325,109,0,0,0,0,0,89,0,20,0,0,0
대구 중구,  (특성화고),소계,1,982,74,330,325,109,0,0,0,0,0,89,0,20,0,0,0
대구 중구,  (자율고),공립,1,1368,87,456,477,405,0,0,0,0,0,144,4,257,0,0,0
대구 중구,  (자율고),사립,1,918,61,355,273,187,0,0,0,0,0,2,0,183,0,0,2
대구 중구,  (자율고),소계,2,2286,148,811,750,592,0,0,0,0,0,146,4,440,0,0,2
대구 중구,고등공민학교,사립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구 중구,고등공민학교,소계,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구 중구,소계,국립,3,2380,153,658,758,688,168,3,47,54,2,84,0,204,0,0,1
대구 중구,소계,공립,16,4579,360,1124,1176,963,23,3,32,49,0,144,4,257,0,0,0
대구 중구,소계,사립,14,5772,379,1895,2173,1334,304,23,124,107,0,169,0,477,0,0,5
대구 중구,소계,소계,33,12731,892,3677,4107,2985,495,29,203,210,2,397,4,938,0,0,6
대구 동구,유치원,공립,22,1047,107,578,987,0,0,0,0,0,0,0,0,0,0,0,0
대구 동구,유치원,사립,38,4200,332,2228,2863,0,0,0,0,0,0,0,0,0,0,0,0
대구 동구,유치원,소계,60,5247,439,2806,3850,0,0,0,0,0,0,0,0,0,0,0,0
대구 동구,초등학교,공립,31,16167,1140,2793,2701,2701,0,0,0,0,0,0,0,0,0,0,0
대구 동구,초등학교,사립,1,854,28,144,144,144,0,0,0,0,0,0,0,0,0,0,0
대구 동구,초등학교,소계,32,17021,1168,2937,2845,2845,0,0,0,0,0,0,0,0,0,0,0
대구 동구,중학교,공립,9,5229,404,1572,1961,1953,1005,98,473,371,6,0,0,0,0,0,0
대구 동구,중학교,사립,3,1808,107,509,683,681,523,23,102,31,2,0,0,0,0,0,0
대구 동구,중학교,소계,12,7037,511,2081,2644,2634,1528,121,575,402,8,0,0,0,0,0,0
대구 동구,고등학교,공립,4,3087,291,909,1225,664,0,0,0,0,0,342,2,320,0,0,0
대구 동구,고등학교,사립,7,5656,451,1897,1965,1413,0,0,0,0,0,469,3,933,5,0,3
대구 동구,고등학교,소계,11,8743,742,2806,3190,2077,0,0,0,0,0,811,5,1253,5,0,3
대구 동구,  (일반고),사립,4,3722,273,1156,1331,1138,0,0,0,0,0,296,3,832,4,0,3
대구 동구,  (일반고),소계,4,3722,273,1156,1331,1138,0,0,0,0,0,296,3,832,4,0,3
대구 동구,  (특목고),공립,2,825,104,202,421,200,0,0,0,0,0,113,0,87,0,0,0
대구 동구,  (특목고),소계,2,825,104,202,421,200,0,0,0,0,0,113,0,87,0,0,0
대구 동구,  (특성화고),공립,1,1310,117,394,479,172,0,0,0,0,0,141,0,31,0,0,0
대구 동구,  (특성화고),사립,3,1934,178,741,634,275,0,0,0,0,0,173,0,101,1,0,0
대구 동구,  (특성화고),소계,4,3244,295,1135,1113,447,0,0,0,0,0,314,0,132,1,0,0
대구 동구,  (자율고),공립,1,952,70,313,325,292,0,0,0,0,0,88,2,202,0,0,0
대구 동구,  (자율고),소계,1,952,70,313,325,292,0,0,0,0,0,88,2,202,0,0,0
대구 동구,특수학교,사립,1,192,64,62,69,0,0,0,0,0,0,0,0,0,0,0,0
대구 동구,특수학교,소계,1,192,64,62,69,0,0,0,0,0,0,0,0,0,0,0,0
대구 동구,소계,공립,66,25530,1942,5852,6874,5318,1005,98,473,371,6,342,2,320,0,0,0
대구 동구,소계,사립,50,12710,982,4840,5724,2238,523,23,102,31,2,469,3,933,5,0,3
대구 동구,소계,소계,116,38240,2924,10692,12598,7556,1528,121,575,402,8,811,5,1253,5,0,3
대구 서구,유치원,공립,13,322,26,205,293,0,0,0,0,0,0,0,0,0,0,0,0
대구 서구,유치원,사립,11,1076,83,528,700,0,0,0,0,0,0,0,0,0,0,0,0
대구 서구,유치원,소계,24,1398,109,733,993,0,0,0,0,0,0,0,0,0,0,0,0
대구 서구,초등학교,공립,17,7035,582,1081,1469,1469,0,0,0,0,0,0,0,0,0,0,0
대구 서구,초등학교,소계,17,7035,582,1081,1469,1469,0,0,0,0,0,0,0,0,0,0,0
대구 서구,중학교,공립,8,3592,308,1051,1454,1448,486,74,409,475,4,0,0,0,0,0,0
대구 서구,중학교,사립,1,401,32,99,170,170,124,0,41,5,0,0,0,0,0,0,0
대구 서구,중학교,소계,9,3993,340,1150,1624,1618,610,74,450,480,4,0,0,0,0,0,0
대구 서구,고등학교,공립,4,4573,367,1482,1702,1356,0,0,0,0,0,722,2,632,0,0,0
대구 서구,고등학교,사립,1,991,77,314,401,346,0,0,0,0,0,152,0,194,0,0,0
대구 서구,고등학교,소계,5,5564,444,1796,2103,1702,0,0,0,0,0,874,2,826,0,0,0
대구 서구,  (일반고),공립,1,983,91,333,376,353,0,0,0,0,0,172,0,181,0,0,0
대구 서구,  (일반고),사립,1,991,77,314,401,346,0,0,0,0,0,152,0,194,0,0,0
대구 서구,  (일반고),소계,2,1974,168,647,777,699,0,0,0,0,0,324,0,375,0,0,0
대구 서구,  (특성화고),공립,1,1020,88,369,330,145,0,0,0,0,0,138,0,7,0,0,0
대구 서구,  (특성화고),소계,1,1020,88,369,330,145,0,0,0,0,0,138,0,7,0,0,0
대구 서구,  (자율고),공립,2,2570,188,780,996,858,0,0,0,0,0,412,2,444,0,0,0
대구 서구,  (자율고),소계,2,2570,188,780,996,858,0,0,0,0,0,412,2,444,0,0,0
대구 서구,소계,공립,42,15522,1283,3819,4918,4273,486,74,409,475,4,722,2,632,0,0,0
대구 서구,소계,사립,13,2468,192,941,1271,516,124,0,41,5,0,152,0,194,0,0,0
대구 서구,소계,소계,55,17990,1475,4760,6189,4789,610,74,450,480,4,874,2,826,0,0,0
대구 남구,유치원,공립,4,131,7,78,127,0,0,0,0,0,0,0,0,0,0,0,0
대구 남구,유치원,사립,15,1470,127,796,860,0,0,0,0,0,0,0,0,0,0,0,0
대구 남구,유치원,소계,19,1601,134,874,987,0,0,0,0,0,0,0,0,0,0,0,0
대구 남구,초등학교,공립,11,5392,414,835,963,963,0,0,0,0,0,0,0,0,0,0,0
대구 남구,초등학교,소계,11,5392,414,835,963,963,0,0,0,0,0,0,0,0,0,0,0
대구 남구,중학교,공립,4,1491,132,415,613,608,325,16,163,102,2,0,0,0,0,0,0
대구 남구,중학교,사립,4,1974,138,571,789,786,514,45,159,64,4,0,0,0,0,0,0
대구 남구,중학교,소계,8,3465,270,986,1402,1394,839,61,322,166,6,0,0,0,0,0,0
대구 남구,고등학교,공립,1,1097,98,347,372,310,0,0,0,0,0,98,1,211,0,0,0
대구 남구,고등학교,사립,7,6980,506,2298,2520,1514,0,0,0,0,0,504,8,997,0,0,5
대구 남구,고등학교,소계,8,8077,604,2645,2892,1824,0,0,0,0,0,602,9,1208,0,0,5
대구 남구,  (일반고),사립,2,1411,135,452,505,407,0,0,0,0,0,116,0,290,0,0,1
대구 남구,  (일반고),소계,2,1411,135,452,505,407,0,0,0,0,0,116,0,290,0,0,1
대구 남구,  (특목고),사립,1,1336,55,444,490,473,0,0,0,0,0,28,0,441,0,0,4
대구 남구,  (특목고),소계,1,1336,55,444,490,473,0,0,0,0,0,28,0,441,0,0,4
대구 남구,  (특성화고),사립,3,3407,266,1122,1226,417,0,0,0,0,0,360,0,57,0,0,0
대구 남구,  (특성화고),소계,3,3407,266,1122,1226,417,0,0,0,0,0,360,0,57,0,0,0
대구 남구,  (자율고),공립,1,1097,98,347,372,310,0,0,0,0,0,98,1,211,0,0,0
대구 남구,  (자율고),사립,1,826,50,280,299,217,0,0,0,0,0,0,8,209,0,0,0
대구 남구,  (자율고),소계,2,1923,148,627,671,527,0,0,0,0,0,98,9,420,0,0,0
대구 남구,특수학교,사립,5,599,214,212,213,13,0,0,0,0,0,0,0,0,0,0,0
대구 남구,특수학교,소계,5,599,214,212,213,13,0,0,0,0,0,0,0,0,0,0,0
대구 남구,소계,공립,20,8111,651,1675,2075,1881,325,16,163,102,2,98,1,211,0,0,0
