법정동,학제,설립,학교수,학생수_계,교원수_총계_계,입학자_계,졸업자_계,진학자_계,일반고_계,특목고_계,특성화고_계,자율고_계,기타_고등학교_계,국내_전문대학_계,국내_교육대학_계,국내_대학_계,국내_각종학교_계,국외_전문대학_계,국외_대학_계
서울 종로구,유치원,공립,5,253,14,120,155,0,0,0,0,0,0,0,0,0,0,0,0
서울 종로구,유치원,사립,12,985,77,393,689,0,0,0,0,0,0,0,0,0,0,0,0
서울 종로구,유치원,소계,17,1238,91,513,844,0,0,0,0,0,0,0,0,0,0,0,0
서울 종로구,초등학교,국립,1,701,41,103,123,123,0,0,0,0,0,0,0,0,0,0,0
서울 종로구,초등학교,공립,11,4871,410,786,934,934,0,0,0,0,0,0,0,0,0,0,0
서울 종로구,초등학교,사립,2,512,24,90,93,92,0,0,0,0,0,0,0,0,0,0,0
서울 종로구,초등학교,소계,14,6084,475,979,1150,1149,0,0,0,0,0,0,0,0,0,0,0
서울 종로구,중학교,국립,1,625,54,168,233,233,155,11,61,5,1,0,0,0,0,0,0
서울 종로구,중학교,공립,1,580,44,160,223,221,162,4,11,42,2,0,0,0,0,0,0
서울 종로구,중학교,사립,7,2730,209,786,1075,1072,723,34,170,128,17,0,0,0,0,0,0
서울 종로구,중학교,소계,9,3935,307,1114,1531,1526,1040,49,242,175,20,0,0,0,0,0,0
서울 종로구,고등학교,공립,4,2878,305,955,1009,521,0,0,0,0,0,135,1,367,0,0,18
서울 종로구,고등학교,사립,11,9775,676,3168,3299,1946,0,0,0,0,0,582,4,1341,5,0,14
서울 종로구,고등학교,소계,15,12653,981,4123,4308,2467,0,0,0,0,0,717,5,1708,5,0,32
서울 종로구,  (일반고),공립,1,1335,90,407,508,243,0,0,0,0,0,83,0,160,0,0,0
서울 종로구,  (일반고),사립,6,5486,372,1683,1959,1230,0,0,0,0,0,464,4,754,0,0,8
서울 종로구,  (일반고),소계,7,6821,462,2090,2467,1473,0,0,0,0,0,547,4,914,0,0,8
서울 종로구,  (특목고),공립,2,843,147,286,280,205,0,0,0,0,0,1,1,186,0,0,17
서울 종로구,  (특목고),사립,1,1087,50,368,373,257,0,0,0,0,0,0,0,257,0,0,0
서울 종로구,  (특목고),소계,3,1930,197,654,653,462,0,0,0,0,0,1,1,443,0,0,17
서울 종로구,  (특성화고),공립,1,700,68,262,221,73,0,0,0,0,0,51,0,21,0,0,1
서울 종로구,  (특성화고),사립,2,1147,104,392,382,147,0,0,0,0,0,86,0,59,0,0,2
서울 종로구,  (특성화고),소계,3,1847,172,654,603,220,0,0,0,0,0,137,0,80,0,0,3
서울 종로구,  (자율고),사립,2,2055,150,725,585,312,0,0,0,0,0,32,0,271,5,0,4
서울 종로구,  (자율고),소계,2,2055,150,725,585,312,0,0,0,0,0,32,0,271,5,0,4
서울 종로구,특수학교,국립,2,342,138,102,138,17,0,0,0,0,0,0,0,0,0,0,0
서울 종로구,특수학교,공립,1,137,49,32,41,0,0,0,0,0,0,0,0,0,0,0,0
서울 종로구,특수학교,사립,1,29,13,29,20,0,0,0,0,0,0,0,0,0,0,0,0
서울 종로구,특수학교,소계,4,508,200,163,199,17,0,0,0,0,0,0,0,0,0,0,0
서울 종로구,각종학교,공립,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울 종로구,각종학교,소계,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울 종로구,소계,국립,4,1668,233,373,494,373,155,11,61,5,1,0,0,0,0,0,0
서울 종로구,소계,공립,23,8719,858,2053,2362,1676,162,4,11,42,2,135,1,367,0,0,18
서울 종로구,소계,사립,33,14031,999,4466,5176,3110,723,34,170,128,17,582,4,1341,5,0,14
서울 종로구,소계,소계,60,24418,2090,6892,8032,5159,1040,49,242,175,20,717,5,1708,5,0,32
서울 중구,유치원,공립,3,290,25,128,196,0,0,0,0,0,0,0,0,0,0,0,0
서울 중구,유치원,사립,10,914,73,372,489,0,0,0,0,0,0,0,0,0,0,0,0
서울 중구,유치원,소계,13,1204,98,500,685,0,0,0,0,0,0,0,0,0,0,0,0
서울 중구,초등학교,공립,9,3973,338,657,684,684,0,0,0,0,0,0,0,0,0,0,0
서울 중구,초등학교,사립,3,1766,74,321,262,262,0,0,0,0,0,0,0,0,0,0,0
서울 중구,초등학교,소계,12,5739,412,978,946,946,0,0,0,0,0,0,0,0,0,0,0
서울 중구,중학교,공립,4,1351,129,394,533,531,328,17,147,26,13,0,0,0,0,0,0
서울 중구,중학교,사립,4,1312,110,349,478,477,280,15,112,63,7,0,0,0,0,0,0
서울 중구,중학교,소계,8,2663,239,743,1011,1008,608,32,259,89,20,0,0,0,0,0,0
서울 중구,고등학교,공립,3,2352,224,773,778,249,0,0,0,0,0,139,0,110,0,0,0
서울 중구,고등학교,사립,9,6581,540,2228,2317,1165,0,0,0,0,0,397,2,758,0,0,8
서울 중구,고등학교,소계,12,8933,764,3001,3095,1414,0,0,0,0,0,536,2,868,0,0,8
서울 중구,  (일반고),사립,3,2363,184,797,886,578,0,0,0,0,0,212,0,366,0,0,0
서울 중구,  (일반고),소계,3,2363,184,797,886,578,0,0,0,0,0,212,0,366,0,0,0
서울 중구,  (특목고),사립,1,495,40,167,180,111,0,0,0,0,0,1,2,100,0,0,8
서울 중구,  (특목고),소계,1,495,40,167,180,111,0,0,0,0,0,1,2,100,0,0,8
서울 중구,  (특성화고),공립,2,1553,153,546,492,77,0,0,0,0,0,63,0,14,0,0,0
서울 중구,  (특성화고),사립,4,2456,235,832,837,239,0,0,0,0,0,166,0,73,0,0,0
서울 중구,  (특성화고),소계,6,4009,388,1378,1329,316,0,0,0,0,0,229,0,87,0,0,0
서울 중구,  (자율고),공립,1,799,71,227,286,172,0,0,0,0,0,76,0,96,0,0,0
서울 중구,  (자율고),사립,1,1267,81,432,414,237,0,0,0,0,0,18,0,219,0,0,0
서울 중구,  (자율고),소계,2,2066,152,659,700,409,0,0,0,0,0,94,0,315,0,0,0
서울 중구,각종학교,공립,1,107,18,39,27,7,0,0,0,0,0,0,0,0,0,0,0
서울 중구,각종학교,사립,3,1109,64,379,351,302,0,0,0,0,0,0,0,0,0,0,0
서울 중구,각종학교,소계,4,1216,82,418,378,309,0,0,0,0,0,0,0,0,0,0,0
서울 중구,소계,공립,20,8073,734,1991,2218,1471,328,17,147,26,13,139,0,110,0,0,0
서울 중구,소계,사립,29,11682,861,3649,3897,2206,280,15,112,63,7,397,2,758,0,0,8
서울 중구,소계,소계,49,19755,1595,5640,6115,3677,608,32,259,89,20,536,2,868,0,0,8
서울 용산구,유치원,공립,4,267,16,131,122,0,0,0,0,0,0,0,0,0,0,0,0
서울 용산구,유치원,사립,13,1486,119,658,802,0,0,0,0,0,0,0,0,0,0,0,0
서울 용산구,유치원,소계,17,1753,135,789,924,0,0,0,0,0,0,0,0,0,0,0,0
서울 용산구,초등학교,공립,14,7827,599,1352,1377,1372,0,0,0,0,0,0,0,0,0,0,0
서울 용산구,초등학교,사립,1,383,13,65,54,54,0,0,0,0,0,0,0,0,0,0,0
서울 용산구,초등학교,소계,15,8210,612,1417,1431,1426,0,0,0,0,0,0,0,0,0,0,0
서울 용산구,중학교,공립,4,2590,198,757,985,983,671,40,143,117,12,0,0,0,0,0,0
서울 용산구,중학교,사립,5,2209,161,671,854,846,684,14,91,47,10,0,0,0,0,0,0
서울 용산구,중학교,소계,9,4799,359,1428,1839,1829,1355,54,234,164,22,0,0,0,0,0,0
서울 용산구,고등학교,공립,4,3515,315,1224,1208,577,0,0,0,0,0,219,0,356,0,0,2
서울 용산구,고등학교,사립,6,4065,313,1297,1350,874,0,0,0,0,0,271,0,597,0,1,5
서울 용산구,고등학교,소계,10,7580,628,2521,2558,1451,0,0,0,0,0,490,0,953,0,1,7
서울 용산구,  (일반고),공립,1,1359,93,479,492,257,0,0,0,0,0,80,0,177,0,0,0
서울 용산구,  (일반고),사립,5,3618,267,1141,1209,841,0,0,0,0,0,244,0,592,0,1,4
서울 용산구,  (일반고),소계,6,4977,360,1620,1701,1098,0,0,0,0,0,324,0,769,0,1,4
서울 용산구,  (특성화고),공립,2,1706,168,598,530,211,0,0,0,0,0,99,0,110,0,0,2
서울 용산구,  (특성화고),사립,1,447,46,156,141,33,0,0,0,0,0,27,0,5,0,0,1
서울 용산구,  (특성화고),소계,3,2153,214,754,671,244,0,0,0,0,0,126,0,115,0,0,3
서울 용산구,  (자율고),공립,1,450,54,147,186,109,0,0,0,0,0,40,0,69,0,0,0
서울 용산구,  (자율고),소계,1,450,54,147,186,109,0,0,0,0,0,40,0,69,0,0,0
서울 용산구,소계,공립,26,14199,1128,3464,3692,2932,671,40,143,117,12,219,0,356,0,0,2
서울 용산구,소계,사립,25,8143,606,2691,3060,1774,684,14,91,47,10,271,0,597,0,1,5
서울 용산구,소계,소계,51,22342,1734,6155,6752,4706,1355,54,234,164,22,490,0,953,0,1,7
서울 성동구,유치원,공립,10,563,33,309,459,0,0,0,0,0,0,0,0,0,0,0,0
서울 성동구,유치원,사립,21,1985,153,863,1309,0,0,0,0,0,0,0,0,0,0,0,0
서울 성동구,유치원,소계,31,2548,186,1172,1768,0,0,0,0,0,0,0,0,0,0,0,0
서울 성동구,초등학교,공립,19,11954,911,2038,2053,2053,0,0,0,0,0,0,0,0,0,0,0
서울 성동구,초등학교,사립,1,687,28,112,113,113,0,0,0,0,0,0,0,0,0,0,0
서울 성동구,초등학교,소계,20,12641,939,2150,2166,2166,0,0,0,0,0,0,0,0,0,0,0
서울 성동구,중학교,공립,10,5820,431,1971,2282,2276,1231,75,498,453,19,0,0,0,0,0,0
서울 성동구,중학교,사립,1,622,49,175,249,248,121,3,74,48,2,0,0,0,0,0,0
서울 성동구,중학교,소계,11,6442,480,2146,2531,2524,1352,78,572,501,21,0,0,0,0,0,0
서울 성동구,고등학교,공립,6,5160,459,1740,2012,987,0,0,0,0,0,511,15,452,6,0,3
서울 성동구,고등학교,사립,1,1268,77,425,402,252,0,0,0,0,0,26,4,222,0,0,0
서울 성동구,고등학교,소계,7,6428,536,2165,2414,1239,0,0,0,0,0,537,19,674,6,0,3
서울 성동구,  (일반고),공립,2,2159,157,694,864,510,0,0,0,0,0,248,3,257,0,0,2
서울 성동구,  (일반고),소계,2,2159,157,694,864,510,0,0,0,0,0,248,3,257,0,0,2
서울 성동구,  (특성화고),공립,3,2493,249,848,848,302,0,0,0,0,0,163,12,121,6,0,0
서울 성동구,  (특성화고),소계,3,2493,249,848,848,302,0,0,0,0,0,163,12,121,6,0,0
서울 성동구,  (자율고),공립,1,508,53,198,300,175,0,0,0,0,0,100,0,74,0,0,1
서울 성동구,  (자율고),사립,1,1268,77,425,402,252,0,0,0,0,0,26,4,222,0,0,0
서울 성동구,  (자율고),소계,2,1776,130,623,702,427,0,0,0,0,0,126,4,296,0,0,1
서울 성동구,소계,공립,45,23497,1834,6058,6806,5316,1231,75,498,453,19,511,15,452,6,0,3
서울 성동구,소계,사립,24,4562,307,1575,2073,613,121,3,74,48,2,26,4,222,0,0,0
서울 성동구,소계,소계,69,28059,2141,7633,8879,5929,1352,78,572,501,21,537,19,674,6,0,3
서울 광진구,유치원,공립,5,363,23,161,363,0,0,0,0,0,0,0,0,0,0,0,0
서울 광진구,유치원,사립,32,2836,222,1281,1958,0,0,0,0,0,0,0,0,0,0,0,0
서울 광진구,유치원,소계,37,3199,245,1442,2321,0,0,0,0,0,0,0,0,0,0,0,0
서울 광진구,초등학교,공립,19,13940,973,2284,2464,2463,0,0,0,0,0,0,0,0,0,0,0
서울 광진구,초등학교,사립,3,1820,76,322,295,295,0,0,0,0,0,0,0,0,0,0,0
서울 광진구,초등학교,소계,22,15760,1049,2606,2759,2758,0,0,0,0,0,0,0,0,0,0,0
서울 광진구,중학교,공립,9,7467,502,2183,2868,2865,1876,90,426,454,19,0,0,0,0,0,0
서울 광진구,중학교,사립,3,1936,126,550,750,749,476,45,122,102,4,0,0,0,0,0,0
서울 광진구,중학교,소계,12,9403,628,2733,3618,3614,2352,135,548,556,23,0,0,0,0,0,0
서울 광진구,고등학교,공립,3,4003,278,1249,1400,819,0,0,0,0,0,354,2,462,0,0,1
서울 광진구,고등학교,사립,6,6933,416,2179,2567,1654,0,0,0,0,0,445,1,1165,0,0,43
서울 광진구,고등학교,소계,9,10936,694,3428,3967,2473,0,0,0,0,0,799,3,1627,0,0,44
서울 광진구,  (일반고),공립,2,3137,207,946,1093,631,0,0,0,0,0,235,2,393,0,0,1
서울 광진구,  (일반고),사립,4,4928,308,1532,1825,1157,0,0,0,0,0,445,1,710,0,0,1
서울 광진구,  (일반고),소계,6,8065,515,2478,2918,1788,0,0,0,0,0,680,3,1103,0,0,2
서울 광진구,  (특목고),사립,2,2005,108,647,742,497,0,0,0,0,0,0,0,455,0,0,42
서울 광진구,  (특목고),소계,2,2005,108,647,742,497,0,0,0,0,0,0,0,455,0,0,42
서울 광진구,  (자율고),공립,1,866,71,303,307,188,0,0,0,0,0,119,0,69,0,0,0
서울 광진구,  (자율고),소계,1,866,71,303,307,188,0,0,0,0,0,119,0,69,0,0,0
서울 광진구,특수학교,공립,1,148,47,55,57,1,0,0,0,0,0,0,0,0,0,0,0
서울 광진구,특수학교,소계,1,148,47,55,57,1,0,0,0,0,0,0,0,0,0,0,0
서울 광진구,각종학교,사립,1,846,40,283,301,295,0,0,0,0,0,0,0,0,0,0,0
서울 광진구,각종학교,소계,1,846,40,283,301,295,0,0,0,0,0,0,0,0,0,0,0
서울 광진구,소계,공립,37,25921,1823,5932,7152,6148,1876,90,426,454,19,354,2,462,0,0,1
서울 광진구,소계,사립,45,14371,880,4615,5871,2993,476,45,122,102,4,445,1,1165,0,0,43
서울 광진구,소계,소계,82,40292,2703,10547,13023,9141,2352,135,548,556,23,799,3,1627,0,0,44
서울 동대문구,유치원,공립,8,657,43,351,598,0,0,0,0,0,0,0,0,0,0,0,0
서울 동대문구,유치원,사립,25,2780,224,1169,2093,0,0,0,0,0,0,0,0,0,0,0,0
서울 동대문구,유치원,소계,33,3437,267,1520,2691,0,0,0,0,0,0,0,0,0,0,0,0
서울 동대문구,초등학교,공립,18,12759,886,2196,2208,2208,0,0,0,0,0,0,0,0,0,0,0
서울 동대문구,초등학교,사립,3,2157,89,401,309,309,0,0,0,0,0,0,0,0,0,0,0
서울 동대문구,초등학교,소계,21,14916,975,2597,2517,2517,0,0,0,0,0,0,0,0,0,0,0
서울 동대문구,중학교,공립,9,5336,391,1563,1992,1988,931,55,453,530,19,0,0,0,0,0,0
서울 동대문구,중학교,사립,6,3376,228,953,1288,1286,708,41,244,285,8,0,0,0,0,0,0
서울 동대문구,중학교,소계,15,8712,619,2516,3280,3274,1639,96,697,815,27,0,0,0,0,0,0
서울 동대문구,고등학교,공립,3,2564,245,905,804,343,0,0,0,0,0,196,0,147,0,0,0
서울 동대문구,고등학교,사립,8,7103,506,2387,2361,1464,0,0,0,0,0,452,3,1008,0,0,1
서울 동대문구,고등학교,소계,11,9667,751,3292,3165,1807,0,0,0,0,0,648,3,1155,0,0,1
서울 동대문구,  (일반고),공립,1,618,54,205,208,97,0,0,0,0,0,52,0,45,0,0,0
서울 동대문구,  (일반고),사립,4,4157,274,1337,1443,1034,0,0,0,0,0,350,3,680,0,0,1
서울 동대문구,  (일반고),소계,5,4775,328,1542,1651,1131,0,0,0,0,0,402,3,725,0,0,1
서울 동대문구,  (특성화고),공립,1,814,101,311,262,48,0,0,0,0,0,45,0,3,0,0,0
서울 동대문구,  (특성화고),사립,2,1179,111,415,378,108,0,0,0,0,0,52,0,56,0,0,0
서울 동대문구,  (특성화고),소계,3,1993,212,726,640,156,0,0,0,0,0,97,0,59,0,0,0
서울 동대문구,  (자율고),공립,1,1132,90,389,334,198,0,0,0,0,0,99,0,99,0,0,0
서울 동대문구,  (자율고),사립,2,1767,121,635,540,322,0,0,0,0,0,50,0,272,0,0,0
서울 동대문구,  (자율고),소계,3,2899,211,1024,874,520,0,0,0,0,0,149,0,371,0,0,0
서울 동대문구,소계,공립,38,21316,1565,5015,5602,4539,931,55,453,530,19,196,0,147,0,0,0
서울 동대문구,소계,사립,42,15416,1047,4910,6051,3059,708,41,244,285,8,452,3,1008,0,0,1
서울 동대문구,소계,소계,80,36732,2612,9925,11653,7598,1639,96,697,815,27,648,3,1155,0,0,1
서울 중랑구,유치원,공립,6,469,29,234,399,0,0,0,0,0,0,0,0,0,0,0,0
서울 중랑구,유치원,사립,26,2856,229,1149,2072,0,0,0,0,0,0,0,0,0,0,0,0
서울 중랑구,유치원,소계,32,3325,258,1383,2471,0,0,0,0,0,0,0,0,0,0,0,0
서울 중랑구,초등학교,공립,22,15898,1099,2717,2784,2784,0,0,0,0,0,0,0,0,0,0,0
서울 중랑구,초등학교,사립,1,574,28,120,84,84,0,0,0,0,0,0,0,0,0,0,0
서울 중랑구,초등학교,소계,23,16472,1127,2837,2868,2868,0,0,0,0,0,0,0,0,0,0,0
서울 중랑구,중학교,공립,11,7731,535,2188,3046,3040,1629,73,712,599,27,0,0,0,0,0,0
서울 중랑구,중학교,사립,3,1368,104,423,574,574,345,12,199,14,4,0,0,0,0,0,0
서울 중랑구,중학교,소계,14,9099,639,2611,3620,3614,1974,85,911,613,31,0,0,0,0,0,0
서울 중랑구,고등학교,공립,5,4720,369,1483,1685,1048,0,0,0,0,0,428,1,618,0,0,1
서울 중랑구,고등학교,사립,5,4417,349,1402,1639,1034,0,0,0,0,0,430,3,591,7,0,3
서울 중랑구,고등학교,소계,10,9137,718,2885,3324,2082,0,0,0,0,0,858,4,1209,7,0,4
서울 중랑구,  (일반고),공립,3,2887,219,878,1066,649,0,0,0,0,0,276,0,372,0,0,1
서울 중랑구,  (일반고),사립,3,3130,230,957,1231,863,0,0,0,0,0,344,3,513,0,0,3
서울 중랑구,  (일반고),소계,6,6017,449,1835,2297,1512,0,0,0,0,0,620,3,885,0,0,4
서울 중랑구,  (특성화고),사립,2,1287,119,445,408,171,0,0,0,0,0,86,0,78,7,0,0
서울 중랑구,  (특성화고),소계,2,1287,119,445,408,171,0,0,0,0,0,86,0,78,7,0,0
서울 중랑구,  (자율고),공립,2,1833,150,605,619,399,0,0,0,0,0,152,1,246,0,0,0
서울 중랑구,  (자율고),소계,2,1833,150,605,619,399,0,0,0,0,0,152,1,246,0,0,0
서울 중랑구,소계,공립,44,28818,2032,6622,7914,6872,1629,73,712,599,27,428,1,618,0,0,1
서울 중랑구,소계,사립,35,9215,710,3094,4369,1692,345,12,199,14,4,430,3,591,7,0,3
서울 중랑구,소계,소계,79,38033,2742,9716,12283,8564,1974,85,911,613,31,858,4,1209,7,0,4
서울 성북구,유치원,공립,13,1111,63,554,1096,0,0,0,0,0,0,0,0,0,0,0,0
서울 성북구,유치원,사립,42,4329,352,1824,2809,0,0,0,0,0,0,0,0,0,0,0,0
서울 성북구,유치원,소계,55,5440,415,2378,3905,0,0,0,0,0,0,0,0,0,0,0,0
서울 성북구,초등학교,공립,24,20620,1360,3404,3472,3469,0,0,0,0,0,0,0,0,0,0,0
서울 성북구,초등학교,사립,5,2686,113,493,374,374,0,0,0,0,0,0,0,0,0,0,0
서울 성북구,초등학교,소계,29,23306,1473,3897,3846,3843,0,0,0,0,0,0,0,0,0,0,0
서울 성북구,중학교,국립,1,769,52,225,265,265,151,15,43,54,2,0,0,0,0,0,0
서울 성북구,중학교,공립,9,5987,416,1782,2224,2221,1280,94,533,295,19,0,0,0,0,0,0
서울 성북구,중학교,사립,8,4976,329,1441,1889,1886,1191,60,383,242,10,0,0,0,0,0,0
서울 성북구,중학교,소계,18,11732,797,3448,4378,4372,2622,169,959,591,31,0,0,0,0,0,0
서울 성북구,고등학교,국립,1,942,65,307,337,219,0,0,0,0,0,88,0,131,0,0,0
서울 성북구,고등학교,공립,3,2331,222,747,1042,480,0,0,0,0,0,267,0,213,0,0,0
서울 성북구,고등학교,사립,9,8051,599,2612,2594,1434,0,0,0,0,0,534,4,895,0,1,0
서울 성북구,고등학교,소계,13,11324,886,3666,3973,2133,0,0,0,0,0,889,4,1239,0,1,0
서울 성북구,  (일반고),국립,1,942,65,307,337,219,0,0,0,0,0,88,0,131,0,0,0
서울 성북구,  (일반고),공립,1,952,78,254,434,225,0,0,0,0,0,127,0,98,0,0,0
서울 성북구,  (일반고),사립,5,5151,358,1660,1586,1075,0,0,0,0,0,418,1,656,0,0,0
서울 성북구,  (일반고),소계,7,7045,501,2221,2357,1519,0,0,0,0,0,633,1,885,0,0,0
서울 성북구,  (특목고),사립,1,985,70,279,376,222,0,0,0,0,0,3,3,216,0,0,0
서울 성북구,  (특목고),소계,1,985,70,279,376,222,0,0,0,0,0,3,3,216,0,0,0
서울 성북구,  (특성화고),공립,1,682,79,243,225,36,0,0,0,0,0,33,0,3,0,0,0
서울 성북구,  (특성화고),사립,3,1915,171,673,632,137,0,0,0,0,0,113,0,23,0,1,0
서울 성북구,  (특성화고),소계,4,2597,250,916,857,173,0,0,0,0,0,146,0,26,0,1,0
서울 성북구,  (자율고),공립,1,697,65,250,383,219,0,0,0,0,0,107,0,112,0,0,0
서울 성북구,  (자율고),소계,1,697,65,250,383,219,0,0,0,0,0,107,0,112,0,0,0
서울 성북구,특수학교,사립,1,97,29,25,23,0,0,0,0,0,0,0,0,0,0,0,0
서울 성북구,특수학교,소계,1,97,29,25,23,0,0,0,0,0,0,0,0,0,0,0,0
서울 성북구,소계,국립,2,1711,117,532,602,484,151,15,43,54,2,88,0,131,0,0,0
서울 성북구,소계,공립,49,30049,2061,6487,7834,6170,1280,94,533,295,19,267,0,213,0,0,0
서울 성북구,소계,사립,65,20139,1422,6395,7689,3694,1191,60,383,242,10,534,4,895,0,1,0
서울 성북구,소계,소계,116,51899,3600,13414,16125,10348,2622,169,959,591,31,889,4,1239,0,1,0
서울 강북구,유치원,공립,3,209,13,87,209,0,0,0,0,0,0,0,0,0,0,0,0
서울 강북구,유치원,사립,19,1894,142,775,1427,0,0,0,0,0,0,0,0,0,0,0,0
서울 강북구,유치원,소계,22,2103,155,862,1636,0,0,0,0,0,0,0,0,0,0,0,0
서울 강북구,초등학교,공립,13,11094,756,1743,2058,2058,0,0,0,0,0,0,0,0,0,0,0
서울 강북구,초등학교,사립,1,785,39,114,137,137,0,0,0,0,0,0,0,0,0,0,0
서울 강북구,초등학교,소계,14,11879,795,1857,2195,2195,0,0,0,0,0,0,0,0,0,0,0
서울 강북구,중학교,공립,8,5562,368,1607,2107,2101,1234,68,593,194,12,0,0,0,0,0,0
서울 강북구,중학교,사립,5,2647,153,796,975,970,534,49,253,123,11,0,0,0,0,0,0
서울 강북구,중학교,소계,13,8209,521,2403,3082,3071,1768,117,846,317,23,0,0,0,0,0,0
서울 강북구,고등학교,공립,3,2408,203,754,909,565,0,0,0,0,0,271,2,292,0,0,0
서울 강북구,고등학교,사립,4,4429,293,1442,1579,971,0,0,0,0,0,396,1,571,0,0,3
서울 강북구,고등학교,소계,7,6837,496,2196,2488,1536,0,0,0,0,0,667,3,863,0,0,3
서울 강북구,  (일반고),공립,2,1838,146,551,701,442,0,0,0,0,0,220,2,220,0,0,0
서울 강북구,  (일반고),사립,2,2719,175,846,1035,711,0,0,0,0,0,330,1,380,0,0,0
서울 강북구,  (일반고),소계,4,4557,321,1397,1736,1153,0,0,0,0,0,550,3,600,0,0,0
서울 강북구,  (특성화고),사립,1,586,55,207,185,64,0,0,0,0,0,49,0,15,0,0,0
서울 강북구,  (특성화고),소계,1,586,55,207,185,64,0,0,0,0,0,49,0,15,0,0,0
서울 강북구,  (자율고),공립,1,570,57,203,208,123,0,0,0,0,0,51,0,72,0,0,0
서울 강북구,  (자율고),사립,1,1124,63,389,359,196,0,0,0,0,0,17,0,176,0,0,3
서울 강북구,  (자율고),소계,2,1694,120,592,567,319,0,0,0,0,0,68,0,248,0,0,3
서울 강북구,특수학교,공립,1,202,65,30,76,0,0,0,0,0,0,0,0,0,0,0,0
서울 강북구,특수학교,사립,2,268,95,74,97,9,0,0,0,0,0,0,0,0,0,0,0
서울 강북구,특수학교,소계,3,470,160,104,173,9,0,0,0,0,0,0,0,0,0,0,0
서울 강북구,소계,공립,28,19475,1405,4221,5359,4724,1234,68,593,194,12,271,2,292,0,0,0
서울 강북구,소계,사립,31,10023,722,3201,4215,2087,534,49,253,123,11,396,1,571,0,0,3
서울 강북구,소계,소계,59,29498,2127,7422,9574,6811,1768,117,846,317,23,667,3,863,0,0,3
서울 도봉구,유치원,공립,3,202,10,106,150,0,0,0,0,0,0,0,0,0,0,0,0
서울 도봉구,유치원,사립,27,2833,211,1297,2452,0,0,0,0,0,0,0,0,0,0,0,0
서울 도봉구,유치원,소계,30,3035,221,1403,2602,0,0,0,0,0,0,0,0,0,0,0,0
서울 도봉구,초등학교,공립,21,16094,1060,2585,2902,2901,0,0,0,0,0,0,0,0,0,0,0
서울 도봉구,초등학교,사립,2,1314,54,244,172,172,0,0,0,0,0,0,0,0,0,0,0
서울 도봉구,초등학교,소계,23,17408,1114,2829,3074,3073,0,0,0,0,0,0,0,0,0,0,0
서울 도봉구,중학교,공립,11,8035,552,2250,3051,3041,1810,111,721,384,15,0,0,0,0,0,0
서울 도봉구,중학교,사립,2,1355,86,385,539,539,369,15,62,86,7,0,0,0,0,0,0
서울 도봉구,중학교,소계,13,9390,638,2635,3590,3580,2179,126,783,470,22,0,0,0,0,0,0
서울 도봉구,고등학교,공립,6,4974,421,1509,1916,1058,0,0,0,0,0,526,2,529,0,0,1
서울 도봉구,고등학교,사립,4,3892,269,1296,1338,752,0,0,0,0,0,162,3,567,0,0,20
서울 도봉구,고등학교,소계,10,8866,690,2805,3254,1810,0,0,0,0,0,688,5,1096,0,0,21
서울 도봉구,  (일반고),공립,5,4200,351,1240,1671,981,0,0,0,0,0,468,2,510,0,0,1
서울 도봉구,  (일반고),사립,1,1302,86,380,467,298,0,0,0,0,0,117,0,177,0,0,4
서울 도봉구,  (일반고),소계,6,5502,437,1620,2138,1279,0,0,0,0,0,585,2,687,0,0,5
서울 도봉구,  (특목고),사립,1,832,50,281,310,190,0,0,0,0,0,6,3,175,0,0,6
서울 도봉구,  (특목고),소계,1,832,50,281,310,190,0,0,0,0,0,6,3,175,0,0,6
서울 도봉구,  (특성화고),공립,1,774,70,269,245,77,0,0,0,0,0,58,0,19,0,0,0
서울 도봉구,  (특성화고),사립,1,651,63,233,210,42,0,0,0,0,0,30,0,12,0,0,0
서울 도봉구,  (특성화고),소계,2,1425,133,502,455,119,0,0,0,0,0,88,0,31,0,0,0
서울 도봉구,  (자율고),사립,1,1107,70,402,351,222,0,0,0,0,0,9,0,203,0,0,10
서울 도봉구,  (자율고),소계,1,1107,70,402,351,222,0,0,0,0,0,9,0,203,0,0,10
서울 도봉구,특수학교,사립,1,137,48,22,64,0,0,0,0,0,0,0,0,0,0,0,0
서울 도봉구,특수학교,소계,1,137,48,22,64,0,0,0,0,0,0,0,0,0,0,0,0
서울 도봉구,소계,공립,41,29305,2043,6450,8019,7000,1810,111,721,384,15,526,2,529,0,0,1
서울 도봉구,소계,사립,36,9531,668,3244,4565,1463,369,15,62,86,7,162,3,567,0,0,20
서울 도봉구,소계,소계,77,38836,2711,9694,12584,8463,2179,126,783,470,22,688,5,1096,0,0,21
서울 노원구,유치원,공립,10,731,45,336,595,0,0,0,0,0,0,0,0,0,0,0,0
서울 노원구,유치원,사립,59,6633,502,2687,5660,0,0,0,0,0,0,0,0,0,0,0,0
서울 노원구,유치원,소계,69,7364,547,3023,6255,0,0,0,0,0,0,0,0,0,0,0,0
서울 노원구,초등학교,공립,38,28266,1835,4395,5340,5339,0,0,0,0,0,0,0,0,0,0,0
서울 노원구,초등학교,사립,4,2782,114,494,418,418,0,0,0,0,0,0,0,0,0,0,0
