지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
792,학 정,대구 도시철도 3호선,S2703,일반역,0,-,-,27230
794,백석역,일산선,k0305,일반역,0,-,-,41280
791,덕천역(3호선),부산도시철도 3호선,S2603,환승역,2,S2603+S2602,부산도시철도 3호선+부산도시철도 2호선,26320
790,서강대역,경의중앙선,k0203,일반역,0,-,-,11440
793,서울역(경의선),경의중앙선,k0203,환승역,1,-,경의/1/4,11170
