지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
460,전포역,부산도시철도 2호선,S2602,일반역,0,-,-,26230
462,구룡역,분당선,k0304,일반역,0,-,-,11680
461,대실,대구 도시철도 2호선,S2702,일반역,0,-,-,27710
464,강창,대구 도시철도 2호선,S2702,일반역,0,-,-,27290
465,서면역(2호선),부산도시철도 2호선,S2602,환승역,2,S2602+S2601,부산도시철도 2호선+부산도시철도 1호선,26230
466,개포동역,분당선,k0304,일반역,0,-,-,11680
