지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
555,사월,대구 도시철도 2호선,S2702,일반역,0,-,-,27260
552,부산대양산캠퍼스역,부산도시철도 2호선,S4802,일반역,0,-,-,48330
553,망포역,분당선,k0304,일반역,0,-,-,41110
556,정평,대구 도시철도 2호선,S2702,일반역,0,-,-,47290
558,매탄권선역,분당선,k0304,일반역,0,-,-,41110
557,남양산역,부산도시철도 2호선,S4802,일반역,0,-,-,48330
