지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
984,동오,의정부경전철,L4101,일반역,0,-,-,41150
986,새말,의정부경전철,L4101,일반역,0,-,-,41150
988,경기도청북부청사,의정부경전철,L4101,일반역,0,-,-,41150
990,효자,의정부경전철,L4101,일반역,0,-,-,41150
992,곤제,의정부경전철,L4101,일반역,0,-,-,41150
