지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
366,석수역,경부선,k0201,일반역,0,-,-,41170
367,온수역,경인선,k0301,환승역,1,-,경인/7,11530
368,각산,대구 도시철도 1호선,S2701,일반역,0,-,-,27140
