지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
168,대저역,부산-김해경전철,L4801,환승역,2,L4801+S2603,부산-김해경전철+부산도시철도 3호선,26440
172,서대전네거리,대전도시철도 1호선,S3001,일반역,0,-,-,30140
167,서대신역,부산도시철도 1호선,S2601,일반역,0,-,-,26140
166,풍무역,김포골드라인,L4101,일반역,0,-,-,41570
169,양동시장역,광주도시철도 1호선,S2901,일반역,0,-,-,29140
170,양주역,경원선,k0205,일반역,0,-,-,41630
