지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
104,성신여대입구,서울 도시철도 4호선,S1104,환승역,1,-,우이신설,11290
105,한성대입구,서울 도시철도 4호선,S1104,일반역,0,-,-,11290
106,혜화,서울 도시철도 4호선,S1104,일반역,0,-,-,11110
107,동대문,서울 도시철도 4호선,S1104,환승역,1,S1101,서울 도시철도 1호선,11110
