지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
377,중동역,경인선,k0301,일반역,0,-,-,41190
376,금정역,경부선,k0201,환승역,1,-,경부/4,41410
