지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
333,양평역,경의중앙선,k0212,일반역,0,-,-,41830
334,동대구,대구 도시철도 1호선,S2701,일반역,0,-,-,27140
332,굴봉산역,경춘선,k0210,일반역,0,-,-,42110
335,용산역,경부선,k0201,환승역,1,k0201+k0205,경부/경원/경의중앙,11170
