지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
528,화명역,부산도시철도 2호선,S2602,일반역,0,-,-,26320
530,구성역,분당선,k0304,일반역,0,-,-,41460
529,만촌,대구 도시철도 2호선,S2702,일반역,0,-,-,27260
533,담티,대구 도시철도 2호선,S2702,일반역,0,-,-,27260
532,율리역,부산도시철도 2호선,S2602,일반역,0,-,-,26320
535,신갈역,분당선,k0304,일반역,0,-,-,41460
