지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
355,용계,대구 도시철도 1호선,S2701,일반역,0,-,-,27140
354,구로역,경부선,k0201,환승역,1,k0201+k0301,경부/경인,11530
