지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
90,일원,서울 도시철도 3호선,S1103,일반역,0,-,-,11680
91,수서,서울 도시철도 3호선,S1103,환승역,1,I4105,분당선,11680
92,가락시장,서울 도시철도 3호선,S1103,환승역,1,S1108,서울 도시철도 8호선,11710
93,경찰병원,서울 도시철도 3호선,S1103,일반역,0,-,-,11710
