지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
566,수원(분당)역,분당선,k0304,환승역,1,k0304+k0201,경부/분당,41110
567,고색,수인선,K2015,일반역,0,-,-,41110
568,오목천,수인선,K2015,일반역,0,-,-,41110
