지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
579,우장산,서울 도시철도 5호선,S1105,일반역,0,-,-,11500
580,화곡,서울 도시철도 5호선,S1105,일반역,0,-,-,11500
581,까치산,서울 도시철도 5호선,S1105,환승역,1,S1102,서울 도시철도 2호선,11500
582,중앙,수인선,K2015,환승역,1,K2015,수인/4,41270
583,신정,서울 도시철도 5호선,S1105,일반역,0,-,-,11470
