지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
715,신대방삼거리,서울 도시철도 7호선,S1107,일반역,0,-,-,11590
716,보라매,서울 도시철도 7호선,S1107,일반역,0,-,-,11590
717,신풍,서울 도시철도 7호선,S1107,일반역,0,-,-,11560
718,대림,서울 도시철도 7호선,S1107,환승역,1,S1102,서울 도시철도 2호선,11560
