지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
393,병점역,경부선,k0201,환승역,1,k0201+k0201,경부/서동탄,41590
392,도화역,경인선,k0301,일반역,0,-,-,28177
394,서동탄역,경부선,k0201,일반역,0,-,-,41370
