지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
0,서울역,서울 도시철도 1호선,S1101,환승역,2,S1104+I4107,서울 도시철도 4호선+경의중앙선,11140
1,시청,서울 도시철도 1호선,S1101,환승역,1,S1102,서울 도시철도 2호선,11140
2,종각,서울 도시철도 1호선,S1101,일반역,0,-,-,11110
3,종로3가,서울 도시철도 1호선,S1101,환승역,2,S1103+S1105,서울 도시철도 3호선+서울 도시철도 5호선,11110
4,종로5가,서울 도시철도 1호선,S1101,일반역,0,-,-,11110
