지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
61,지축,서울 도시철도 3호선,S1103,일반역,0,-,-,41280
62,구파발,서울 도시철도 3호선,S1103,일반역,0,-,-,11380
63,연신내,서울 도시철도 3호선,S1103,환승역,1,S1106,서울 도시철도 6호선,11380
64,불광,서울 도시철도 3호선,S1103,환승역,1,S1106,서울 도시철도 6호선,11380
65,녹번,서울 도시철도 3호선,S1103,일반역,0,-,-,11380
