지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
663,창신,서울 도시철도 6호선,S1106,일반역,0,-,-,11110
664,보문,서울 도시철도 6호선,S1106,환승역,1,-,우이신설,11290
665,남동인더스파크역,수인선,K2015,일반역,0,-,-,28200
666,안암,서울 도시철도 6호선,S1106,일반역,0,-,-,11290
667,고려대,서울 도시철도 6호선,S1106,일반역,0,-,-,11290
