지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
380,부개역,경인선,k0301,일반역,0,-,-,28237
381,당정역,경부선,k0201,일반역,0,-,-,41410
