지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
733,부평구청,서울 도시철도 7호선,S1107,환승역,1,S2801,인천 도시철도 1호선,28237
734,암사,서울 도시철도 8호선,S1108,일반역,0,-,-,11740
735,천호,서울 도시철도 8호선,S1108,환승역,1,S1105,서울 도시철도 5호선,11740
736,강동구청,서울 도시철도 8호선,S1108,일반역,0,-,-,11740
737,몽촌토성,서울 도시철도 8호선,S1108,일반역,0,-,-,11710
