지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
364,오류동역,경인선,k0301,일반역,0,-,-,11530
363,반야월,대구 도시철도 1호선,S2701,일반역,0,-,-,27140
365,광명역,고속선,k0201,일반역,0,-,-,41210
362,금천구청역,경부선,k0201,환승역,1,k0201+k2012,경부/광명셔틀,11545
