지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
748,신흥,서울 도시철도 8호선,S1108,일반역,0,-,-,41130
749,수진,서울 도시철도 8호선,S1108,일반역,0,-,-,41130
750,모란,서울 도시철도 8호선,S1108,환승역,1,I4105,분당선,41130
751,수영역(3호선),부산도시철도 3호선,S2603,환승역,2,S2603+S2602,부산도시철도 3호선+부산도시철도 2호선,26500
