지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
252,월계역,경원선,k0205,일반역,0,-,-,11350
251,진천,대구 도시철도 1호선,S2701,일반역,0,-,-,27290
250,도산역,광주도시철도 1호선,S2901,일반역,0,-,-,29200
247,범내골역,부산도시철도 1호선,S2601,일반역,0,-,-,26230
246,현충원,대전도시철도 1호선,S3001,일반역,0,-,-,30200
248,박물관역,부산-김해경전철,L4801,일반역,0,-,-,48250
