지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
765,정발산역,일산선,k0305,일반역,0,-,-,41280
764,남산정역,부산도시철도 3호선,S2603,일반역,0,-,-,26320
763,효창공원앞역,경의중앙선,k2031,환승역,1,-,경의중앙/6,11170
