지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
5,동대문,서울 도시철도 1호선,S1101,환승역,1,S1104,서울 도시철도 4호선,11110
6,신설동,서울 도시철도 1호선,S1101,환승역,2,S1102,서울 도시철도 2호선+우이신설,11230
7,제기동,서울 도시철도 1호선,S1101,일반역,0,-,-,11230
8,청량리,서울 도시철도 1호선,S1101,환승역,3,I4105+I4107+I4109,분당선+경의중앙선+경춘선,11230
9,동묘앞,서울 도시철도 1호선,S1101,환승역,1,S1106,서울 도시철도 6호선,11110
