지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
71,종로3가,서울 도시철도 3호선,S1103,환승역,2,S1101+S1105,서울 도시철도 1호선+서울 도시철도 6호선,11110
72,을지로3가,서울 도시철도 3호선,S1103,환승역,1,S1102,서울 도시철도 2호선,11140
73,충무로,서울 도시철도 3호선,S1103,환승역,1,S1104,서울 도시철도 4호선,11140
74,동대입구,서울 도시철도 3호선,S1103,일반역,0,-,-,11140
