지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
658,버티고개,서울 도시철도 6호선,S1106,일반역,0,-,-,11140
659,약수,서울 도시철도 6호선,S1106,환승역,1,S1103,서울 도시철도 3호선,11140
660,청구,서울 도시철도 6호선,S1106,환승역,1,S1105,서울 도시철도 5호선,11140
661,신당,서울 도시철도 6호선,S1106,환승역,1,S1102,서울 도시철도 2호선,11140
662,동묘앞,서울 도시철도 6호선,S1106,환승역,1,S1101,서울 도시철도 1호선,11110
