지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
396,세마역,경부선,k0201,일반역,0,-,-,41370
395,제물포역,경인선,k0301,일반역,0,-,-,28177
398,도원역,경인선,k0301,일반역,0,-,-,28140
397,오산대역,경부선,k0201,일반역,0,-,-,41370
400,동인천역,경인선,k0301,일반역,0,-,-,28110
399,오산역,경부선,k0201,일반역,0,-,-,41370
