지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
785,예술회관,인천지하철 1호선,S2801,일반역,0,-,-,28200
786,인천터미널,인천지하철 1호선,S2801,일반역,0,-,-,28177
787,문학경기장,인천지하철 1호선,S2801,일반역,0,-,-,28185
788,선학,인천지하철 1호선,S2801,일반역,0,-,-,28185
789,신연수,인천지하철 1호선,S2801,일반역,0,-,-,28185
