지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
875,명 덕,대구 도시철도 3호선,S2703,환승역,2,S2703+S2701,대구 도시철도 3호선 + 대구 도시철도 1호선,27200
876,금촌역,경의중앙선,k0203,일반역,0,-,-,41480
877,건들바위,대구 도시철도 3호선,S2703,일반역,0,-,-,27200
879,대봉교,대구 도시철도 3호선,S2703,일반역,0,-,-,27200
878,월롱역,경의중앙선,k0203,일반역,0,-,-,41480
