지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
220,옥수역,경의중앙선,k0205,환승역,1,-,경의중앙/3,11200
214,도봉역,경원선,k0205,일반역,0,-,-,11320
217,초량역,부산도시철도 1호선,S2601,일반역,0,-,-,26170
218,김해시청역,부산-김해경전철,L4801,일반역,0,-,-,48250
216,월평,대전도시철도 1호선,S3001,일반역,0,-,-,30170
215,김대중컨벤션센터(마륵)역,광주도시철도 1호선,S2901,일반역,0,-,-,29140
