지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
10,까치산,서울 도시철도 2호선,S1102,일반역,0,-,-,11500
11,시청,서울 도시철도 2호선,S1102,환승역,1,S1101,서울 도시철도 1호선,11140
12,을지로입구,서울 도시철도 2호선,S1102,일반역,0,-,-,11140
13,을지로3가,서울 도시철도 2호선,S1102,환승역,1,S1103,서울 도시철도 3호선,11140
14,을지로4가,서울 도시철도 2호선,S1102,환승역,1,S1105,서울 도시철도 5호선,11140
