지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
799,테크노파크,인천지하철 1호선,S2801,일반역,0,-,-,28185
800,지식정보단지,인천지하철 1호선,S2801,일반역,0,-,-,28185
801,인천대입구,인천지하철 1호선,S2801,일반역,0,-,-,28185
802,센트럴파크,인천지하철 1호선,S2801,일반역,0,-,-,28185
803,국제업무지구,인천지하철 1호선,S2801,일반역,0,-,-,28185
