지하철역번호,지하철역사명,노선명,노선번호,환승역구분,환승노선개수,환승노선번호,환승노선명,법정동코드
743,장지,서울 도시철도 8호선,S1108,일반역,0,-,-,11710
744,복정,서울 도시철도 8호선,S1108,환승역,1,I4105,분당선,11710
745,산성,서울 도시철도 8호선,S1108,일반역,0,-,-,41130
746,남한산성입구,서울 도시철도 8호선,S1108,일반역,0,-,-,41130
747,단대오거리,서울 도시철도 8호선,S1108,일반역,0,-,-,41130
