,0,거래금액,건축년도,년,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부,도로명
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,거래금액,,,,,,,,,,,,,,,,,,,,,,,,,,
2,건축년도,,,,,,,,,,,,,,,,,,,,,,,,,,
3,년,,,,,,,,,,,,,,,,,,,,,,,,,,
4,도로명,,,,,,,,,,,,,,,,,,,,,,,,,,
5,도로명건물본번호코드,,,,,,,,,,,,,,,,,,,,,,,,,,
6,도로명건물부번호코드,,,,,,,,,,,,,,,,,,,,,,,,,,
7,도로명시군구코드,,,,,,,,,,,,,,,,,,,,,,,,,,
8,도로명일련번호코드,,,,,,,,,,,,,,,,,,,,,,,,,,
9,도로명지상지하코드,,,,,,,,,,,,,,,,,,,,,,,,,,
10,도로명코드,,,,,,,,,,,,,,,,,,,,,,,,,,
11,법정동,,,,,,,,,,,,,,,,,,,,,,,,,,
12,법정동본번코드,,,,,,,,,,,,,,,,,,,,,,,,,,
13,법정동부번코드,,,,,,,,,,,,,,,,,,,,,,,,,,
14,법정동시군구코드,,,,,,,,,,,,,,,,,,,,,,,,,,
15,법정동읍면동코드,,,,,,,,,,,,,,,,,,,,,,,,,,
16,법정동지번코드,,,,,,,,,,,,,,,,,,,,,,,,,,
17,아파트,,,,,,,,,,,,,,,,,,,,,,,,,,
18,월,,,,,,,,,,,,,,,,,,,,,,,,,,
19,일,,,,,,,,,,,,,,,,,,,,,,,,,,
20,일련번호,,,,,,,,,,,,,,,,,,,,,,,,,,
21,전용면적,,,,,,,,,,,,,,,,,,,,,,,,,,
22,지번,,,,,,,,,,,,,,,,,,,,,,,,,,
23,지역코드,,,,,,,,,,,,,,,,,,,,,,,,,,
24,층,,,,,,,,,,,,,,,,,,,,,,,,,,
25,해제사유발생일,,,,,,,,,,,,,,,,,,,,,,,,,,
26,해제여부,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,"22,200",1999,2017,00222,00000,41390,02,0,3199006,하상동,0368,0000,41390,12000,1,연꽃마을대우삼호,9,11,41390-178,84.48,368,41390,1,,,관곡지로
196,,"20,300",1999,2017,00222,00000,41390,02,0,3199006,하상동,0368,0000,41390,12000,1,연꽃마을대우삼호,9,13,41390-178,59.88,368,41390,19,,,관곡지로
197,,"18,800",1999,2017,00222,00000,41390,02,0,3199006,하상동,0368,0000,41390,12000,1,연꽃마을대우삼호,9,18,41390-178,59.88,368,41390,20,,,관곡지로
198,,"26,100",1999,2017,00036,00000,41390,01,0,3199054,하상동,0369,0000,41390,12000,1,연꽃마을금호,9,21,41390-177,84.85,369,41390,5,,,하상로
199,,"13,500",1986,2017,01069,00012,41390,04,0,3199013,조남동,0171,0000,41390,12400,1,세우,9,1,41390-93,45.525,171,41390,2,,,동서로
200,,"36,700",2015,2017,00229,00010,41390,01,0,3350920,조남동,0706,0000,41390,12400,1,목감 퍼스트리움,9,2,41390-2217,59.8,706,41390,12,,,목감둘레로
201,,"29,500",1997,2017,00004,00000,41390,01,0,4397229,조남동,0169,0000,41390,12400,1,삼호가든아파트,9,5,41390-92,84.98,169,41390,7,,,목감초등길
202,,"31,600",2015,2017,00229,00010,41390,01,0,3350920,조남동,0706,0000,41390,12400,1,목감 퍼스트리움,9,6,41390-2217,59.8,706,41390,8,,,목감둘레로
203,,"15,700",1990,2017,00046,00000,41390,01,0,4397229,조남동,0171,0002,41390,12400,1,가야,9,7,41390-91,53.82,171-2,41390,3,,,목감초등길
204,,"31,000",1997,2017,00004,00000,41390,01,0,4397229,조남동,0169,0000,41390,12400,1,삼호가든아파트,9,7,41390-92,84.98,169,41390,8,,,목감초등길
205,,"27,700",1997,2017,00004,00000,41390,01,0,4397229,조남동,0169,0000,41390,12400,1,삼호가든아파트,9,11,41390-92,84.98,169,41390,3,,,목감초등길
206,,"30,400",1997,2017,00004,00000,41390,01,0,4397229,조남동,0169,0000,41390,12400,1,삼호가든아파트,9,14,41390-92,84.98,169,41390,5,,,목감초등길
207,,"27,300",1997,2017,00004,00000,41390,01,0,4397229,조남동,0169,0000,41390,12400,1,삼호가든아파트,9,15,41390-92,84.98,169,41390,3,,,목감초등길
208,,"15,000",1985,2017,01079,00003,41390,04,0,3199013,조남동,0171,0005,41390,12400,1,장미,9,21,41390-96,60.768,171-5,41390,4,,,동서로
209,,"13,000",1986,2017,01062,00000,41390,04,0,3199013,조남동,0169,0012,41390,12400,1,세원,9,25,41390-94,41.28,169-12,41390,2,,,동서로
210,,"18,500",1994,2017,00028,00000,41390,01,0,4397229,조남동,0171,0020,41390,12400,1,수정,9,29,41390-95,59.67,171-20,41390,9,,,목감초등길
211,,"14,900",1990,2017,00048,00000,41390,01,0,4397229,조남동,0171,0002,41390,12400,1,가야,9,30,41390-91,53.91,171-2,41390,1,,,목감초등길
212,,"34,000",2015,2017,00229,00010,41390,01,0,3350920,조남동,0706,0000,41390,12400,1,목감 퍼스트리움,9,30,41390-2217,59.8,706,41390,19,,,목감둘레로
213,,"28,700",1997,2017,00004,00000,41390,01,0,4397229,조남동,0169,0000,41390,12400,1,삼호가든아파트,9,30,41390-92,84.98,169,41390,6,,,목감초등길
214,,"17,500",1994,2017,00028,00000,41390,01,0,4397229,조남동,0171,0020,41390,12400,1,수정,9,30,41390-95,59.67,171-20,41390,17,,,목감초등길
215,,"18,500",1992,2017,01107,00000,41390,05,0,3199013,논곡동,0160,0007,41390,12500,1,산호,9,24,41390-97,59.79,160-7,41390,2,,,동서로
216,,"13,500",1986,2017,01097,00000,41390,05,0,3199013,논곡동,0160,0029,41390,12500,1,황제,9,30,41390-99,53.01,160-29,41390,6,,,동서로
217,,"17,500",1986,2017,01094,00000,41390,06,0,3199013,목감동,0239,0003,41390,12600,1,명신,9,2,41390-102,55.89,239-3,41390,2,,,동서로
218,,"20,000",1990,2017,01076,00000,41390,06,0,3199013,목감동,0242,0009,41390,12600,1,대명,9,7,41390-100,74.16,242-9,41390,3,,,동서로
219,,"14,400",1986,2017,01096,00004,41390,06,0,3199013,목감동,0239,0015,41390,12600,1,동우,9,10,41390-101,51,239-15,41390,2,,,동서로
220,,"18,500",1990,2017,01076,00000,41390,06,0,3199013,목감동,0242,0009,41390,12600,1,대명,9,11,41390-100,74.16,242-9,41390,13,,,동서로
221,,"22,600",1990,2017,01076,00000,41390,06,0,3199013,목감동,0242,0009,41390,12600,1,대명,9,14,41390-100,77.83,242-9,41390,9,,,동서로
222,,"22,000",1990,2017,01076,00000,41390,06,0,3199013,목감동,0242,0009,41390,12600,1,대명,9,15,41390-100,74.16,242-9,41390,14,,,동서로
223,,"20,600",1990,2017,01076,00000,41390,06,0,3199013,목감동,0242,0009,41390,12600,1,대명,9,15,41390-100,74.16,242-9,41390,5,,,동서로
224,,"14,500",1991,2017,00022,00000,41390,01,0,4397166,거모동,1769,0001,41390,12700,1,동원,9,1,41390-107,66.78,1769-1,41390,6,,,도일로112번안길
225,,"6,900",1999,2017,00011,00000,41390,00,0,4397066,거모동,0612,0001,41390,12700,1,동보,9,2,41390-106,25.12,612-1,41390,7,,,군자로335번길
226,,"6,800",1999,2017,00011,00000,41390,00,0,4397066,거모동,0612,0001,41390,12700,1,동보,9,4,41390-106,25.12,612-1,41390,7,,,군자로335번길
227,,"10,400",1988,2017,00014,00000,41390,01,0,4397075,거모동,1474,0001,41390,12700,1,일우,9,4,41390-115,42.72,1474-1,41390,3,,,군자로492번길
228,,"6,900",1999,2017,00011,00000,41390,00,0,4397066,거모동,0612,0001,41390,12700,1,동보,9,5,41390-106,25.12,612-1,41390,19,,,군자로335번길
229,,"23,500",1998,2017,00043,00000,41390,01,0,4397676,거모동,1715,0002,41390,12700,1,유호,9,5,41390-114,84.78,1715-2,41390,15,,,황고개로206번길
230,,"13,400",1992,2017,00035,00000,41390,01,0,3199056,거모동,1734,0002,41390,12700,1,아주3,9,8,41390-111,59.775,1734-2,41390,12,,,한우물로
231,,"18,500",1998,2017,00043,00000,41390,01,0,4397676,거모동,1715,0002,41390,12700,1,유호,9,8,41390-114,59.82,1715-2,41390,9,,,황고개로206번길
232,,"17,900",1998,2017,00043,00000,41390,01,0,4397676,거모동,1715,0002,41390,12700,1,유호,9,9,41390-114,59.82,1715-2,41390,11,,,황고개로206번길
233,,"13,000",1993,2017,00041,00000,41390,00,,4397169,거모동,1735,0002,41390,12700,1,아주4차아파트,9,12,41390-112,59.775,1735-2,41390,6,,,도일로135번길
234,,"6,700",1999,2017,00011,00000,41390,00,0,4397066,거모동,0612,0001,41390,12700,1,동보,9,14,41390-106,25.12,612-1,41390,11,,,군자로335번길
235,,"6,700",1999,2017,00011,00000,41390,00,0,4397066,거모동,0612,0001,41390,12700,1,동보,9,14,41390-106,25.12,612-1,41390,12,,,군자로335번길
236,,"15,200",1999,2017,00011,00000,41390,00,0,4397066,거모동,0612,0001,41390,12700,1,동보,9,15,41390-106,63.2,612-1,41390,17,,,군자로335번길
237,,"21,500",2004,2017,00520,00000,41390,01,0,3199060,거모동,1756,0001,41390,12700,1,동운디오빌,9,15,41390-216,83.1836,1756-1,41390,10,,,군자로
238,,"6,680",1999,2017,00011,00000,41390,00,0,4397066,거모동,0612,0001,41390,12700,1,동보,9,16,41390-106,25.12,612-1,41390,14,,,군자로335번길
239,,"10,400",1988,2017,00014,00000,41390,01,0,4397075,거모동,1474,0001,41390,12700,1,일우,9,16,41390-115,42.72,1474-1,41390,5,,,군자로492번길
240,,"15,000",1999,2017,00011,00000,41390,00,0,4397066,거모동,0612,0001,41390,12700,1,동보,9,20,41390-106,63.2,612-1,41390,9,,,군자로335번길
241,,"13,700",1991,2017,00022,00000,41390,01,0,4397166,거모동,1769,0001,41390,12700,1,동원,9,23,41390-107,66.78,1769-1,41390,11,,,도일로112번안길
242,,"14,600",1999,2017,00011,00000,41390,00,0,4397066,거모동,0612,0001,41390,12700,1,동보,9,24,41390-106,63.2,612-1,41390,13,,,군자로335번길
243,,"23,500",1998,2017,00043,00000,41390,01,0,4397676,거모동,1715,0002,41390,12700,1,유호,9,29,41390-114,84.78,1715-2,41390,12,,,황고개로206번길
244,,"29,000",1999,2017,00059,00000,41390,02,0,3199068,장현동,0540,0000,41390,12900,1,새재마을대동,9,15,41390-116,84.68,540,41390,11,,,시청로
245,,"29,700",2001,2017,00071,00000,41390,02,0,3199068,장현동,0540,0000,41390,12900,1,새재마을청구,9,21,41390-117,84.91,540,41390,5,,,시청로
246,,"24,200",1999,2017,00059,00000,41390,02,0,3199068,장현동,0540,0000,41390,12900,1,새재마을대동,9,29,41390-116,59.85,540,41390,5,,,시청로
247,,"25,700",1999,2017,00077,00000,41390,01,0,4397520,장곡동,0805,0000,41390,13000,1,삼성래미안,9,1,41390-119,84.97,805,41390,7,,,인선길
248,,"20,000",1999,2017,00063,00000,41390,01,0,4397520,장곡동,0806,0000,41390,13000,1,숲속마을,9,1,41390-120,59.755,806,41390,4,,,인선길
249,,"20,500",1999,2017,00010,00000,41390,01,0,4397524,장곡동,0807,0000,41390,13000,1,숲속마을,9,2,,59.965,807,41390,18,,,장곡로53번길
250,,"25,500",1999,2017,00077,00000,41390,01,0,4397520,장곡동,0805,0000,41390,13000,1,삼성래미안,9,4,41390-119,84.97,805,41390,6,,,인선길
251,,"19,500",1999,2017,00063,00000,41390,01,0,4397520,장곡동,0806,0000,41390,13000,1,숲속마을,9,6,41390-120,59.965,806,41390,9,,,인선길
252,,"23,500",2000,2017,00010,00000,41390,01,0,3199050,장곡동,0824,0000,41390,13000,1,연성대우3,9,8,41390-121,70.0166,824,41390,1,,,진말로
253,,"20,800",1999,2017,00111,00000,41390,01,0,4397520,장곡동,0804,0000,41390,13000,1,동양덱스빌,9,11,41390-118,59.94,804,41390,16,,,인선길
254,,"22,300",1999,2017,00010,00000,41390,01,0,4397524,장곡동,0806,0000,41390,13000,1,숲속마을,9,11,41390-120,59.965,806,41390,5,,,장곡로53번길
255,,"23,200",1999,2017,00077,00000,41390,01,0,4397520,장곡동,0805,0000,41390,13000,1,삼성래미안,9,12,41390-119,74.464,805,41390,7,,,인선길
256,,"27,000",2000,2017,00010,00000,41390,01,0,3199050,장곡동,0824,0000,41390,13000,1,연성대우3,9,13,41390-121,79.7124,824,41390,4,,,진말로
257,,"25,900",1999,2017,00046,00000,41390,01,0,3199050,장곡동,0829,0000,41390,13000,1,"진말삼환,한진",9,19,41390-123,84.87,829,41390,16,,,진말로
258,,"20,000",1999,2017,00046,00000,41390,01,0,3199050,장곡동,0829,0000,41390,13000,1,"진말삼환,한진",9,23,41390-123,59.58,829,41390,5,,,진말로
259,,"20,900",1999,2017,00111,00000,41390,01,0,4397520,장곡동,0804,0000,41390,13000,1,동양덱스빌,9,26,41390-118,59.94,804,41390,8,,,인선길
260,,"22,500",1999,2017,00111,00000,41390,01,0,4397520,장곡동,0804,0000,41390,13000,1,동양덱스빌,9,27,41390-118,59.94,804,41390,11,,,인선길
261,,"27,000",1999,2017,00010,00000,41390,01,0,4397524,장곡동,0806,0000,41390,13000,1,숲속마을,9,27,41390-120,88.63,806,41390,18,,,장곡로53번길
262,,"20,700",1999,2017,00063,00000,41390,01,0,4397520,장곡동,0806,0000,41390,13000,1,숲속마을,9,28,41390-120,59.965,806,41390,17,,,인선길
263,,"29,300",2000,2017,00010,00000,41390,01,0,3199050,장곡동,0824,0000,41390,13000,1,연성대우3,9,29,41390-121,79.7124,824,41390,8,,,진말로
264,,"22,000",1999,2017,00046,00000,41390,01,0,3199050,장곡동,0829,0000,41390,13000,1,"진말삼환,한진",9,29,41390-123,59.58,829,41390,18,,,진말로
265,,"19,500",1999,2017,00063,00000,41390,01,0,4397520,장곡동,0806,0000,41390,13000,1,숲속마을,9,30,41390-120,59.755,806,41390,7,,,인선길
266,,"9,400",2002,2017,00011,00000,41390,01,0,4397501,월곶동,1010,0004,41390,13100,1,풍림아이원1차,9,2,41390-187,26.94,1010-4,41390,13,,,월곶중앙로70번길
267,,"11,500",2002,2017,00011,00000,41390,01,0,4397501,월곶동,1010,0004,41390,13100,1,풍림아이원1차,9,3,41390-187,32.95,1010-4,41390,18,,,월곶중앙로70번길
268,,"20,800",2002,2017,00011,00000,41390,01,0,4397501,월곶동,1010,0004,41390,13100,1,풍림아이원1차,9,5,41390-187,59.965,1010-4,41390,14,,,월곶중앙로70번길
269,,"23,500",2005,2017,00087,00000,41390,01,0,4397495,월곶동,1010,0001,41390,13100,1,풍림아이원2차,9,5,41390-210,59.989,1010-1,41390,20,,,월곶중앙로14번길
270,,"27,200",2006,2017,00009,00000,41390,01,0,4397495,월곶동,0994,0000,41390,13100,1,월곶4차풍림아이원,9,7,41390-1882,84.842,994,41390,22,,,월곶중앙로14번길
271,,"8,700",2002,2017,00011,00000,41390,01,0,4397501,월곶동,1010,0004,41390,13100,1,풍림아이원1차,9,8,41390-187,26.94,1010-4,41390,1,,,월곶중앙로70번길
272,,"23,000",2005,2017,00087,00000,41390,01,0,4397495,월곶동,1010,0001,41390,13100,1,풍림아이원2차,9,11,41390-210,59.989,1010-1,41390,19,,,월곶중앙로14번길
273,,"33,800",2002,2017,00011,00000,41390,01,0,4397501,월곶동,1010,0004,41390,13100,1,풍림아이원1차,9,12,41390-187,199.88,1010-4,41390,11,,,월곶중앙로70번길
274,,"12,500",2002,2017,00011,00000,41390,01,0,4397501,월곶동,1010,0004,41390,13100,1,풍림아이원1차,9,13,41390-187,32.95,1010-4,41390,2,,,월곶중앙로70번길
275,,"20,000",2002,2017,00011,00000,41390,01,0,4397501,월곶동,1010,0004,41390,13100,1,풍림아이원1차,9,14,41390-187,59.965,1010-4,41390,9,,,월곶중앙로70번길
276,,"9,100",2002,2017,00011,00000,41390,01,0,4397501,월곶동,1010,0004,41390,13100,1,풍림아이원1차,9,16,41390-187,26.94,1010-4,41390,3,,,월곶중앙로70번길
277,,"16,000",2005,2017,00087,00000,41390,01,0,4397495,월곶동,1010,0001,41390,13100,1,풍림아이원2차,9,16,41390-210,37.918,1010-1,41390,13,,,월곶중앙로14번길
278,,"22,500",2005,2017,00087,00000,41390,01,0,4397495,월곶동,1010,0001,41390,13100,1,풍림아이원2차,9,16,41390-210,59.989,1010-1,41390,6,,,월곶중앙로14번길
279,,"25,900",2005,2017,00087,00000,41390,01,0,4397495,월곶동,1010,0001,41390,13100,1,풍림아이원2차,9,16,41390-210,84.829,1010-1,41390,2,,,월곶중앙로14번길
280,,"21,000",2002,2017,00011,00000,41390,01,0,4397501,월곶동,1010,0004,41390,13100,1,풍림아이원1차,9,18,41390-187,59.985,1010-4,41390,17,,,월곶중앙로70번길
281,,"6,100",2013,2017,00031,00000,41390,01,0,4397497,월곶동,0992,0005,41390,13100,1,알파시티,9,18,41390-2128,16.24,992-5,41390,14,,,월곶중앙로30번길
282,,"16,000",2005,2017,00087,00000,41390,01,0,4397495,월곶동,1010,0001,41390,13100,1,풍림아이원2차,9,19,41390-210,37.918,1010-1,41390,20,,,월곶중앙로14번길
283,,"20,400",2002,2017,00011,00000,41390,01,0,4397501,월곶동,1010,0004,41390,13100,1,풍림아이원1차,9,21,41390-187,59.985,1010-4,41390,16,,,월곶중앙로70번길
284,,"11,000",2002,2017,00011,00000,41390,01,0,4397501,월곶동,1010,0004,41390,13100,1,풍림아이원1차,9,22,41390-187,32.95,1010-4,41390,3,,,월곶중앙로70번길
285,,"27,500",2006,2017,00009,00000,41390,01,0,4397495,월곶동,0994,0000,41390,13100,1,월곶4차풍림아이원,9,23,41390-1882,84.842,994,41390,22,,,월곶중앙로14번길
286,,"26,000",2006,2017,00009,00000,41390,01,0,4397495,월곶동,0994,0000,41390,13100,1,월곶4차풍림아이원,9,26,41390-1882,84.842,994,41390,19,,,월곶중앙로14번길
287,,"23,650",2005,2017,00087,00000,41390,01,0,4397495,월곶동,1010,0001,41390,13100,1,풍림아이원2차,9,27,41390-210,59.989,1010-1,41390,15,,,월곶중앙로14번길
288,,"15,850",2005,2017,00087,00000,41390,01,0,4397495,월곶동,1010,0001,41390,13100,1,풍림아이원2차,9,28,41390-210,37.918,1010-1,41390,9,,,월곶중앙로14번길
289,,"9,400",2002,2017,00011,00000,41390,01,0,4397501,월곶동,1010,0004,41390,13100,1,풍림아이원1차,9,29,41390-187,26.94,1010-4,41390,15,,,월곶중앙로70번길
290,,"12,300",2002,2017,00011,00000,41390,01,0,4397501,월곶동,1010,0004,41390,13100,1,풍림아이원1차,9,29,41390-187,32.95,1010-4,41390,18,,,월곶중앙로70번길
291,,"11,400",2002,2017,00011,00000,41390,01,0,4397501,월곶동,1010,0004,41390,13100,1,풍림아이원1차,9,30,41390-187,26.94,1010-4,41390,20,,,월곶중앙로70번길
292,,"26,700",2009,2017,00025,00000,41390,01,0,4397503,월곶동,1012,0001,41390,13100,1,월곶Ⅱ유호N플러스빌,9,30,41390-1955,84.7843,1012-1,41390,16,,,월곶해안로161번길
293,,"26,300",2005,2017,00011,00000,41390,01,0,3199044,월곶동,1016,0000,41390,13100,1,풍림아이원3차,9,30,41390-311,84.829,1016,41390,15,,,월곶중앙로
294,,"26,300",1998,2017,00018,00000,41390,03,0,3199028,정왕동,1878,0005,41390,13200,1,동원,9,1,41390-137,84.75,1878-5,41390,4,,,봉화로
295,,"15,500",1999,2017,00128,00000,41390,01,0,3199049,정왕동,1847,0000,41390,13200,1,청솔아파트,9,1,41390-206,48.45,1847,41390,2,,,중심상가로
296,,"19,400",1998,2017,00008,00000,41390,01,0,4397533,정왕동,1844,0000,41390,13200,1,주공5,9,1,41390-169,59.62,1844,41390,3,,,정왕대로143번길
297,,"26,000",1996,2017,00054,00000,41390,01,0,4397657,정왕동,1877,0003,41390,13200,1,세종1,9,1,41390-148,84.94,1877-3,41390,7,,,함송로29번길
298,,"25,500",1997,2017,00399,00000,41390,01,0,3199041,정왕동,1875,0005,41390,13200,1,건영2,9,2,41390-126,84.93,1875-5,41390,6,,,옥구천동로
299,,"16,300",1998,2017,00029,00000,41390,01,0,4397540,정왕동,1862,0000,41390,13200,1,동남,9,2,41390-207,46.95,1862,41390,1,,,정왕대로28번길
300,,"18,900",1996,2017,00029,00000,41390,01,0,4397544,정왕동,1865,0000,41390,13200,1,한일,9,2,41390-173,59.25,1865,41390,3,,,정왕대로53번길
301,,"27,600",1998,2017,00008,00000,41390,01,0,4397533,정왕동,1844,0000,41390,13200,1,주공5,9,2,41390-169,84.84,1844,41390,7,,,정왕대로143번길
302,,"23,300",1998,2017,00032,00000,41390,01,0,4397533,정왕동,1843,0000,41390,13200,1,주공4,9,2,41390-168,84.84,1843,41390,4,,,정왕대로143번길
303,,"16,300",1995,2017,00404,00000,41390,00,,3199041,정왕동,1873,0003,41390,13200,1,월드,9,2,41390-163,47.455,1873-3,41390,4,,,옥구천동로
304,,"19,500",1997,2017,00224,00000,41390,01,0,3199049,정왕동,1790,0000,41390,13200,1,영남6,9,2,41390-161,59.99,1790,41390,2,,,중심상가로
305,,"22,200",1996,2017,00009,00000,41390,00,0,4397539,정왕동,1940,0001,41390,13200,1,신동아,9,2,41390-151,84.883,1940-1,41390,5,,,정왕대로27번길
306,,"23,650",1996,2017,00009,00000,41390,00,0,4397539,정왕동,1940,0001,41390,13200,1,신동아,9,2,41390-151,84.883,1940-1,41390,6,,,정왕대로27번길
307,,"23,100",1996,2017,00031,00000,41390,01,0,4397539,정왕동,1940,0001,41390,13200,1,신동아,9,2,41390-151,84.883,1940-1,41390,5,,,정왕대로27번길
308,,"31,450",1998,2017,00105,00000,41390,01,0,3199049,정왕동,1849,0006,41390,13200,1,세종3,9,2,41390-150,124.77,1849-6,41390,5,,,중심상가로
309,,"24,000",1996,2017,00006,00000,41390,01,0,4397538,정왕동,1789,0000,41390,13200,1,금강,9,2,41390-130,84.84,1789,41390,2,,,정왕대로266번길
310,,"19,500",1996,2017,00286,00000,41390,01,0,3199049,정왕동,1786,0000,41390,13200,1,시화두산,9,4,41390-138,59.97,1786,41390,5,,,중심상가로
311,,"16,800",1998,2017,00029,00000,41390,01,0,4397540,정왕동,1862,0000,41390,13200,1,동남,9,4,41390-207,46.95,1862,41390,2,,,정왕대로28번길
312,,"21,500",1996,2017,00008,00000,41390,00,,4397546,정왕동,1872,0006,41390,13200,1,한신공영,9,4,41390-172,84.95,1872-6,41390,4,,,정왕신길로111번길
313,,"17,300",1997,2017,00106,00000,41390,01,0,3199049,정왕동,1848,0004,41390,13200,1,진로,9,4,41390-171,59.78,1848-4,41390,3,,,중심상가로
314,,"18,800",1998,2017,00248,00000,41390,01,0,3199049,정왕동,1787,0001,41390,13200,1,주공6,9,4,41390-170,59.94,1787-1,41390,4,,,중심상가로
315,,"23,800",1997,2017,00031,00000,41390,01,0,4397531,정왕동,1869,0000,41390,13200,1,주공3,9,4,41390-167,84.64,1869,41390,6,,,정왕대로117번길
316,,"18,300",1997,2017,00007,00000,41390,01,0,4397544,정왕동,1864,0000,41390,13200,1,주공1,9,4,41390-165,59.57,1864,41390,6,,,정왕대로53번길
317,,"30,700",1996,2017,00054,00000,41390,01,0,4397657,정왕동,1877,0003,41390,13200,1,세종1,9,4,41390-148,119.64,1877-3,41390,6,,,함송로29번길
318,,"17,000",1997,2017,00433,00026,41390,00,,3199041,정왕동,1876,0001,41390,13200,1,삼환,9,4,41390-145,51.74,1876-1,41390,2,,,옥구천동로
319,,"22,000",1996,2017,00007,00000,41390,01,0,4397547,정왕동,1872,0005,41390,13200,1,삼성,9,4,41390-144,73.994,1872-5,41390,4,,,정왕신길로139번길
320,,"20,000",1997,2017,00036,00000,41390,01,0,3199057,정왕동,1876,0002,41390,13200,1,모아,9,4,41390-139,59.97,1876-2,41390,9,,,함송로
321,,"17,300",1996,2017,00286,00000,41390,01,0,3199049,정왕동,1786,0000,41390,13200,1,시화두산,9,5,41390-138,50.03,1786,41390,2,,,중심상가로
322,,"17,500",1998,2017,00029,00000,41390,01,0,4397540,정왕동,1862,0000,41390,13200,1,동남,9,5,41390-207,59.03,1862,41390,2,,,정왕대로28번길
323,,"24,350",2002,2017,00247,00000,41390,01,0,3199049,정왕동,1788,0001,41390,13200,1,건영5,9,5,41390-186,84.92,1788-1,41390,3,,,중심상가로
324,,"20,900",1996,2017,00029,00000,41390,01,0,4397544,정왕동,1865,0000,41390,13200,1,한일,9,5,41390-173,59.91,1865,41390,9,,,정왕대로53번길
325,,"21,350",1998,2017,00008,00000,41390,01,0,4397533,정왕동,1844,0000,41390,13200,1,주공5,9,5,41390-169,59.62,1844,41390,5,,,정왕대로143번길
326,,"18,000",1997,2017,00009,00000,41390,01,0,4397531,정왕동,1868,0000,41390,13200,1,주공2,9,5,41390-166,59.67,1868,41390,8,,,정왕대로117번길
327,,"19,000",1997,2017,00224,00000,41390,01,0,3199049,정왕동,1790,0000,41390,13200,1,영남6,9,5,41390-161,59.99,1790,41390,3,,,중심상가로
328,,"18,500",1996,2017,00353,00000,41390,01,0,3199036,정왕동,1872,0004,41390,13200,1,영남3,9,5,41390-159,59.908,1872-4,41390,6,,,역전로
329,,"19,500",1996,2017,00353,00000,41390,01,0,3199036,정왕동,1872,0004,41390,13200,1,영남3,9,5,41390-159,59.908,1872-4,41390,6,,,역전로
330,,"16,900",1998,2017,00074,00000,41390,01,0,3199049,정왕동,1851,0000,41390,13200,1,대림2,9,6,41390-132,51.228,1851,41390,4,,,중심상가로
331,,"21,500",2002,2017,00247,00000,41390,01,0,3199049,정왕동,1788,0001,41390,13200,1,건영5,9,6,41390-186,84.98,1788-1,41390,5,,,중심상가로
332,,"20,500",2002,2017,00010,00000,41390,01,0,4397531,정왕동,1871,0001,41390,13200,1,건영3,9,6,41390-185,84.92,1871-1,41390,1,,,정왕대로117번길
333,,"18,900",1997,2017,00007,00000,41390,01,0,4397544,정왕동,1864,0000,41390,13200,1,주공1,9,6,41390-165,59.57,1864,41390,6,,,정왕대로53번길
334,,"19,250",1995,2017,00404,00000,41390,00,,3199041,정왕동,1873,0003,41390,13200,1,월드,9,6,41390-163,59.935,1873-3,41390,4,,,옥구천동로
335,,"23,950",1997,2017,00077,00000,41390,01,0,3199049,정왕동,1850,0000,41390,13200,1,요진,9,6,41390-162,84.88,1850,41390,4,,,중심상가로
336,,"17,700",1996,2017,00353,00000,41390,01,0,3199036,정왕동,1872,0004,41390,13200,1,영남3,9,6,41390-159,59.908,1872-4,41390,1,,,역전로
337,,"10,800",1997,2017,00028,00000,41390,01,0,4397540,정왕동,1942,0002,41390,13200,1,동보,9,6,41390-136,25.04,1942-2,41390,4,,,정왕대로28번길
338,,"21,700",1997,2017,00125,00000,41390,01,0,3199049,정왕동,1846,0000,41390,13200,1,계룡리슈빌,9,7,41390-127,59.67,1846,41390,5,,,중심상가로
339,,"16,500",1995,2017,00404,00000,41390,00,,3199041,정왕동,1873,0003,41390,13200,1,월드,9,7,41390-163,47.455,1873-3,41390,3,,,옥구천동로
340,,"19,550",1996,2017,00353,00000,41390,01,0,3199036,정왕동,1872,0004,41390,13200,1,영남3,9,7,41390-159,59.908,1872-4,41390,9,,,역전로
341,,"20,500",1998,2017,00005,00000,41390,01,0,4397540,정왕동,1863,0000,41390,13200,1,대림1,9,8,41390-131,59.901,1863,41390,10,,,정왕대로28번길
342,,"26,000",1997,2017,00375,00008,41390,01,0,3199036,정왕동,1874,0002,41390,13200,1,화성,9,8,41390-174,84.9,1874-2,41390,10,,,역전로
343,,"19,000",1997,2017,00077,00000,41390,01,0,3199049,정왕동,1850,0000,41390,13200,1,요진,9,8,41390-162,59.856,1850,41390,9,,,중심상가로
