부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
166659,26380,160000000,1990,2017-04-01,신괴정화신아파트,84,14
166660,26380,273000000,2013,2017-04-01,더 월드,82,14
166661,26380,75000000,1985,2017-04-01,한일하나로,50,5
166662,26380,180000000,1991,2017-04-01,신익타운,83,6
166663,26380,183000000,1997,2017-04-02,괴정한신,59,3
166664,26380,210000000,2012,2017-04-02,참누리아파트,84,2
166665,26380,159000000,1984,2017-04-02,남정해바라기,78,1
166666,26380,218000000,2006,2017-04-03,괴정경동메르빌,84,3
166667,26380,319000000,2011,2017-04-03,괴정엔스타,84,15
166668,26380,253000000,2007,2017-04-03,극동스타클래스,59,6
166669,26380,110000000,1984,2017-04-04,남정해바라기,50,4
166670,26380,175500000,1997,2017-04-04,괴정자유2차,84,10
166671,26380,167410000,1985,2017-04-05,국제,79,3
166672,26380,327500000,2011,2017-04-05,괴정엔스타,84,30
166673,26380,80000000,1976,2017-04-06,부영,50,2
166674,26380,162400000,1992,2017-04-06,성신하이츠,84,8
166675,26380,285000000,2004,2017-04-06,일동지에닌,81,15
166676,26380,395000000,1982,2017-04-06,자유,154,5
166677,26380,110000000,1979,2017-04-07,동주,56,3
166678,26380,221000000,2012,2017-04-07,참누리아파트,84,5
166679,26380,143000000,1978,2017-04-08,삼풍,72,2
166680,26380,299000000,2013,2017-04-09,더 월드,82,7
166681,26380,131000000,1995,2017-04-10,벽산하이츠타운,56,14
166682,26380,150000000,1981,2017-04-10,협진태양,72,2
166683,26380,175000000,1983,2017-04-10,협진신태양,84,4
166684,26380,200000000,1983,2017-04-10,진흥,83,4
166685,26380,110000000,1984,2017-04-11,금호,44,3
166686,26380,290000000,2016,2017-04-11,괴정동 천아하늘정원 2차,79,11
166687,26380,234000000,2015,2017-04-11,가람그린,64,10
166688,26380,285000000,2015,2017-04-11,예그린숲,79,5
166689,26380,120000000,1989,2017-04-11,괴정한일하나로타운,76,5
166690,26380,210000000,1983,2017-04-11,진흥,83,5
166691,26380,125000000,1995,2017-04-12,벽산하이츠타운,56,5
166692,26380,280000000,2015,2017-04-12,예그린숲,77,5
166693,26380,253000000,2004,2017-04-13,일동지에닌,69,4
166694,26380,340000000,2011,2017-04-13,괴정엔스타,84,18
166695,26380,150000000,1992,2017-04-14,성신하이츠,84,2
166696,26380,294000000,2016,2017-04-14,괴정동그린시티,78,10
166697,26380,237000000,2015,2017-04-14,괴정 K스타파크,59,3
166698,26380,127000000,1984,2017-04-15,남정해바라기,64,3
166699,26380,270000000,2015,2017-04-15,괴정 K스타파크,73,8
166700,26380,185000000,1981,2017-04-15,협진태양,71,3
166701,26380,120000000,1989,2017-04-15,괴정한일하나로타운,73,3
166702,26380,130000000,2001,2017-04-17,동조리젠시,72,3
166703,26380,82000000,1985,2017-04-17,새괴정협진태양,48,4
166704,26380,243000000,1978,2017-04-18,삼익,78,10
166705,26380,134500000,2003,2017-04-18,동조신현트레빌,55,6
166706,26380,153000000,1992,2017-04-18,하이츠빌리지,75,8
166707,26380,237000000,2015,2017-04-19,가람그린,61,8
166708,26380,180000000,1981,2017-04-20,협진태양,71,2
166709,26380,210000000,1996,2017-04-20,괴정신동화,84,5
166710,26380,183000000,1997,2017-04-21,괴정한신,59,5
166711,26380,279000000,2012,2017-04-21,참누리아파트,84,13
166712,26380,333000000,2011,2017-04-21,괴정엔스타,84,6
166713,26380,198000000,1984,2017-04-21,럭키(484-2),84,2
166714,26380,223000000,1990,2017-04-21,신괴정화신아파트,111,15
166715,26380,88500000,1985,2017-04-21,새괴정협진태양,58,5
166716,26380,163000000,1984,2017-04-23,영신목화,80,1
166717,26380,217500000,2006,2017-04-24,괴정경동메르빌,84,2
