부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
269031,26500,218000000,2015,2017-02-03,정휴펠리체,66,4
269032,26500,259000000,1991,2017-02-05,삼성,84,10
269033,26500,217000000,1993,2017-02-05,현대한누리,74,6
269034,26500,260000000,1991,2017-02-09,삼성,84,8
269035,26500,510000000,2007,2017-02-09,더샵파크리치,101,20
269036,26500,440000000,2007,2017-02-11,더샵파크리치,84,15
269037,26500,516000000,2007,2017-02-13,더샵파크리치,129,2
269038,26500,287000000,2004,2017-02-14,이편한세상2차,59,9
269039,26500,350000000,2005,2017-02-16,이편한세상3차,84,4
269040,26500,495000000,2007,2017-02-16,더샵파크리치,101,17
269041,26500,234000000,1993,2017-02-17,현대한누리,74,9
269042,26500,350000000,2005,2017-02-17,이편한세상3차,84,4
269043,26500,200000000,1993,2017-02-20,현대한누리,84,9
269044,26500,276000000,2004,2017-02-20,이편한세상2차,59,2
269045,26500,204000000,1983,2017-02-21,동방로얄,84,5
269046,26500,320000000,2004,2017-02-21,이편한세상1차,84,7
269047,26500,200000000,1986,2017-02-22,산호맨션,84,4
269048,26500,390000000,2004,2017-02-23,이편한세상1차,84,13
269049,26500,195000000,1993,2017-02-24,현대한누리,61,6
269050,26500,371000000,1991,2017-02-25,삼성,133,11
269051,26500,368000000,2004,2017-02-25,이편한세상1차,84,20
269052,26500,335000000,1991,2017-02-25,삼성,147,3
269053,26500,400000000,1988,2017-02-01,현대,68,5
269054,26500,170000000,2013,2017-02-03,수영 엔스타Ⅱ,41,15
269055,26500,450000000,2014,2017-02-06,수영강동원로얄듀크,80,18
269056,26500,186500000,2003,2017-02-14,우창빌리지,84,2
269057,26500,165000000,2013,2017-02-14,수영 엔스타Ⅱ,41,7
269058,26500,405000000,2004,2017-02-16,수영협성르네상스타운,59,10
269059,26500,153000000,2002,2017-02-16,대명쉐르빌,60,6
269060,26500,170000000,2015,2017-02-19,해마루아파트,44,13
269061,26500,165000000,2013,2017-02-21,수영 엔스타Ⅱ,41,3
269062,26500,437000000,1988,2017-02-25,현대,68,3
269063,26500,167000000,2016,2017-02-04,민락동 신화하니엘 그린시티 공동주택,43,6
269064,26500,436000000,2003,2017-02-08,센텀비치푸르지오,84,15
269065,26500,290000000,1997,2017-02-09,"진로비치(201,202동)",84,7
269066,26500,167000000,1983,2017-02-09,대웅맨션,68,1
269067,26500,595000000,2014,2017-02-10,부산더샵센텀포레,84,22
269068,26500,460000000,2003,2017-02-11,롯데캐슬자이언트,121,3
269069,26500,549000000,2003,2017-02-12,센텀비치푸르지오,131,15
269070,26500,582500000,2003,2017-02-12,롯데캐슬자이언트,141,12
269071,26500,405000000,1997,2017-02-13,진로비치(101~103동),134,14
269072,26500,426000000,2003,2017-02-16,센텀비치푸르지오,98,11
269073,26500,418000000,2016,2017-02-18,e편한세상광안비치,84,8
269074,26500,700000000,2003,2017-02-20,롯데캐슬자이언트,170,23
269075,26500,545000000,2003,2017-02-22,롯데캐슬자이언트,121,22
269076,26500,585000000,2003,2017-02-22,롯데캐슬자이언트,121,30
269077,26500,400000000,1990,2017-02-24,화인아트,179,5
269078,26500,167500000,1988,2017-02-27,태창파크,63,6
269079,26500,515000000,2003,2017-02-27,롯데캐슬자이언트,121,24
269080,26500,415000000,2003,2017-02-27,센텀비치푸르지오,98,19
269081,26500,302000000,2004,2017-02-01,협성센트로1차,84,7
269082,26500,620000000,2014,2017-02-01,쌍용예가디오션,84,17
269083,26500,89000000,2012,2017-02-01,POPS아트빌38,22,13
269084,26500,89000000,2012,2017-02-01,POPS아트빌38,22,9
269085,26500,90400000,2004,2017-02-01,유림주상복합,27,17
269086,26500,375000000,2005,2017-02-02,광안동일스위트,78,2
269087,26500,277000000,1981,2017-02-03,광안파크1,49,4
269088,26500,191000000,2015,2017-02-03,힐탑더블시티,49,19
269089,26500,148000000,2012,2017-02-03,일성센텀스카이뷰,32,13
269090,26500,73000000,2012,2017-02-03,POPS아트빌38,22,6
269091,26500,258000000,2004,2017-02-03,섬강스위트빌,90,6
269092,26500,212500000,1983,2017-02-03,부흥맨션,80,3
269093,26500,177000000,2015,2017-02-04,스테이빌,49,4
269094,26500,307000000,1982,2017-02-06,광안파크2,65,4
269095,26500,325000000,2001,2017-02-06,금오그린빌라,132,3
269096,26500,341000000,1996,2017-02-06,비치-그린아파트,84,21
269097,26500,336000000,1982,2017-02-07,광안파크2,71,4
269098,26500,255000000,1995,2017-02-07,광원,59,6
269099,26500,145000000,2006,2017-02-08,롯데골드로즈,41,5
269100,26500,304000000,2015,2017-02-09,글로리아,69,5
269101,26500,238000000,1996,2017-02-10,비치-그린아파트,59,14
269102,26500,195000000,2013,2017-02-10,지성캐슬,48,10
269103,26500,350000000,1997,2017-02-11,태평양하이츠,107,15
269104,26500,185000000,2015,2017-02-11,스테이빌,49,4
269105,26500,629000000,2014,2017-02-11,쌍용예가디오션,84,12
269106,26500,340000000,2012,2017-02-11,정원골드,84,6
269107,26500,330000000,2003,2017-02-13,동산오차드힐,84,14
269108,26500,325000000,2004,2017-02-14,늘푸른마을,84,3
269109,26500,68000000,2012,2017-02-14,POPS아트빌38,22,10
269110,26500,273000000,1980,2017-02-15,오양평구,57,5
269111,26500,535000000,2006,2017-02-15,광안동에스케이뷰,111,8
269112,26500,500000000,2006,2017-02-15,광안동에스케이뷰,111,9
269113,26500,510000000,2006,2017-02-15,광안동에스케이뷰,111,15
269114,26500,188000000,2004,2017-02-15,아침해오름,48,12
269115,26500,169000000,2012,2017-02-16,광안마티나,32,7
269116,26500,245000000,1995,2017-02-17,광원,59,3
269117,26500,126000000,2012,2017-02-17,일성센텀스카이뷰,27,4
269118,26500,75000000,2004,2017-02-17,유림주상복합,23,18
269119,26500,240000000,2003,2017-02-18,광안센템빌,83,3
269120,26500,130000000,2006,2017-02-18,롯데골드로즈,40,4
269121,26500,880000000,2014,2017-02-19,쌍용예가디오션,112,31
269122,26500,375000000,1982,2017-02-20,광안파크2,79,1
269123,26500,288000000,1997,2017-02-20,태평양하이츠,84,3
269124,26500,259000000,1996,2017-02-20,비치-그린아파트,59,12
269125,26500,360000000,1996,2017-02-21,비치-그린아파트,84,15
269126,26500,150000000,2014,2017-02-21,성우센텀스카이뷰비,27,9
269127,26500,155000000,1996,2017-02-21,라익,44,2
269128,26500,96000000,2004,2017-02-22,유림주상복합,34,7
269129,26500,148000000,2012,2017-02-23,일성센텀스카이뷰,32,10
269130,26500,89000000,2012,2017-02-24,POPS아트빌38,22,10
269131,26500,87500000,2012,2017-02-25,POPS아트빌38,22,10
269132,26500,278800000,2017,2017-02-25,디아이하우스,54,4
269133,26500,198000000,2014,2017-02-25,성우센텀스카이뷰에이,41,13
269134,26500,207000000,2013,2017-02-25,지성캐슬,48,7
269135,26500,360000000,1980,2017-02-26,오양평구,84,1
269136,26500,140000000,1988,2017-02-28,진흥목화,66,6
269137,26500,625000000,2014,2017-02-28,쌍용예가디오션,84,8
269138,26500,319000000,1977,2017-02-01,삼익타워,43,1
269139,26500,365000000,1984,2017-02-03,화목타운,84,4
269140,26500,360000000,1983,2017-02-06,남천파크,82,2
269141,26500,300000000,1977,2017-02-06,삼익타워,43,3
269142,26500,570000000,1977,2017-02-06,삼익타워,81,1
269143,26500,598000000,1986,2017-02-06,뉴비치,84,3
269144,26500,650000000,1979,2017-02-07,삼익비치,84,9
269145,26500,159000000,2011,2017-02-07,궁전아이브,44,6
269146,26500,650000000,1979,2017-02-08,삼익비치,84,8
269147,26500,880000000,2009,2017-02-09,코오롱하늘채골든비치,170,2
269148,26500,307000000,1977,2017-02-10,삼익타워,43,4
269149,26500,215000000,1979,2017-02-10,소라맨션,64,4
269150,26500,500000000,2000,2017-02-11,동원보라,182,11
269151,26500,350000000,2003,2017-02-11,골든패밀리,84,5
269152,26500,490000000,1979,2017-02-11,삼익비치,60,9
269153,26500,495000000,1979,2017-02-11,삼익비치,60,5
269154,26500,385000000,1979,2017-02-12,삼익비치,41,5
269155,26500,560000000,1979,2017-02-12,삼익비치,73,1
269156,26500,218000000,2016,2017-02-13,남천블루비치,47,12
269157,26500,315000000,1977,2017-02-14,삼익타워,43,8
269158,26500,498000000,1979,2017-02-15,삼익비치,60,9
269159,26500,380000000,2000,2017-02-16,동원보라,115,1
269160,26500,100000000,2011,2017-02-20,궁전아이브,32,10
