부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
390109,42230,92000000,2003,2017-12-01,교동청솔2차,59,12
390110,42230,91000000,2005,2017-12-05,교동코아루,60,6
390111,42230,52500000,1993,2017-12-08,강부2,49,9
390112,42230,89000000,2003,2017-12-12,교동청솔2차,59,7
390113,42230,234000000,2014,2017-12-12,코아루타워,84,18
390114,42230,82000000,2003,2017-12-12,교동청솔2차,59,14
390115,42230,83500000,2003,2017-12-14,교동청솔2차,59,5
390116,42230,95000000,1998,2017-12-15,신동아,59,3
390117,42230,170000000,2014,2017-12-18,코아루타워,59,12
390118,42230,120000000,1996,2017-12-26,동부,84,3
390119,42230,85000000,2003,2017-12-27,교동청솔2차,59,10
390120,42230,92000000,2005,2017-12-27,교동코아루,60,5
390121,42230,47000000,1992,2017-12-04,혜진1,59,1
390122,42230,32000000,1992,2017-12-14,혜진1,52,5
390123,42230,24000000,1995,2017-12-19,누가,27,2
390124,42230,210000000,2015,2017-12-28,코아루플러스,84,11
390125,42230,100000000,1991,2017-12-08,한양,84,5
390126,42230,83500000,1991,2017-12-09,한양,73,7
390127,42230,62000000,1991,2017-12-22,한양,73,5
390128,42230,50000000,1988,2017-12-06,백조임대(348-3),49,2
390129,42230,95000000,1995,2017-12-20,동원파크3차,84,7
390130,42230,175000000,1994,2017-12-27,동화3차,125,9
390131,42230,50000000,1995,2017-12-29,세연상가,53,6
390132,42230,85000000,2002,2017-12-02,청솔1차,59,13
390133,42230,120000000,2003,2017-12-04,경림한아름,59,14
390134,42230,80000000,2002,2017-12-06,청솔1차,59,11
390135,42230,62000000,1999,2017-12-07,유성,59,10
390136,42230,52000000,1998,2017-12-07,석미,39,11
390137,42230,200000000,2005,2017-12-08,현진에버빌,80,7
390138,42230,205000000,2005,2017-12-08,현진에버빌,80,9
390139,42230,97000000,2002,2017-12-09,청솔1차,59,8
390140,42230,34000000,1988,2017-12-11,정상주공,32,3
390141,42230,163000000,2005,2017-12-11,현진에버빌,64,9
390142,42230,50000000,1998,2017-12-11,석미,39,3
390143,42230,68500000,1999,2017-12-12,유성,59,6
390144,42230,49500000,1999,2017-12-12,유성,48,6
390145,42230,63500000,1999,2017-12-12,유성,59,5
390146,42230,91000000,2002,2017-12-13,청솔1차,59,9
390147,42230,80500000,2002,2017-12-18,청솔1차,59,3
390148,42230,79000000,1998,2017-12-19,석미,56,14
390149,42230,29000000,1995,2017-12-21,강부3차,27,7
390150,42230,70000000,1993,2017-12-21,선경빌라3차,83,5
390151,42230,55000000,1998,2017-12-21,석미,56,7
390152,42230,63000000,1999,2017-12-22,유성,59,12
390153,42230,72000000,1998,2017-12-22,석미,56,5
390154,42230,79000000,1998,2017-12-23,석미,56,5
390155,42230,93000000,2002,2017-12-27,청솔1차,59,12
390156,42230,45000000,1999,2017-12-28,유성,39,5
390157,42230,14100000,1989,2017-12-02,한림,47,3
390158,42230,13500000,1989,2017-12-27,한림,37,2
390159,42230,120200000,2008,2017-12-04,하이빌,84,5
390160,42230,62000000,1997,2017-12-12,건풍,64,4
390161,42230,50000000,1992,2017-12-26,동산,59,4
390162,41650,68500000,1999,2017-01-06,일신,39,10
390163,41650,87500000,1999,2017-01-08,일신,49,11
390164,41650,71000000,1999,2017-01-09,일신,39,12
390165,41650,70000000,1999,2017-01-09,일신,39,20
390166,41650,80000000,1999,2017-01-09,일신,39,15
390167,41650,69000000,1999,2017-01-10,일신,39,10
390168,41650,198000000,2005,2017-01-10,극동의푸른별1단지,84,9
390169,41650,130000000,1999,2017-01-11,유한,84,1
390170,41650,70000000,1999,2017-01-13,일신,39,20
390171,41650,195000000,2005,2017-01-13,극동의푸른별1단지,84,1
390172,41650,70000000,1999,2017-01-16,일신,39,17
390173,41650,70000000,1999,2017-01-20,일신,39,8
390174,41650,145000000,1996,2017-01-22,현대,84,4
390175,41650,85000000,1993,2017-01-24,한국,59,9
390176,41650,153000000,2001,2017-01-02,세창선단마을,81,2
390177,41650,134000000,1995,2017-01-02,원일산호2,59,13
390178,41650,265000000,2005,2017-01-02,석향마을대방노블랜드,110,8
390179,41650,119000000,1997,2017-01-03,전원우정아파트,59,1
390180,41650,225000000,2005,2017-01-07,태봉마을,84,12
390181,41650,300000000,2005,2017-01-10,석향마을대방노블랜드,131,17
390182,41650,83000000,1989,2017-01-11,"금용로얄(203,204동)",42,2
390183,41650,200000000,2005,2017-01-12,송천마을,84,3
390184,41650,192000000,2005,2017-01-12,송천마을,75,3
390185,41650,159000000,2005,2017-01-13,태봉마을,51,19
390186,41650,67000000,1988,2017-01-14,금용로얄,37,1
390187,41650,230000000,2005,2017-01-14,태봉마을,84,10
390188,41650,215000000,2005,2017-01-14,송천마을,84,12
390189,41650,170000000,2005,2017-01-17,태봉마을,59,4
390190,41650,200000000,2005,2017-01-18,송천마을,75,5
390191,41650,229000000,2005,2017-01-18,석향마을대방노블랜드,84,22
390192,41650,158000000,2005,2017-01-20,태봉마을,51,18
390193,41650,260000000,2005,2017-01-20,영화,122,8
390194,41650,159000000,1997,2017-01-21,전원우정아파트,84,10
390195,41650,222000000,2005,2017-01-21,태봉마을,84,18
390196,41650,107000000,1993,2017-01-21,일신,59,5
390197,41650,128000000,1997,2017-01-21,원일산호3,59,3
390198,41650,170000000,2005,2017-01-23,태봉마을,59,5
390199,41650,128000000,1997,2017-01-26,전원우정아파트,59,13
390200,41650,233000000,2005,2017-01-31,송천마을,84,9
390201,41650,131000000,2002,2017-01-07,대방,55,5
390202,41650,139500000,2002,2017-01-31,대방,55,6
390203,41650,110000000,1997,2017-01-18,상운,59,7
390204,41650,82000000,1997,2017-01-21,상운,50,1
390205,41650,110000000,2005,2017-01-18,포미재,84,3
390206,41650,48000000,2003,2017-01-19,거산,49,1
390207,41650,110000000,2005,2017-01-22,포미재,84,4
390208,41650,73000000,2003,2017-01-02,후레쉬빌,53,9
390209,41650,70000000,2003,2017-01-10,후레쉬빌,49,1
390210,41650,43000000,1995,2017-01-18,신포천,44,2
390211,41650,52600000,2002,2017-01-22,산호,39,2
390212,44180,91000000,2017,2017-05-05,로뎀시티,37,9
390213,44180,90000000,1993,2017-05-08,흥화,59,17
