부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
178401,11470,313000000,2002,2017-10-01,주안아파트,89,6
178402,11470,899000000,2016,2017-10-02,목동힐스테이트,84,10
178403,11470,743000000,1988,2017-10-06,목동신시가지12,71,11
178404,11470,540000000,1992,2017-10-09,대림,84,1
178405,11470,648000000,1997,2017-10-09,목동현대3차,84,10
178406,11470,627000000,1988,2017-10-10,목동신시가지12,56,1
178407,11470,298000000,1999,2017-10-10,신트리1,49,13
178408,11470,290000000,2000,2017-10-10,신정6현대,59,3
178409,11470,600000000,2000,2017-10-10,목동우성2,113,9
178410,11470,600000000,1997,2017-10-11,목동현대3차,84,1
178411,11470,340000000,2004,2017-10-11,신일해피트리,84,10
178412,11470,358000000,2000,2017-10-11,신정6현대,59,7
178413,11470,870000000,1987,2017-10-12,목동신시가지14,83,6
178414,11470,190000000,2014,2017-10-12,에버그린2동(980-19),29,5
178415,11470,435000000,2002,2017-10-12,푸른마을4,84,8
178416,11470,273000000,2000,2017-10-12,학마을1단지,49,12
178417,11470,270000000,2001,2017-10-12,푸른마을2,49,5
178418,11470,745000000,1996,2017-10-12,목동삼성,114,11
178419,11470,680000000,1997,2017-10-12,목동현대3차,84,17
178420,11470,600000000,1988,2017-10-13,목동신시가지12,56,1
178421,11470,390000000,2001,2017-10-13,파인빌,59,8
178422,11470,400000000,2001,2017-10-13,파인빌,59,3
178423,11470,600000000,1988,2017-10-13,목동신시가지12,56,5
178424,11470,580000000,1987,2017-10-14,목동신시가지13,53,5
178425,11470,888000000,2016,2017-10-14,목동힐스테이트,84,18
178426,11470,898000000,2016,2017-10-14,목동힐스테이트,84,16
178427,11470,384000000,2011,2017-10-14,이펜하우스4단지,59,5
178428,11470,935000000,2004,2017-10-14,목동삼성쉐르빌Ⅱ,145,23
178429,11470,580000000,2001,2017-10-14,목동2삼성래미안,84,2
178430,11470,345000000,2000,2017-10-14,신트리4,59,7
178431,11470,460000000,2000,2017-10-14,신트리3,84,2
178432,11470,645000000,1997,2017-10-14,목동현대3차,84,12
178433,11470,635000000,1997,2017-10-14,목동현대3차,84,9
178434,11470,730000000,1997,2017-10-14,목동현대3차,101,12
178435,11470,600000000,2000,2017-10-14,목동우성2,113,11
178436,11470,760000000,1987,2017-10-14,목동신시가지14,71,2
178437,11470,600000000,1987,2017-10-14,목동신시가지14,55,6
178438,11470,748000000,1987,2017-10-14,목동신시가지14,74,13
178439,11470,585000000,1987,2017-10-15,목동신시가지14,55,5
178440,11470,530000000,2006,2017-10-15,세양청마루,84,6
178441,11470,600000000,1987,2017-10-16,목동신시가지10,53,14
178442,11470,900000000,2016,2017-10-16,목동힐스테이트,84,18
178443,11470,520000000,2005,2017-10-16,동일하이빌2단지,84,3
178444,11470,385000000,2005,2017-10-16,신정동로마,84,5
178445,11470,980000000,2003,2017-10-16,삼성쉐르빌,149,21
178446,11470,1040000000,2002,2017-10-16,아이파크,114,4
178447,11470,287000000,2001,2017-10-16,푸른마을2,59,1
178448,11470,550000000,2000,2017-10-16,신트리3,84,12
178449,11470,670000000,1997,2017-10-16,목동현대3차,84,18
178450,11470,486000000,2000,2017-10-16,목동우성2,84,13
178451,11470,584000000,1987,2017-10-16,목동신시가지13,53,13
178452,11470,745000000,1988,2017-10-16,목동신시가지12,71,13
178453,11470,610000000,1988,2017-10-16,목동신시가지11,66,1
178454,11470,1070000000,1987,2017-10-16,목동신시가지10,105,9
178455,11470,1050000000,1987,2017-10-17,목동신시가지10,105,14
178456,11470,550000000,2005,2017-10-17,동일하이빌2단지,84,18
178457,11470,392000000,1999,2017-10-17,신트리1,59,10
178458,11470,500000000,1992,2017-10-18,쌍용,84,12
178459,11470,550000000,1995,2017-10-18,현대,84,15
178460,11470,703000000,1988,2017-10-19,목동신시가지11,66,6
178461,11470,645000000,2003,2017-10-19,명지해드는터,84,3
178462,11470,509000000,2004,2017-10-19,대림e-편한세상,84,8
178463,11470,325000000,2000,2017-10-19,신정6현대,59,6
178464,11470,830000000,1987,2017-10-20,목동신시가지9,71,9
178465,11470,510000000,2005,2017-10-20,동일하이빌1단지,84,2
178466,11470,315000000,2000,2017-10-20,신트리4,59,15
178467,11470,490000000,2000,2017-10-20,신트리3,84,8
178468,11470,1073000000,1987,2017-10-21,목동신시가지10,105,5
178469,11470,395000000,2008,2017-10-21,예지팰리스50차,81,8
178470,11470,680000000,1990,2017-10-21,유원목동,84,12
178471,11470,577000000,1999,2017-10-21,신정현대5,114,7
178472,11470,386000000,1999,2017-10-21,신정현대5,59,6
178473,11470,499000000,2000,2017-10-21,목동우성2,84,14
178474,11470,577500000,2000,2017-10-21,목동우성2,113,15
178475,11470,830000000,1987,2017-10-21,목동신시가지9,71,8
178476,11470,1300000000,1987,2017-10-21,목동신시가지9,126,14
178477,11470,1190000000,1987,2017-10-21,목동신시가지8,105,9
178478,11470,590000000,1987,2017-10-21,목동신시가지14,55,5
178479,11470,750000000,1987,2017-10-21,목동신시가지13,70,7
178480,11470,743000000,1988,2017-10-21,목동신시가지12,71,7
178481,11470,720000000,1988,2017-10-21,목동신시가지12,71,3
178482,11470,684000000,1988,2017-10-21,목동신시가지11,66,3
178483,11470,562000000,1988,2017-10-21,목동신시가지11,51,8
178484,11470,600000000,1988,2017-10-21,목동신시가지11,51,12
178485,11470,595000000,1988,2017-10-21,목동신시가지11,51,7
178486,11470,710000000,1988,2017-10-21,목동신시가지11,66,12
178487,11470,1050000000,1987,2017-10-21,목동신시가지10,105,3
178488,11470,1070000000,1987,2017-10-21,목동신시가지10,105,5
178489,11470,600000000,1987,2017-10-21,목동신시가지10,53,11
178490,11470,1100000000,1987,2017-10-22,목동신시가지10,105,11
178491,11470,900000000,2016,2017-10-22,목동힐스테이트,84,10
178492,11470,285000000,2000,2017-10-22,신트리4,48,9
178493,11470,499000000,2000,2017-10-22,목동우성2,84,8
178494,11470,1100000000,1987,2017-10-22,목동신시가지14,108,14
178495,11470,750000000,1987,2017-10-22,목동신시가지13,70,14
178496,11470,1195000000,1987,2017-10-23,목동신시가지13,122,13
178497,11470,545000000,2000,2017-10-23,신트리3,84,16
178498,11470,490000000,2000,2017-10-23,신트리3,84,4
178499,11470,595000000,1999,2017-10-23,신정현대5,114,8
178500,11470,600000000,2000,2017-10-23,목동우성2,113,6
178501,11470,832000000,1987,2017-10-23,목동신시가지9,71,9
178502,11470,665000000,1987,2017-10-23,목동신시가지8,54,15
178503,11470,768000000,1987,2017-10-23,목동신시가지14,74,1
178504,11470,400000000,1992,2017-10-24,대림,84,4
178505,11470,950000000,2016,2017-10-24,목동힐스테이트,100,5
178506,11470,1020000000,2004,2017-10-24,목동삼성쉐르빌Ⅱ,178,4
178507,11470,1020000000,2003,2017-10-24,삼성쉐르빌,163,14
178508,11470,640000000,2001,2017-10-24,목동2삼성래미안,84,13
178509,11470,375000000,2000,2017-10-24,학마을1단지,59,12
178510,11470,280000000,2000,2017-10-24,학마을1단지,49,12
178511,11470,447000000,2001,2017-10-24,푸른마을3,84,13
178512,11470,323000000,2001,2017-10-24,푸른마을2,59,8
178513,11470,669000000,1997,2017-10-24,목동현대3차,84,7
178514,11470,435000000,2000,2017-10-24,목동우성2,84,1
178515,11470,900000000,1987,2017-10-24,목동신시가지14,83,16
178516,11470,760000000,1987,2017-10-24,목동신시가지14,71,1
178517,11470,720000000,1987,2017-10-24,목동신시가지13,70,9
178518,11470,740000000,1988,2017-10-24,목동신시가지12,71,9
178519,11470,570000000,1988,2017-10-24,목동신시가지11,51,4
178520,11470,595000000,1988,2017-10-25,목동신시가지11,51,13
178521,11470,403000000,2004,2017-10-25,대성유니드2차,84,5
178522,11470,625000000,2002,2017-10-25,아이파크,59,13
178523,11470,1280000000,1987,2017-10-25,목동신시가지9,126,3
178524,11470,1050000000,1987,2017-10-25,목동신시가지13,98,5
178525,11470,713000000,1988,2017-10-26,목동신시가지12,71,2
178526,11470,900000000,2016,2017-10-26,목동힐스테이트,84,9
178527,11470,680000000,2003,2017-10-26,명지해드는터,84,6
178528,11470,445000000,2002,2017-10-26,푸른마을4,84,7
178529,11470,825000000,2002,2017-10-26,아이파크,84,17
178530,11470,785000000,1987,2017-10-26,목동신시가지14,71,14
178531,11470,1440000000,1987,2017-10-27,목동신시가지13,151,7
178532,11470,555000000,2005,2017-10-27,동일하이빌2단지,84,6
178533,11470,657000000,2004,2017-10-27,경남아너스빌,84,2
178534,11470,385000000,2001,2017-10-27,푸른마을2,59,11
178535,11470,250000000,2000,2017-10-27,신트리4,48,8
178536,11470,582000000,1987,2017-10-28,목동신시가지10,53,6
178537,11470,895000000,2016,2017-10-28,목동힐스테이트,84,6
178538,11470,885000000,2016,2017-10-28,목동힐스테이트,84,21
178539,11470,895000000,2016,2017-10-28,목동힐스테이트,84,9
178540,11470,470000000,2011,2017-10-28,이펜하우스4단지,84,2
178541,11470,668500000,2010,2017-10-28,중앙하이츠,134,14
178542,11470,390000000,2008,2017-10-28,예지팰리스50차,81,8
178543,11470,348000000,2004,2017-10-28,대성유니드2차,59,11
178544,11470,280000000,2000,2017-10-28,학마을1단지,49,7
178545,11470,310000000,2001,2017-10-28,푸른마을3,59,4
178546,11470,520000000,1992,2017-10-28,쌍용,84,8
178547,11470,517000000,1992,2017-10-28,쌍용,84,4
178548,11470,268500000,2000,2017-10-28,신트리4,49,3
178549,11470,446000000,2000,2017-10-28,목동우성2,84,1
178550,11470,1099000000,1987,2017-10-28,목동신시가지14,108,10
178551,11470,900000000,1987,2017-10-28,목동신시가지14,83,13
178552,11470,600000000,1987,2017-10-28,목동신시가지14,55,6
178553,11470,750000000,1987,2017-10-28,목동신시가지13,70,9
178554,11470,700000000,1987,2017-10-28,목동신시가지13,70,15
178555,11470,1020000000,1987,2017-10-28,목동신시가지13,98,12
178556,11470,997000000,1987,2017-10-28,목동신시가지13,98,1
178557,11470,575000000,1988,2017-10-28,목동신시가지11,51,15
178558,11470,825000000,1987,2017-10-29,목동신시가지9,71,12
178559,11470,1207000000,1987,2017-10-30,목동신시가지10,127,12
178560,11470,380000000,2003,2017-10-30,보람쉬움,79,4
178561,11470,658000000,1987,2017-10-30,목동신시가지8,54,13
178562,11470,1350000000,1987,2017-10-30,목동신시가지14,129,12
178563,11470,1150000000,1987,2017-10-30,목동신시가지14,108,9
178564,11470,742000000,1988,2017-10-30,목동신시가지12,71,8
178565,11470,1090000000,1987,2017-10-31,목동신시가지10,105,9
178566,11470,357000000,2000,2017-10-31,신트리4,59,14
178567,11470,285000000,2000,2017-10-31,신정6현대,59,1
178568,11470,835000000,1987,2017-10-31,목동신시가지9,71,15
178569,11470,830000000,1987,2017-10-31,목동신시가지9,71,11
178570,11470,900000000,1987,2017-10-31,목동신시가지14,83,5
178571,11470,1200000000,1987,2017-10-31,목동신시가지14,108,8
178572,11470,747000000,1987,2017-10-31,목동신시가지13,70,2
178573,11470,700000000,1988,2017-10-31,목동신시가지12,71,7
178574,11470,600000000,2003,2017-10-09,대원칸타빌2,83,3
178575,11470,195000000,2006,2017-10-09,상진지오밸리나동,47,7
178576,11470,1240000000,1986,2017-10-10,목동신시가지5,95,5
178577,11470,928000000,1986,2017-10-11,목동신시가지5,65,8
178578,11470,600000000,2004,2017-10-11,금호어울림,84,10
178579,11470,1293000000,1986,2017-10-11,목동신시가지7,101,1
178580,11470,825000000,1985,2017-10-12,목동신시가지1,65,10
178581,11470,415000000,2006,2017-10-12,신한이모르젠,84,4
178582,11470,599500000,2005,2017-10-12,롯데캐슬위너,59,19
178583,11470,535000000,1998,2017-10-12,진도1,59,8
178584,11470,820000000,1986,2017-10-12,목동신시가지3,64,14
178585,11470,1130000000,1986,2017-10-12,목동신시가지3,95,3
178586,11470,850000000,1986,2017-10-13,목동신시가지3,64,11
178587,11470,2147483647,2009,2017-10-13,트라팰리스 이스턴에비뉴,177,37
178588,11470,689000000,2005,2017-10-13,롯데캐슬위너,84,3
178589,11470,800000000,2003,2017-10-13,대원칸타빌2,144,4
178590,11470,720000000,1993,2017-10-13,우당,131,9
178591,11470,745000000,1986,2017-10-13,목동신시가지7,53,10
178592,11470,820000000,1997,2017-10-14,목동청구한신아파트,84,15
178593,11470,1650000000,2009,2017-10-14,트라팰리스 웨스턴에비뉴,146,15
178594,11470,515000000,2002,2017-10-14,연지프로빌,80,2
178595,11470,870000000,1999,2017-10-15,목동가든스위트,219,4
178596,11470,1500000000,1986,2017-10-15,목동신시가지3,122,1
178597,11470,780000000,1986,2017-10-15,목동신시가지3,64,3
178598,11470,1205000000,1985,2017-10-16,목동신시가지1,98,3
