부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
459358,46880,225000000,2013,2017-09-30,나빌래,84,11
459359,46880,51000000,1997,2017-09-26,금광,49,13
459360,46880,55000000,1997,2017-09-27,금광,59,15
459361,46880,52000000,1994,2017-09-17,고려시멘트사원,49,1
459362,46880,45000000,1994,2017-09-21,고려시멘트사원,49,2
459363,46880,43900000,1994,2017-09-21,고려시멘트사원,49,2
459364,46730,90000000,1997,2017-10-21,명지,59,4
459365,46730,75000000,2000,2017-10-11,지리산파크맨션,59,9
459366,46730,47000000,1990,2017-10-22,한광,73,4
459367,46730,70000000,2000,2017-10-23,지리산파크맨션,59,12
459368,46730,88000000,2000,2017-10-28,지리산파크맨션,72,15
459369,46730,69000000,1990,2017-10-30,한광,74,5
459370,46860,170000000,2006,2017-08-02,거송라뷔랑,83,12
459371,46860,92000000,1991,2017-08-03,동광,84,10
459372,46860,147480000,2014,2017-08-04,남산 미르채,65,2
459373,46860,154500000,2014,2017-08-17,남산 미르채,68,5
459374,46860,153350000,2014,2017-08-29,남산 미르채,70,7
459375,46860,159000000,2014,2017-08-30,남산 미르채,65,7
459376,48870,106000000,1992,2017-09-07,진하맨션(620-0),59,10
459377,48870,100000000,1998,2017-09-04,유승한마음,59,8
459378,48870,99000000,1992,2017-09-09,위성,84,1
459379,48870,227000000,2013,2017-09-11,삼정그린코아,84,13
459380,48870,97000000,1998,2017-09-25,유승한마음,59,9
459381,48870,201000000,2013,2017-09-27,삼정그린코아,84,2
459382,46810,97000000,1995,2017-03-09,탑동화인,59,2
459383,46810,178000000,2003,2017-03-13,씨앤에스2차,84,11
459384,46810,154000000,2013,2017-03-18,이에스아뜨리움,59,8
459385,46810,100000000,2001,2017-03-07,중흥,59,6
459386,46810,52000000,1996,2017-03-07,남선주택,60,4
459387,46810,57000000,1996,2017-03-10,남선주택,60,2
459388,48840,107000000,1997,2017-07-30,현대,59,9
459389,48840,125000000,2002,2017-07-05,남해신우보람,70,1
459390,48840,190000000,2017,2017-07-13,노블리앙 5차,82,1
459391,48840,115000000,1992,2017-07-31,남양,76,10
459392,48840,67500000,1993,2017-07-12,대아,59,1
459393,48840,72000000,1993,2017-07-24,대아,59,2
459394,46770,96000000,1994,2017-01-04,장미1차,84,11
459395,46770,77000000,1998,2017-01-31,남계주공,49,13
459396,46770,52000000,1992,2017-01-05,미래,57,1
