부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
359217,41610,293000000,2002,2017-05-01,푸르지오,84,10
359218,41610,202000000,1995,2017-05-04,두진,59,8
359219,41610,205000000,2000,2017-05-04,해태,59,3
359220,41610,165000000,1995,2017-05-08,두진,49,6
359221,41610,190000000,2000,2017-05-15,해태,59,2
359222,41610,284000000,2002,2017-05-15,푸르지오,84,9
359223,41610,265000000,2000,2017-05-29,해태,84,8
359224,41610,197000000,1995,2017-05-31,두진,59,5
359225,41610,228000000,2000,2017-05-02,쌍령 현대아파트,104,2
359226,41610,262000000,2003,2017-05-02,현대모닝사이드2,84,11
359227,41610,220000000,2001,2017-05-04,동성1,84,2
359228,41610,250000000,2002,2017-05-08,동성2,84,17
359229,41610,270000000,2013,2017-05-10,서희스타힐스,84,14
359230,41610,228000000,2001,2017-05-16,동성1,84,11
359231,41610,218000000,2003,2017-05-20,현대모닝사이드2,69,14
359232,41610,237000000,2000,2017-05-24,쌍령 현대아파트,104,9
359233,41610,230000000,2000,2017-05-26,쌍령 현대아파트,104,16
359234,41610,192000000,2001,2017-05-28,동성1,59,5
359235,41610,192000000,1995,2017-05-02,나산,59,14
359236,41610,290000000,2004,2017-05-08,브라운스톤,123,2
359237,41610,262000000,2002,2017-05-10,송정동현대아이파크,84,20
359238,41610,232000000,2005,2017-05-10,대주파크빌,84,2
359239,41610,258500000,2002,2017-05-13,송정동현대아이파크,84,2
359240,41610,340000000,2002,2017-05-15,송정동현대아이파크,120,16
359241,41610,288000000,2010,2017-05-15,우림필유,84,1
359242,41610,355000000,2002,2017-05-16,송정동현대아이파크,120,10
359243,41610,215000000,2005,2017-05-17,대주파크빌,84,1
359244,41610,265000000,2010,2017-05-17,금강펜테리움1단지,84,12
359245,41610,262000000,2010,2017-05-18,금강펜테리움2단지,84,1
359246,41610,280000000,2001,2017-05-20,파라다이스2단지,84,21
359247,41610,265000000,2010,2017-05-20,금강펜테리움2단지,84,4
359248,41610,225000000,2005,2017-05-20,대주파크빌,84,5
359249,41610,230000000,2001,2017-05-22,파라다이스2단지,59,20
359250,41610,195000000,1995,2017-05-23,나산,59,9
359251,41610,268000000,2002,2017-05-23,송정동현대아이파크,84,7
359252,41610,227000000,1995,2017-05-23,나산,84,13
359253,41610,265000000,2010,2017-05-27,금강펜테리움2단지,84,3
359254,41610,255000000,2002,2017-05-28,송정동현대아이파크,84,3
359255,41610,240000000,2005,2017-05-29,대주파크빌,84,9
359256,41610,318000000,2004,2017-05-31,브라운스톤,123,11
359257,41610,300000000,2010,2017-05-31,우림필유,84,7
359258,41610,185000000,2004,2017-05-12,대주파크빌,59,10
359259,41610,169000000,2004,2017-05-13,대주파크빌,59,1
359260,41610,175000000,2004,2017-05-18,대주파크빌,59,6
359261,41610,270000000,2002,2017-05-27,벽산블루밍,84,8
359262,41610,172500000,2004,2017-05-29,대주파크빌,59,6
359263,41610,360000000,2000,2017-05-02,현대,134,1
359264,41610,481600000,2011,2017-05-02,경남아너스빌2단지,159,1
359265,41610,175000000,1996,2017-05-08,동보,59,12
359266,41610,304000000,2000,2017-05-10,현대,84,14
359267,41610,251500000,1996,2017-05-12,동보,84,15
359268,41610,375000000,2011,2017-05-13,경남아너스빌2단지,109,3
359269,41610,460000000,2011,2017-05-17,경남아너스빌2단지,132,7
359270,41610,203000000,1996,2017-05-18,동보,59,5
359271,41610,276000000,2000,2017-05-18,현대,84,3
359272,41610,407000000,2000,2017-05-19,현대,176,19
359273,41610,204000000,2005,2017-05-19,우림루미아트,59,1
359274,41610,196000000,1996,2017-05-23,동보,59,7
359275,41610,450000000,2011,2017-05-25,경남아너스빌2단지,128,11
359276,41610,190000000,1996,2017-05-31,동보,59,21
359277,41610,249000000,2005,2017-05-31,우림루미아트,84,7
359278,41610,210000000,1996,2017-05-31,동보,59,13
359279,41610,217000000,2002,2017-05-11,신일드림빌,84,2
359280,41610,315000000,2004,2017-05-01,우남퍼스트빌,84,13
359281,41610,327000000,2004,2017-05-11,우남퍼스트빌,84,12
359282,41610,287000000,2004,2017-05-19,우남퍼스트빌,84,1
359283,41610,320000000,2004,2017-05-22,우남퍼스트빌,84,11
359284,41610,323000000,2004,2017-05-23,우남퍼스트빌,84,11
359285,41610,313000000,2004,2017-05-28,우남퍼스트빌,84,5
359286,41610,325000000,2004,2017-05-30,우남퍼스트빌,84,14
359287,41610,267000000,2004,2017-05-01,쌍용스윗닷홈1,84,12
359288,41610,238000000,2004,2017-05-01,쌍용스윗닷홈3,59,11
359289,41610,242000000,2004,2017-05-01,쌍용스윗닷홈3,59,14
359290,41610,262000000,2004,2017-05-01,쌍용스윗닷홈1,84,13
359291,41610,285000000,1999,2017-05-02,성원,101,14
359292,41610,255000000,1999,2017-05-08,성원,84,5
359293,41610,269500000,2006,2017-05-09,e-편한세상,84,7
359294,41610,260000000,2002,2017-05-10,성원5,84,17
