부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
273046,26470,550000000,2010,2017-12-01,아시아드 푸르지오,127,15
273047,26470,270000000,1979,2017-12-02,한성,76,3
273048,26470,498000000,2002,2017-12-03,쌍용,84,21
273049,26470,259000000,1996,2017-12-04,동원타워,59,4
273050,26470,640000000,2011,2017-12-04,거제동 롯데캐슬피렌체,84,33
273051,26470,291500000,2001,2017-12-04,글로벌하임빌(934),70,6
273052,26470,382000000,1986,2017-12-04,현대,84,14
273053,26470,315000000,2005,2017-12-05,거제동2차동원로얄듀크,59,17
273054,26470,517000000,2006,2017-12-05,온천천쌍용예가,121,2
273055,26470,97000000,2003,2017-12-06,청마마이우스,35,7
273056,26470,305000000,2005,2017-12-06,희망센트럴뷰,78,7
273057,26470,280000000,2003,2017-12-07,성원맨투로빌,84,16
273058,26470,104000000,2003,2017-12-07,청마마이우스,42,3
273059,26470,230000000,1996,2017-12-08,대호,76,12
273060,26470,400000000,2006,2017-12-08,삼익퓨쳐타워,108,11
273061,26470,743000000,2005,2017-12-09,거제동월드메르디앙,157,19
273062,26470,780000000,2011,2017-12-09,거제동 롯데캐슬피렌체,140,7
273063,26470,838000000,2008,2017-12-10,월드마크아시아드,160,33
273064,26470,700000000,2008,2017-12-10,월드마크아시아드,150,9
273065,26470,263000000,2001,2017-12-11,유림아시아드,59,23
273066,26470,460000000,2007,2017-12-11,거제동2차월드메르디앙,84,14
273067,26470,310000000,2001,2017-12-11,거제1차현대홈타운,59,2
273068,26470,315000000,2001,2017-12-12,유림아시아드,84,19
273069,26470,645000000,2001,2017-12-13,거제1차현대홈타운,128,12
273070,26470,560000000,2011,2017-12-13,거제동 롯데캐슬피렌체,84,6
273071,26470,280000000,2003,2017-12-14,거제청구하이츠,84,9
273072,26470,308000000,1993,2017-12-16,대우,84,6
273073,26470,489000000,2001,2017-12-16,거제1차현대홈타운,84,23
273074,26470,277000000,2001,2017-12-16,유림아시아드,59,19
273075,26470,280000000,1984,2017-12-18,경남,59,5
273076,26470,328000000,2017,2017-12-18,노블파크,73,14
273077,26470,483500000,2001,2017-12-19,유림아시아드,168,9
273078,26470,810000000,2011,2017-12-19,거제동 롯데캐슬피렌체,140,22
273079,26470,332000000,1986,2017-12-19,현대,72,4
273080,26470,420000000,1996,2017-12-20,동원타워,121,6
273081,26470,563000000,2011,2017-12-20,거제동 롯데캐슬피렌체,84,5
273082,26470,285000000,2005,2017-12-20,희망센트럴뷰,84,4
273083,26470,900000000,2001,2017-12-20,거제1차현대홈타운,179,16
273084,26470,650000000,2005,2017-12-21,거제동월드메르디앙,157,3
273085,26470,465000000,2010,2017-12-21,아시아드 푸르지오,84,6
273086,26470,747000000,2008,2017-12-21,월드마크아시아드,150,6
273087,26470,470000000,2005,2017-12-21,거제동월드메르디앙,84,8
273088,26470,744000000,2011,2017-12-23,거제동 롯데캐슬피렌체,123,7
273089,26470,830000000,2008,2017-12-24,월드마크아시아드,160,32
273090,26470,259500000,1996,2017-12-25,동원타워,59,9
273091,26470,820000000,2011,2017-12-26,거제동 롯데캐슬피렌체,158,2
273092,26470,680000000,2005,2017-12-27,거제동월드메르디앙,181,1
273093,26470,395000000,2006,2017-12-28,삼익퓨쳐타워,108,21
273094,26470,545000000,2005,2017-12-29,거제동2차동원로얄듀크,126,13
273095,26470,430000000,1995,2017-12-01,선경,164,10
273096,26470,440000000,2010,2017-12-01,연산자이,84,10
273097,26470,400000000,1986,2017-12-01,주공,84,13
273098,26470,235000000,1979,2017-12-03,흥아거북,83,2
