부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
457292,47280,410000000,2015,2017-12-13,애드인,182,12
457293,47280,150000000,2016,2017-12-18,우진행복아파트,53,5
457294,47280,241000000,2016,2017-12-18,우진행복아파트,84,7
457295,47280,100000000,2000,2017-12-19,거장플라자,78,8
457296,47280,207000000,2016,2017-12-26,우진행복아파트,72,5
457297,47280,82000000,2008,2017-12-18,푸른숲,59,15
457298,47280,45000000,2000,2017-12-20,신평마을,38,2
457299,47280,290000000,2014,2017-12-07,문경코아루,84,10
457300,47280,178000000,2004,2017-12-11,문경영풍마드레빌,59,11
457301,47280,80000000,1991,2017-12-12,남도맨션,84,1
457302,47280,134000000,1998,2017-12-13,주공매봉마을(1단지)201-206동,59,3
457303,47280,190000000,2004,2017-12-13,문경영풍마드레빌,59,5
457304,47280,246000000,2014,2017-12-14,문경코아루,73,9
457305,47280,214000000,1997,2017-12-18,대동타운,84,14
457306,47280,186000000,2004,2017-12-18,문경영풍마드레빌,59,10
457307,47280,170000000,1995,2017-12-20,현대,84,5
457308,47280,185000000,2012,2017-12-20,화인이지하이츠,84,8
457309,47280,135000000,1995,2017-12-23,현대,59,4
457310,46770,75500000,1998,2017-10-17,남계주공,49,8
457311,46770,107000000,1994,2017-10-18,장미1차,84,5
457312,46770,77000000,1998,2017-10-22,남계주공,49,4
457313,46770,140000000,2016,2017-10-30,누리마루,84,3
457314,46770,64000000,1998,2017-10-31,남계주공,39,8
457315,46770,173000000,2013,2017-10-24,기한리츠빌2차,98,7
457316,46770,170000000,2014,2017-10-02,녹동스카이뷰,84,2
457317,46770,60500000,1992,2017-10-11,은성빌리지타운,97,5
457318,46770,180000000,2013,2017-10-11,고흥 경보 이-그린,84,11
457319,46770,75000000,1991,2017-10-13,장미,84,6
457320,46770,187000000,2017,2017-10-13,센트럴 파크,84,11
457321,46770,42000000,1996,2017-10-17,녹동프라자,43,2
457322,46770,147750000,2018,2017-10-17,고흥오션뷰,49,7
457323,46770,47000000,1992,2017-10-24,은성빌리지타운,84,4
457324,46770,64000000,1996,2017-10-30,녹동프라자,59,1
457325,46770,40000000,1996,2017-10-30,녹동프라자,43,4
457326,46770,65000000,1998,2017-10-30,주공,49,9
457327,46820,85000000,1992,2017-05-06,금영,59,1
457328,46820,84000000,1992,2017-05-08,금영,59,10
457329,46820,80000000,1994,2017-05-12,삼우,59,3
457330,46820,99000000,1997,2017-05-17,명지,59,7
457331,46820,248000000,2016,2017-05-25,베네PARK,84,9
457332,46820,40000000,1989,2017-05-30,미암,69,4
457333,46820,125000000,1991,2017-05-01,서림맨션,83,9
457334,46820,94000000,2000,2017-05-01,공간,59,1
457335,46820,83500000,1999,2017-05-02,구교2주공,49,10
457336,46820,93000000,1994,2017-05-10,새시대맨션,84,11
457337,46820,103000000,2000,2017-05-10,공간,59,10
457338,46820,195000000,2004,2017-05-13,해남우진아트빌,84,7
457339,46820,110000000,2000,2017-05-16,공간,59,14
457340,46820,145000000,2004,2017-05-19,해남우진아트빌,59,1
457341,46820,111000000,2000,2017-05-22,공간,59,4
457342,46820,100000000,2000,2017-05-24,공간,59,1
457343,46820,86000000,1999,2017-05-24,구교2주공,49,8
457344,46820,80000000,1999,2017-05-31,구교2주공,49,2
