부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
452023,46170,61000000,1996,2017-10-10,송월주공,49,10
452024,46170,58500000,1996,2017-10-25,송월주공,49,10
452025,46170,45000000,1991,2017-10-24,대덕맨션,58,2
452026,46170,60000000,1989,2017-10-17,성북주공,46,1
452027,46170,59500000,1989,2017-10-18,성북주공,46,2
452028,46170,53000000,1989,2017-10-29,성북주공,39,2
452029,46170,144000000,2003,2017-10-10,호반리젠시빌,84,2
452030,46170,134000000,2006,2017-10-12,대방노블랜드1차,59,11
452031,46170,134500000,2006,2017-10-14,대방노블랜드1차,59,12
452032,46170,128500000,2006,2017-10-21,대방노블랜드1차,59,6
452033,46170,159500000,2003,2017-10-23,호반리젠시빌,84,10
452034,46170,150000000,2003,2017-10-25,호반리젠시빌,84,15
452035,46170,125000000,2006,2017-10-25,대방노블랜드1차,59,5
452036,46170,145000000,2003,2017-10-26,호반리젠시빌,84,8
452037,46170,173000000,2006,2017-10-26,대방노블랜드1차,84,12
452038,46170,134000000,2006,2017-10-27,대방노블랜드1차,59,11
452039,46170,87000000,1993,2017-10-31,현대,59,15
452040,46170,125000000,1995,2017-10-24,삼성,84,13
452041,46170,70000000,1995,2017-10-26,삼성,59,12
452042,46170,75000000,1995,2017-10-28,삼성,59,11
452043,46170,50500000,1999,2017-10-12,용산2단지주공,49,10
452044,46170,56000000,1999,2017-10-14,용산2단지주공,49,11
452045,46170,45000000,1999,2017-10-14,용산2단지주공,49,1
452046,46170,56000000,1999,2017-10-31,용산2단지주공,49,8
452047,46170,37500000,1985,2017-10-17,금성,55,4
452048,46170,297000000,2016,2017-10-02,광주 전남혁신도시 영무예다음,84,1
452049,46170,263000000,2014,2017-10-09,빛가람엘에이치2단지,84,18
452050,46170,244000000,2015,2017-10-10,사랑으로부영1단지,84,5
452051,46170,226000000,2014,2017-10-11,빛가람엘에이치4단지,74,13
452052,46170,289000000,2015,2017-10-11,빛가람우미린,84,4
452053,46170,252500000,2015,2017-10-14,빛가람우미린,76,18
452054,46170,253000000,2015,2017-10-14,사랑으로부영1단지,84,14
452055,46170,270000000,2015,2017-10-15,사랑으로부영1단지,84,8
452056,46170,230000000,2015,2017-10-18,빛가람우미린,84,9
452057,46170,295000000,2016,2017-10-21,광주 전남혁신도시 영무예다음,75,5
452058,46170,230500000,2015,2017-10-23,빛가람우미린,76,5
452059,46170,230000000,2015,2017-10-23,사랑으로부영1단지,84,9
452060,46170,220000000,2015,2017-10-24,사랑으로부영1단지,84,15
452061,46170,246000000,2015,2017-10-24,사랑으로부영1단지,84,21
452062,46170,240000000,2015,2017-10-25,빛가람우미린,76,10
