부동산ID,법정동코드,거래금액,건축년도,계약날짜,아파트명,면적,층
396345,44710,118000000,2003,2017-07-03,방원한방타운,84,13
396346,44710,120000000,2003,2017-07-17,중도,84,6
396347,44710,90000000,1995,2017-07-13,대화,84,14
396348,44710,108000000,1994,2017-07-03,한진타운,84,20
396349,44710,98000000,2000,2017-07-08,주공1차,49,10
396350,44710,70000000,2000,2017-07-12,주공1차,39,10
396351,44710,122000000,2000,2017-07-14,주공1차,59,3
396352,44710,75000000,2000,2017-07-19,주공1차,39,11
396353,44710,66000000,1997,2017-07-19,삼호,49,5
396354,44710,68500000,1997,2017-07-19,삼호,49,3
396355,44710,99000000,2000,2017-07-19,주공1차,49,14
396356,44710,68500000,2000,2017-07-25,주공1차,39,13
396357,44710,63000000,2000,2017-07-26,주공1차,39,5
396358,44710,130000000,2000,2017-07-27,주공1차,59,12
396359,44710,98000000,2000,2017-07-27,주공1차,49,13
396360,44710,183000000,2015,2017-07-08,대원칸타빌아파트,59,19
396361,44710,240000000,2015,2017-07-10,대원칸타빌아파트,84,9
396362,44710,59000000,1989,2017-07-19,종일,55,4
396363,44825,85000000,2000,2017-09-01,주공,39,12
396364,44825,85000000,2000,2017-09-08,주공,39,6
396365,44825,82500000,2000,2017-09-12,주공,39,3
396366,44825,77500000,2000,2017-09-13,주공,39,1
396367,44825,78000000,2000,2017-09-13,주공,39,11
396368,44825,149000000,2000,2017-09-16,주공,59,2
396369,44825,105000000,2000,2017-09-22,주공,49,7
396370,44825,81300000,2000,2017-09-26,주공,39,11
396371,44825,84500000,2000,2017-09-27,주공,39,6
396372,44825,181000000,2014,2017-09-01,태안남문코아루,59,15
396373,44825,188000000,2014,2017-09-03,태안남문코아루,59,15
396374,44825,195000000,2015,2017-09-06,렉시움,84,5
396375,44825,91000000,1996,2017-09-07,삼성,59,2
396376,44825,32000000,1999,2017-09-11,해송마을1차,39,3
396377,44825,36500000,1998,2017-09-22,삼호(765-2),44,3
396378,44825,51000000,1998,2017-09-23,삼호(765-2),59,2
396379,44825,43000000,1998,2017-09-26,삼호(765-2),44,4
396380,44825,140000000,2007,2017-09-28,골든캐슬,81,5
396381,42780,150000000,2003,2017-12-11,산호그린빌,84,1
396382,42780,145000000,2003,2017-12-20,산호그린빌,84,5
396383,42780,74500000,1992,2017-12-01,무진(A동),84,1
