_c0,특목고진학자수,학교종류,중학교명,주소
0,3,일반중학교,경신중학교,서울특별시 종로구
1,2,일반중학교,대신중학교,서울특별시 종로구
2,1,일반중학교,덕성여자중학교,서울특별시 종로구
3,4,일반중학교,동성중학교,서울특별시 종로구
4,6,일반중학교,배화여자중학교,서울특별시 종로구
5,7,일반중학교,상명대학교사범대학부속여자중학교,서울특별시 종로구
6,10,일반중학교,서울대학교사범대학부설여자중학교,서울특별시 종로구
7,2,일반중학교,중앙중학교,서울특별시 종로구
8,4,일반중학교,청운중학교,서울특별시 종로구
9,2,일반중학교,금호여자중학교,서울특별시 중구
10,1,일반중학교,대경중학교,서울특별시 중구
11,2,일반중학교,덕수중학교,서울특별시 중구
12,3,일반중학교,장원중학교,서울특별시 중구
13,0,일반중학교,장충중학교,서울특별시 중구
14,2,일반중학교,창덕여자중학교,서울특별시 중구
15,1,일반중학교,한양중학교,서울특별시 중구
16,1,일반중학교,환일중학교,서울특별시 중구
17,3,일반중학교,배문중학교,서울특별시 용산구
18,2,일반중학교,보성여자중학교,서울특별시 용산구
19,5,일반중학교,선린중학교,서울특별시 용산구
20,2,일반중학교,성심여자중학교,서울특별시 용산구
21,1,일반중학교,신광여자중학교,서울특별시 용산구
22,1,일반중학교,오산중학교,서울특별시 용산구
23,14,일반중학교,용강중학교,서울특별시 용산구
24,"",일반중학교,용산중학교,서울특별시 용산구
25,1,일반중학교,한강중학교,서울특별시 용산구
26,2,일반중학교,경수중학교,서울특별시 성동구
27,1,일반중학교,경일중학교,서울특별시 성동구
28,6,일반중학교,광희중학교,서울특별시 성동구
29,"",일반중학교,동마중학교,서울특별시 성동구
30,4,일반중학교,마장중학교,서울특별시 성동구
31,4,일반중학교,무학중학교,서울특별시 성동구
32,3,일반중학교,성수중학교,서울특별시 성동구
33,1,일반중학교,성원중학교,서울특별시 성동구
34,4,일반중학교,옥정중학교,서울특별시 성동구
35,1,일반중학교,한양대학교사범대학부속중학교,서울특별시 성동구
36,2,일반중학교,행당중학교,서울특별시 성동구
37,1,일반중학교,건국대학교사범대학부속중학교,서울특별시 광진구
38,14,일반중학교,광남중학교,서울특별시 광진구
39,2,일반중학교,광양중학교,서울특별시 광진구
40,5,일반중학교,광장중학교,서울특별시 광진구
41,2,일반중학교,광진중학교,서울특별시 광진구
42,2,일반중학교,구의중학교,서울특별시 광진구
43,40,국제중학교,대원국제중학교,서울특별시 광진구
44,5,일반중학교,동국대학교사범대학부속여자중학교,서울특별시 광진구
45,1,일반중학교,신양중학교,서울특별시 광진구
46,10,일반중학교,양진중학교,서울특별시 광진구
47,0,일반중학교,용곡중학교,서울특별시 광진구
48,11,일반중학교,자양중학교,서울특별시 광진구
49,8,일반중학교,경희여자중학교,서울특별시 동대문구
50,8,일반중학교,경희중학교,서울특별시 동대문구
51,3,일반중학교,대광중학교,서울특별시 동대문구
52,1,일반중학교,동국대학교사범대학부속중학교,서울특별시 동대문구
53,3,일반중학교,동대문중학교,서울특별시 동대문구
54,2,일반중학교,성일중학교,서울특별시 동대문구
55,0,일반중학교,숭인중학교,서울특별시 동대문구
56,3,일반중학교,장평중학교,서울특별시 동대문구
57,4,일반중학교,전농중학교,서울특별시 동대문구
58,1,일반중학교,전동중학교,서울특별시 동대문구
59,"",일반중학교,전일중학교,서울특별시 동대문구
60,1,일반중학교,정화여자중학교,서울특별시 동대문구
61,3,일반중학교,청량중학교,서울특별시 동대문구
62,4,일반중학교,휘경여자중학교,서울특별시 동대문구
63,4,일반중학교,휘경중학교,서울특별시 동대문구
64,0,일반중학교,동원중학교,서울특별시 중랑구
65,3,일반중학교,면목중학교,서울특별시 중랑구
66,0,일반중학교,봉화중학교,서울특별시 중랑구
67,4,일반중학교,상봉중학교,서울특별시 중랑구
68,1,일반중학교,송곡여자중학교,서울특별시 중랑구
69,6,일반중학교,신현중학교,서울특별시 중랑구
70,2,일반중학교,영란여자중학교,서울특별시 중랑구
71,2,일반중학교,용마중학교,서울특별시 중랑구
72,12,일반중학교,원묵중학교,서울특별시 중랑구
73,2,일반중학교,장안중학교,서울특별시 중랑구
74,3,일반중학교,중랑중학교,서울특별시 중랑구
75,4,일반중학교,중화중학교,서울특별시 중랑구
76,2,일반중학교,태릉중학교,서울특별시 중랑구
77,2,일반중학교,혜원여자중학교,서울특별시 중랑구
78,7,일반중학교,개운중학교,서울특별시 성북구
79,5,일반중학교,고려대학교사범대학부속중학교,서울특별시 성북구
80,6,일반중학교,고명중학교,서울특별시 성북구
81,5,일반중학교,길음중학교,서울특별시 성북구
82,2,일반중학교,남대문중학교,서울특별시 성북구
83,6,일반중학교,동구여자중학교,서울특별시 성북구
84,3,일반중학교,북악중학교,서울특별시 성북구
85,6,일반중학교,삼선중학교,서울특별시 성북구
86,7,일반중학교,서울대학교사범대학부설중학교,서울특별시 성북구
87,5,일반중학교,석관중학교,서울특별시 성북구
88,5,일반중학교,성신여자중학교,서울특별시 성북구
89,6,일반중학교,숭곡중학교,서울특별시 성북구
90,2,일반중학교,용문중학교,서울특별시 성북구
91,4,일반중학교,월곡중학교,서울특별시 성북구
92,4,일반중학교,장위중학교,서울특별시 성북구
93,13,일반중학교,종암중학교,서울특별시 성북구
94,2,일반중학교,한성여자중학교,서울특별시 성북구
95,1,일반중학교,홍익대학교사범대학부속중학교,서울특별시 성북구
96,4,일반중학교,강북중학교,서울특별시 강북구
97,6,일반중학교,미양중학교,서울특별시 강북구
98,5,일반중학교,번동중학교,서울특별시 강북구
99,17,일반중학교,삼각산중학교,서울특별시 강북구
100,0,일반중학교,서라벌중학교,서울특별시 강북구
101,9,일반중학교,성암여자중학교,서울특별시 강북구
102,3,일반중학교,수송중학교,서울특별시 강북구
103,2,일반중학교,수유중학교,서울특별시 강북구
104,3,일반중학교,신일중학교,서울특별시 강북구
105,20,국제중학교,영훈국제중학교,서울특별시 강북구
106,3,일반중학교,인수중학교,서울특별시 강북구
107,6,일반중학교,창문여자중학교,서울특별시 강북구
108,4,일반중학교,화계중학교,서울특별시 강북구
109,10,일반중학교,노곡중학교,서울특별시 도봉구
110,5,일반중학교,도봉중학교,서울특별시 도봉구
111,4,일반중학교,방학중학교,서울특별시 도봉구
112,5,일반중학교,백운중학교,서울특별시 도봉구
113,4,일반중학교,북서울중학교,서울특별시 도봉구
114,5,일반중학교,선덕중학교,서울특별시 도봉구
115,8,일반중학교,신도봉중학교,서울특별시 도봉구
116,0,일반중학교,신방학중학교,서울특별시 도봉구
117,6,일반중학교,정의여자중학교,서울특별시 도봉구
118,9,일반중학교,창동중학교,서울특별시 도봉구
119,3,일반중학교,창북중학교,서울특별시 도봉구
120,7,일반중학교,창일중학교,서울특별시 도봉구
121,4,일반중학교,효문중학교,서울특별시 도봉구
122,8,일반중학교,공릉중학교,서울특별시 노원구
123,"",일반중학교,광운중학교,서울특별시 노원구
124,"",일반중학교,노원중학교,서울특별시 노원구
125,8,일반중학교,노일중학교,서울특별시 노원구
126,9,일반중학교,녹천중학교,서울특별시 노원구
127,26,일반중학교,불암중학교,서울특별시 노원구
128,8,일반중학교,상경중학교,서울특별시 노원구
129,12,일반중학교,상계제일중학교,서울특별시 노원구
130,13,일반중학교,상계중학교,서울특별시 노원구
131,8,일반중학교,상명중학교,서울특별시 노원구
132,6,일반중학교,상원중학교,서울특별시 노원구
133,4,일반중학교,수락중학교,서울특별시 노원구
134,6,일반중학교,신상중학교,서울특별시 노원구
135,3,일반중학교,신창중학교,서울특별시 노원구
136,8,일반중학교,염광중학교,서울특별시 노원구
137,"",일반중학교,온곡중학교,서울특별시 노원구
138,"",일반중학교,월계중학교,서울특별시 노원구
139,14,일반중학교,을지중학교,서울특별시 노원구
140,9,일반중학교,재현중학교,서울특별시 노원구
141,15,일반중학교,중계중학교,서울특별시 노원구
142,"",일반중학교,중원중학교,서울특별시 노원구
143,15,일반중학교,중평중학교,서울특별시 노원구
144,"",일반중학교,청원중학교,서울특별시 노원구
145,10,일반중학교,태랑중학교,서울특별시 노원구
146,15,일반중학교,하계중학교,서울특별시 노원구
147,9,일반중학교,한천중학교,서울특별시 노원구
148,5,일반중학교,구산중학교,서울특별시 은평구
149,4,일반중학교,대성중학교,서울특별시 은평구
150,2,일반중학교,덕산중학교,서울특별시 은평구
151,3,일반중학교,불광중학교,서울특별시 은평구
152,2,일반중학교,상신중학교,서울특별시 은평구
153,5,일반중학교,선일여자중학교,서울특별시 은평구
154,2,일반중학교,선정중학교,서울특별시 은평구
155,6,일반중학교,숭실중학교,서울특별시 은평구
156,10,일반중학교,신도중학교,서울특별시 은평구
157,0,일반중학교,연서중학교,서울특별시 은평구
158,2,일반중학교,연신중학교,서울특별시 은평구
159,1,일반중학교,연천중학교,서울특별시 은평구
160,3,일반중학교,영락중학교,서울특별시 은평구
161,6,일반중학교,예일여자중학교,서울특별시 은평구
162,3,일반중학교,은평중학교,서울특별시 은평구
163,6,일반중학교,증산중학교,서울특별시 은평구
164,7,일반중학교,진관중학교,서울특별시 은평구
165,3,일반중학교,충암중학교,서울특별시 은평구
166,9,일반중학교,가재울중학교,서울특별시 서대문구
167,3,일반중학교,동명여자중학교,서울특별시 서대문구
168,9,일반중학교,명지중학교,서울특별시 서대문구
169,2,일반중학교,서연중학교,서울특별시 서대문구
170,2,일반중학교,신연중학교,서울특별시 서대문구
171,6,일반중학교,연북중학교,서울특별시 서대문구
172,5,일반중학교,연희중학교,서울특별시 서대문구
173,"",일반중학교,이화여자대학교사범대학부속이화・금란중학교,서울특별시 서대문구
174,2,일반중학교,인왕중학교,서울특별시 서대문구
175,2,일반중학교,인창중학교,서울특별시 서대문구
176,5,일반중학교,정원여자중학교,서울특별시 서대문구
177,1,일반중학교,중앙여자중학교,서울특별시 서대문구
178,2,일반중학교,한성중학교,서울특별시 서대문구
179,8,일반중학교,홍은중학교,서울특별시 서대문구
180,1,일반중학교,경성중학교,서울특별시 마포구
181,1,일반중학교,광성중학교,서울특별시 마포구
182,7,일반중학교,동도중학교,서울특별시 마포구
183,12,일반중학교,상암중학교,서울특별시 마포구
184,6,일반중학교,서울여자중학교,서울특별시 마포구
185,2,일반중학교,성사중학교,서울특별시 마포구
186,3,일반중학교,성산중학교,서울특별시 마포구
187,1,일반중학교,성서중학교,서울특별시 마포구
188,4,일반중학교,숭문중학교,서울특별시 마포구
189,3,일반중학교,신수중학교,서울특별시 마포구
190,3,일반중학교,아현중학교,서울특별시 마포구
191,7,일반중학교,중암중학교,서울특별시 마포구
192,3,일반중학교,창천중학교,서울특별시 마포구
193,1,일반중학교,홍익대학교사범대학부속여자중학교,서울특별시 마포구
194,11,일반중학교,강신중학교,서울특별시 양천구
195,9,일반중학교,금옥중학교,서울특별시 양천구
196,17,일반중학교,목동중학교,서울특별시 양천구
197,22,일반중학교,목운중학교,서울특별시 양천구
198,21,일반중학교,목일중학교,서울특별시 양천구
199,4,일반중학교,봉영여자중학교,서울특별시 양천구
200,2,일반중학교,신남중학교,서울특별시 양천구
201,23,일반중학교,신목중학교,서울특별시 양천구
202,25,일반중학교,신서중학교,서울특별시 양천구
203,0,일반중학교,신원중학교,서울특별시 양천구
204,5,일반중학교,신월중학교,서울특별시 양천구
205,3,일반중학교,신화중학교,서울특별시 양천구
206,5,일반중학교,양강중학교,서울특별시 양천구
207,4,일반중학교,양동중학교,서울특별시 양천구
208,1,일반중학교,양서중학교,서울특별시 양천구
209,3,일반중학교,양정중학교,서울특별시 양천구
210,2,일반중학교,양천중학교,서울특별시 양천구
211,4,일반중학교,영도중학교,서울특별시 양천구
212,17,일반중학교,월촌중학교,서울특별시 양천구
213,2,일반중학교,경서중학교,서울특별시 강서구
214,3,일반중학교,공진중학교,서울특별시 강서구
215,2,일반중학교,공항중학교,서울특별시 강서구
216,6,일반중학교,덕원중학교,서울특별시 강서구
217,8,일반중학교,등명중학교,서울특별시 강서구
218,3,일반중학교,등원중학교,서울특별시 강서구
219,5,일반중학교,등촌중학교,서울특별시 강서구
220,"",일반중학교,마곡중학교,서울특별시 강서구
221,6,일반중학교,마포중학교,서울특별시 강서구
222,9,일반중학교,명덕여자중학교,서울특별시 강서구
223,3,일반중학교,방원중학교,서울특별시 강서구
224,3,일반중학교,방화중학교,서울특별시 강서구
225,0,일반중학교,백석중학교,서울특별시 강서구
226,"",일반중학교,삼정중학교,서울특별시 강서구
227,2,일반중학교,성재중학교,서울특별시 강서구
228,2,일반중학교,송정중학교,서울특별시 강서구
229,5,일반중학교,수명중학교,서울특별시 강서구
230,1,일반중학교,신정여자중학교,서울특별시 강서구
231,7,일반중학교,염경중학교,서울특별시 강서구
232,12,일반중학교,염창중학교,서울특별시 강서구
233,7,일반중학교,화곡중학교,서울특별시 강서구
234,4,일반중학교,화원중학교,서울특별시 강서구
235,2,일반중학교,개봉중학교,서울특별시 구로구
236,3,일반중학교,개웅중학교,서울특별시 구로구
237,4,일반중학교,경인중학교,서울특별시 구로구
238,5,일반중학교,고척중학교,서울특별시 구로구
239,1,일반중학교,구로중학교,서울특별시 구로구
240,3,일반중학교,구일중학교,서울특별시 구로구
241,7,일반중학교,신도림중학교,서울특별시 구로구
242,6,일반중학교,영림중학교,서울특별시 구로구
243,4,일반중학교,영서중학교,서울특별시 구로구
244,1,일반중학교,오남중학교,서울특별시 구로구
245,2,일반중학교,오류중학교,서울특별시 구로구
246,1,일반중학교,우신중학교,서울특별시 구로구
247,8,일반중학교,천왕중학교,서울특별시 구로구
248,2,일반중학교,가산중학교,서울특별시 금천구
249,2,일반중학교,난곡중학교,서울특별시 금천구
250,8,일반중학교,동일중학교,서울특별시 금천구
251,3,일반중학교,문성중학교,서울특별시 금천구
252,1,일반중학교,문일중학교,서울특별시 금천구
253,1,일반중학교,세일중학교,서울특별시 금천구
254,4,일반중학교,시흥중학교,서울특별시 금천구
255,0,일반중학교,안천중학교,서울특별시 금천구
256,3,일반중학교,한울중학교,서울특별시 금천구
257,3,일반중학교,당산서중학교,서울특별시 영등포구
258,2,일반중학교,당산중학교,서울특별시 영등포구
259,0,일반중학교,대림중학교,서울특별시 영등포구
260,1,일반중학교,대영중학교,서울특별시 영등포구
261,3,일반중학교,문래중학교,서울특별시 영등포구
262,5,일반중학교,선유중학교,서울특별시 영등포구
263,8,일반중학교,양화중학교,서울특별시 영등포구
264,11,일반중학교,여의도중학교,서울특별시 영등포구
265,4,일반중학교,영남중학교,서울특별시 영등포구
266,3,일반중학교,영원중학교,서울특별시 영등포구
267,6,일반중학교,윤중중학교,서울특별시 영등포구
268,3,일반중학교,강남중학교,서울특별시 동작구
269,3,일반중학교,강현중학교,서울특별시 동작구
270,0,일반중학교,국사봉중학교,서울특별시 동작구
271,0,일반중학교,남성중학교,서울특별시 동작구
272,7,일반중학교,대방중학교,서울특별시 동작구
273,4,일반중학교,동양중학교,서울특별시 동작구
274,2,일반중학교,동작중학교,서울특별시 동작구
275,2,일반중학교,문창중학교,서울특별시 동작구
276,1,일반중학교,사당중학교,서울특별시 동작구
277,3,일반중학교,상도중학교,서울특별시 동작구
278,5,일반중학교,상현중학교,서울특별시 동작구
279,3,일반중학교,성남중학교,서울특별시 동작구
280,9,일반중학교,숭의여자중학교,서울특별시 동작구
281,1,일반중학교,영등포중학교,서울특별시 동작구
282,4,일반중학교,장승중학교,서울특별시 동작구
283,9,일반중학교,중앙대학교사범대학부속중학교,서울특별시 동작구
284,0,일반중학교,관악중학교,서울특별시 관악구
285,1,일반중학교,광신중학교,서울특별시 관악구
286,7,일반중학교,구암중학교,서울특별시 관악구
287,9,일반중학교,난우중학교,서울특별시 관악구
288,2,일반중학교,남강중학교,서울특별시 관악구
289,1,일반중학교,남서울중학교,서울특별시 관악구
290,1,일반중학교,당곡중학교,서울특별시 관악구
291,0,일반중학교,미성중학교,서울특별시 관악구
292,1,일반중학교,봉림중학교,서울특별시 관악구
293,1,일반중학교,봉원중학교,서울특별시 관악구
294,3,일반중학교,삼성중학교,서울특별시 관악구
295,1,일반중학교,서울문영여자중학교,서울특별시 관악구
296,2,일반중학교,성보중학교,서울특별시 관악구
297,2,일반중학교,신관중학교,서울특별시 관악구
298,3,일반중학교,신림중학교,서울특별시 관악구
299,3,일반중학교,인헌중학교,서울특별시 관악구
300,15,일반중학교,경원중학교,서울특별시 서초구
301,"",일반중학교,내곡중학교,서울특별시 서초구
302,2,일반중학교,동덕여자중학교,서울특별시 서초구
303,8,일반중학교,반포중학교,서울특별시 서초구
304,5,일반중학교,방배중학교,서울특별시 서초구
305,3,일반중학교,서문여자중학교,서울특별시 서초구
306,12,일반중학교,서운중학교,서울특별시 서초구
307,18,일반중학교,서일중학교,서울특별시 서초구
308,7,일반중학교,서초중학교,서울특별시 서초구
309,6,일반중학교,세화여자중학교,서울특별시 서초구
310,14,일반중학교,신동중학교,서울특별시 서초구
311,4,일반중학교,신반포중학교,서울특별시 서초구
312,1,일반중학교,언남중학교,서울특별시 서초구
313,6,일반중학교,영동중학교,서울특별시 서초구
314,14,일반중학교,원촌중학교,서울특별시 서초구
315,6,일반중학교,이수중학교,서울특별시 서초구
316,4,일반중학교,개원중학교,서울특별시 강남구
317,"",일반중학교,개포중학교,서울특별시 강남구
318,8,일반중학교,구룡중학교,서울특별시 강남구
319,7,일반중학교,단국대학교사범대학부속중학교,서울특별시 강남구
320,11,일반중학교,대명중학교,서울특별시 강남구
321,13,일반중학교,대왕중학교,서울특별시 강남구
322,17,일반중학교,대청중학교,서울특별시 강남구
323,6,일반중학교,대치중학교,서울특별시 강남구
324,12,일반중학교,도곡중학교,서울특별시 강남구
325,2,일반중학교,봉은중학교,서울특별시 강남구
326,"",일반중학교,세곡중학교,서울특별시 강남구
327,"",일반중학교,수서중학교,서울특별시 강남구
328,8,일반중학교,숙명여자중학교,서울특별시 강남구
329,6,일반중학교,신구중학교,서울특별시 강남구
330,5,일반중학교,신사중학교,서울특별시 강남구
331,13,일반중학교,압구정중학교,서울특별시 강남구
332,5,일반중학교,언북중학교,서울특별시 강남구
333,9,일반중학교,언주중학교,서울특별시 강남구
334,12,일반중학교,역삼중학교,서울특별시 강남구
335,"",일반중학교,은성중학교,서울특별시 강남구
336,11,일반중학교,중동중학교,서울특별시 강남구
337,16,일반중학교,진선여자중학교,서울특별시 강남구
338,4,일반중학교,청담중학교,서울특별시 강남구
339,9,일반중학교,휘문중학교,서울특별시 강남구
340,8,일반중학교,가락중학교,서울특별시 송파구
341,8,일반중학교,가원중학교,서울특별시 송파구
342,4,일반중학교,거원중학교,서울특별시 송파구
343,5,일반중학교,문정중학교,서울특별시 송파구
344,"",일반중학교,문현중학교,서울특별시 송파구
345,7,일반중학교,방산중학교,서울특별시 송파구
346,2,일반중학교,방이중학교,서울특별시 송파구
347,3,일반중학교,배명중학교,서울특별시 송파구
348,5,일반중학교,보성중학교,서울특별시 송파구
349,"",일반중학교,보인중학교,서울특별시 송파구
350,"",체육중학교,서울체육중학교,서울특별시 송파구
351,6,일반중학교,석촌중학교,서울특별시 송파구
352,6,일반중학교,세륜중학교,서울특별시 송파구
353,"",일반중학교,송례중학교,서울특별시 송파구
354,15,일반중학교,송파중학교,서울특별시 송파구
355,19,일반중학교,신천중학교,서울특별시 송파구
356,6,일반중학교,아주중학교,서울특별시 송파구
357,"",일반중학교,영파여자중학교,서울특별시 송파구
358,"",일반중학교,오금중학교,서울특별시 송파구
359,13,일반중학교,오륜중학교,서울특별시 송파구
360,3,일반중학교,오주중학교,서울특별시 송파구
361,4,일반중학교,일신여자중학교,서울특별시 송파구
362,14,일반중학교,잠신중학교,서울특별시 송파구
363,10,일반중학교,잠실중학교,서울특별시 송파구
364,6,일반중학교,정신여자중학교,서울특별시 송파구
365,3,일반중학교,풍납중학교,서울특별시 송파구
366,"",일반중학교,풍성중학교,서울특별시 송파구
367,2,일반중학교,강동중학교,서울특별시 강동구
368,6,일반중학교,강명중학교,서울특별시 강동구
369,8,일반중학교,강일중학교,서울특별시 강동구
370,3,일반중학교,고덕중학교,서울특별시 강동구
371,2,일반중학교,동북중학교,서울특별시 강동구
372,0,일반중학교,동신중학교,서울특별시 강동구
373,2,일반중학교,둔촌중학교,서울특별시 강동구
374,6,일반중학교,명일중학교,서울특별시 강동구
375,2,일반중학교,배재중학교,서울특별시 강동구
376,1,일반중학교,상일여자중학교,서울특별시 강동구
377,6,일반중학교,성내중학교,서울특별시 강동구
378,7,일반중학교,성덕여자중학교,서울특별시 강동구
379,6,일반중학교,신명중학교,서울특별시 강동구
380,5,일반중학교,신암중학교,서울특별시 강동구
381,3,일반중학교,천일중학교,서울특별시 강동구
382,3,일반중학교,천호중학교,서울특별시 강동구
383,3,일반중학교,한산중학교,서울특별시 강동구
384,11,일반중학교,한영중학교,서울특별시 강동구
385,0,일반중학교,덕원중학교,부산광역시 중구
386,11,일반중학교,경남중학교,부산광역시 서구
387,4,일반중학교,대신여자중학교,부산광역시 서구
388,9,일반중학교,부산대신중학교,부산광역시 서구
389,8,일반중학교,부산여자중학교,부산광역시 서구
390,5,일반중학교,부산중앙여자중학교,부산광역시 서구
391,6,일반중학교,송도중학교,부산광역시 서구
392,2,일반중학교,초장중학교,부산광역시 서구
393,6,일반중학교,경남여자중학교,부산광역시 동구
394,2,일반중학교,금성중학교,부산광역시 동구
395,0,일반중학교,부산동여자중학교,부산광역시 동구
396,3,일반중학교,부산서중학교,부산광역시 동구
397,4,일반중학교,부산중학교,부산광역시 동구
398,3,일반중학교,선화여자중학교,부산광역시 동구
399,2,일반중학교,남도여자중학교,부산광역시 영도구
400,"",일반중학교,동삼중학교,부산광역시 영도구
401,5,일반중학교,부산남중학교,부산광역시 영도구
402,1,일반중학교,부산영선중학교,부산광역시 영도구
403,0,체육중학교,부산체육중학교,부산광역시 영도구
404,2,일반중학교,신선중학교,부산광역시 영도구
405,"",일반중학교,영도중학교,부산광역시 영도구
406,1,일반중학교,태종대중학교,부산광역시 영도구
407,3,일반중학교,해동중학교,부산광역시 영도구
408,5,일반중학교,가야여자중학교,부산광역시 부산진구
409,6,일반중학교,개금여자중학교,부산광역시 부산진구
410,3,일반중학교,개림중학교,부산광역시 부산진구
411,5,일반중학교,광무여자중학교,부산광역시 부산진구
412,3,일반중학교,덕명여자중학교,부산광역시 부산진구
413,7,일반중학교,동양중학교,부산광역시 부산진구
414,5,일반중학교,동의중학교,부산광역시 부산진구
415,1,일반중학교,동평여자중학교,부산광역시 부산진구
416,4,일반중학교,동평중학교,부산광역시 부산진구
417,8,일반중학교,부산개성중학교,부산광역시 부산진구
418,31,국제중학교,부산국제중학교,부산광역시 부산진구
419,11,일반중학교,부산동중학교,부산광역시 부산진구
420,2,일반중학교,부산진여자중학교,부산광역시 부산진구
421,1,일반중학교,부산진중학교,부산광역시 부산진구
422,1,일반중학교,서면중학교,부산광역시 부산진구
423,7,일반중학교,양동여자중학교,부산광역시 부산진구
424,7,일반중학교,초연중학교,부산광역시 부산진구
425,4,일반중학교,초읍중학교,부산광역시 부산진구
426,1,일반중학교,항도중학교,부산광역시 부산진구
427,6,일반중학교,남일중학교,부산광역시 동래구
428,3,일반중학교,동래중학교,부산광역시 동래구
429,2,일반중학교,동신중학교,부산광역시 동래구
430,8,일반중학교,동해중학교,부산광역시 동래구
431,10,일반중학교,부산내성중학교,부산광역시 동래구
432,16,일반중학교,사직여자중학교,부산광역시 동래구
433,15,일반중학교,사직중학교,부산광역시 동래구
434,9,일반중학교,안락중학교,부산광역시 동래구
435,11,일반중학교,여명중학교,부산광역시 동래구
436,9,일반중학교,온천중학교,부산광역시 동래구
437,12,일반중학교,유락여자중학교,부산광역시 동래구
438,1,일반중학교,충렬중학교,부산광역시 동래구
439,4,일반중학교,학산여자중학교,부산광역시 동래구
440,4,일반중학교,혜화여자중학교,부산광역시 동래구
441,1,일반중학교,감만중학교,부산광역시 남구
442,18,일반중학교,남천중학교,부산광역시 남구
443,5,일반중학교,대연중학교,부산광역시 남구
444,12,일반중학교,대천중학교,부산광역시 남구
445,0,일반중학교,동항중학교,부산광역시 남구
446,4,일반중학교,문현여자중학교,부산광역시 남구
447,12,일반중학교,분포중학교,부산광역시 남구
448,6,일반중학교,석포여자중학교,부산광역시 남구
449,2,일반중학교,성동중학교,부산광역시 남구
450,4,일반중학교,오륙도중학교,부산광역시 남구
451,8,일반중학교,용문중학교,부산광역시 남구
452,15,일반중학교,용호중학교,부산광역시 남구
453,4,일반중학교,해연중학교,부산광역시 남구
454,3,일반중학교,가람중학교,부산광역시 북구
455,4,일반중학교,구남중학교,부산광역시 북구
456,2,일반중학교,구포중학교,부산광역시 북구
457,6,일반중학교,금곡중학교,부산광역시 북구
458,13,일반중학교,금명중학교,부산광역시 북구
459,1,일반중학교,대천리중학교,부산광역시 북구
460,4,일반중학교,덕천여자중학교,부산광역시 북구
461,0,일반중학교,덕천중학교,부산광역시 북구
462,0,일반중학교,만덕중학교,부산광역시 북구
463,10,일반중학교,명진중학교,부산광역시 북구
464,2,일반중학교,백양중학교,부산광역시 북구
465,7,일반중학교,신덕중학교,부산광역시 북구
466,1,일반중학교,양덕여자중학교,부산광역시 북구
467,9,일반중학교,용수중학교,부산광역시 북구
468,10,일반중학교,화명중학교,부산광역시 북구
469,6,일반중학교,화신중학교,부산광역시 북구
470,15,일반중학교,동백중학교,부산광역시 해운대구
471,0,일반중학교,반송여자중학교,부산광역시 해운대구
472,0,일반중학교,반송중학교,부산광역시 해운대구
473,12,일반중학교,반안중학교,부산광역시 해운대구
474,2,일반중학교,반여중학교,부산광역시 해운대구
475,14,일반중학교,부흥중학교,부산광역시 해운대구
476,16,일반중학교,상당중학교,부산광역시 해운대구
477,21,일반중학교,센텀중학교,부산광역시 해운대구
478,12,일반중학교,신곡중학교,부산광역시 해운대구
479,13,일반중학교,신도중학교,부산광역시 해운대구
480,8,일반중학교,양운중학교,부산광역시 해운대구
481,0,일반중학교,운송중학교,부산광역시 해운대구
482,6,일반중학교,인지중학교,부산광역시 해운대구
483,12,일반중학교,장산중학교,부산광역시 해운대구
484,10,일반중학교,재송여자중학교,부산광역시 해운대구
485,8,일반중학교,재송중학교,부산광역시 해운대구
486,20,일반중학교,해강중학교,부산광역시 해운대구
487,14,일반중학교,해운대여자중학교,부산광역시 해운대구
488,7,일반중학교,해운대중학교,부산광역시 해운대구
489,3,일반중학교,감천중학교,부산광역시 사하구
490,8,일반중학교,건국중학교,부산광역시 사하구
491,13,일반중학교,다대중학교,부산광역시 사하구
492,5,일반중학교,다선중학교,부산광역시 사하구
493,7,일반중학교,다송중학교,부산광역시 사하구
494,7,일반중학교,당리중학교,부산광역시 사하구
495,8,일반중학교,대동중학교,부산광역시 사하구
496,17,일반중학교,동주여자중학교,부산광역시 사하구
497,4,일반중학교,두송중학교,부산광역시 사하구
498,9,일반중학교,사하중학교,부산광역시 사하구
499,6,일반중학교,삼성중학교,부산광역시 사하구
500,5,일반중학교,영남중학교,부산광역시 사하구
501,6,일반중학교,장림여자중학교,부산광역시 사하구
502,4,일반중학교,장평중학교,부산광역시 사하구
503,4,일반중학교,하남중학교,부산광역시 사하구
504,7,일반중학교,하단중학교,부산광역시 사하구
505,18,일반중학교,구서여자중학교,부산광역시 금정구
506,2,일반중학교,금사중학교,부산광역시 금정구
507,10,일반중학교,금양중학교,부산광역시 금정구
508,1,일반중학교,금정중학교,부산광역시 금정구
509,5,일반중학교,남산중학교,부산광역시 금정구
510,15,일반중학교,동래여자중학교,부산광역시 금정구
511,3,일반중학교,동현중학교,부산광역시 금정구
512,12,일반중학교,부곡여자중학교,부산광역시 금정구
513,6,일반중학교,부곡중학교,부산광역시 금정구
514,0,예술중학교,부산예술중학교,부산광역시 금정구
515,27,예술중학교,브니엘예술중학교,부산광역시 금정구
516,3,일반중학교,장전중학교,부산광역시 금정구
517,0,일반중학교,가락중학교,부산광역시 강서구
