_c0,특목고진학자수,학교종류,중학교명,주소
737,"",일반중학교,만월중학교,인천광역시 남동구
738,2,일반중학교,상인천여자중학교,인천광역시 남동구
739,7,일반중학교,상인천중학교,인천광역시 남동구
740,3,일반중학교,석정중학교,인천광역시 남동구
741,5,일반중학교,숭덕여자중학교,인천광역시 남동구
742,14,일반중학교,인천고잔중학교,인천광역시 남동구
743,15,일반중학교,인천논현중학교,인천광역시 남동구
744,9,일반중학교,인천동방중학교,인천광역시 남동구
745,14,일반중학교,인천사리울중학교,인천광역시 남동구
746,6,일반중학교,인천서창중학교,인천광역시 남동구
747,4,일반중학교,인천성리중학교,인천광역시 남동구
748,11,일반중학교,인천정각중학교,인천광역시 남동구
749,8,일반중학교,갈산중학교,인천광역시 부평구
750,14,일반중학교,구산중학교,인천광역시 부평구
751,2,일반중학교,동암중학교,인천광역시 부평구
752,2,일반중학교,부광중학교,인천광역시 부평구
753,22,일반중학교,부원여자중학교,인천광역시 부평구
754,24,일반중학교,부원중학교,인천광역시 부평구
755,1,일반중학교,부일여자중학교,인천광역시 부평구
756,8,일반중학교,부일중학교,인천광역시 부평구
757,8,일반중학교,부평동중학교,인천광역시 부평구
758,10,일반중학교,부평서여자중학교,인천광역시 부평구
759,2,일반중학교,부평서중학교,인천광역시 부평구
760,6,일반중학교,부평여자중학교,인천광역시 부평구
761,5,일반중학교,부평중학교,인천광역시 부평구
762,"",일반중학교,부흥중학교,인천광역시 부평구
763,12,일반중학교,산곡남중학교,인천광역시 부평구
764,16,일반중학교,산곡여자중학교,인천광역시 부평구
765,6,일반중학교,산곡중학교,인천광역시 부평구
766,15,일반중학교,삼산중학교,인천광역시 부평구
767,2,일반중학교,인천상정중학교,인천광역시 부평구
768,13,일반중학교,진산중학교,인천광역시 부평구
769,2,일반중학교,청천중학교,인천광역시 부평구
770,7,일반중학교,계산여자중학교,인천광역시 계양구
771,15,일반중학교,계산중학교,인천광역시 계양구
772,7,일반중학교,계양중학교,인천광역시 계양구
773,1,일반중학교,명현중학교,인천광역시 계양구
774,6,일반중학교,북인천여자중학교,인천광역시 계양구
775,8,일반중학교,북인천중학교,인천광역시 계양구
776,4,일반중학교,서운중학교,인천광역시 계양구
777,14,일반중학교,인천계수중학교,인천광역시 계양구
778,3,일반중학교,인천동양중학교,인천광역시 계양구
779,4,일반중학교,인천안남중학교,인천광역시 계양구
780,2,일반중학교,인천양촌중학교,인천광역시 계양구
781,1,일반중학교,인천예일중학교,인천광역시 계양구
782,11,일반중학교,인천효성중학교,인천광역시 계양구
783,10,일반중학교,임학중학교,인천광역시 계양구
784,6,일반중학교,작전중학교,인천광역시 계양구
785,1,일반중학교,가정여자중학교,인천광역시 서구
786,"",일반중학교,가좌중학교,인천광역시 서구
787,8,일반중학교,간재울중학교,인천광역시 서구
788,12,일반중학교,검단중학교,인천광역시 서구
789,4,일반중학교,검암중학교,인천광역시 서구
790,3,일반중학교,동인천여자중학교,인천광역시 서구
791,16,일반중학교,마전중학교,인천광역시 서구
792,2,일반중학교,백석중학교,인천광역시 서구
793,12,일반중학교,불로중학교,인천광역시 서구
794,5,일반중학교,서곶중학교,인천광역시 서구
795,2,일반중학교,신현여자중학교,인천광역시 서구
796,3,일반중학교,신현중학교,인천광역시 서구
797,15,일반중학교,원당중학교,인천광역시 서구
798,3,일반중학교,인천가좌여자중학교,인천광역시 서구
799,5,일반중학교,인천가현중학교,인천광역시 서구
800,11,일반중학교,인천당하중학교,인천광역시 서구
801,3,일반중학교,인천석남중학교,인천광역시 서구
802,25,일반중학교,인천청라중학교,인천광역시 서구
803,"",일반중학교,인천청람중학교,인천광역시 서구
804,12,일반중학교,인천초은중학교,인천광역시 서구
805,15,일반중학교,인천해원중학교,인천광역시 서구
806,3,일반중학교,제물포중학교,인천광역시 서구
807,1,일반중학교,강남중학교,인천광역시 강화군
808,0,일반중학교,강서중학교,인천광역시 강화군
809,1,일반중학교,강화여자중학교,인천광역시 강화군
810,2,일반중학교,강화중학교,인천광역시 강화군
811,0,일반중학교,교동중학교,인천광역시 강화군
812,0,일반중학교,동광중학교,인천광역시 강화군
813,1,일반중학교,삼산승영중학교,인천광역시 강화군
814,0,일반중학교,서도중학교,인천광역시 강화군
815,"",일반중학교,서도중학교볼음분교장,인천광역시 강화군
816,2,일반중학교,심도중학교,인천광역시 강화군
817,0,일반중학교,대청중학교,인천광역시 옹진군
818,0,일반중학교,덕적중학교,인천광역시 옹진군
819,0,일반중학교,백령중학교,인천광역시 옹진군
820,0,일반중학교,연평중학교,인천광역시 옹진군
821,0,일반중학교,영흥중학교,인천광역시 옹진군
822,0,일반중학교,광주충장중학교,광주광역시 동구
823,2,일반중학교,무등중학교,광주광역시 동구
824,0,일반중학교,살레시오여자중학교,광주광역시 동구
825,1,일반중학교,운림중학교,광주광역시 동구
826,1,일반중학교,조선대학교부속중학교,광주광역시 동구
827,1,일반중학교,조선대학교여자중학교,광주광역시 동구
828,1,일반중학교,광덕중학교,광주광역시 서구
829,4,일반중학교,광주동명중학교,광주광역시 서구
830,3,일반중학교,광주서석중학교,광주광역시 서구
831,2,일반중학교,광주중학교,광주광역시 서구
832,2,일반중학교,광주화정중학교,광주광역시 서구
833,1,일반중학교,광주효광중학교,광주광역시 서구
834,1,일반중학교,금호중학교,광주광역시 서구
835,3,일반중학교,대자중학교,광주광역시 서구
836,1,일반중학교,상무중학교,광주광역시 서구
837,1,일반중학교,상일중학교,광주광역시 서구
838,3,일반중학교,운리중학교,광주광역시 서구
839,2,일반중학교,유덕중학교,광주광역시 서구
840,3,일반중학교,전남중학교,광주광역시 서구
841,1,일반중학교,치평중학교,광주광역시 서구
842,4,일반중학교,풍암중학교,광주광역시 서구
843,0,일반중학교,광주동성여자중학교,광주광역시 남구
844,0,일반중학교,광주동성중학교,광주광역시 남구
845,1,일반중학교,광주무진중학교,광주광역시 남구
846,0,일반중학교,광주서광중학교,광주광역시 남구
847,9,일반중학교,광주송원중학교,광주광역시 남구
848,3,일반중학교,광주수피아여자중학교,광주광역시 남구
849,2,일반중학교,금당중학교,광주광역시 남구
850,1,일반중학교,대성여자중학교,광주광역시 남구
851,0,일반중학교,대촌중학교,광주광역시 남구
852,3,일반중학교,동아여자중학교,광주광역시 남구
853,"",일반중학교,문성중학교,광주광역시 남구
854,2,일반중학교,봉선중학교,광주광역시 남구
855,5,일반중학교,숭의중학교,광주광역시 남구
856,3,일반중학교,주월중학교,광주광역시 남구
857,1,일반중학교,진남중학교,광주광역시 남구
858,0,일반중학교,효천중학교,광주광역시 남구
859,1,일반중학교,각화중학교,광주광역시 북구
860,2,일반중학교,고려중학교,광주광역시 북구
861,2,일반중학교,광주경신중학교,광주광역시 북구
862,"",일반중학교,광주동신여자중학교,광주광역시 북구
863,3,일반중학교,광주동신중학교,광주광역시 북구
864,0,일반중학교,광주북성중학교,광주광역시 북구
865,"",일반중학교,광주숭일중학교,광주광역시 북구
866,"",체육중학교,광주체육중학교,광주광역시 북구
867,2,일반중학교,금호중앙중학교,광주광역시 북구
868,"",일반중학교,두암중학교,광주광역시 북구
869,"",일반중학교,문산중학교,광주광역시 북구
870,"",일반중학교,문화중학교,광주광역시 북구
871,1,일반중학교,문흥중학교,광주광역시 북구
872,1,일반중학교,살레시오중학교,광주광역시 북구
873,0,일반중학교,서강중학교,광주광역시 북구
874,2,일반중학교,신광중학교,광주광역시 북구
875,3,일반중학교,신용중학교,광주광역시 북구
876,1,일반중학교,양산중학교,광주광역시 북구
877,3,일반중학교,용두중학교,광주광역시 북구
878,1,일반중학교,용봉중학교,광주광역시 북구
879,0,일반중학교,우산중학교,광주광역시 북구
880,"",일반중학교,운암중학교,광주광역시 북구
881,2,일반중학교,일곡중학교,광주광역시 북구
882,"",일반중학교,일동중학교,광주광역시 북구
883,5,일반중학교,일신중학교,광주광역시 북구
884,0,일반중학교,전남대학교사범대학부설중학교,광주광역시 북구
885,6,일반중학교,지산중학교,광주광역시 북구
886,1,일반중학교,광산중학교,광주광역시 광산구
887,4,일반중학교,광주진흥중학교,광주광역시 광산구
888,3,일반중학교,금구중학교,광주광역시 광산구
889,0,일반중학교,봉산중학교,광주광역시 광산구
890,1,일반중학교,비아중학교,광주광역시 광산구
891,"",일반중학교,산정중학교,광주광역시 광산구
892,1,일반중학교,선운중학교,광주광역시 광산구
893,8,일반중학교,성덕중학교,광주광역시 광산구
894,4,일반중학교,송광중학교,광주광역시 광산구
895,0,일반중학교,송정중학교,광주광역시 광산구
896,2,일반중학교,수완중학교,광주광역시 광산구
897,"",일반중학교,수완하나중학교,광주광역시 광산구
898,2,일반중학교,신가중학교,광주광역시 광산구
899,1,일반중학교,신창중학교,광주광역시 광산구
900,1,일반중학교,영천중학교,광주광역시 광산구
901,"",일반중학교,운남중학교,광주광역시 광산구
902,4,일반중학교,월계중학교,광주광역시 광산구
903,"",일반중학교,월곡중학교,광주광역시 광산구
904,3,일반중학교,월봉중학교,광주광역시 광산구
905,0,일반중학교,임곡중학교,광주광역시 광산구
906,2,일반중학교,장덕중학교,광주광역시 광산구
907,4,일반중학교,정광중학교,광주광역시 광산구
908,0,일반중학교,천곡중학교,광주광역시 광산구
909,0,일반중학교,첨단중학교,광주광역시 광산구
910,"",일반중학교,평동중학교,광주광역시 광산구
911,"",일반중학교,하남중학교,광주광역시 광산구
912,6,일반중학교,대전가양중학교,대전광역시 동구
913,5,일반중학교,대전가오중학교,대전광역시 동구
914,0,일반중학교,대전대성여자중학교,대전광역시 동구
915,0,일반중학교,대전용운중학교,대전광역시 동구
916,4,일반중학교,대전은어송중학교,대전광역시 동구
917,0,일반중학교,동대전중학교,대전광역시 동구
918,2,일반중학교,동신중학교,대전광역시 동구
919,1,일반중학교,보문중학교,대전광역시 동구
920,0,일반중학교,우송중학교,대전광역시 동구
921,5,일반중학교,충남중학교,대전광역시 동구
922,4,일반중학교,한밭여자중학교,대전광역시 동구
923,1,일반중학교,한밭중학교,대전광역시 동구
924,7,일반중학교,대전글꽃중학교,대전광역시 중구
925,1,일반중학교,대전대문중학교,대전광역시 중구
926,1,일반중학교,대전대성중학교,대전광역시 중구
927,3,일반중학교,대전동산중학교,대전광역시 중구
928,2,일반중학교,대전문화여자중학교,대전광역시 중구
929,2,일반중학교,대전신일여자중학교,대전광역시 중구
930,2,일반중학교,대전여자중학교,대전광역시 중구
931,0,일반중학교,대전중앙중학교,대전광역시 중구
932,1,일반중학교,대전중학교,대전광역시 중구
933,1,일반중학교,대전태평중학교,대전광역시 중구
934,0,일반중학교,동명중학교,대전광역시 중구
935,1,일반중학교,청란여자중학교,대전광역시 중구
936,13,일반중학교,충남여자중학교,대전광역시 중구
937,4,일반중학교,호수돈여자중학교,대전광역시 중구
938,2,일반중학교,가수원중학교,대전광역시 서구
939,2,일반중학교,갈마중학교,대전광역시 서구
940,"",일반중학교,기성중학교,대전광역시 서구
941,11,일반중학교,대전갑천중학교,대전광역시 서구
942,"",일반중학교,대전관저중학교,대전광역시 서구
943,"",일반중학교,대전괴정중학교,대전광역시 서구
944,3,일반중학교,대전구봉중학교,대전광역시 서구
945,4,일반중학교,대전남선중학교,대전광역시 서구
946,6,일반중학교,대전내동중학교,대전광역시 서구
947,"",일반중학교,대전느리울중학교,대전광역시 서구
948,"",일반중학교,대전대신중학교,대전광역시 서구
949,3,일반중학교,대전도마중학교,대전광역시 서구
950,4,일반중학교,대전도안중학교,대전광역시 서구
951,7,일반중학교,대전둔산중학교,대전광역시 서구
952,6,일반중학교,대전둔원중학교,대전광역시 서구
953,5,일반중학교,대전만년중학교,대전광역시 서구
954,19,일반중학교,대전문정중학교,대전광역시 서구
955,"",일반중학교,대전버드내중학교,대전광역시 서구
956,3,일반중학교,대전변동중학교,대전광역시 서구
957,2,일반중학교,대전봉산중학교,대전광역시 서구
958,4,일반중학교,대전봉우중학교,대전광역시 서구
959,6,일반중학교,대전삼육중학교,대전광역시 서구
960,17,일반중학교,대전삼천중학교,대전광역시 서구
961,2,일반중학교,대전서중학교,대전광역시 서구
962,"",일반중학교,대전신계중학교,대전광역시 서구
963,2,일반중학교,대전월평중학교,대전광역시 서구
964,"",일반중학교,대전정림중학교,대전광역시 서구
965,15,일반중학교,대전탄방중학교,대전광역시 서구
966,"",일반중학교,동방여자중학교,대전광역시 서구
967,10,일반중학교,대덕중학교,대전광역시 유성구
968,12,일반중학교,대전관평중학교,대전광역시 유성구
969,11,일반중학교,대전노은중학교,대전광역시 유성구
970,2,일반중학교,대전덕명중학교,대전광역시 유성구
971,9,일반중학교,대전동화중학교,대전광역시 유성구
972,2,일반중학교,대전두리중학교,대전광역시 유성구
973,8,일반중학교,대전문지중학교,대전광역시 유성구
974,6,일반중학교,대전봉명중학교,대전광역시 유성구
975,1,일반중학교,대전새미래중학교,대전광역시 유성구
976,1,일반중학교,대전송강중학교,대전광역시 유성구
977,11,일반중학교,대전어은중학교,대전광역시 유성구
978,12,일반중학교,대전외삼중학교,대전광역시 유성구
979,0,일반중학교,대전자운중학교,대전광역시 유성구
980,3,일반중학교,대전장대중학교,대전광역시 유성구
981,14,일반중학교,대전전민중학교,대전광역시 유성구
982,6,일반중학교,대전지족중학교,대전광역시 유성구
983,"",체육중학교,대전체육중학교,대전광역시 유성구
984,4,일반중학교,대전하기중학교,대전광역시 유성구
985,5,일반중학교,성덕중학교,대전광역시 유성구
986,8,일반중학교,유성중학교,대전광역시 유성구
987,4,일반중학교,진잠중학교,대전광역시 유성구
988,1,일반중학교,대전경덕중학교,대전광역시 대덕구
989,3,일반중학교,대전대청중학교,대전광역시 대덕구
990,4,일반중학교,대전대화중학교,대전광역시 대덕구
991,5,일반중학교,대전매봉중학교,대전광역시 대덕구
992,3,일반중학교,대전법동중학교,대전광역시 대덕구
993,6,일반중학교,대전송촌중학교,대전광역시 대덕구
994,1,일반중학교,대전용전중학교,대전광역시 대덕구
995,0,일반중학교,신탄중앙중학교,대전광역시 대덕구
996,2,일반중학교,신탄진중학교,대전광역시 대덕구
997,0,일반중학교,오정중학교,대전광역시 대덕구
998,2,일반중학교,중리중학교,대전광역시 대덕구
999,0,일반중학교,회덕중학교,대전광역시 대덕구
1000,12,일반중학교,남외중학교,울산광역시 중구
1001,4,일반중학교,다운중학교,울산광역시 중구
1002,7,일반중학교,무룡중학교,울산광역시 중구
1003,4,일반중학교,성안중학교,울산광역시 중구
1004,1,일반중학교,약사중학교,울산광역시 중구
1005,1,일반중학교,외솔중학교,울산광역시 중구
1006,6,일반중학교,울산여자중학교,울산광역시 중구
1007,5,일반중학교,울산제일중학교,울산광역시 중구
1008,"",일반중학교,울산중학교,울산광역시 중구
1009,"",일반중학교,울산중학교,울산광역시 중구
1010,9,일반중학교,유곡중학교,울산광역시 중구
1011,5,일반중학교,학성여자중학교,울산광역시 중구
1012,7,일반중학교,대현중학교,울산광역시 남구
1013,2,일반중학교,동평중학교,울산광역시 남구
1014,7,일반중학교,무거중학교,울산광역시 남구
1015,5,일반중학교,문수중학교,울산광역시 남구
1016,3,일반중학교,삼호중학교,울산광역시 남구
1017,4,일반중학교,신일중학교,울산광역시 남구
1018,11,일반중학교,신정중학교,울산광역시 남구
1019,4,일반중학교,야음중학교,울산광역시 남구
1020,7,일반중학교,옥동중학교,울산광역시 남구
1021,7,일반중학교,옥현중학교,울산광역시 남구
1022,4,일반중학교,울산강남중학교,울산광역시 남구
1023,10,일반중학교,울산서여자중학교,울산광역시 남구
1024,7,일반중학교,울산중앙중학교,울산광역시 남구
1025,3,일반중학교,월평중학교,울산광역시 남구
1026,2,일반중학교,태화중학교,울산광역시 남구
1027,8,일반중학교,학성중학교,울산광역시 남구
1028,2,일반중학교,남목중학교,울산광역시 동구
1029,2,일반중학교,대송중학교,울산광역시 동구
1030,1,일반중학교,명덕여자중학교,울산광역시 동구
1031,1,일반중학교,방어진중학교,울산광역시 동구
1032,1,일반중학교,일산중학교,울산광역시 동구
1033,1,일반중학교,현대중학교,울산광역시 동구
1034,3,일반중학교,현대청운중학교,울산광역시 동구
1035,3,일반중학교,화암중학교,울산광역시 동구
1036,0,일반중학교,화진중학교,울산광역시 동구
1037,2,일반중학교,강동중학교,울산광역시 북구
1038,3,일반중학교,농소중학교,울산광역시 북구
1039,2,일반중학교,달천중학교,울산광역시 북구
1040,6,일반중학교,매곡중학교,울산광역시 북구
1041,7,일반중학교,상안중학교,울산광역시 북구
1042,1,일반중학교,연암중학교,울산광역시 북구
1043,0,체육중학교,울산스포츠과학중학교,울산광역시 북구
1044,0,일반중학교,이화중학교,울산광역시 북구
1045,3,일반중학교,진장중학교,울산광역시 북구
1046,8,일반중학교,천곡중학교,울산광역시 북구
1047,3,일반중학교,호계중학교,울산광역시 북구
1048,5,일반중학교,화봉중학교,울산광역시 북구
1049,3,일반중학교,효정중학교,울산광역시 북구
1050,5,일반중학교,구영중학교,울산광역시 울주군
1051,8,일반중학교,남창중학교,울산광역시 울주군
1052,1,일반중학교,두광중학교,울산광역시 울주군
1053,6,일반중학교,범서중학교,울산광역시 울주군
1054,2,일반중학교,삼남중학교,울산광역시 울주군
1055,0,일반중학교,상북중학교,울산광역시 울주군
1056,4,일반중학교,서생중학교,울산광역시 울주군
1057,1,일반중학교,신언중학교,울산광역시 울주군
1058,3,일반중학교,언양중학교,울산광역시 울주군
1059,0,일반중학교,온산중학교,울산광역시 울주군
1060,2,일반중학교,웅촌중학교,울산광역시 울주군
1061,0,일반중학교,장검중학교,울산광역시 울주군
1062,5,일반중학교,천상중학교,울산광역시 울주군
1063,1,일반중학교,청량중학교,울산광역시 울주군
1064,"",일반중학교,고운중학교,세종특별자치시
1065,"",일반중학교,글벗중학교,세종특별자치시
1066,"",일반중학교,금호중학교,세종특별자치시
1067,"",일반중학교,다정중학교,세종특별자치시
1068,"",일반중학교,도담중학교,세종특별자치시
1069,"",일반중학교,두루중학교,세종특별자치시
1070,"",일반중학교,보람중학교,세종특별자치시
1071,"",일반중학교,부강중학교,세종특별자치시
1072,"",일반중학교,새뜸중학교,세종특별자치시
1073,"",일반중학교,새롬중학교,세종특별자치시
1074,"",일반중학교,새움중학교,세종특별자치시
1075,"",일반중학교,소담중학교,세종특별자치시
1076,"",일반중학교,아름중학교,세종특별자치시
1077,"",일반중학교,양지중학교,세종특별자치시
1078,"",일반중학교,어진중학교,세종특별자치시
1079,"",일반중학교,연동중학교,세종특별자치시
1080,"",일반중학교,연서중학교,세종특별자치시
1081,"",일반중학교,장기중학교,세종특별자치시
1082,"",일반중학교,전의중학교,세종특별자치시
1083,"",일반중학교,조치원여자중학교,세종특별자치시
1084,"",일반중학교,조치원중학교,세종특별자치시
1085,"",일반중학교,종촌중학교,세종특별자치시
1086,"",일반중학교,한솔중학교,세종특별자치시
1087,"",체육중학교,경기체육중학교,경기도 수원시
1088,"",일반중학교,고색중학교,경기도 수원시
1089,"",일반중학교,곡반중학교,경기도 수원시
1090,"",일반중학교,곡선중학교,경기도 수원시
1091,6,일반중학교,광교중학교,경기도 수원시
1092,"",일반중학교,구운중학교,경기도 수원시
1093,"",일반중학교,권선중학교,경기도 수원시
1094,"",일반중학교,남수원중학교,경기도 수원시
1095,"",일반중학교,능실중학교,경기도 수원시
1096,10,일반중학교,대평중학교,경기도 수원시
1097,10,일반중학교,동성중학교,경기도 수원시
1098,"",일반중학교,동수원중학교,경기도 수원시
1099,6,일반중학교,망포중학교,경기도 수원시
1100,"",일반중학교,매원중학교,경기도 수원시
1101,"",일반중학교,매탄중학교,경기도 수원시
1102,"",일반중학교,매향중학교,경기도 수원시
1103,"",일반중학교,매현중학교,경기도 수원시
1104,"",일반중학교,명인중학교,경기도 수원시
1105,18,일반중학교,산남중학교,경기도 수원시
1106,"",일반중학교,삼일중학교,경기도 수원시
1107,"",일반중학교,상촌중학교,경기도 수원시
1108,"",일반중학교,서호중학교,경기도 수원시
1109,3,일반중학교,세류중학교,경기도 수원시
1110,"",일반중학교,송원중학교,경기도 수원시
1111,"",일반중학교,수성중학교,경기도 수원시
1112,8,일반중학교,수원다산중학교,경기도 수원시
1113,"",일반중학교,수원북중학교,경기도 수원시
1114,5,일반중학교,수원원일중학교,경기도 수원시
1115,"",일반중학교,수원제일중학교,경기도 수원시
1116,"",일반중학교,수원중학교,경기도 수원시
1117,7,일반중학교,수일여자중학교,경기도 수원시
1118,4,일반중학교,수일중학교,경기도 수원시
1119,"",일반중학교,숙지중학교,경기도 수원시
1120,11,일반중학교,연무중학교,경기도 수원시
1121,8,일반중학교,영덕중학교,경기도 수원시
1122,"",일반중학교,영동중학교,경기도 수원시
1123,"",일반중학교,영복여자중학교,경기도 수원시
1124,"",일반중학교,영신중학교,경기도 수원시
1125,8,일반중학교,영일중학교,경기도 수원시
1126,"",일반중학교,영통중학교,경기도 수원시
1127,"",일반중학교,원천중학교,경기도 수원시
1128,"",일반중학교,율전중학교,경기도 수원시
1129,10,일반중학교,율현중학교,경기도 수원시
1130,6,일반중학교,이목중학교,경기도 수원시
1131,6,일반중학교,이의중학교,경기도 수원시
1132,"",일반중학교,잠원중학교,경기도 수원시
1133,8,일반중학교,정천중학교,경기도 수원시
1134,"",일반중학교,조원중학교,경기도 수원시
1135,"",일반중학교,중앙기독중학교,경기도 수원시
1136,"",일반중학교,창용중학교,경기도 수원시
1137,11,일반중학교,천천중학교,경기도 수원시
1138,10,일반중학교,청명중학교,경기도 수원시
1139,"",일반중학교,칠보중학교,경기도 수원시
1140,"",일반중학교,태장중학교,경기도 수원시
1141,"",일반중학교,호매실중학교,경기도 수원시
1142,"",일반중학교,화홍중학교,경기도 수원시
1143,5,일반중학교,구미중학교,경기도 성남시
1144,"",일반중학교,금광중학교,경기도 성남시
1145,"",일반중학교,낙원중학교,경기도 성남시
1146,22,일반중학교,내정중학교,경기도 성남시
1147,10,일반중학교,늘푸른중학교,경기도 성남시
1148,"",일반중학교,대원중학교,경기도 성남시
1149,"",일반중학교,도촌중학교,경기도 성남시
1150,"",일반중학교,동광중학교,경기도 성남시
1151,12,일반중학교,매송중학교,경기도 성남시
1152,14,일반중학교,백현중학교,경기도 성남시
1153,11,일반중학교,보평중학교,경기도 성남시
1154,7,일반중학교,분당중학교,경기도 성남시
1155,"",일반중학교,불곡중학교,경기도 성남시
1156,"",일반중학교,삼평중학교,경기도 성남시
1157,"",일반중학교,상원여자중학교,경기도 성남시
1158,9,일반중학교,샛별중학교,경기도 성남시
1159,19,일반중학교,서현중학교,경기도 성남시
1160,"",일반중학교,성남동중학교,경기도 성남시
1161,"",일반중학교,성남문원중학교,경기도 성남시
1162,"",일반중학교,성남서중학교,경기도 성남시
1163,"",일반중학교,성남여자중학교,경기도 성남시
1164,"",일반중학교,성남중학교,경기도 성남시
1165,"",일반중학교,성일중학교,경기도 성남시
1166,9,일반중학교,송림중학교,경기도 성남시
1167,17,일반중학교,수내중학교,경기도 성남시
1168,"",일반중학교,수진중학교,경기도 성남시
1169,"",일반중학교,숭신여자중학교,경기도 성남시
1170,5,일반중학교,신백현중학교,경기도 성남시
1171,"",일반중학교,야탑중학교,경기도 성남시
1172,9,일반중학교,양영중학교,경기도 성남시
1173,"",일반중학교,영성중학교,경기도 성남시
1174,11,일반중학교,운중중학교,경기도 성남시
1175,"",일반중학교,위례중앙중학교,경기도 성남시
1176,"",일반중학교,위례한빛중학교,경기도 성남시
1177,"",일반중학교,은행중학교,경기도 성남시
1178,16,일반중학교,이매중학교,경기도 성남시
1179,"",일반중학교,이우중학교,경기도 성남시
1180,"",일반중학교,장안중학교,경기도 성남시
1181,9,일반중학교,정자중학교,경기도 성남시
1182,"",일반중학교,창성중학교,경기도 성남시
1183,"",일반중학교,청솔중학교,경기도 성남시
1184,"",일반중학교,태평중학교,경기도 성남시
1185,"",일반중학교,판교중학교,경기도 성남시
1186,"",일반중학교,풍생중학교,경기도 성남시
1187,8,일반중학교,하탑중학교,경기도 성남시
1188,8,일반중학교,계남중학교,경기도 부천시
1189,4,일반중학교,까치울중학교,경기도 부천시
1190,"",일반중학교,내동중학교,경기도 부천시
1191,"",일반중학교,덕산중학교,경기도 부천시
1192,"",일반중학교,도당중학교,경기도 부천시
1193,5,일반중학교,부명중학교,경기도 부천시
1194,4,일반중학교,부인중학교,경기도 부천시
1195,1,일반중학교,부일중학교,경기도 부천시
1196,"",일반중학교,부천남중학교,경기도 부천시
1197,3,일반중학교,부천동여자중학교,경기도 부천시
1198,"",일반중학교,부천동중학교,경기도 부천시
1199,"",일반중학교,부천부곡중학교,경기도 부천시
1200,"",일반중학교,부천부흥중학교,경기도 부천시
1201,"",일반중학교,부천북여자중학교,경기도 부천시
1202,"",일반중학교,부천북중학교,경기도 부천시
1203,"",일반중학교,부천여월중학교,경기도 부천시
1204,5,일반중학교,부천여자중학교,경기도 부천시
1205,9,일반중학교,부천일신중학교,경기도 부천시
1206,3,일반중학교,부천중학교,경기도 부천시
1207,4,일반중학교,상도중학교,경기도 부천시
1208,7,일반중학교,상동중학교,경기도 부천시
1209,9,일반중학교,상일중학교,경기도 부천시
1210,14,일반중학교,석천중학교,경기도 부천시
1211,2,일반중학교,성곡중학교,경기도 부천시
1212,3,일반중학교,성주중학교,경기도 부천시
1213,2,일반중학교,소명여자중학교,경기도 부천시
1214,6,일반중학교,소사중학교,경기도 부천시
1215,"",일반중학교,수주중학교,경기도 부천시
1216,2,일반중학교,심원중학교,경기도 부천시
1217,"",일반중학교,역곡중학교,경기도 부천시
1218,"",일반중학교,옥길중학교,경기도 부천시
1219,"",일반중학교,원미중학교,경기도 부천시
1220,3,일반중학교,중원중학교,경기도 부천시
1221,6,일반중학교,중흥중학교,경기도 부천시
1222,8,일반중학교,관양중학교,경기도 안양시
1223,26,일반중학교,귀인중학교,경기도 안양시
1224,6,일반중학교,근명중학교,경기도 안양시
1225,12,일반중학교,대안여자중학교,경기도 안양시
1226,16,일반중학교,대안중학교,경기도 안양시
1227,"",일반중학교,박달중학교,경기도 안양시
1228,21,일반중학교,범계중학교,경기도 안양시
1229,12,일반중학교,부림중학교,경기도 안양시
1230,6,일반중학교,부안중학교,경기도 안양시
1231,13,일반중학교,비산중학교,경기도 안양시
1232,2,일반중학교,성문중학교,경기도 안양시
1233,12,일반중학교,신기중학교,경기도 안양시
1234,9,일반중학교,신성중학교,경기도 안양시
1235,"",일반중학교,신안중학교,경기도 안양시
1236,"",일반중학교,안양부흥중학교,경기도 안양시
1237,"",일반중학교,안양서중학교,경기도 안양시
1238,4,일반중학교,안양여자중학교,경기도 안양시
1239,"",일반중학교,안양중학교,경기도 안양시
1240,9,일반중학교,연현중학교,경기도 안양시
1241,5,일반중학교,인덕원중학교,경기도 안양시
1242,13,일반중학교,임곡중학교,경기도 안양시
1243,25,일반중학교,평촌중학교,경기도 안양시
1244,6,일반중학교,호계중학교,경기도 안양시
1245,8,일반중학교,호성중학교,경기도 안양시
1246,26,일반중학교,과천문원중학교,경기도 과천시
1247,18,일반중학교,과천중학교,경기도 과천시
1248,"",일반중학교,경수중학교,경기도 안산시
1249,"",일반중학교,관산중학교,경기도 안산시
1250,2,일반중학교,광덕중학교,경기도 안산시
1251,"",일반중학교,단원중학교,경기도 안산시
1252,"",일반중학교,대부중학교,경기도 안산시
1253,2,일반중학교,반월중학교,경기도 안산시
1254,6,일반중학교,별망중학교,경기도 안산시
1255,"",일반중학교,본오중학교,경기도 안산시
1256,7,일반중학교,상록중학교,경기도 안산시
1257,3,일반중학교,석수중학교,경기도 안산시
1258,"",일반중학교,석호중학교,경기도 안산시
1259,4,일반중학교,선부중학교,경기도 안산시
1260,"",일반중학교,선일중학교,경기도 안산시
1261,5,일반중학교,성안중학교,경기도 안산시
1262,7,일반중학교,성포중학교,경기도 안산시
1263,4,일반중학교,송호중학교,경기도 안산시
1264,6,일반중학교,시곡중학교,경기도 안산시
