,0,거래금액,건축년도,년,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부,도로명
0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,"32,500",1994,2017,00012,00000,41150,01,0,3181049,신곡동,0684,0000,41150,10400,1,은하수,10,23,41150-71,134.73,684,41150,9,,,추동로
182,,"23,500",2006,2017,00015,00000,41150,00,,4343223,신곡동,0167,0020,41150,10400,1,극동스타클래스,10,23,41150-1738,75.532,167-20,41150,4,,,시민로317번길
183,,"26,500",2003,2017,00174,00000,41150,01,0,3181019,신곡동,0767,0002,41150,10400,1,상록아이파크,10,23,41150-82,84.15,767-2,41150,18,,,부용로
184,,"13,900",1990,2017,00321,00000,41150,03,0,3181060,신곡동,0164,0001,41150,10400,1,신곡현대,10,23,41150-79,60,164-1,41150,15,,,시민로
185,,"16,400",1995,2017,00045,00000,41150,00,,3181049,신곡동,0669,0000,41150,10400,1,극동,10,24,41150-49,47.88,669,41150,13,,,추동로
186,,"28,500",2005,2017,00532,00000,41150,02,0,3181039,신곡동,0755,0002,41150,10400,1,금오풍림,10,24,41150-164,84.9367,755-2,41150,20,,,장곡로
187,,"21,600",1993,2017,00069,00000,41150,01,0,3181009,신곡동,0685,0000,41150,10400,1,벽산,10,24,41150-53,84.63,685,41150,4,,,능곡로
188,,"19,500",1993,2017,00054,00000,41150,01,0,3181040,신곡동,0686,0000,41150,10400,1,삼도세라믹,10,25,41150-57,65.355,686,41150,4,,,장금로
189,,"13,300",1990,2017,00321,00000,41150,03,0,3181060,신곡동,0164,0001,41150,10400,1,신곡현대,10,25,41150-79,49.32,164-1,41150,10,,,시민로
190,,"22,000",2000,2017,00031,00000,41150,01,0,4343224,신곡동,0167,0001,41150,10400,1,대우,10,26,41150-50,84.974,167-1,41150,11,,,시민로333번길
191,,"22,600",2006,2017,00258,00000,41150,03,0,3181060,신곡동,0393,0011,41150,10400,1,한일유앤아이,10,26,41150-1740,59.9959,393-11,41150,10,,,시민로
192,,"27,500",1998,2017,00035,00000,41150,01,0,3181028,신곡동,0722,0001,41150,10400,1,장암동신,10,26,41150-131,96.53,722-1,41150,14,,,신곡로
193,,"27,000",1998,2017,00035,00000,41150,01,0,3181028,신곡동,0722,0001,41150,10400,1,장암동신,10,26,41150-131,96.53,722-1,41150,2,,,신곡로
194,,"19,500",2001,2017,00008,00000,41150,01,0,3181009,신곡동,0754,0000,41150,10400,1,신곡주공4,10,26,41150-84,59.47,754,41150,4,,,능곡로
195,,"16,750",2001,2017,00008,00000,41150,01,0,3181009,신곡동,0754,0000,41150,10400,1,신곡주공4,10,26,41150-84,49.62,754,41150,13,,,능곡로
196,,"22,700",1998,2017,00003,00000,41150,01,0,4343094,신곡동,0353,0043,41150,10400,1,신곡서해,10,26,41150-65,84.93,353-43,41150,21,,,동일로466번길
197,,"30,000",2000,2017,00070,00000,41150,01,0,3181009,신곡동,0098,0000,41150,10400,1,신명,10,27,41150-68,134.497,98,41150,9,,,능곡로
198,,"38,000",2002,2017,00018,00000,41150,01,0,4343327,신곡동,0758,0001,41150,10400,1,드림밸리,10,27,41150-80,123.152,758-1,41150,16,,,장곡로596번길
199,,"20,500",1998,2017,00245,00000,41150,03,0,3181055,신곡동,0727,0001,41150,10400,1,풍림,10,27,41150-77,59.67,727-1,41150,6,,,회룡로
200,,"20,300",1999,2017,00221,00000,41150,03,0,3181055,신곡동,0725,0003,41150,10400,1,장암주공5,10,28,41150-72,59.47,725-3,41150,8,,,회룡로
201,,"28,500",2004,2017,00038,00000,41150,01,0,4343208,신곡동,0580,0000,41150,10400,1,신동아파밀리에,10,28,41150-146,84.7245,580,41150,14,,,시민로179번길
202,,"22,000",1998,2017,00245,00000,41150,03,0,3181055,신곡동,0727,0001,41150,10400,1,풍림,10,28,41150-77,59.88,727-1,41150,10,,,회룡로
203,,"29,800",2002,2017,00018,00000,41150,01,0,4343327,신곡동,0758,0001,41150,10400,1,드림밸리,10,29,41150-80,95.487,758-1,41150,1,,,장곡로596번길
204,,"23,500",1993,2017,00013,00000,41150,01,0,3181040,신곡동,0682,0000,41150,10400,1,신곡동신,10,30,41150-52,84.6,682,41150,11,,,장금로
205,,"32,300",2002,2017,00018,00000,41150,01,0,4343327,신곡동,0758,0001,41150,10400,1,드림밸리,10,30,41150-80,95.487,758-1,41150,1,,,장곡로596번길
206,,"13,100",1990,2017,00321,00000,41150,03,0,3181060,신곡동,0164,0001,41150,10400,1,신곡현대,10,30,41150-79,49.32,164-1,41150,2,,,시민로
207,,"17,650",1999,2017,00221,00000,41150,03,0,3181055,신곡동,0725,0003,41150,10400,1,장암주공5,10,30,41150-72,49.76,725-3,41150,13,,,회룡로
208,,"22,500",1999,2017,00221,00000,41150,03,0,3181055,신곡동,0725,0003,41150,10400,1,장암주공5,10,30,41150-72,59.47,725-3,41150,14,,,회룡로
209,,"22,700",1998,2017,00003,00000,41150,01,0,4343094,신곡동,0353,0043,41150,10400,1,신곡서해,10,31,41150-65,84.93,353-43,41150,9,,,동일로466번길
210,,"22,200",2003,2017,00514,00000,41150,02,0,3181039,신곡동,0755,0001,41150,10400,1,주공그린빌4,10,31,41150-134,59.06,755-1,41150,5,,,장곡로
211,,"29,000",1994,2017,00012,00000,41150,01,0,3181049,신곡동,0684,0000,41150,10400,1,은하수,10,31,41150-71,134.73,684,41150,11,,,추동로
212,,"24,400",2006,2017,00063,00000,41150,01,0,4343284,용현동,0271,0004,41150,10500,1,용현동신도브래뉴PLUS,10,1,41150-1755,84.6857,271-4,41150,14,,,용민로21번길
213,,"19,500",1989,2017,00049,00000,41150,01,0,4343279,용현동,0241,0000,41150,10500,1,용현주공,10,9,41150-94,51.02,241,41150,3,,,오목로35번길
214,,"15,800",1996,2017,00017,00000,41150,01,0,4343287,용현동,0404,0002,41150,10500,1,용현세아2차,10,11,41150-93,58.22,404-2,41150,13,,,용민로7번길
215,,"15,500",2002,2017,00233,00000,41150,02,0,3181019,용현동,0547,0003,41150,10500,1,송산주공1단지,10,11,41150-148,49.86,547-3,41150,10,,,부용로
216,,"16,500",1990,2017,00054,00000,41150,01,0,4343225,용현동,0390,0000,41150,10500,1,용현세아1차,10,12,41150-91,84.88,390,41150,6,,,시민로387번길
217,,"21,400",1992,2017,00036,00000,41150,01,0,3181033,용현동,0046,0000,41150,10500,1,용현현대1차,10,12,41150-97,71.175,46,41150,16,,,오목로
218,,"21,000",1996,2017,00009,00000,41150,01,0,3181033,용현동,0221,0003,41150,10500,1,용현현대2차,10,13,41150-98,59.445,221-3,41150,12,,,오목로
219,,"16,000",1989,2017,00010,00000,41150,01,,3181035,용현동,0241,0000,41150,10500,1,용현주공,10,14,41150-94,39.27,241,41150,4,,,용민로
220,,"18,100",1989,2017,00010,00000,41150,01,,3181035,용현동,0241,0000,41150,10500,1,용현주공,10,16,41150-94,46.65,241,41150,2,,,용민로
221,,"15,850",2002,2017,00233,00000,41150,02,0,3181019,용현동,0547,0003,41150,10500,1,송산주공1단지,10,16,41150-148,49.86,547-3,41150,12,,,부용로
222,,"16,300",1989,2017,00010,00000,41150,01,,3181035,용현동,0241,0000,41150,10500,1,용현주공,10,17,41150-94,39.27,241,41150,4,,,용민로
223,,"18,000",1989,2017,00010,00000,41150,01,0,3181035,용현동,0241,0000,41150,10500,1,용현주공,10,17,41150-94,46.65,241,41150,1,,,용민로
224,,"16,400",1989,2017,00010,00000,41150,01,,3181035,용현동,0241,0000,41150,10500,1,용현주공,10,18,41150-94,39.66,241,41150,2,,,용민로
225,,"16,300",1989,2017,00010,00000,41150,01,,3181035,용현동,0241,0000,41150,10500,1,용현주공,10,18,41150-94,39.27,241,41150,1,,,용민로
226,,"17,500",1998,2017,00050,00000,41150,01,0,4343287,용현동,0391,0019,41150,10500,1,건영,10,19,41150-85,72.63,391-19,41150,1,,,용민로7번길
227,,"23,800",2006,2017,00072,00000,41150,00,,3181036,용현동,0291,0001,41150,10500,1,신도브래뉴지역주택조합,10,19,41150-1736,84.9904,291-1,41150,8,,,용현로
228,,"22,000",2006,2017,00072,00000,41150,00,,3181036,용현동,0291,0001,41150,10500,1,신도브래뉴지역주택조합,10,19,41150-1736,84.9904,291-1,41150,2,,,용현로
229,,"16,500",1989,2017,00010,00000,41150,01,,3181035,용현동,0241,0000,41150,10500,1,용현주공,10,19,41150-94,39.66,241,41150,4,,,용민로
230,,"14,800",1990,2017,00054,00000,41150,01,0,4343225,용현동,0390,0000,41150,10500,1,용현세아1차,10,19,41150-91,84.88,390,41150,3,,,시민로387번길
231,,"18,900",1989,2017,00010,00000,41150,01,,3181035,용현동,0241,0000,41150,10500,1,용현주공,10,20,41150-94,46.98,241,41150,3,,,용민로
232,,"20,500",2001,2017,00042,00000,41150,01,0,3181036,용현동,0290,0001,41150,10500,1,신도10파크힐타운,10,21,41150-92,75.9734,290-1,41150,10,,,용현로
233,,"16,400",1990,2017,00054,00000,41150,01,0,4343225,용현동,0390,0000,41150,10500,1,용현세아1차,10,22,41150-91,84.88,390,41150,3,,,시민로387번길
234,,"19,000",2001,2017,00042,00000,41150,01,0,3181036,용현동,0290,0001,41150,10500,1,신도10파크힐타운,10,23,41150-92,75.9734,290-1,41150,4,,,용현로
235,,"19,000",2001,2017,00042,00000,41150,01,0,3181036,용현동,0290,0001,41150,10500,1,신도10파크힐타운,10,23,41150-92,75.9734,290-1,41150,7,,,용현로
236,,"22,500",2001,2017,00042,00000,41150,01,0,3181036,용현동,0290,0001,41150,10500,1,신도10파크힐타운,10,24,41150-92,101.932,290-1,41150,20,,,용현로
237,,"18,450",2002,2017,00233,00000,41150,02,0,3181019,용현동,0547,0003,41150,10500,1,송산주공1단지,10,24,41150-148,59.42,547-3,41150,12,,,부용로
238,,"16,100",1989,2017,00010,00000,41150,01,,3181035,용현동,0241,0000,41150,10500,1,용현주공,10,24,41150-94,39.27,241,41150,5,,,용민로
239,,"18,100",1989,2017,00010,00000,41150,01,,3181035,용현동,0241,0000,41150,10500,1,용현주공,10,24,41150-94,46.65,241,41150,5,,,용민로
240,,"19,000",1989,2017,00010,00000,41150,01,0,3181035,용현동,0241,0000,41150,10500,1,용현주공,10,24,41150-94,46.65,241,41150,4,,,용민로
241,,"21,800",2001,2017,00042,00000,41150,01,0,3181036,용현동,0290,0001,41150,10500,1,신도10파크힐타운,10,24,41150-92,84.9964,290-1,41150,8,,,용현로
242,,"22,000",1989,2017,00049,00000,41150,01,0,4343279,용현동,0241,0000,41150,10500,1,용현주공,10,25,41150-94,59.12,241,41150,3,,,오목로35번길
243,,"11,500",1990,2017,00005,00000,41150,01,0,4343225,용현동,0402,0001,41150,10500,1,보광,10,26,41150-89,44.91,402-1,41150,2,,,시민로387번길
244,,"16,700",1989,2017,00010,00000,41150,01,,3181035,용현동,0241,0000,41150,10500,1,용현주공,10,26,41150-94,39.66,241,41150,4,,,용민로
245,,"14,500",1991,2017,00005,00000,41150,01,0,4343280,용현동,0222,0004,41150,10500,1,동문2단지,10,27,41150-88,70.08,222-4,41150,6,,,오목로4번길
246,,"17,250",2002,2017,00233,00000,41150,02,0,3181019,용현동,0547,0003,41150,10500,1,송산주공1단지,10,27,41150-148,59.42,547-3,41150,16,,,부용로
247,,"18,700",1996,2017,00017,00000,41150,01,0,4343287,용현동,0404,0002,41150,10500,1,용현세아2차,10,28,41150-93,84.86,404-2,41150,6,,,용민로7번길
248,,"18,400",2006,2017,00089,00000,41150,01,0,4343287,용현동,0390,0033,41150,10500,1,용현동건영캐스빌,10,29,41150-1748,59.948,390-33,41150,6,,,용민로7번길
249,,"23,900",1992,2017,00036,00000,41150,01,0,3181033,용현동,0046,0000,41150,10500,1,용현현대1차,10,30,41150-97,84.945,46,41150,10,,,오목로
250,,"20,090",2001,2017,00042,00000,41150,01,0,3181036,용현동,0290,0001,41150,10500,1,신도10파크힐타운,10,31,41150-92,75.9734,290-1,41150,17,,,용현로
251,,"16,300",1989,2017,00010,00000,41150,01,,3181035,용현동,0241,0000,41150,10500,1,용현주공,10,31,41150-94,39.27,241,41150,5,,,용민로
252,,"16,600",1989,2017,00010,00000,41150,01,,3181035,용현동,0241,0000,41150,10500,1,용현주공,10,31,41150-94,39.27,241,41150,4,,,용민로
253,,"17,000",1999,2017,00150,00000,41150,02,0,3181033,민락동,0695,0001,41150,10600,1,주공,10,2,41150-105,59.41,695-1,41150,2,,,오목로
254,,"21,000",2002,2017,00072,00000,41150,02,0,3181033,민락동,0757,0004,41150,10600,1,송산주공4단지,10,2,41150-154,59.42,757-4,41150,9,,,오목로
255,,"25,500",2000,2017,00110,00000,41150,02,0,3181033,민락동,0576,0000,41150,10600,1,청구1차,10,2,41150-106,84.88,576,41150,17,,,오목로
256,,"20,750",2000,2017,00143,00000,41150,02,0,3181036,민락동,0691,0001,41150,10600,1,산들마을(길훈),10,6,41150-99,60,691-1,41150,11,,,용현로
257,,"27,900",2013,2017,00442,00000,41150,02,0,3181035,민락동,0895,0000,41150,10600,1,민락센트럴15단지,10,7,41150-2029,74.96,895,41150,9,,,용민로
258,,"26,300",1999,2017,00170,00000,41150,02,0,3181033,민락동,0694,0000,41150,10600,1,산들마을4단지아이파크,10,9,41150-138,99.85,694,41150,4,,,오목로
259,,"23,000",2000,2017,00026,00000,41150,02,0,3181056,민락동,0735,0001,41150,10600,1,송산주공6단지,10,9,41150-151,84.34,735-1,41150,18,,,효자로
260,,"18,800",1999,2017,00143,00000,41150,02,0,3181036,민락동,0691,0001,41150,10600,1,산들마을(신안),10,10,41150-101,59.73,691-1,41150,12,,,용현로
261,,"19,000",1999,2017,00150,00000,41150,02,0,3181033,민락동,0695,0001,41150,10600,1,주공,10,10,41150-105,59.39,695-1,41150,6,,,오목로
262,,"17,700",2002,2017,00072,00000,41150,02,0,3181033,민락동,0757,0004,41150,10600,1,송산주공4단지,10,11,41150-154,49.86,757-4,41150,18,,,오목로
263,,"14,950",2002,2017,00025,00000,41150,02,0,3181056,민락동,0731,0002,41150,10600,1,송산팰리스,10,12,41150-149,49.86,731-2,41150,1,,,효자로
264,,"23,500",2002,2017,00118,00000,41150,02,0,3181036,민락동,0736,0001,41150,10600,1,송산센트럴아파트,10,12,41150-153,84.34,736-1,41150,12,,,용현로
265,,"19,350",2000,2017,00143,00000,41150,02,0,3181036,민락동,0691,0001,41150,10600,1,산들마을(길훈),10,13,41150-99,60,691-1,41150,13,,,용현로
266,,"18,900",1999,2017,00143,00000,41150,02,0,3181036,민락동,0691,0001,41150,10600,1,산들마을(신안),10,14,41150-101,60,691-1,41150,2,,,용현로
267,,"26,000",2005,2017,00111,00000,41150,02,0,3181036,민락동,0735,0005,41150,10600,1,송산대우푸르지오,10,14,41150-163,84.973,735-5,41150,18,,,용현로
268,,"18,500",2000,2017,00110,00000,41150,02,0,3181033,민락동,0576,0000,41150,10600,1,청구1차,10,14,41150-106,59.89,576,41150,2,,,오목로
269,,"19,000",2000,2017,00110,00000,41150,02,0,3181033,민락동,0576,0000,41150,10600,1,청구1차,10,14,41150-106,59.89,576,41150,6,,,오목로
270,,"19,700",2000,2017,00143,00000,41150,02,0,3181036,민락동,0691,0001,41150,10600,1,산들마을(길훈),10,16,41150-99,60,691-1,41150,13,,,용현로
271,,"40,000",2017,2017,00211,00000,41150,00,0,3181013,민락동,0847,0000,41150,10600,1,호반베르디움1차,10,16,41150-2382,84.9788,847,41150,20,,,민락로
272,,"19,630",2000,2017,00110,00000,41150,02,0,3181033,민락동,0576,0000,41150,10600,1,청구1차,10,16,41150-106,59.89,576,41150,11,,,오목로
273,,"26,400",2000,2017,00110,00000,41150,02,0,3181033,민락동,0576,0000,41150,10600,1,청구1차,10,16,41150-106,84.88,576,41150,5,,,오목로
274,,"18,550",2000,2017,00143,00000,41150,02,0,3181036,민락동,0691,0001,41150,10600,1,산들마을(길훈),10,16,41150-99,60,691-1,41150,15,,,용현로
275,,"29,300",2003,2017,00073,00000,41150,02,0,3181033,민락동,0756,0007,41150,10600,1,한라비발디,10,17,41150-135,84.99,756-7,41150,14,,,오목로
276,,"17,300",2002,2017,00072,00000,41150,02,0,3181033,민락동,0757,0004,41150,10600,1,송산주공4단지,10,17,41150-154,49.86,757-4,41150,5,,,오목로
277,,"19,400",2000,2017,00143,00000,41150,02,0,3181036,민락동,0691,0001,41150,10600,1,산들마을(길훈),10,18,41150-99,60,691-1,41150,7,,,용현로
278,,"20,400",2000,2017,00143,00000,41150,02,0,3181036,민락동,0691,0001,41150,10600,1,산들마을(길훈),10,18,41150-99,60,691-1,41150,10,,,용현로
279,,"19,000",2000,2017,00143,00000,41150,02,0,3181036,민락동,0691,0001,41150,10600,1,산들마을(길훈),10,19,41150-99,60,691-1,41150,5,,,용현로
280,,"27,500",2005,2017,00111,00000,41150,02,0,3181036,민락동,0735,0005,41150,10600,1,송산대우푸르지오,10,19,41150-163,84.95,735-5,41150,6,,,용현로
281,,"30,500",1999,2017,00170,00000,41150,02,0,3181033,민락동,0694,0000,41150,10600,1,산들마을4단지아이파크,10,19,41150-138,121.05,694,41150,11,,,오목로
282,,"20,000",1999,2017,00143,00000,41150,02,0,3181036,민락동,0691,0001,41150,10600,1,산들마을(현대),10,19,41150-103,60,691-1,41150,3,,,용현로
283,,"19,300",1999,2017,00143,00000,41150,02,0,3181036,민락동,0691,0001,41150,10600,1,산들마을(신안),10,20,41150-101,60,691-1,41150,12,,,용현로
284,,"27,500",2005,2017,00111,00000,41150,02,0,3181036,민락동,0735,0005,41150,10600,1,송산대우푸르지오,10,20,41150-163,84.95,735-5,41150,10,,,용현로
285,,"18,700",2000,2017,00143,00000,41150,02,0,3181036,민락동,0691,0001,41150,10600,1,산들마을(길훈),10,21,41150-99,60,691-1,41150,6,,,용현로
286,,"25,450",2001,2017,00169,00000,41150,01,,3181033,민락동,0692,0001,41150,10600,1,산들마을(청구),10,22,41150-102,84.73,692-1,41150,14,,,오목로
287,,"27,800",2003,2017,00073,00000,41150,02,0,3181033,민락동,0756,0007,41150,10600,1,한라비발디,10,23,41150-135,84.99,756-7,41150,5,,,오목로
288,,"18,950",2000,2017,00143,00000,41150,02,0,3181036,민락동,0691,0001,41150,10600,1,산들마을(길훈),10,24,41150-99,60,691-1,41150,14,,,용현로
289,,"24,900",2006,2017,00117,00000,41150,02,0,3181033,민락동,0550,0004,41150,10600,1,민락e-편한세상,10,24,41150-1745,59.778,550-4,41150,11,,,오목로
290,,"19,000",1999,2017,00170,00000,41150,02,0,3181033,민락동,0694,0000,41150,10600,1,산들마을4단지아이파크,10,24,41150-138,99.98,694,41150,2,,,오목로
291,,"21,000",1999,2017,00143,00000,41150,02,0,3181036,민락동,0691,0001,41150,10600,1,산들마을(현대),10,24,41150-103,60,691-1,41150,13,,,용현로
292,,"25,000",2001,2017,00169,00000,41150,01,,3181033,민락동,0692,0001,41150,10600,1,산들마을(청구),10,25,41150-102,84.73,692-1,41150,8,,,오목로
293,,"25,470",2005,2017,00111,00000,41150,02,0,3181036,민락동,0735,0005,41150,10600,1,송산대우푸르지오,10,25,41150-163,84.973,735-5,41150,17,,,용현로
294,,"18,300",2002,2017,00025,00000,41150,02,0,3181056,민락동,0731,0002,41150,10600,1,송산팰리스,10,25,41150-149,59.42,731-2,41150,5,,,효자로
295,,"29,000",2013,2017,00075,00000,41150,02,0,3181066,민락동,0891,0000,41150,10600,1,민락센트럴17단지,10,26,41150-2024,84.97,891,41150,3,,,송양로
296,,"29,100",2013,2017,00075,00000,41150,02,0,3181066,민락동,0891,0000,41150,10600,1,민락센트럴17단지,10,27,41150-2024,84.95,891,41150,5,,,송양로
297,,"17,200",2002,2017,00072,00000,41150,02,0,3181033,민락동,0757,0004,41150,10600,1,송산주공4단지,10,28,41150-154,49.86,757-4,41150,8,,,오목로
298,,"26,000",2005,2017,00111,00000,41150,02,0,3181036,민락동,0735,0005,41150,10600,1,송산대우푸르지오,10,29,41150-163,84.973,735-5,41150,3,,,용현로
299,,"28,900",2013,2017,00075,00000,41150,02,0,3181066,민락동,0891,0000,41150,10600,1,민락센트럴17단지,10,30,41150-2024,84.97,891,41150,11,,,송양로
300,,"27,800",1999,2017,00170,00000,41150,02,0,3181033,민락동,0694,0000,41150,10600,1,산들마을4단지아이파크,10,31,41150-138,99.98,694,41150,15,,,오목로
301,,"29,000",2005,2017,00111,00000,41150,02,0,3181036,민락동,0735,0005,41150,10600,1,송산대우푸르지오,10,31,41150-163,84.95,735-5,41150,13,,,용현로
302,,"35,300",2015,2017,00046,00000,41150,00,,3181066,낙양동,0757,0000,41150,10700,1,의정부민락푸르지오,10,14,41150-2180,84.86,757,41150,17,,,송양로
303,,"31,500",2015,2017,00046,00000,41150,00,,3181066,낙양동,0757,0000,41150,10700,1,의정부민락푸르지오,10,14,41150-2180,74.889,757,41150,22,,,송양로
304,,"37,300",2015,2017,00046,00000,41150,00,,3181066,낙양동,0757,0000,41150,10700,1,의정부민락푸르지오,10,16,41150-2180,84.937,757,41150,14,,,송양로
305,,"28,600",2016,2017,00263,00000,41150,00,,3181035,낙양동,0709,0000,41150,10700,1,의정부 민락 금강펜테리움아파트,10,16,41150-2326,60.87,709,41150,14,,,용민로
306,,"25,000",2007,2017,00660,00000,41150,04,0,3000001,금오동,0344,0017,41150,10900,1,금오2차신도브래뉴업,10,9,41150-1780,59.983,344-17,41150,14,,,동일로
307,,"21,500",2004,2017,01369,00000,41150,03,0,3000136,금오동,0370,0000,41150,10900,1,신도브래뉴1차,10,11,41150-156,57.74,370,41150,23,,,호국로
308,,"24,900",2007,2017,00660,00000,41150,04,0,3000001,금오동,0344,0017,41150,10900,1,금오2차신도브래뉴업,10,11,41150-1780,84.988,344-17,41150,1,,,동일로
309,,"32,300",2004,2017,01369,00000,41150,03,0,3000136,금오동,0370,0000,41150,10900,1,신도브래뉴1차,10,12,41150-156,112.93,370,41150,18,,,호국로
310,,"21,300",2005,2017,00092,00000,41150,01,0,3181007,금오동,0453,0001,41150,10900,1,벽산블루밍,10,14,41150-183,59.994,453-1,41150,8,,,금오로
311,,"30,350",2002,2017,00087,00000,41150,03,0,3181019,금오동,0469,0004,41150,10900,1,현대아이파크,10,16,41150-116,84.68,469-4,41150,7,,,부용로
312,,"27,000",2002,2017,00049,00000,41150,03,0,3181019,금오동,0468,0001,41150,10900,1,금오주공그린빌1,10,20,41150-115,84.54,468-1,41150,20,,,부용로
313,,"25,150",2007,2017,00660,00000,41150,04,0,3000001,금오동,0344,0017,41150,10900,1,금오2차신도브래뉴업,10,23,41150-1780,59.983,344-17,41150,16,,,동일로
314,,"24,600",2007,2017,00660,00000,41150,04,0,3000001,금오동,0344,0017,41150,10900,1,금오2차신도브래뉴업,10,23,41150-1780,59.983,344-17,41150,8,,,동일로
315,,"24,200",2003,2017,00137,00000,41150,03,0,3181019,금오동,0476,0001,41150,10900,1,금오주공그린빌3,10,24,41150-136,59.06,476-1,41150,19,,,부용로
316,,"14,250",1998,2017,00041,00016,41150,01,0,3181022,금오동,0078,0000,41150,10900,1,파스텔,10,25,41150-113,59.94,78,41150,1,,,상금로
317,,"22,300",2003,2017,00137,00000,41150,03,0,3181019,금오동,0476,0001,41150,10900,1,금오주공그린빌3,10,25,41150-136,59.06,476-1,41150,17,,,부용로
318,,"24,300",2005,2017,00092,00000,41150,01,0,3181007,금오동,0453,0001,41150,10900,1,벽산블루밍,10,26,41150-183,84.966,453-1,41150,9,,,금오로
319,,"23,500",2007,2017,00660,00000,41150,04,0,3000001,금오동,0344,0017,41150,10900,1,금오2차신도브래뉴업,10,26,41150-1780,59.983,344-17,41150,4,,,동일로
320,,"19,700",1997,2017,00036,00000,41150,00,,3181022,금오동,0067,0001,41150,10900,1,거성,10,27,41150-107,84.9,67-1,41150,10,,,상금로
321,,"25,000",2007,2017,00660,00000,41150,04,0,3000001,금오동,0344,0017,41150,10900,1,금오2차신도브래뉴업,10,27,41150-1780,84.988,344-17,41150,1,,,동일로
322,,"11,000",1988,2017,00025,00000,41150,00,,4343074,금오동,0065,0003,41150,10900,1,평화,10,28,41150-114,43.08,65-3,41150,1,,,금오로109번길
323,,"20,700",2005,2017,00092,00000,41150,01,0,3181007,금오동,0453,0001,41150,10900,1,벽산블루밍,10,28,41150-183,59.994,453-1,41150,14,,,금오로
324,,"24,200",2005,2017,00092,00000,41150,01,0,3181007,금오동,0453,0001,41150,10900,1,벽산블루밍,10,28,41150-183,84.966,453-1,41150,5,,,금오로
325,,"17,000",2004,2017,00287,00000,41150,01,0,3181046,금오동,0066,0000,41150,10900,1,우암센스뷰,10,30,41150-155,84.794,66,41150,9,,,천보로
326,,"30,000",2002,2017,00087,00000,41150,03,0,3181019,금오동,0469,0004,41150,10900,1,현대아이파크,10,31,41150-116,84.68,469-4,41150,16,,,부용로
327,,"27,300",2004,2017,01369,00000,41150,03,0,3000136,금오동,0370,0000,41150,10900,1,신도브래뉴1차,10,31,41150-156,84.96,370,41150,20,,,호국로
328,,"28,500",2007,2017,00018,00007,41150,02,0,3181061,가능동,0656,0001,41150,11000,1,SKVIEW,10,10,41150-1763,84.94,656-1,41150,4,,,신촌로
329,,"25,550",2007,2017,00050,00000,41150,01,0,4343423,가능동,0015,0552,41150,11000,1,가재울일신건영휴먼빌,10,11,41150-1767,84.8336,15-552,41150,10,,,평화로658번길
330,,"24,400",2007,2017,00018,00007,41150,02,0,3181061,가능동,0656,0001,41150,11000,1,SKVIEW,10,12,41150-1763,59.98,656-1,41150,14,,,신촌로
331,,"22,200",2008,2017,00022,00000,41150,01,0,4343448,가능동,0224,0191,41150,11000,1,브라운스톤흥선,10,12,41150-1782,59.986,224-191,41150,1,,,호국로1142번길
332,,"20,500",2007,2017,00050,00000,41150,01,0,4343423,가능동,0015,0552,41150,11000,1,가재울일신건영휴먼빌,10,12,41150-1767,59.9929,15-552,41150,3,,,평화로658번길
333,,"16,000",1995,2017,00096,00013,41150,02,0,4343083,가능동,0106,0016,41150,11000,1,녹양2차동원아파트,10,13,41150-124,72.6,106-16,41150,3,,,녹양로62번길
334,,"24,500",2007,2017,00018,00007,41150,02,0,3181061,가능동,0656,0001,41150,11000,1,SKVIEW,10,14,41150-1763,59.98,656-1,41150,12,,,신촌로
335,,"20,700",2008,2017,00373,00000,41150,03,0,3181029,가능동,0653,0025,41150,11000,1,유성벨로스,10,14,41150-1783,64.68,653-25,41150,6,,,신흥로
336,,"24,000",2007,2017,00018,00007,41150,02,0,3181061,가능동,0656,0001,41150,11000,1,SKVIEW,10,14,41150-1763,59.98,656-1,41150,3,,,신촌로
337,,"22,500",2007,2017,00050,00000,41150,01,0,4343423,가능동,0015,0552,41150,11000,1,가재울일신건영휴먼빌,10,15,41150-1767,59.9929,15-552,41150,5,,,평화로658번길
338,,"23,250",2003,2017,00013,00019,41150,01,0,4343023,가능동,0725,0025,41150,11000,1,일심,10,17,41150-161,82.005,725-25,41150,4,,,가능로50번길
339,,"29,000",2007,2017,00018,00007,41150,02,0,3181061,가능동,0656,0001,41150,11000,1,SKVIEW,10,17,41150-1763,84.94,656-1,41150,17,,,신촌로
340,,"14,300",1993,2017,00098,00000,41150,02,0,4343083,가능동,0106,0021,41150,11000,1,동원,10,18,41150-119,59.94,106-21,41150,8,,,녹양로62번길
341,,"30,000",2007,2017,00018,00007,41150,02,0,3181061,가능동,0656,0001,41150,11000,1,SKVIEW,10,18,41150-1763,84.94,656-1,41150,8,,,신촌로
342,,"30,400",2007,2017,00018,00007,41150,02,0,3181061,가능동,0656,0001,41150,11000,1,SKVIEW,10,18,41150-1763,84.94,656-1,41150,15,,,신촌로
