,0,거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부,도로명지상지하코드
0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"10,500",2014,2017,구영3길,00080,00000,45130,00,4604087,신창동,0049,0002,45130,10500,1,삼부아스테리움,4,15,45130-479,49.04,49-2,45130,9,,,
2,,"10,000",1990,2017,대학로,00114,00001,45130,04,3268023,금광동,0172,0000,45130,10700,1,삼성,4,25,45130-5,84.9,172,45130,5,,,0
3,,"11,000",1992,2017,백토로,00093,00000,45130,02,3268038,문화동,0026,0000,45130,11000,1,삼성,4,19,45130-9,84.87,26,45130,3,,,0
4,,"10,700",2002,2017,서흥길,00024,00000,45130,01,4604544,문화동,0904,0000,45130,11000,1,다우미빌,4,19,45130-10,84.964,904,45130,8,,,0
5,,"8,500",1992,2017,백토로,00093,00000,45130,02,3268038,문화동,0026,0000,45130,11000,1,삼성,4,22,45130-9,76.02,26,45130,3,,,0
6,,"11,500",1992,2017,백토로,00093,00000,45130,02,3268038,문화동,0026,0000,45130,11000,1,삼성,4,22,45130-9,84.87,26,45130,8,,,0
7,,"10,500",1992,2017,백토로,00093,00000,45130,02,3268038,문화동,0026,0000,45130,11000,1,삼성,4,27,45130-9,84.87,26,45130,11,,,0
8,,"10,000",2014,2017,삼학5길,00025,00000,45130,00,4604451,삼학동,0287,0000,45130,11100,1,춘광아티움101동,4,20,45130-476,46.25,287,45130,6,,,
9,,"21,640",2016,2017,구암3.1로,00030,00000,45130,01,3268010,대명동,0403,0000,45130,12700,1,현대메트로타워2차,4,13,45130-504,84.9303,403,45130,21,,,0
10,,"15,200",2011,2017,대명길,00003,00000,45130,01,4604205,대명동,0385,0060,45130,12700,1,현대메트로타워,4,24,45130-421,76.2648,385-60,45130,23,,,0
11,,"16,000",2011,2017,대명길,00003,00000,45130,01,4604205,대명동,0385,0060,45130,12700,1,현대메트로타워,4,24,45130-421,84.9348,385-60,45130,18,,,0
12,,"16,050",2011,2017,대명길,00003,00000,45130,01,4604205,대명동,0385,0060,45130,12700,1,현대메트로타워,4,28,45130-421,84.9348,385-60,45130,15,,,0
13,,"5,200",1989,2017,동팔마길,00039,00000,45130,02,4604266,장재동,0380,0001,45130,12800,1,한일,4,22,45130-15,83.76,380-1,45130,5,,,0
14,,"9,200",2002,2017,풍문2길,00035,00000,45130,01,4605057,장재동,0212,0000,45130,12800,1,현대세솔,4,26,45130-144,59.976,212,45130,12,,,0
15,,"14,500",2006,2017,동흥남길,00009,00000,45130,01,4604269,동흥남동,0100,0000,45130,13200,1,동흥남주공,4,5,45130-385,75.32,100,45130,13,,,0
16,,"14,400",2006,2017,동흥남길,00009,00000,45130,01,4604269,동흥남동,0100,0000,45130,13200,1,동흥남주공,4,28,45130-385,84.86,100,45130,4,,,0
17,,"6,000",1995,2017,양안로,00119,00000,45130,01,3268071,조촌동,0907,0002,45130,13400,1,동신개나리,4,3,45130-20,47.62,907-2,45130,11,,,0
18,,"12,700",1995,2017,양안로,00120,00000,45130,00,3268071,조촌동,0903,0002,45130,13400,1,현대,4,3,45130-23,84.96,903-2,45130,2,,,0
19,,"7,100",1995,2017,양안로,00119,00000,45130,01,3268071,조촌동,0907,0002,45130,13400,1,동신개나리,4,11,45130-20,59.84,907-2,45130,5,,,0
20,,"7,400",1995,2017,양안로,00119,00000,45130,01,3268071,조촌동,0907,0002,45130,13400,1,동신개나리,4,11,45130-20,59.84,907-2,45130,5,,,0
21,,"6,000",1995,2017,양안로,00119,00000,45130,01,3268071,조촌동,0907,0002,45130,13400,1,동신개나리,4,12,45130-20,59.84,907-2,45130,4,,,0
22,,"11,000",1995,2017,양안로,00120,00000,45130,00,3268071,조촌동,0903,0002,45130,13400,1,현대,4,12,45130-23,84.96,903-2,45130,1,,,0
23,,"3,000",1996,2017,번영로,00188,00022,45130,02,3268117,조촌동,0771,0000,45130,13400,1,부향하나로,4,16,45130-146,39.96,771,45130,8,,,0
24,,"5,000",1995,2017,양안로,00119,00000,45130,01,3268071,조촌동,0907,0002,45130,13400,1,동신개나리,4,24,45130-20,47.62,907-2,45130,1,,,0
25,,"13,100",1995,2017,양안로,00120,00000,45130,00,3268071,조촌동,0903,0002,45130,13400,1,현대,4,25,45130-23,84.96,903-2,45130,3,,,0
26,,"9,650",2004,2017,번영로,00086,00000,45130,03,3268117,경장동,0511,0006,45130,13500,1,오르빌,4,10,45130-149,59.98,511-6,45130,14,,,0
27,,"4,000",1998,2017,경촌1길,00056,00000,45130,02,4604046,경암동,0540,0008,45130,13600,1,부향하나로,4,14,45130-150,39.95,540-8,45130,8,,,0
28,,"9,200",1994,2017,서당길,00011,00000,45130,01,4604505,구암동,0065,0000,45130,13700,1,현대,4,1,45130-31,84.9,65,45130,15,,,0
29,,"6,200",1994,2017,서당길,00011,00000,45130,01,4604505,구암동,0065,0000,45130,13700,1,현대,4,4,45130-31,59.9,65,45130,9,,,0
30,,"9,000",1994,2017,서당길,00011,00000,45130,01,4604505,구암동,0065,0000,45130,13700,1,현대,4,7,45130-31,84.9,65,45130,8,,,0
31,,"9,200",1994,2017,서당길,00011,00000,45130,01,4604505,구암동,0065,0000,45130,13700,1,현대,4,13,45130-31,84.9,65,45130,15,,,0
32,,"5,500",1994,2017,서당길,00011,00000,45130,01,4604505,구암동,0065,0000,45130,13700,1,현대,4,17,45130-31,59.9,65,45130,1,,,0
33,,"12,000",1994,2017,서당길,00011,00000,45130,01,4604505,구암동,0065,0000,45130,13700,1,현대,4,26,45130-31,125.895,65,45130,4,,,0
34,,"9,200",1996,2017,두란뜸2길,00008,00000,45130,02,4604271,사정동,0100,0000,45130,14000,1,금호타운2차,4,21,45130-34,59.58,100,45130,13,,,0
35,,"9,150",1996,2017,두란뜸2길,00008,00000,45130,02,4604271,사정동,0100,0000,45130,14000,1,금호타운2차,4,22,45130-34,59.58,100,45130,9,,,0
36,,"13,350",1996,2017,두란뜸2길,00008,00000,45130,02,4604271,사정동,0100,0000,45130,14000,1,금호타운2차,4,22,45130-34,84.6,100,45130,7,,,0
37,,"15,000",2002,2017,축동안길,00037,00000,45130,01,4605023,수송동,0033,0001,45130,14100,1,제일,4,1,45130-151,84.709,33-1,45130,15,,,0
38,,"20,900",2010,2017,수송동로,00100,00000,45130,01,3268062,수송동,0830,0001,45130,14100,1,세영리첼,4,2,45130-415,84.9033,830-1,45130,2,,,0
39,,"10,050",1997,2017,진포1길,00010,00000,45130,01,4604995,수송동,0069,0002,45130,14100,1,현대,4,3,45130-37,59.955,69-2,45130,5,,,0
40,,"10,300",1997,2017,진포1길,00010,00000,45130,01,4604995,수송동,0069,0002,45130,14100,1,현대,4,6,45130-37,59.955,69-2,45130,9,,,0
41,,"13,850",2002,2017,축동안길,00037,00000,45130,01,4605023,수송동,0033,0001,45130,14100,1,제일,4,6,45130-151,84.709,33-1,45130,7,,,0
42,,"13,000",2002,2017,축동안길,00037,00000,45130,01,4605023,수송동,0033,0001,45130,14100,1,제일,4,7,45130-151,84.8211,33-1,45130,7,,,0
43,,"12,500",2011,2017,수송동로,00105,00000,45130,01,3268062,수송동,0829,0001,45130,14100,1,수송2차 오투그란데,4,7,45130-417,49.9182,829-1,45130,4,,,0
44,,"21,800",2010,2017,수송동로,00100,00000,45130,01,3268062,수송동,0830,0001,45130,14100,1,세영리첼,4,10,45130-415,84.948,830-1,45130,19,,,0
45,,"16,000",2011,2017,수송동로,00105,00000,45130,01,3268062,수송동,0829,0001,45130,14100,1,수송2차 오투그란데,4,10,45130-417,59.6644,829-1,45130,2,,,0
46,,"22,700",2010,2017,수송동로,00100,00000,45130,01,3268062,수송동,0830,0001,45130,14100,1,세영리첼,4,11,45130-415,84.9033,830-1,45130,12,,,0
47,,"23,500",2008,2017,축동로,00034,00000,45130,04,3268101,수송동,0812,0001,45130,14100,1,제일오투그란데2단지,4,12,45130-404,92.7279,812-1,45130,5,,,0
48,,"15,500",2002,2017,축동안길,00037,00000,45130,01,4605023,수송동,0033,0001,45130,14100,1,제일,4,13,45130-151,84.709,33-1,45130,13,,,0
49,,"22,400",2010,2017,수송동로,00100,00000,45130,01,3268062,수송동,0830,0001,45130,14100,1,세영리첼,4,13,45130-415,84.952,830-1,45130,18,,,0
50,,"16,500",2002,2017,축동안길,00037,00000,45130,01,4605023,수송동,0033,0001,45130,14100,1,제일,4,13,45130-151,84.709,33-1,45130,5,,,0
51,,"12,900",1997,2017,진포1길,00010,00000,45130,01,4604995,수송동,0069,0002,45130,14100,1,현대,4,15,45130-37,75.18,69-2,45130,8,,,0
