,거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부
0,"11,900",2005,2017,영남4길,00022,00000,31710,01,0,4319731,온산읍 덕신리,0184,0000,31710,25032,1,덕신천지,11,1,31710-163,59.925,184,31710,1,,
1,"17,900",2003,2017,영남7길,00013,00000,31710,00,0,4319734,온산읍 덕신리,1329,0002,31710,25032,1,동원아파트2차,11,4,31710-91,84.9,1329-2,31710,11,,
2,"13,900",1997,2017,영남7길,00013,00000,31710,00,,4319734,온산읍 덕신리,1329,0002,31710,25032,1,동원아파트1차,11,5,31710-1,59.94,1329-2,31710,13,,
3,"16,700",2003,2017,영남7길,00013,00000,31710,00,0,4319734,온산읍 덕신리,1329,0002,31710,25032,1,동원아파트2차,11,6,31710-91,84.9,1329-2,31710,10,,
4,"9,500",1991,2017,신온9길,00045,00000,31710,01,0,4319643,온산읍 덕신리,0336,0001,31710,25032,1,무궁화,11,10,31710-3,67.5,336-1,31710,4,,
5,"9,000",1992,2017,영남7길,00021,00000,31710,01,0,4319734,온산읍 덕신리,1329,0004,31710,25032,1,덕신동백,11,13,31710-2,49.85,1329-4,31710,12,,
6,"13,200",2005,2017,영남4길,00022,00000,31710,01,0,4319731,온산읍 덕신리,0184,0000,31710,25032,1,덕신천지,11,20,31710-163,59.925,184,31710,4,,
7,"9,200",1991,2017,신온9길,00045,00000,31710,01,0,4319643,온산읍 덕신리,0336,0001,31710,25032,1,무궁화,11,24,31710-3,81.9,336-1,31710,5,,
8,"13,900",2005,2017,영남4길,00022,00000,31710,01,0,4319731,온산읍 덕신리,0184,0000,31710,25032,1,덕신천지,11,26,31710-163,59.925,184,31710,9,,
9,"13,400",1997,2017,영남7길,00013,00000,31710,00,,4319734,온산읍 덕신리,1329,0002,31710,25032,1,동원아파트1차,11,28,31710-1,59.94,1329-2,31710,10,,
10,"15,000",1994,2017,반천강변길,00051,00000,31710,01,0,4319361,언양읍 반천리,1023,0051,31710,25322,1,반천현대,11,2,31710-67,84.89,1023-51,31710,19,,
11,"10,000",1994,2017,반천강변길,00051,00000,31710,01,0,4319361,언양읍 반천리,1023,0051,31710,25322,1,반천현대,11,15,31710-67,59.75,1023-51,31710,7,,
12,"12,900",1994,2017,반천강변길,00051,00000,31710,01,0,4319361,언양읍 반천리,1023,0051,31710,25322,1,반천현대,11,27,31710-67,77.43,1023-51,31710,18,,
13,"28,700",2010,2017,북문11길,00009,00000,31710,01,0,4319419,언양읍 동부리,0498,0000,31710,25330,1,신울산경남아너스빌,11,2,31710-543,84.7195,498,31710,8,,
14,"31,500",2013,2017,동부4길,00007,00003,31710,01,0,4319271,언양읍 동부리,0252,0008,31710,25330,1,동부그린힐,11,2,31710-610,136.08,252-8,31710,5,,
15,"18,000",2013,2017,동부4길,00007,00003,31710,01,0,4319271,언양읍 동부리,0252,0008,31710,25330,1,동부그린힐,11,10,31710-610,84.93,252-8,31710,4,,
16,"14,400",1999,2017,북문8길,00017,00000,31710,01,0,4319429,언양읍 동부리,0360,0001,31710,25330,1,언양동부주공,11,14,31710-110,49.85,360-1,31710,9,,
17,"31,900",2010,2017,북문11길,00009,00000,31710,01,0,4319419,언양읍 동부리,0498,0000,31710,25330,1,신울산경남아너스빌,11,16,31710-543,118.3019,498,31710,8,,
18,"31,900",2010,2017,북문11길,00009,00000,31710,01,0,4319419,언양읍 동부리,0498,0000,31710,25330,1,신울산경남아너스빌,11,17,31710-543,118.3019,498,31710,6,,
19,"40,000",2009,2017,헌양길,00202,00000,31710,01,0,4320091,언양읍 서부리,0401,0000,31710,25331,1,두산위브,11,1,31710-537,120.985,401,31710,15,,
20,"26,750",2013,2017,웃방천1길,00048,00000,31710,01,0,4319822,언양읍 서부리,0411,0000,31710,25331,1,서울산한신휴플러스,11,5,31710-604,72.3852,411,31710,9,,
21,"12,400",1996,2017,웃방천1길,00033,00000,31710,01,0,4319822,언양읍 서부리,0236,0000,31710,25331,1,삼성아파트,11,9,31710-56,59.91,236,31710,4,,
22,"9,000",1981,2017,헌양길,00170,00000,31710,01,0,4320091,언양읍 서부리,0177,0001,31710,25331,1,언양맨션,11,10,31710-112,56.57,177-1,31710,1,,
23,"26,250",2013,2017,웃방천1길,00048,00000,31710,01,0,4319822,언양읍 서부리,0411,0000,31710,25331,1,서울산한신휴플러스,11,10,31710-604,72.3852,411,31710,4,,
24,"12,500",1996,2017,웃방천1길,00033,00000,31710,01,0,4319822,언양읍 서부리,0236,0000,31710,25331,1,삼성아파트,11,16,31710-56,59.91,236,31710,7,,
25,"12,600",1996,2017,웃방천1길,00033,00000,31710,01,0,4319822,언양읍 서부리,0236,0000,31710,25331,1,삼성아파트,11,17,31710-56,59.91,236,31710,5,,
