,0,거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부,도로명지상지하코드
0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"32,000",2002,2017,북성로,00061,00000,47130,00,3305026,서부동,0019,0000,47130,10200,1,경주우방명사마을,11,29,47130-1,124.36,19,47130,5,,,
2,,"19,000",2013,2017,북문로,00118,00000,47130,03,3305025,성동동,0223,0001,47130,10400,1,노블리안,11,5,47130-962,84.73,223-1,47130,5,,,0
3,,"7,900",1985,2017,원효로26번길,00027,00000,47130,00,4715964,노서동,0173,0005,47130,10700,1,조은,11,20,47130-3,53.46,173-5,47130,1,,,
4,,"24,000",2007,2017,원효로,00079,00000,47130,03,3305048,노서동,0074,0000,47130,10700,1,그랜드파크,11,27,47130-900,89.64,74,47130,6,,,0
5,,"3,000",1997,2017,국민주택길34번길,00003,00000,47130,01,4715150,성건동,0620,0636,47130,10800,1,대신유니하우스,11,8,47130-123,21,620-636,47130,7,,,0
6,,"3,000",1997,2017,국민주택길34번길,00003,00000,47130,01,4715150,성건동,0620,0636,47130,10800,1,대신유니하우스,11,8,47130-123,21,620-636,47130,8,,,0
7,,"16,000",2007,2017,화랑로,00030,00000,47130,05,3305066,성건동,0351,0009,47130,10800,1,엔비빌,11,17,47130-889,84.8843,351-9,47130,4,,,0
8,,"20,000",2016,2017,동성로,00033,00001,47130,00,3305016,성건동,0352,0002,47130,10800,1,선파크,11,22,47130-1079,84.981,352-2,47130,7,,,0
9,,"12,450",1996,2017,충효녹지길,00142,00009,47130,00,4716182,충효동,2927,0000,47130,11400,1,대우1차,11,1,47130-15,59.964,2927,47130,12,,,
10,,"11,000",1996,2017,충효녹지길,00142,00009,47130,00,4716182,충효동,2927,0000,47130,11400,1,대우1차,11,6,47130-15,59.964,2927,47130,8,,,
11,,"29,800",2010,2017,태종로,00399,00000,47130,06,3305061,충효동,0053,0001,47130,11400,3,이안,11,15,47130-924,130.3169,가-53-1,47130,3,,,0
12,,"16,000",2004,2017,충효1길,00022,00010,47130,00,4716174,충효동,0044,0006,47130,11400,1,삼정그린뷰경주본가2단지,11,16,47130-133,72.4961,44-6,47130,7,,,0
13,,"10,000",1996,2017,충효녹지길,00142,00009,47130,00,4716182,충효동,2927,0000,47130,11400,1,대우1차,11,17,47130-15,59.964,2927,47130,3,,,
14,,"9,600",1996,2017,충효3길,00028,00003,47130,01,4716176,충효동,0270,0001,47130,11400,1,현대,11,21,47130-21,59.99,270-1,47130,5,,,0
15,,"15,000",1996,2017,충효녹지길,00142,00009,47130,00,4716182,충효동,2927,0000,47130,11400,1,대우1차,11,24,47130-15,84.954,2927,47130,3,,,
16,,"25,900",2010,2017,태종로,00399,00000,47130,06,3305061,충효동,0053,0001,47130,11400,3,이안,11,29,47130-924,84.9844,가-53-1,47130,8,,,0
17,,"9,700",1992,2017,유림로33번길,00010,00000,47130,00,4715983,황성동,0643,0006,47130,12400,1,삼익세라믹,11,1,47130-29,84.69,643-6,47130,7,,,
18,,"38,600",2016,2017,강변로,00540,00000,47130,05,3305004,황성동,1170,0000,47130,12400,1,e편한세상 황성,11,1,47130-1061,102.1593,1170,47130,5,,,0
19,,"9,300",1991,2017,용담로116번길,00015,00000,47130,01,4715898,황성동,0893,0000,47130,12400,1,황성주공2차,11,2,47130-50,39.3,893,47130,3,,,0
20,,"13,200",1992,2017,용담로92번길,00008,00003,47130,00,4715900,황성동,0447,0000,47130,12400,1,유원,11,5,47130-36,78.095,447,47130,6,,,
21,,"15,000",1991,2017,용담로92번길,00027,00000,47130,00,4715900,황성동,0533,0000,47130,12400,1,황성현대1차,11,6,47130-44,84.945,533,47130,4,,,0
22,,"9,500",1999,2017,유림로,00006,00009,47130,00,3305049,황성동,0634,0001,47130,12400,1,제일타운,11,7,47130-37,59.76,634-1,47130,10,,,0
23,,"13,300",1998,2017,황성로,00060,00000,47130,00,3305067,황성동,0277,0006,47130,12400,1,황성현대5,11,7,47130-47,59.985,277-6,47130,1,,,
24,,"19,900",1996,2017,황성로69번길,00038,00006,47130,00,4716328,황성동,0557,0000,47130,12400,1,한신,11,7,47130-43,125.09,557,47130,16,,,
25,,"12,800",1997,2017,황성로69번길,00018,00000,47130,01,4716328,황성동,0552,0002,47130,12400,1,청우4차(401동),11,8,47130-40,59.98,552-2,47130,19,,,0
26,,"11,400",1990,2017,용담로,00024,00025,47130,01,3305082,황성동,0336,0003,47130,12400,1,우주타운,11,10,47130-35,83.07,336-3,47130,2,,,0
27,,"17,600",1998,2017,황성로,00060,00000,47130,00,3305067,황성동,0277,0006,47130,12400,1,황성현대5,11,10,47130-47,84.6,277-6,47130,9,,,
28,,"8,750",2002,2017,용담로92번길,00065,00015,47130,01,4715900,황성동,0562,0002,47130,12400,1,한길골든빌,11,11,47130-138,48.4895,562-2,47130,13,,,0
29,,"19,500",1996,2017,황성로69번길,00038,00006,47130,00,4716328,황성동,0557,0000,47130,12400,1,한신,11,13,47130-43,125.09,557,47130,4,,,
30,,"18,000",1998,2017,황성로,00060,00000,47130,00,3305067,황성동,0277,0006,47130,12400,1,황성현대5,11,14,47130-47,84.6,277-6,47130,17,,,
31,,"9,500",1986,2017,황성로16번길,00039,00000,47130,01,4716323,황성동,0295,0000,47130,12400,1,황성주공1차,11,14,47130-49,39.72,295,47130,2,,,0
32,,"18,900",1998,2017,황성로,00060,00000,47130,00,3305067,황성동,0277,0006,47130,12400,1,황성현대5,11,14,47130-47,84.6,277-6,47130,15,,,
33,,"11,300",1991,2017,원지길,00004,00000,47130,01,4715930,황성동,0241,0001,47130,12400,1,청우1차(101동),11,16,47130-41,82.21,241-1,47130,6,,,0
34,,"15,900",1997,2017,황성로69번길,00010,00000,47130,01,4716328,황성동,0241,0004,47130,12400,1,청우3차(301~303동),11,17,47130-39,84.745,241-4,47130,5,,,0
35,,"35,250",2016,2017,강변로,00540,00000,47130,05,3305004,황성동,1170,0000,47130,12400,1,e편한세상 황성,11,17,47130-1061,84.9863,1170,47130,14,,,0
36,,"18,100",1998,2017,황성로,00060,00000,47130,00,3305067,황성동,0277,0006,47130,12400,1,황성현대5,11,17,47130-47,84.6,277-6,47130,2,,,
37,,"10,250",1986,2017,황성로16번길,00039,00000,47130,01,4716323,황성동,0295,0000,47130,12400,1,황성주공1차,11,18,47130-49,46.74,295,47130,1,,,0
38,,"36,400",2009,2017,광중길,00073,00016,47130,01,4715107,황성동,1163,0000,47130,12400,1,현진에버빌1차,11,18,47130-913,132.745,1163,47130,10,,,0
39,,"22,000",1995,2017,용담로116번길,00061,00005,47130,00,4715898,황성동,0545,0000,47130,12400,1,"신흥로얄맨션2차(102,103동)",11,22,47130-33,115.29,545,47130,1,,,
40,,"36,100",2009,2017,광중길,00073,00016,47130,01,4715107,황성동,1163,0000,47130,12400,1,현진에버빌1차,11,24,47130-913,132.411,1163,47130,12,,,0
41,,"10,000",1986,2017,황성로16번길,00039,00000,47130,01,4716323,황성동,0295,0000,47130,12400,1,황성주공1차,11,25,47130-49,47.1,295,47130,2,,,0
42,,"11,000",1992,2017,유림로33번길,00010,00000,47130,00,4715983,황성동,0643,0006,47130,12400,1,삼익세라믹,11,27,47130-29,81.27,643-6,47130,10,,,
43,,"31,750",2016,2017,강변로,00540,00000,47130,05,3305004,황성동,1170,0000,47130,12400,1,e편한세상 황성,11,27,47130-1061,84.9367,1170,47130,12,,,0
44,,"15,700",1991,2017,용담로92번길,00027,00000,47130,00,4715900,황성동,0533,0000,47130,12400,1,황성현대1차,11,28,47130-44,84.945,533,47130,3,,,0
45,,"37,200",2009,2017,광중길,00073,00016,47130,01,4715107,황성동,1163,0000,47130,12400,1,현진에버빌1차,11,28,47130-913,162.06,1163,47130,2,,,0
46,,"8,300",1993,2017,승삼2길,00008,00000,47130,01,4715730,용강동,1291,0000,47130,12500,1,계림시영,11,1,47130-52,49.2,1291,47130,10,,,0
47,,"28,500",2010,2017,다불로,00049,00000,47130,01,3305013,용강동,1384,0000,47130,12500,1,삼환나우빌,11,1,47130-926,84.95,1384,47130,15,,,0
48,,"11,650",1995,2017,토용길6번길,00010,00000,47130,00,4716220,용강동,1328,0006,47130,12500,1,대신3,11,1,47130-53,59.88,1328-6,47130,1,,,0
49,,"14,390",1995,2017,토용길6번길,00010,00000,47130,00,4716220,용강동,1328,0006,47130,12500,1,대신3,11,2,47130-53,85,1328-6,47130,9,,,0
50,,"26,300",2013,2017,용황로10길,00042,00000,47130,01,4730201,용강동,1703,0000,47130,12500,1,용황kcc스위첸,11,4,47130-961,84.381,1703,47130,4,,,0
51,,"10,500",1993,2017,소금강로29번길,00028,00000,47130,00,4715677,용강동,1348,0000,47130,12500,1,대신맨션2차,11,5,47130-55,59.9675,1348,47130,18,,,0
52,,"13,600",1996,2017,승삼1길,00016,00000,47130,01,4715729,용강동,1300,0000,47130,12500,1,서한타운,11,6,47130-58,75.22,1300,47130,6,,,0
53,,"23,000",2013,2017,용황로10길,00042,00000,47130,01,4730201,용강동,1703,0000,47130,12500,1,용황kcc스위첸,11,7,47130-961,72.947,1703,47130,7,,,0
54,,"28,200",2017,2017,용황로7길,00008,00000,47130,00,4730198,용강동,1611,0000,47130,12500,1,협성휴포레 용황,11,7,47130-1100,84.8592,1611,47130,9,,,0
55,,"12,000",1993,2017,승삼2길,00046,00000,47130,01,4715730,용강동,1291,0003,47130,12500,1,보우근화,11,9,47130-56,65.88,1291-3,47130,1,,,0
56,,"29,000",2017,2017,용황로7길,00008,00000,47130,00,4730198,용강동,1611,0000,47130,12500,1,협성휴포레 용황,11,12,47130-1100,84.8592,1611,47130,13,,,0
57,,"8,200",1993,2017,승삼2길,00008,00000,47130,01,4715730,용강동,1291,0000,47130,12500,1,계림시영,11,15,47130-52,49.2,1291,47130,14,,,0
58,,"12,600",1996,2017,승삼1길,00016,00000,47130,01,4715729,용강동,1300,0000,47130,12500,1,서한타운,11,15,47130-58,84.91,1300,47130,1,,,0
59,,"10,000",1993,2017,승삼2길,00008,00000,47130,01,4715730,용강동,1291,0000,47130,12500,1,계림시영,11,20,47130-52,49.2,1291,47130,12,,,0
60,,"11,000",1995,2017,토용길6번길,00010,00000,47130,00,4716220,용강동,1328,0006,47130,12500,1,대신3,11,21,47130-53,59.88,1328-6,47130,10,,,0
61,,"16,400",1993,2017,승삼1길,00009,00000,47130,01,4715729,용강동,1289,0000,47130,12500,1,경주청구,11,27,47130-51,84.96,1289,47130,3,,,0
62,,"10,800",1996,2017,승삼1길,00016,00000,47130,01,4715729,용강동,1300,0000,47130,12500,1,서한타운,11,27,47130-58,75.22,1300,47130,3,,,0
63,,"9,000",1993,2017,승삼2길,00008,00000,47130,01,4715730,용강동,1291,0000,47130,12500,1,계림시영,11,28,47130-52,49.2,1291,47130,15,,,0
64,,"15,000",1997,2017,백률로57번길,00022,00000,47130,00,4730228,동천동,0681,0001,47130,12600,1,경주우방타운,11,2,47130-64,75.6,681-1,47130,6,,,
65,,"14,000",1997,2017,백률로57번길,00022,00000,47130,00,4730228,동천동,0681,0001,47130,12600,1,경주우방타운,11,6,47130-64,59.99,681-1,47130,7,,,
66,,"15,700",1994,2017,초당길55번길,00010,00000,47130,00,4716169,동천동,0944,0001,47130,12600,1,삼성101동,11,7,47130-68,84.97,944-1,47130,12,,,
67,,"16,100",1992,2017,대안길35번길,00012,00001,47130,01,4715279,동천동,0702,0012,47130,12600,1,우주로얄맨션,11,9,47130-72,84.66,702-12,47130,11,,,0
68,,"13,200",2007,2017,알천북로183번길,00008,00000,47130,01,4715787,동천동,0704,0264,47130,12600,1,동보자연뜰,11,9,47130-893,59.4492,704-264,47130,4,,,0
69,,"45,500",2010,2017,백률로,00007,00000,47130,01,3305089,동천동,0989,0000,47130,12600,1,푸르지오,11,21,47130-920,125.12,989,47130,9,,,0
70,,"48,500",2010,2017,백률로,00007,00000,47130,01,3305089,동천동,0989,0000,47130,12600,1,푸르지오,11,23,47130-920,149.024,989,47130,9,,,0
71,,"10,000",1995,2017,탈해로5번길,00006,00005,47130,01,4716201,동천동,0912,0000,47130,12600,1,삼성301동,11,29,47130-70,59.76,912,47130,1,,,0
72,,"20,000",2016,2017,구매두림길,00024,00000,47130,00,4715119,시래동,1006,0006,47130,13000,1,해밀튼카운티시래102동,11,1,47130-1076,84.8164,1006-6,47130,2,,,0
73,,"9,200",2002,2017,구매3길,00029,00000,47130,01,4715118,시래동,1006,0000,47130,13000,1,국태그린빌,11,8,47130-153,59.9369,1006,47130,1,,,0
74,,"20,000",2016,2017,구매두림길,00024,00000,47130,00,4715119,시래동,1006,0006,47130,13000,1,해밀튼카운티시래102동,11,15,47130-1076,84.8164,1006-6,47130,3,,,0
75,,"9,000",2002,2017,구매3길,00029,00000,47130,01,4715118,시래동,1006,0000,47130,13000,1,국태그린빌,11,27,47130-153,59.9369,1006,47130,4,,,0
