,거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부
0,"16,000",2005,2017,능포로4길,00023,00000,48310,01,0,4811135,능포동,0219,0007,48310,10100,1,라인라데팡스,9,1,48310-236,59.8855,219-7,48310,10,,
1,"15,800",1999,2017,능포로2길,00038,00000,48310,01,0,4811134,능포동,0224,0000,48310,10100,1,옥명대우,9,4,48310-14,84.962,224,48310,2,,
2,"20,500",2000,2017,능포로4길,00005,00000,48310,01,0,4811135,능포동,0727,0002,48310,10100,1,동헌하이츠,9,9,48310-10,135.29,727-2,48310,9,,
3,"17,900",2006,2017,능포로2길,00062,00000,48310,01,0,4811134,능포동,0335,0000,48310,10100,1,롯데캐슬아일랜드,9,11,48310-563,84.951,335,48310,2,,
4,"20,600",2006,2017,능포로2길,00062,00000,48310,01,0,4811134,능포동,0335,0000,48310,10100,1,롯데캐슬아일랜드,9,13,48310-563,84.406,335,48310,13,,
5,"15,300",2003,2017,능포로2길,00038,00000,48310,01,0,4811134,능포동,0224,0000,48310,10100,1,옥명대우(2차),9,16,48310-133,68.734,224,48310,4,,
6,"9,250",1998,2017,장승로,00026,00000,48310,01,0,3337039,장승포동,0631,0000,48310,10200,1,장승포주공(마전마을),9,10,48310-153,59.99,631,48310,11,,
7,"13,300",1997,2017,장승포로,00007,00000,48310,01,0,3337041,장승포동,0518,0004,48310,10200,1,한일비치맨션,9,11,48310-3,64.8,518-4,48310,11,,
8,"10,000",1998,2017,장승로,00026,00000,48310,01,0,3337039,장승포동,0631,0000,48310,10200,1,장승포주공(마전마을),9,22,48310-153,59.99,631,48310,2,,
9,"23,800",2014,2017,아주2로,00138,00000,48310,01,0,3337069,아주동,1575,0000,48310,10500,1,아주e편한세상1단지,9,1,48310-704,84.9646,1575,48310,14,,
10,"10,000",2001,2017,탑곡로2길,00017,00000,48310,01,0,4811692,아주동,0370,0001,48310,10500,1,미진참사랑,9,2,48310-194,59.9673,370-1,48310,15,,
11,"19,000",2015,2017,용소1길,00017,00017,48310,00,0,4811540,아주동,1000,0000,48310,10500,1,거제마린푸르지오1단지,9,2,48310-713,74.5397,1000,48310,3,,
12,"23,400",2015,2017,용소1길,00017,00017,48310,00,0,4811540,아주동,1000,0000,48310,10500,1,거제마린푸르지오1단지,9,2,48310-713,84.7557,1000,48310,6,,
13,"19,300",2015,2017,용소1길,00017,00017,48310,00,0,4811540,아주동,1000,0000,48310,10500,1,거제마린푸르지오1단지,9,3,48310-713,74.5397,1000,48310,2,,
14,"22,800",2015,2017,용소1길,00017,00017,48310,00,0,4811540,아주동,1000,0000,48310,10500,1,거제마린푸르지오1단지,9,4,48310-713,84.7557,1000,48310,4,,
15,"23,000",2014,2017,아주2로,00138,00000,48310,01,0,3337069,아주동,1575,0000,48310,10500,1,아주e편한세상1단지,9,6,48310-704,84.9513,1575,48310,1,,
16,"19,500",2014,2017,아주2로,00138,00000,48310,01,0,3337069,아주동,1575,0000,48310,10500,1,아주e편한세상1단지,9,6,48310-704,59.9873,1575,48310,14,,
17,"17,300",2005,2017,아주로,00073,00000,48310,01,0,3337026,아주동,1200,0000,48310,10500,1,석호해와루,9,8,48310-546,75.9032,1200,48310,14,,
18,"23,500",2014,2017,아주2로,00137,00000,48310,01,0,3337069,아주동,1392,0000,48310,10500,1,아주e편한세상2단지,9,8,48310-707,84.9513,1392,48310,13,,
19,"20,500",2008,2017,용소1길,00085,00000,48310,01,0,4811540,아주동,0744,0001,48310,10500,1,거제아주현진에버빌,9,8,48310-589,84.993,744-1,48310,8,,
20,"19,000",2014,2017,아주2로,00138,00000,48310,01,0,3337069,아주동,1575,0000,48310,10500,1,아주e편한세상1단지,9,11,48310-704,59.9725,1575,48310,12,,
21,"21,900",2014,2017,아주로,00063,00000,48310,01,0,3337026,아주동,0299,0000,48310,10500,1,미진이지비아,9,13,48310-706,84.2965,299,48310,14,,
22,"15,500",2005,2017,용소7길,00020,00000,48310,01,0,4811546,아주동,0890,0000,48310,10500,1,숲속의아침,9,15,48310-156,84.2071,890,48310,9,,
23,"21,300",2010,2017,아주2로2길,00013,00000,48310,01,0,4811399,아주동,1020,0000,48310,10500,1,대동다숲2단지,9,15,48310-610,84.9084,1020,48310,1,,
24,"23,800",2010,2017,아주2로4길,00010,00000,48310,01,0,4811400,아주동,1011,0000,48310,10500,1,대동다숲1단지,9,16,48310-609,84.9084,1011,48310,8,,
25,"15,700",2007,2017,탑곡로4길,00007,00000,48310,01,0,4811693,아주동,0320,0059,48310,10500,1,덕진3차휴먼빌,9,17,48310-573,84.9908,320-59,48310,11,,
26,"17,000",2012,2017,아주로,00100,00010,48310,01,0,3337026,아주동,1682,0000,48310,10500,1,덕산아내1차,9,18,48310-655,59.9652,1682,48310,6,,
27,"19,600",2014,2017,아주2로,00137,00000,48310,01,0,3337069,아주동,1392,0000,48310,10500,1,아주e편한세상2단지,9,21,48310-707,59.9725,1392,48310,11,,
28,"39,000",2010,2017,아주2로2길,00013,00000,48310,01,0,4811399,아주동,1020,0000,48310,10500,1,대동다숲2단지,9,22,48310-610,128.3555,1020,48310,15,,
29,"21,700",2013,2017,아주로,00116,00007,48310,01,0,3337026,아주동,1680,0008,48310,10500,1,덕산아내프리미엄3차,9,23,48310-678,84.7023,1680-8,48310,13,,
30,"23,700",2014,2017,아주2로,00137,00000,48310,01,0,3337069,아주동,1392,0000,48310,10500,1,아주e편한세상2단지,9,24,48310-707,84.9646,1392,48310,8,,
31,"18,000",2012,2017,아주로,00100,00010,48310,01,0,3337026,아주동,1682,0000,48310,10500,1,덕산아내1차,9,25,48310-655,59.9652,1682,48310,4,,
32,"23,000",2014,2017,아주2로,00137,00000,48310,01,0,3337069,아주동,1392,0000,48310,10500,1,아주e편한세상2단지,9,25,48310-707,84.9646,1392,48310,16,,
33,"23,100",2014,2017,아주2로,00138,00000,48310,01,0,3337069,아주동,1575,0000,48310,10500,1,아주e편한세상1단지,9,26,48310-704,84.9455,1575,48310,8,,
34,"20,500",2008,2017,용소1길,00085,00000,48310,01,0,4811540,아주동,0744,0001,48310,10500,1,거제아주현진에버빌,9,27,48310-589,84.993,744-1,48310,7,,
35,"17,950",2012,2017,아주로,00100,00010,48310,01,0,3337026,아주동,1682,0000,48310,10500,1,덕산아내1차,9,28,48310-655,59.9652,1682,48310,13,,
36,"9,200",1994,2017,거제대로,03697,00025,48310,05,0,2006004,옥포동,0233,0000,48310,10600,1,삼도로얄맨션,9,1,48310-37,59.93,233,48310,13,,
37,"10,000",1999,2017,옥포대첩로,00085,00000,48310,01,0,3337030,옥포동,0764,0000,48310,10600,1,미진무지개,9,1,48310-176,59.91,764,48310,11,,
38,"9,300",1994,2017,거제대로,03697,00019,48310,05,0,2006004,옥포동,0222,0000,48310,10600,1,그린파크맨션,9,2,48310-22,59.99,222,48310,3,,
39,"26,200",2016,2017,성산로,00042,00000,48310,01,0,3337020,옥포동,0878,0004,48310,10600,1,e편한세상옥포아파트2단지,9,2,48310-758,84.97,878-4,48310,2,,
40,"37,650",2016,2017,성산로,00033,00000,48310,01,0,3337020,옥포동,0874,0011,48310,10600,1,e편한세상옥포아파트1단지,9,4,48310-757,115.31,874-11,48310,3,,
41,"38,000",2016,2017,성산로,00033,00000,48310,01,0,3337020,옥포동,0874,0011,48310,10600,1,e편한세상옥포아파트1단지,9,4,48310-757,115.31,874-11,48310,22,,
