,거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부
0,"8,900",1988,2017,이순신광장로,00220,00000,46130,01,0,3282068,종화동,0990,0002,46130,10100,1,태양맨션,2,8,46130-1,54.84,990-2,46130,8,,
1,"8,400",1988,2017,이순신광장로,00220,00000,46130,01,0,3282068,종화동,0990,0002,46130,10100,1,태양맨션,2,24,46130-1,82.26,990-2,46130,4,,
2,"15,500",2003,2017,진남로,00144,00000,46130,01,0,3282073,공화동,1158,0000,46130,10300,1,해름빌라1동,2,22,46130-86,112.05,1158,46130,2,,
3,"5,750",1983,2017,연등8길,00033,00000,46130,01,0,4646705,연등동,0722,0004,46130,11100,1,삼송맨션,2,13,46130-6,68.49,722-4,46130,4,,
4,"9,050",1991,2017,좌수영로,00205,00000,46130,02,0,3282069,광무동,0928,0014,46130,11200,1,럭키,2,16,46130-9,78.83,928-14,46130,8,,
5,"7,000",2000,2017,봉강서1길,00038,00000,46130,01,0,4646419,봉강동,0471,0000,46130,11400,1,해태동백타운,2,2,46130-10,59.97,471,46130,3,,
6,"13,000",2002,2017,남산로,00056,00000,46130,02,0,3282010,남산동,0025,0004,46130,11600,1,남산비치,2,5,46130-13,59.683,25-4,46130,4,,
7,"6,800",1996,2017,구봉길,00029,00000,46130,01,0,4646118,국동,1104,0000,46130,11700,1,국동경남,2,1,46130-14,51.846,1104,46130,1,,
8,"7,200",1996,2017,구봉길,00079,00000,46130,01,0,4646118,국동,0857,0000,46130,11700,1,라인1,2,4,46130-18,59.95,857,46130,7,,
9,"20,450",2013,2017,신월로,00655,00000,46130,04,0,3282045,국동,0438,0000,46130,11700,1,서희스타힐스,2,4,46130-344,75.5047,438,46130,22,,
10,"5,000",1981,2017,신월로,00641,00000,46130,04,0,3282045,국동,1010,0000,46130,11700,1,국동주공,2,5,46130-21,41.99,1010,46130,5,,
11,"12,500",2013,2017,신월로,00655,00000,46130,04,0,3282045,국동,0438,0000,46130,11700,1,서희스타힐스,2,6,46130-344,59.8304,438,46130,10,,
12,"7,600",1996,2017,구봉길,00079,00000,46130,01,0,4646118,국동,0857,0000,46130,11700,1,라인1,2,7,46130-18,59.95,857,46130,2,,
13,"17,500",2013,2017,신월로,00655,00000,46130,04,0,3282045,국동,0438,0000,46130,11700,1,서희스타힐스,2,7,46130-344,59.8304,438,46130,13,,
14,"17,300",2013,2017,신월로,00655,00000,46130,04,0,3282045,국동,0438,0000,46130,11700,1,서희스타힐스,2,9,46130-344,59.8304,438,46130,10,,
15,"8,250",1997,2017,구봉길,00075,00000,46130,01,0,4646118,국동,0864,0007,46130,11700,1,라인2,2,10,46130-19,59.95,864-7,46130,11,,
16,"18,400",2013,2017,신월로,00655,00000,46130,04,0,3282045,국동,0438,0000,46130,11700,1,서희스타힐스,2,11,46130-344,75.5047,438,46130,1,,
17,"5,550",1991,2017,구봉길,00041,00000,46130,00,,4646118,국동,1103,0000,46130,11700,1,국동구봉,2,16,46130-15,46.71,1103,46130,1,,
18,"26,400",2013,2017,신월로,00655,00000,46130,04,0,3282045,국동,0438,0000,46130,11700,1,서희스타힐스,2,18,46130-344,84.8092,438,46130,23,,
19,"7,570",1996,2017,구봉길,00079,00000,46130,01,0,4646118,국동,0857,0000,46130,11700,1,라인1,2,20,46130-18,59.95,857,46130,2,,
20,"16,100",2013,2017,신월로,00655,00000,46130,04,0,3282045,국동,0438,0000,46130,11700,1,서희스타힐스,2,21,46130-344,59.8304,438,46130,2,,
21,"8,400",1997,2017,구봉길,00075,00000,46130,01,0,4646118,국동,0864,0007,46130,11700,1,라인2,2,24,46130-19,59.95,864-7,46130,11,,
22,"3,000",1989,2017,구봉산길,00052,00000,46130,02,0,4646119,국동,0800,0000,46130,11700,1,중앙하이츠,2,27,46130-22,42.84,800,46130,4,,
23,"17,200",2013,2017,신월로,00655,00000,46130,04,0,3282045,국동,0438,0000,46130,11700,1,서희스타힐스,2,27,46130-344,59.8304,438,46130,4,,
24,"3,500",1989,2017,구봉산길,00052,00000,46130,02,0,4646119,국동,0800,0000,46130,11700,1,중앙하이츠,2,28,46130-22,52.04,800,46130,5,,
25,"9,500",1993,2017,신월2길,00035,00000,46130,01,0,4646623,신월동,0001,0004,46130,11800,1,대주,2,6,46130-25,74.54,1-4,46130,13,,
26,"16,500",1992,2017,신월로,00561,00008,46130,00,,3282045,신월동,0060,0000,46130,11800,1,금호타운,2,8,46130-24,134.74,60,46130,12,,
27,"8,200",1992,2017,신월로,00561,00008,46130,00,,3282045,신월동,0060,0000,46130,11800,1,금호타운,2,15,46130-24,58.69,60,46130,5,,
28,"15,300",1993,2017,신월2길,00035,00000,46130,01,0,4646623,신월동,0001,0004,46130,11800,1,대주,2,28,46130-25,84.99,1-4,46130,8,,
29,"7,000",1989,2017,여서2로,00039,00000,46130,01,0,3282052,여서동,0241,0000,46130,11900,1,여서주공1차,2,1,46130-30,39.3,241,46130,2,,
30,"5,800",1989,2017,여서2로,00039,00000,46130,01,0,3282052,여서동,0241,0000,46130,11900,1,여서주공1차,2,3,46130-30,39.69,241,46130,3,,
31,"10,500",1991,2017,여서로,00134,00000,46130,01,0,3282053,여서동,0489,0001,46130,11900,1,현대건설,2,3,46130-32,62.265,489-1,46130,1,,
32,"13,800",1992,2017,장군산길,00010,00000,46130,01,0,4646804,여서동,0043,0003,46130,11900,1,경남2차,2,4,46130-27,73.844,43-3,46130,10,,
33,"5,800",1989,2017,여서2로,00039,00000,46130,01,0,3282052,여서동,0241,0000,46130,11900,1,여서주공1차,2,4,46130-30,39.3,241,46130,4,,
34,"16,500",1991,2017,여서로,00134,00000,46130,01,0,3282053,여서동,0489,0001,46130,11900,1,현대건설,2,6,46130-32,84.94,489-1,46130,1,,
35,"16,000",1989,2017,여서2로,00020,00000,46130,00,,3282052,여서동,0238,0000,46130,11900,1,여서동금호,2,8,46130-28,84.79,238,46130,14,,
36,"13,950",1989,2017,여서2로,00020,00000,46130,00,,3282052,여서동,0238,0000,46130,11900,1,여서동금호,2,8,46130-28,84.79,238,46130,8,,
37,"14,600",1991,2017,여문2로,00191,00000,46130,00,,3282050,여서동,0483,0000,46130,11900,1,현대산업,2,17,46130-33,84.98,483,46130,9,,
38,"17,000",1994,2017,여문2로,00197,00000,46130,01,0,3282050,여서동,0484,0000,46130,11900,1,현대산업3,2,17,46130-35,84.785,484,46130,2,,
39,"13,900",1992,2017,장군산길,00010,00000,46130,01,0,4646804,여서동,0043,0003,46130,11900,1,경남2차,2,21,46130-27,84.9,43-3,46130,11,,
40,"6,300",1989,2017,여서2로,00039,00000,46130,01,0,3282052,여서동,0241,0000,46130,11900,1,여서주공1차,2,22,46130-30,46.68,241,46130,4,,
41,"12,100",1991,2017,여문2로,00191,00000,46130,01,0,3282050,여서동,0480,0004,46130,11900,1,현대산업2,2,22,46130-34,70.185,480-4,46130,11,,
42,"4,600",1990,2017,여서2로,00040,00000,46130,01,0,3282052,여서동,0370,0000,46130,11900,1,여서주공2차,2,22,46130-31,47.01,370,46130,2,,
43,"7,700",1990,2017,여서2로,00040,00000,46130,01,0,3282052,여서동,0370,0000,46130,11900,1,여서주공2차,2,23,46130-31,46.68,370,46130,4,,
44,"14,400",1989,2017,여서로,00304,00000,46130,00,,3282053,여서동,0043,0012,46130,11900,1,경남1,2,27,46130-26,84.97,43-12,46130,15,,
45,"12,500",1991,2017,여서로,00134,00000,46130,01,0,3282053,여서동,0489,0001,46130,11900,1,현대건설,2,28,46130-32,74.365,489-1,46130,9,,
46,"17,500",1994,2017,여문2로,00197,00000,46130,01,0,3282050,여서동,0484,0000,46130,11900,1,현대산업3,2,28,46130-35,84.785,484,46130,5,,
47,"9,700",2002,2017,문수북5길,00016,00000,46130,01,0,4646371,문수동,0008,0008,46130,12000,1,문수그린아파트,2,4,46130-92,49.9528,8-8,46130,6,,
48,"7,900",1988,2017,문수북3길,00008,00000,46130,01,0,4646369,문수동,0005,0001,46130,12000,1,진영맨션,2,7,46130-38,84.87,5-1,46130,4,,
49,"12,800",1991,2017,허문정1길,00018,00000,46130,00,0,4646967,문수동,0675,0001,46130,12000,1,흥화,2,7,46130-40,84.96,675-1,46130,4,,
50,"29,000",2009,2017,문수1길,00026,00000,46130,01,0,4646356,문수동,0928,0000,46130,12000,1,피오레,2,14,46130-311,128.4489,928,46130,9,,
51,"8,600",2002,2017,문수북5길,00016,00000,46130,01,0,4646371,문수동,0008,0008,46130,12000,1,문수그린아파트,2,15,46130-92,49.9528,8-8,46130,1,,
52,"14,200",1991,2017,허문정1길,00018,00000,46130,00,0,4646967,문수동,0675,0001,46130,12000,1,흥화,2,16,46130-40,84.96,675-1,46130,5,,
53,"9,650",2002,2017,문수북5길,00016,00000,46130,01,0,4646371,문수동,0008,0008,46130,12000,1,문수그린아파트,2,16,46130-92,49.9528,8-8,46130,3,,
54,"9,550",2002,2017,문수북5길,00016,00000,46130,01,0,4646371,문수동,0008,0008,46130,12000,1,문수그린아파트,2,17,46130-92,49.9528,8-8,46130,12,,
55,"9,600",2002,2017,문수북5길,00016,00000,46130,01,0,4646371,문수동,0008,0008,46130,12000,1,문수그린아파트,2,19,46130-92,49.9528,8-8,46130,6,,
56,"14,150",1991,2017,허문정1길,00018,00000,46130,00,0,4646967,문수동,0675,0001,46130,12000,1,흥화,2,20,46130-40,84.96,675-1,46130,8,,
57,"33,000",2008,2017,여문2로,00054,00026,46130,02,0,3282050,문수동,0787,0000,46130,12000,1,문수코아루수,2,22,46130-305,146.2982,787,46130,13,,
58,"8,450",1990,2017,여문2로,00133,00000,46130,02,0,3282050,문수동,0170,0000,46130,12000,1,무궁화,2,23,46130-36,73.2,170,46130,5,,
