,거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부,"1동,2동"
0,"42,500",1998,2017,용호2로,00051,00000,41410,01,0,3200022,당동,0873,0000,41410,10100,1,쌍용(873),7,1,41410-7,125,873,41410,6,,,
1,"38,000",1997,2017,용호2로54번길,00011,00000,41410,01,0,4400307,당동,0886,0000,41410,10100,1,주공3(886),7,1,41410-15,84.79,886,41410,6,,,
2,"30,900",2006,2017,당동로21번길,00034,00000,41410,01,0,4400130,당동,0791,0001,41410,10100,1,무지개마을2차케이씨씨아파트,7,2,41410-1238,84.9586,791-1,41410,2,,,
3,"36,000",2003,2017,금당로17번길,00009,00000,41410,01,0,4400090,당동,0954,0000,41410,10100,1,무지개마을대림,7,3,41410-103,84.87,954,41410,5,,,
4,"40,500",2005,2017,용호1로21번길,00015,00000,41410,01,0,4400299,당동,0979,0001,41410,10100,1,용호마을e-편한세상,7,3,41410-1225,84.969,979-1,41410,3,,,
5,"23,650",1997,2017,용호2로,00011,00000,41410,01,0,3200022,당동,0874,0000,41410,10100,1,주공2단지(874),7,3,41410-124,49.59,874,41410,11,,,
6,"43,000",1998,2017,용호2로,00051,00000,41410,01,0,3200022,당동,0873,0000,41410,10100,1,쌍용(873),7,4,41410-7,99.825,873,41410,13,,,
7,"35,500",2003,2017,용호1로,00057,00000,41410,01,0,3200021,당동,0957,0001,41410,10100,1,용호마을쌍용,7,4,41410-24,84.8354,957-1,41410,4,,,
8,"39,500",2005,2017,용호1로21번길,00015,00000,41410,01,0,4400299,당동,0979,0001,41410,10100,1,용호마을e-편한세상,7,5,41410-1225,84.969,979-1,41410,4,,,
9,"30,000",1997,2017,용호2로,00011,00000,41410,01,0,3200022,당동,0874,0000,41410,10100,1,주공2단지(874),7,6,41410-124,59.99,874,41410,5,,,
10,"26,900",2002,2017,고산로250번길,00032,00000,41410,01,0,4400009,당동,0902,0000,41410,10100,1,덕산103동(902),7,7,41410-23,59.9931,902,41410,13,,,
11,"28,750",1997,2017,용호2로54번길,00011,00000,41410,01,0,4400307,당동,0886,0000,41410,10100,1,주공3(886),7,8,41410-15,59.8,886,41410,1,,,
12,"34,500",2003,2017,금당로17번길,00009,00000,41410,01,0,4400090,당동,0954,0000,41410,10100,1,무지개마을대림,7,10,41410-103,84.87,954,41410,19,,,
13,"33,500",2003,2017,금당로17번길,00009,00000,41410,01,0,4400090,당동,0954,0000,41410,10100,1,무지개마을대림,7,11,41410-103,84.87,954,41410,5,,,
14,"21,650",1997,2017,용호2로,00011,00000,41410,01,0,3200022,당동,0874,0000,41410,10100,1,주공2단지(874),7,11,41410-124,49.59,874,41410,1,,,
15,"11,500",1987,2017,금당로22번길,00003,00013,41410,01,0,4400092,당동,0790,0000,41410,10100,1,건국,7,12,41410-1,34.91,790,41410,5,,,
16,"24,400",1997,2017,용호2로,00011,00000,41410,01,0,3200022,당동,0874,0000,41410,10100,1,주공2단지(874),7,12,41410-124,49.59,874,41410,9,,,
17,"30,000",1997,2017,용호2로54번길,00011,00000,41410,01,0,4400307,당동,0886,0000,41410,10100,1,주공3(886),7,12,41410-15,59.8,886,41410,6,,,
18,"48,500",2003,2017,용호1로,00055,00000,41410,01,0,3200021,당동,0957,0002,41410,10100,1,용호마을엘지,7,13,41410-25,125.9349,957-2,41410,17,,,
19,"29,950",1997,2017,용호2로,00036,00000,41410,01,0,3200022,당동,0885,0000,41410,10100,1,주공4(885),7,14,41410-16,59.99,885,41410,6,,,
20,"32,750",2003,2017,용호1로46번길,00003,00000,41410,01,0,4400303,당동,0960,0004,41410,10100,1,용호마을동문 301동,7,14,41410-26,84.1226,960-4,41410,3,,,
21,"41,500",1998,2017,용호2로,00051,00000,41410,01,0,3200022,당동,0873,0000,41410,10100,1,쌍용(873),7,15,41410-7,99.825,873,41410,20,,,
22,"27,700",2006,2017,군포로510번길,00025,00000,41410,01,0,4400040,당동,0780,0002,41410,10100,1,당동누리에뜰해밀,7,15,41410-1246,82.25,780-2,41410,11,,,
23,"34,500",2003,2017,용호1로,00057,00000,41410,01,0,3200021,당동,0957,0001,41410,10100,1,용호마을쌍용,7,15,41410-24,84.8354,957-1,41410,10,,,
24,"28,500",1997,2017,용호2로54번길,00011,00000,41410,01,0,4400307,당동,0886,0000,41410,10100,1,주공3(886),7,15,41410-15,59.8,886,41410,1,,,
25,"29,800",1997,2017,용호2로54번길,00011,00000,41410,01,0,4400307,당동,0886,0000,41410,10100,1,주공3(886),7,15,41410-15,59.8,886,41410,2,,,
26,"35,800",1997,2017,용호2로54번길,00011,00000,41410,01,0,4400307,당동,0886,0000,41410,10100,1,주공3(886),7,15,41410-15,84.79,886,41410,5,,,
27,"14,000",1986,2017,산본로198번길,00018,00000,41410,01,0,4400225,당동,0746,0022,41410,10100,1,은성(746-22),7,15,41410-11,45.64,746-22,41410,1,,,
28,"44,500",1998,2017,용호2로,00051,00000,41410,01,0,3200022,당동,0873,0000,41410,10100,1,쌍용(873),7,17,41410-7,125,873,41410,1,,,
