,거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부,"1동,2동"
0,"5,100",1991,2017,구교언덕길,00024,00002,42830,01,0,4505024,양양읍 구교리,0105,0001,42830,25022,1,로얄타워맨션,4,7,42830-3,59.57,105-1,42830,2,,,
1,"7,500",1995,2017,북문길,00039,00000,42830,01,0,4505099,양양읍 성내리,0072,0000,42830,25023,1,정아2,4,10,42830-1,59.88,72,42830,5,,,
2,"5,150",2002,2017,남대천로,00099,00014,42830,01,0,3235005,양양읍 월리,0449,0001,42830,25028,1,명지푸르미,4,10,42830-12,31.5408,449-1,42830,5,,,
3,"5,100",2002,2017,남대천로,00099,00014,42830,01,0,3235005,양양읍 월리,0449,0001,42830,25028,1,명지푸르미,4,15,42830-12,31.5408,449-1,42830,7,,,
4,"12,350",2002,2017,남대천로,00099,00014,42830,01,0,3235005,양양읍 월리,0449,0001,42830,25028,1,명지푸르미,4,24,42830-12,84.7407,449-1,42830,1,,,
5,"11,500",2005,2017,양양로,00154,00009,42830,01,0,3235016,양양읍 서문리,0414,0000,42830,25035,1,양양서문주공,4,8,42830-62,51.85,414,42830,15,,,
6,"10,500",2005,2017,양양로,00154,00009,42830,01,0,3235016,양양읍 서문리,0414,0000,42830,25035,1,양양서문주공,4,19,42830-62,51.85,414,42830,3,,,
7,"17,900",2016,2017,임천1길,00026,00003,42830,00,0,4505166,양양읍 서문리,0419,0000,42830,25035,1,양양코아루,4,29,42830-72,73.8029,419,42830,14,,,
8,"2,600",1998,2017,거마천로,00300,00000,42830,01,0,3235002,양양읍 거마리,0031,0001,42830,25038,1,설악실크벨리,4,1,42830-13,25.45,31-1,42830,9,,,
9,"2,600",1998,2017,거마천로,00300,00000,42830,01,0,3235002,양양읍 거마리,0031,0001,42830,25038,1,설악실크벨리,4,5,42830-13,25.45,31-1,42830,9,,,
10,"2,500",1998,2017,거마천로,00300,00000,42830,01,0,3235002,양양읍 거마리,0031,0001,42830,25038,1,설악실크벨리,4,10,42830-13,25.45,31-1,42830,4,,,
11,"2,500",1998,2017,거마천로,00300,00000,42830,01,0,3235002,양양읍 거마리,0031,0001,42830,25038,1,설악실크벨리,4,12,42830-13,25.45,31-1,42830,2,,,
12,"3,000",1998,2017,거마천로,00300,00000,42830,01,0,3235002,양양읍 거마리,0031,0001,42830,25038,1,설악실크벨리,4,23,42830-13,25.45,31-1,42830,8,,,
13,"2,600",1998,2017,거마천로,00300,00000,42830,01,0,3235002,양양읍 거마리,0031,0001,42830,25038,1,설악실크벨리,4,26,42830-13,25.45,31-1,42830,10,,,
14,"2,600",1998,2017,거마천로,00300,00000,42830,01,0,3235002,양양읍 거마리,0031,0001,42830,25038,1,설악실크벨리,4,28,42830-13,25.45,31-1,42830,11,,,
15,"2,700",1998,2017,거마천로,00300,00000,42830,01,0,3235002,양양읍 거마리,0031,0001,42830,25038,1,설악실크벨리,4,29,42830-13,25.45,31-1,42830,11,,,
16,"5,200",1998,2017,손중로,00211,00008,42830,01,0,3235013,손양면 하왕도리,0303,0000,42830,32037,1,삼호,4,6,42830-14,39.6,303,42830,4,,,
17,"7,300",1998,2017,손중로,00211,00008,42830,01,0,3235013,손양면 하왕도리,0303,0000,42830,32037,1,삼호,4,24,42830-14,49.14,303,42830,6,,,
18,"6,500",2003,2017,동해대로,01269,00017,42830,03,0,2000023,현북면 기사문리,0145,0000,42830,33022,1,TM힐,4,17,42830-10,30.2226,145,42830,4,,,
19,"6,400",2003,2017,동해대로,01269,00017,42830,03,0,2000023,현북면 기사문리,0145,0000,42830,33022,1,TM힐,4,19,42830-10,30.2226,145,42830,6,,,
20,"4,900",2003,2017,동해대로,01269,00017,42830,03,0,2000023,현북면 기사문리,0145,0000,42830,33022,1,TM힐,4,23,42830-10,30.2226,145,42830,1,,,
21,"6,500",2003,2017,동해대로,01269,00017,42830,03,0,2000023,현북면 기사문리,0145,0000,42830,33022,1,TM힐,4,24,42830-10,30.2226,145,42830,14,,,
22,"13,500",2001,2017,동해대로,01611,00007,42830,03,0,2000023,현북면 중광정리,0176,0001,42830,33029,1,심미,4,19,42830-15,58.837,176-1,42830,13,,,
23,"6,500",1998,2017,동해대로,00611,00007,42830,04,0,2000023,현남면 광진리,0141,0000,42830,34026,1,대목바다마을,4,22,42830-7,38.88,141,42830,4,,,
24,"6,800",1998,2017,동해대로,00611,00007,42830,04,0,2000023,현남면 광진리,0141,0000,42830,34026,1,대목바다마을,4,25,42830-7,38.88,141,42830,6,,,
25,"6,500",1998,2017,동해대로,00611,00007,42830,04,0,2000023,현남면 광진리,0141,0000,42830,34026,1,대목바다마을,4,25,42830-7,38.88,141,42830,5,,,
26,"14,500",2000,2017,남애안길,00028,00000,42830,01,0,4505044,현남면 남애리,0037,0000,42830,34038,1,우정주택남애리치빌,4,10,42830-8,84.672,37,42830,4,,,
27,"13,500",2004,2017,정암1길,00013,00024,42830,01,0,4505183,강현면 정암리,0162,0006,42830,35036,1,썬라이즈빌,4,1,42830-11,64.7552,162-6,42830,2,,,
28,"10,500",2004,2017,정암1길,00013,00024,42830,01,0,4505183,강현면 정암리,0162,0006,42830,35036,1,썬라이즈빌,4,11,42830-11,38.6382,162-6,42830,8,,,
