,거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,해제사유발생일,해제여부,"1동,2동"
0,"12,500",1990,2017,북변중로,00104,00005,41570,01,0,3209056,북변동,0184,0000,41570,10100,1,한일,4,1,41570-12,46.86,184,41570,4,,,
1,"19,200",1995,2017,봉화로182번길,00033,00000,41570,01,0,4427254,북변동,0688,0000,41570,10100,1,대우,4,3,41570-1,59.946,688,41570,3,,,
2,"15,000",1995,2017,북변1로16번길,00034,00000,41570,01,0,4427258,북변동,0690,0000,41570,10100,1,산호,4,4,41570-2,59.61,690,41570,11,,,
3,"25,800",2009,2017,봉화로,00090,00013,41570,01,0,3209140,북변동,0904,0000,41570,10100,1,동변마을(동양파라곤2차),4,4,41570-668,84.7517,904,41570,6,,,
4,"26,700",1999,2017,김포대로926번길,00015,00000,41570,00,,4427113,북변동,0802,0000,41570,10100,1,풍년마을(신안),4,5,41570-7,84.74,802,41570,5,,,
5,"18,300",1995,2017,북변1로16번길,00034,00000,41570,01,0,4427258,북변동,0690,0000,41570,10100,1,산호,4,6,41570-2,59.61,690,41570,1,,,
6,"16,200",1995,2017,북변1로16번길,00034,00000,41570,01,0,4427258,북변동,0690,0000,41570,10100,1,산호,4,6,41570-2,59.935,690,41570,9,,,
7,"18,000",1995,2017,북변1로16번길,00034,00000,41570,01,0,4427258,북변동,0690,0000,41570,10100,1,산호,4,7,41570-2,59.46,690,41570,7,,,
8,"19,400",1995,2017,봉화로182번길,00033,00000,41570,01,0,4427254,북변동,0688,0000,41570,10100,1,대우,4,10,41570-1,59.946,688,41570,9,,,
9,"17,800",1995,2017,북변1로16번길,00034,00000,41570,01,0,4427258,북변동,0690,0000,41570,10100,1,산호,4,12,41570-2,59.935,690,41570,5,,,
10,"18,400",1995,2017,북변1로16번길,00034,00000,41570,01,0,4427258,북변동,0690,0000,41570,10100,1,산호,4,15,41570-2,59.46,690,41570,11,,,
11,"16,800",1995,2017,북변1로16번길,00034,00000,41570,01,0,4427258,북변동,0690,0000,41570,10100,1,산호,4,18,41570-2,59.935,690,41570,10,,,
12,"35,000",1999,2017,김포대로926번길,00088,00027,41570,00,,4427113,북변동,0812,0000,41570,10100,1,풍년마을(신일),4,18,41570-8,100.517,812,41570,13,,,
13,"29,000",2006,2017,봉화로,00090,00001,41570,01,0,3209140,북변동,0902,0000,41570,10100,1,동변마을(동양파라곤),4,20,41570-600,120.02,902,41570,6,,,
14,"34,800",1999,2017,김포대로926번길,00088,00027,41570,00,,4427113,북변동,0812,0000,41570,10100,1,풍년마을(신일),4,21,41570-8,126.015,812,41570,18,,,
15,"12,000",1990,2017,북변중로,00104,00005,41570,01,0,3209056,북변동,0184,0000,41570,10100,1,한일,4,21,41570-12,46.86,184,41570,5,,,
16,"12,000",1988,2017,김포대로,01037,00016,41570,01,0,2209001,북변동,0135,0000,41570,10100,1,함성1,4,22,41570-13,43.2,135,41570,4,,,
17,"16,700",1995,2017,북변1로16번길,00034,00000,41570,01,0,4427258,북변동,0690,0000,41570,10100,1,산호,4,25,41570-2,59.935,690,41570,13,,,
18,"25,300",2009,2017,봉화로,00090,00013,41570,01,0,3209140,북변동,0904,0000,41570,10100,1,동변마을(동양파라곤2차),4,26,41570-668,84.7517,904,41570,3,,,
19,"25,200",2000,2017,사우중로73번길,00011,00000,41570,01,0,4427276,북변동,0815,0000,41570,10100,1,풍년마을(청구),4,27,41570-10,59.97,815,41570,10,,,
20,"17,200",1995,2017,북변1로16번길,00034,00000,41570,01,0,4427258,북변동,0690,0000,41570,10100,1,산호,4,28,41570-2,59.935,690,41570,6,,,
21,"24,500",1999,2017,김포대로926번길,00015,00000,41570,00,,4427113,북변동,0802,0000,41570,10100,1,풍년마을(서광),4,29,41570-6,84.74,802,41570,4,,,
22,"34,800",2010,2017,걸포1로,00011,00000,41570,01,0,3209004,걸포동,1558,0000,41570,10200,1,오스타파라곤1단지,4,5,41570-694,84.99,1558,41570,15,,,
23,"48,000",2010,2017,걸포1로,00039,00000,41570,01,0,3209004,걸포동,1555,0000,41570,10200,1,오스타파라곤3단지,4,8,41570-696,157.63,1555,41570,1,,,
24,"44,000",2010,2017,걸포1로,00011,00000,41570,01,0,3209004,걸포동,1558,0000,41570,10200,1,오스타파라곤1단지,4,12,41570-694,136.32,1558,41570,4,,,
25,"36,400",2010,2017,걸포1로,00011,00000,41570,01,0,3209004,걸포동,1558,0000,41570,10200,1,오스타파라곤1단지,4,14,41570-694,84.99,1558,41570,10,,,
26,"41,250",2010,2017,걸포1로,00039,00000,41570,01,0,3209004,걸포동,1555,0000,41570,10200,1,오스타파라곤3단지,4,18,41570-696,120.55,1555,41570,4,,,
27,"33,000",2010,2017,걸포1로,00011,00000,41570,01,0,3209004,걸포동,1558,0000,41570,10200,1,오스타파라곤1단지,4,29,41570-694,84.99,1558,41570,1,,,
28,"42,800",2013,2017,김포한강11로255번길,00149,00000,41570,01,0,4838109,운양동,1249,0001,41570,10300,1,풍경마을 한강 한라비발디,4,1,41570-747,106.0567,1249-1,41570,11,,,
29,"35,100",2014,2017,김포한강11로,00227,00000,41570,01,0,3209174,운양동,1304,0005,41570,10300,1,풍경마을 래미안 한강2차,4,1,41570-773,77.98,1304-5,41570,15,,,
30,"41,600",2014,2017,김포한강11로,00275,00000,41570,01,0,3209174,운양동,1301,0001,41570,10300,1,한강신도시 롯데캐슬,4,1,41570-769,84.9823,1301-1,41570,21,,,
31,"40,300",2014,2017,김포한강11로,00275,00000,41570,01,0,3209174,운양동,1301,0001,41570,10300,1,한강신도시 롯데캐슬,4,1,41570-769,84.7624,1301-1,41570,10,,,
32,"28,500",2013,2017,김포한강11로,00179,00000,41570,02,0,3209174,운양동,1407,0005,41570,10300,1,한강신도시푸르지오,4,1,41570-748,59.9427,1407-5,41570,5,,,
33,"13,800",1994,2017,운양로,00176,00000,41570,01,0,3209092,운양동,0999,0002,41570,10300,1,성창,4,3,41570-16,59.49,999-2,41570,5,,,
34,"29,400",2013,2017,김포한강11로,00276,00000,41570,01,0,3209174,운양동,1300,0003,41570,10300,1,김포 한강신도시 반도유보라 2차,4,3,41570-754,59.4267,1300-3,41570,5,,,
35,"33,000",2013,2017,김포한강11로,00276,00000,41570,01,0,3209174,운양동,1300,0003,41570,10300,1,김포 한강신도시 반도유보라 2차,4,3,41570-754,59.3317,1300-3,41570,12,,,
36,"20,200",2000,2017,전원로38번길,00086,00000,41570,02,0,4427516,운양동,1439,0000,41570,10300,1,전원마을(월드5차3단지),4,3,41570-19,59.98,1439,41570,8,,,
37,"20,000",1999,2017,전원로,00028,00000,41570,00,0,3209154,운양동,1436,0000,41570,10300,1,전원마을(월드3차1단지),4,3,41570-17,59.5305,1436,41570,13,,,
38,"19,800",1999,2017,전원로,00028,00000,41570,00,0,3209154,운양동,1436,0000,41570,10300,1,전원마을(월드3차1단지),4,4,41570-17,59.478,1436,41570,8,,,
39,"50,000",2013,2017,김포한강11로255번길,00149,00000,41570,01,0,4838109,운양동,1249,0001,41570,10300,1,풍경마을 한강 한라비발디,4,4,41570-747,106.0744,1249-1,41570,6,,,
40,"26,800",1999,2017,전원로,00028,00000,41570,00,0,3209154,운양동,1436,0000,41570,10300,1,전원마을(월드3차1단지),4,4,41570-17,123.69,1436,41570,9,,,
41,"40,200",2012,2017,김포한강11로,00287,00000,41570,01,0,3209174,운양동,1250,0003,41570,10300,1,한강신도시 e편한세상,4,5,41570-730,101.91,1250-3,41570,3,,,
42,"31,800",2013,2017,김포한강11로,00276,00000,41570,01,0,3209174,운양동,1300,0003,41570,10300,1,김포 한강신도시 반도유보라 2차,4,5,41570-754,59.3317,1300-3,41570,4,,,
43,"27,000",2013,2017,김포한강11로,00179,00000,41570,02,0,3209174,운양동,1407,0005,41570,10300,1,한강신도시푸르지오,4,7,41570-748,59.9478,1407-5,41570,15,,,
44,"31,500",2013,2017,김포한강11로,00276,00000,41570,01,0,3209174,운양동,1300,0003,41570,10300,1,김포 한강신도시 반도유보라 2차,4,8,41570-754,59.1119,1300-3,41570,15,,,
45,"40,500",2014,2017,김포한강11로,00275,00000,41570,01,0,3209174,운양동,1301,0001,41570,10300,1,한강신도시 롯데캐슬,4,8,41570-769,84.7624,1301-1,41570,14,,,
46,"19,900",1999,2017,전원로,00027,00000,41570,01,0,3209154,운양동,1436,0000,41570,10300,1,전원마을(월드3차1단지),4,10,41570-17,59.5305,1436,41570,2,,,
47,"28,000",2013,2017,김포한강11로,00179,00000,41570,02,0,3209174,운양동,1407,0005,41570,10300,1,한강신도시푸르지오,4,10,41570-748,59.9979,1407-5,41570,11,,,
48,"44,900",2013,2017,김포한강11로255번길,00149,00000,41570,01,0,4838109,운양동,1249,0001,41570,10300,1,풍경마을 한강 한라비발디,4,10,41570-747,105.9775,1249-1,41570,13,,,
49,"25,000",1999,2017,전원로,00028,00000,41570,00,0,3209154,운양동,1436,0000,41570,10300,1,전원마을(월드3차1단지),4,11,41570-17,123.69,1436,41570,1,,,
50,"46,800",2012,2017,김포한강11로,00287,00000,41570,01,0,3209174,운양동,1250,0003,41570,10300,1,한강신도시 e편한세상,4,11,41570-730,121.983,1250-3,41570,4,,,
51,"29,000",2012,2017,김포한강11로,00038,00000,41570,01,0,3209174,운양동,1325,0007,41570,10300,1,모담마을 한강 화성파크드림,4,11,41570-725,84.999,1325-7,41570,19,,,
52,"20,300",2000,2017,전원로,00044,00000,41570,01,0,3209154,운양동,1435,0000,41570,10300,1,전원마을(월드4차2단지),4,11,41570-18,59.98,1435,41570,3,,,
53,"16,500",1994,2017,운양로,00176,00000,41570,01,0,3209092,운양동,0999,0002,41570,10300,1,성창,4,12,41570-16,73.62,999-2,41570,3,,,
54,"33,500",2013,2017,김포한강11로,00276,00000,41570,01,0,3209174,운양동,1300,0003,41570,10300,1,김포 한강신도시 반도유보라 2차,4,12,41570-754,59.1119,1300-3,41570,10,,,
55,"31,500",2013,2017,김포한강11로,00276,00000,41570,01,0,3209174,운양동,1300,0003,41570,10300,1,김포 한강신도시 반도유보라 2차,4,12,41570-754,59.4267,1300-3,41570,18,,,
56,"27,000",1999,2017,전원로,00028,00000,41570,00,0,3209154,운양동,1436,0000,41570,10300,1,전원마을(월드3차1단지),4,15,41570-17,123.69,1436,41570,1,,,
57,"39,700",2014,2017,김포한강11로,00275,00000,41570,01,0,3209174,운양동,1301,0001,41570,10300,1,한강신도시 롯데캐슬,4,15,41570-769,84.7628,1301-1,41570,17,,,
58,"32,500",2013,2017,김포한강11로,00276,00000,41570,01,0,3209174,운양동,1300,0003,41570,10300,1,김포 한강신도시 반도유보라 2차,4,15,41570-754,59.3317,1300-3,41570,18,,,
59,"44,800",2012,2017,김포한강11로,00287,00000,41570,01,0,3209174,운양동,1250,0003,41570,10300,1,한강신도시 e편한세상,4,15,41570-730,101.91,1250-3,41570,14,,,
60,"49,500",2012,2017,김포한강11로,00287,00000,41570,01,0,3209174,운양동,1250,0003,41570,10300,1,한강신도시 e편한세상,4,15,41570-730,140.463,1250-3,41570,7,,,
61,"30,300",2012,2017,김포한강11로,00038,00000,41570,01,0,3209174,운양동,1325,0007,41570,10300,1,모담마을 한강 화성파크드림,4,15,41570-725,84.999,1325-7,41570,23,,,
62,"33,500",2013,2017,김포한강11로,00276,00000,41570,01,0,3209174,운양동,1300,0003,41570,10300,1,김포 한강신도시 반도유보라 2차,4,17,41570-754,59.1119,1300-3,41570,28,,,
63,"31,200",2013,2017,김포한강11로,00276,00000,41570,01,0,3209174,운양동,1300,0003,41570,10300,1,김포 한강신도시 반도유보라 2차,4,21,41570-754,59.1119,1300-3,41570,11,,,
64,"40,000",2014,2017,김포한강11로,00275,00000,41570,01,0,3209174,운양동,1301,0001,41570,10300,1,한강신도시 롯데캐슬,4,22,41570-769,84.9823,1301-1,41570,18,,,
65,"38,500",2014,2017,김포한강11로,00227,00000,41570,01,0,3209174,운양동,1304,0005,41570,10300,1,풍경마을 래미안 한강2차,4,22,41570-773,84.98,1304-5,41570,12,,,
66,"25,900",2000,2017,김포한강11로,00158,00000,41570,02,0,3209174,운양동,1434,0000,41570,10300,1,전원마을(월드6차4단지),4,24,41570-20,84.98,1434,41570,14,,,
