,ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,ADMST_ZONE_NM,ACA_INSTI_SC_NM,ACA_ASNUM,ACA_NM,ESTBL_YMD,REG_YMD,REG_STTUS_NM,CAA_BEGIN_YMD,CAA_END_YMD,TOFOR_SMTOT,DTM_RCPTN_ABLTY_NMPR_SMTOT,REALM_SC_NM,LE_ORD_NM,LE_CRSE_LIST_NM,LE_CRSE_NM,PSNBY_THCC_CNTNT,THCC_OTHBC_YN,BRHS_ACA_YN,FA_RDNZC,FA_RDNMA,FA_RDNDA,LOAD_DTM
5550,D10,대구광역시교육청,수성구,교습소,3000017945,수잉글리쉬(SuEnglish)영어교습소,20190507,20190507,개원,,,15,3.0,입시.검정 및 보습,보통교과,초,보습,초:120000/ 초:230000/ 초:180000/ 중:330000/ 중:450000,Y,N,42016,대구광역시 수성구 들안로 360,/ 302호 일부 (수성동4가/ 수성 태영 데시앙),20210912
5551,D10,대구광역시교육청,수성구,교습소,3000010452,수잔영어교습소,20110705,20110705,개원,,,12,4.0,입시.검정 및 보습,보통교과,초등,보습,초등:150000/ 중등:200000/ 고등:250000,,,706842,대구광역시 수성구 동대구로6길 34 ,지산동 1층,20210912
5552,D10,대구광역시교육청,수성구,교습소,3000018240,수플랜수학교습소,20190902,20190902,개원,,,39,3.0,입시.검정 및 보습,보통교과,초등,보습,초등:189000/ 초등:126000/ 초등:252000/ 중등:218000/ 중등:154000/ 고등:172000/ 고등:258000/ 초등:61000/ 중등:82000/ 고등:142000/ 중등:360000/ 고등:430000/ 고등:480000,Y,N,42041,대구광역시 수성구 동원로 110,/ 상가 204호 (만촌동/ 메트로팔레스3단지),20210912
5553,D10,대구광역시교육청,수성구,교습소,10057,수학Academy수학교습소,20091027,20091027,개원,,,4,4.0,입시.검정 및 보습,보통교과,중등,보습,중등:130000/ 고등:150000,Y,N,41258,대구광역시 동구 동부로16길 28,/ 2층 일부 (신천동),20210912
5554,D10,대구광역시교육청,수성구,교습소,9263,수학공원수학교습소,20090707,20090707,개원,,,12,4.0,입시.검정 및 보습,보통교과,중등,보습,중등:200000/ 중등:250000/ 고등:300000,N,N,706822,대구광역시 수성구 범어로18길 39,  1층 (범어동),20210912
5555,D10,대구광역시교육청,수성구,교습소,3000017276,수학나무수학교습소,20180904,20180904,개원,,,20,5.0,입시.검정 및 보습,보통교과,,보습,,N,N,42276,대구광역시 수성구 달구벌대로650길 43,/ /2층 (신매동),20210912
5556,D10,대구광역시교육청,수성구,교습소,3000015424,수학노트수학교습소,20161031,20161031,개원,,,32,8.0,입시.검정 및 보습,보통교과,초등,보습,초등:170000/ 중등:250000/ 고등:330000/ 고등:350000,Y,N,42269,대구광역시 수성구 천을로 170,/ 2층 201동 202호 (매호동/ 시지2차 태왕하이츠),20210912
5557,D10,대구광역시교육청,수성구,교습소,3000019354,수학도서관수학교습소,20210302,20210302,개원,,,12,5.0,입시.검정 및 보습,보통교과,,보습,,Y,N,42009,대구광역시 수성구 국채보상로162길 28,/ 2층 (범어동),20210912
5558,D10,대구광역시교육청,수성구,교습소,3000013222,수학마녀수학교습소,20140711,20140711,개원,,,18,6.0,입시.검정 및 보습,보통교과,수학(초등),보습,수학(초등):150000/ 수학(중등):200000/ 수학(고등):250000,Y,,706220,대구광역시 수성구 달구벌대로618길 12,/ 2층 일부 (시지동),20210912
5559,D10,대구광역시교육청,수성구,교습소,3000014089,수학발전소수학교습소,20150617,20150617,개원,,,15,5.0,입시.검정 및 보습,보통교과,초등,보습,초등:150000/ 중등:180000/ 고등:230000,Y,N,706849,대구광역시 수성구 파동로 82,/ 1층 일부 (파동),20210912
5560,D10,대구광역시교육청,수성구,교습소,3000018643,수학아이수학교습소,20200212,20200212,개원,,,14,7.0,입시.검정 및 보습,보통교과,,보습,,Y,N,42023,대구광역시 수성구 동원로 57,/ 1층 일부 (범어동),20210912
5561,D10,대구광역시교육청,수성구,교습소,3000016996,수학여우만촌수학교습소,20180430,20180430,개원,,,24,8.0,입시.검정 및 보습,보통교과,,보습,,Y,N,42048,대구광역시 수성구 국채보상로200길 17,/ 1층 일부 (만촌동),20210912
5562,D10,대구광역시교육청,수성구,교습소,3000019367,수학의강자수학교습소,20210304,20210304,개원,,,6,3.0,입시.검정 및 보습,보통교과,,보습,,Y,N,42087,대구광역시 수성구 달구벌대로496길 3,/ 2층 202호 (범어동),20210912
5563,D10,대구광역시교육청,수성구,교습소,3000014625,수학의달인수학교습소,20160108,20160108,개원,,,24,8.0,입시.검정 및 보습,보통교과,,보습,,Y,N,42063,대구광역시 수성구 효행로2길 42,/ 1층 일부 (만촌동),20210912
5564,D10,대구광역시교육청,수성구,교습소,3000015482,수학의달인수학교습소,20161115,20161115,개원,,,27,9.0,입시.검정 및 보습,보통교과,초등,보습,초등:130000/ 초등:200000/ 중등:270000,Y,N,42014,대구광역시 수성구 상록로11길 19,/ 4층 일부 (범어동),20210912
