법정동명,학원명,계열명,정원합계,주소,학원ID
전라북도 전주시,해밀영어전문학원,국제화,66,전라북도 전주시 덕진구 두간로 10,68204
전라북도 전주시,해법수학셀파수학학원,입시.검정 및 보습,40,전라북도 전주시 완산구 평화19길 20,68205
전라북도 전주시,해법수학지곡초점학원,입시.검정 및 보습,50,전라북도 전주시 완산구 평화로 73,68206
전라북도 전주시,해법영어평화호반학원,입시.검정 및 보습,10,전라북도 전주시 완산구 소대배기로 18-15,68207
전라북도 전주시,해법영어해법수학중산학원,입시.검정 및 보습,280,전라북도 전주시 완산구 중산중앙로 9-3,68208
전라북도 전주시,해법영어해법수학학원,입시.검정 및 보습,125,전라북도 전주시 덕진구 무삼지로 8,68209
전라북도 전주시,해법중국어김채윤학원,국제화,638,전라북도 전주시 완산구 용호로 77,68210
전라북도 전주시,해법중국어미래어학원,종합(대),414,전라북도 전주시 완산구 소대배기로 32,68211
전라북도 전주시,해법중국어전주어학원,국제화,20,전라북도 전주시 완산구 당산로 52,68212
전라북도 전주시,해법중국어칭화한문학원,국제화,48,전라북도 전주시 완산구 삼천천변1길 17,68213
전라북도 전주시,해보라학원,입시.검정 및 보습,40,전라북도 전주시 덕진구 쪽구름로 13,68214
전라북도 전주시,해준영어학원,입시.검정 및 보습,93,전라북도 전주시 덕진구 무삼지로 43,68215
전라북도 전주시,해피한플러스학원,입시.검정 및 보습,108,전라북도 전주시 덕진구 벚꽃로 32-1,68216
전라북도 전주시,행복한그림미술학원,예능(대),60,전라북도 전주시 완산구 용머리로 29-13,68217
전라북도 전주시,행복한논술·수학학원,입시.검정 및 보습,152,전라북도 전주시 덕진구 와룡로 28,68218
전라북도 전주시,행복한스피치면접학원,기예(대),30,전라북도 전주시 완산구 홍산북로 29-3,68219
전라북도 전주시,행복한피아노음악학원,예능(대),60,전라북도 전주시 덕진구 아중로 180,68220
전라북도 전주시,허브미술학원,예능(대),440,전라북도 전주시 덕진구 무삼지6길 3,68221
전라북도 전주시,허원택국어학원,입시.검정 및 보습,20,전라북도 전주시 완산구 화산천변6길 7-6,68222
전라북도 전주시,허철행색소폰전문학원,기예(대),17,전라북도 전주시 완산구 전라감영2길 20,68223
전라북도 전주시,헤만음악학원,예능(대),57,전라북도 전주시 완산구 서곡7길 24-8,68224
전라북도 전주시,헥사교육전주학원,종합(대),130,전라북도 전주시 완산구 화산천변로 24,68225
전라북도 전주시,헨델음악학원,예능(대),168,전라북도 전주시 완산구 전룡로 124,68226
전라북도 전주시,혁신넘버원클래스수학학원,입시.검정 및 보습,15,전라북도 전주시 덕진구 오공로 49,68227
전라북도 전주시,혁신뉴욕어학원,국제화,224,전라북도 전주시 덕진구 안전로 199,68228
전라북도 전주시,혁신독서실,독서실,87,전라북도 전주시 덕진구 안전로 140,68229
전라북도 전주시,혁신독일음악학원,예능(대),90,전라북도 전주시 덕진구 안전로 197,68230
전라북도 전주시,혁신바둑훈민학원,종합(대),110,전라북도 전주시 덕진구 기지로 82,68231
전라북도 전주시,혁신수학학원,입시.검정 및 보습,26,전라북도 전주시 덕진구 기지로 72,68232
전라북도 전주시,혁신아트파크미술학원,예능(대),10,전라북도 전주시 덕진구 틀못4길 19,68233
전라북도 전주시,혁신임선생수학학원,입시.검정 및 보습,60,전라북도 전주시 덕진구 오공로 68,68234
전라북도 전주시,혁신정철어학원,국제화,132,전라북도 전주시 덕진구 오공로 43,68235
전라북도 전주시,혁신줌여성독서실,독서실,80,전라북도 전주시 덕진구 안전로 152,68236
전라북도 전주시,혁신현수학전문학원,입시.검정 및 보습,500,전라북도 전주시 덕진구 틀못4길 27,68237
전라북도 전주시,현대학원,입시.검정 및 보습,120,전라북도 전주시 완산구 당산로 52,68238
전라북도 전주시,현바이올린학원,예능(대),20,전라북도 전주시 완산구 세내로 548,68239
전라북도 전주시,현음악학원,예능(대),72,전라북도 전주시 덕진구 틀못4길 19,68240
전라북도 전주시,현이화피아노학원,예능(대),60,전라북도 전주시 완산구 화산천변5길 4,68241
전라북도 전주시,형설학원,입시.검정 및 보습,300,전라북도 전주시 덕진구 오공로 43-40,68242
전라북도 전주시,혜공수학학원,입시.검정 및 보습,70,전라북도 전주시 덕진구 솔내로 133,68243
전라북도 전주시,혜성학원,입시.검정 및 보습,45,전라북도 전주시 덕진구 백제대로 478,68244
전라북도 전주시,호남제일간호학원,직업기술,120,전라북도 전주시 덕진구 편운로 6,68245
전라북도 전주시,호반피아노학원,예능(대),42,전라북도 전주시 덕진구 오공로 100,68246
전라북도 전주시,호산나음악학원,예능(대),295,전라북도 전주시 덕진구 붓내3길 42,68247
전라북도 전주시,호성중국어영어학원,국제화,154,전라북도 전주시 덕진구 호성로 104-10,68248
전라북도 전주시,호성해법수학학원,입시.검정 및 보습,39,전라북도 전주시 덕진구 소리로 192,68249
전라북도 전주시,호수언어학원,입시.검정 및 보습,60,전라북도 전주시 완산구 호암로 23,68250
전라북도 전주시,호암서예학원,기예(대),15,전라북도 전주시 완산구 용머리로 36,68251
전라북도 전주시,호중국어학원,국제화,90,전라북도 전주시 덕진구 무삼지로 81,68252
전라북도 전주시,홍득천색소폰전문학원,예능(대),60,전라북도 전주시 완산구 효동3길 7-8,68253
전라북도 전주시,홍익아트스쿨미술학원,예능(대),105,전라북도 전주시 덕진구 동가재미1길 23,68254
전라북도 전주시,화가손미술학원,예능(대),60,전라북도 전주시 덕진구 무삼지로 6-6,68255
전라북도 전주시,화산드림학원,입시.검정 및 보습,70,전라북도 전주시 완산구 서원로 316,68256
전라북도 전주시,화산지앤비어학원,국제화,423,전라북도 전주시 완산구 서원로 305-1,68257
전라북도 전주시,확인영어수학가나영수학원,입시.검정 및 보습,48,전라북도 전주시 완산구 영경2길 14,68258
전라북도 전주시,확인영어자기주도학습관송천솔내학원,입시.검정 및 보습,129,전라북도 전주시 덕진구 붓내3길 44,68259
전라북도 전주시,확인영어체크수학학원,입시.검정 및 보습,61,전라북도 전주시 덕진구 송천4길 37,68260
전라북도 전주시,황궁미술음악학원,종합(대),165,전라북도 전주시 완산구 장승배기로 396,68261
전라북도 전주시,효원어학원,국제화,24,전라북도 전주시 완산구 화산천변6길 17,68262
전라북도 전주시,효자올림피아드학원,입시.검정 및 보습,80,전라북도 전주시 완산구 용머리로 48,68263
전라북도 전주시,효자이룸학원,입시.검정 및 보습,88,전라북도 전주시 완산구 호암로 61,68264
전라북도 전주시,효자퀘이사수학과학전문학원,입시.검정 및 보습,60,전라북도 전주시 완산구 봉곡로 149-1,68265
전라북도 전주시,효천피디아이(PDI)국제어학원,국제화,152,전라북도 전주시 완산구 효천중앙로 49,68266
전라북도 전주시,훈민말글입시학원,입시.검정 및 보습,304,전라북도 전주시 완산구 서신천변15길 3-7,68267
전라북도 전주시,훈아미술글쓰기학원,종합(대),175,전라북도 전주시 완산구 새터로 74,68268
전라북도 전주시,휴먼지앤비어학원,국제화,108,전라북도 전주시 완산구 호암로 59,68269
전라북도 전주시,휴먼평생직업교육학원,직업기술,151,전라북도 전주시 완산구 용머리로 36,68270
전라북도 전주시,휴브레인수학전문학원,입시.검정 및 보습,414,전라북도 전주시 완산구 화산천변7길 3,68271
전라북도 전주시,흙미술학원,예능(대),50,전라북도 전주시 완산구 충경로 82,68272
전라북도 정읍시,IMI영어전문교실교습소,입시.검정 및 보습,40,전라북도 정읍시 남산5길 19-9,68273
전라북도 정읍시,고민성피아노과외교습소,예능(대),15,전라북도 정읍시 초산로 63,68274
전라북도 정읍시,김성옥피아노과외교습소,예능(대),15,전라북도 정읍시 관통로 24-8 (),68275
전라북도 정읍시,김연임판소리교습소,예능(대),15,전라북도 정읍시 연지6길 5 (),68276
전라북도 정읍시,김윤자피아노,예능(대),7,전라북도 정읍시 정인1길 37 (),68277
전라북도 정읍시,김정선피아노,예능(대),4,전라북도 정읍시 칠보면 남전길 36-5,68278
전라북도 정읍시,김춘화피아노,예능(대),7,전라북도 정읍시 감곡면 감곡동서로 331,68279
전라북도 정읍시,꿈초롱피아노과외교습소,예능(대),7,전라북도 정읍시 명덕1길 9-2 (),68280
전라북도 정읍시,노영현피아노,예능(대),7,전라북도 정읍시 벚꽃로 402-1,68281
전라북도 정읍시,뉴욕영어교습소,입시.검정 및 보습,27,전라북도 정읍시 초산로 109-1,68282
전라북도 정읍시,대산한문교습소,입시.검정 및 보습,9,전라북도 정읍시 샘골로 156,68283
전라북도 정읍시,동일수학교습소,입시.검정 및 보습,18,전라북도 정읍시 초산로 3-1,68284
전라북도 정읍시,마이클영어교습소,입시.검정 및 보습,16,전라북도 정읍시 송산1길 17,68285
전라북도 정읍시,미술놀이터미술교습소,예능(대),20,전라북도 정읍시 학산로 62-2,68286
전라북도 정읍시,박용호서예,기타(대),5,전라북도 정읍시 중앙1길 158 (),68287
전라북도 정읍시,백소연음악교습소,예능(대),81,전라북도 정읍시 학산로 127-2,68288
전라북도 정읍시,서정서예과외교습소,기타(대),9,전라북도 정읍시 우암로 69-3,68289
전라북도 정읍시,솔루션영어교습소,입시.검정 및 보습,23,전라북도 정읍시 초산로 3-1,68290
전라북도 정읍시,송명님피아노과외교습소,예능(대),8,전라북도 정읍시 중앙로 57-30,68291
전라북도 정읍시,수플러스교습소,입시.검정 및 보습,9,전라북도 정읍시 학산로 62-2,68292
전라북도 정읍시,쎈수학러닝센터교습소,입시.검정 및 보습,75,전라북도 정읍시 학산로 89-7,68293
전라북도 정읍시,안나피아노,예능(대),7,전라북도 정읍시 충정로 50-1,68294
전라북도 정읍시,엔젤피아노,예능(대),7,전라북도 정읍시 상사3길 47,68295
전라북도 정읍시,위드플루트스튜디오 교습소,예능(대),9,전라북도 정읍시 학산로 70,68296
전라북도 정읍시,유태임피아노,예능(대),7,전라북도 정읍시 중앙1길 113-5 (),68297
전라북도 정읍시,이갑숙피아노,예능(대),4,전라북도 정읍시 중앙1길 165-4 (),68298
전라북도 정읍시,이정애피아노,예능(대),7,전라북도 정읍시 충정로 89-5,68299
전라북도 정읍시,전민숙피아노,예능(대),7,전라북도 정읍시 태평4길 61,68300
전라북도 정읍시,지영피아노,예능(대),5,전라북도 정읍시 대흥3길 12 (),68301
전라북도 정읍시,채선생이화교습소,입시.검정 및 보습,9,전라북도 정읍시 하신경10길 2-3,68302
전라북도 정읍시,최강지수국어전문교습소,입시.검정 및 보습,36,전라북도 정읍시 하신경10길 2-7,68303
전라북도 정읍시,최옥피아노,예능(대),7,전라북도 정읍시 태평5길 44-12 (),68304
전라북도 정읍시,클라라슈만피아노교습소,예능(대),30,전라북도 정읍시 상사5길 2,68305
전라북도 정읍시,하음피아노교습소,예능(대),15,전라북도 정읍시 학산로 80,68306
전라북도 정읍시,한순자피아노,예능(대),5,전라북도 정읍시 입석길 32-83 (),68307
전라북도 정읍시,한우리독서논술교습소,입시.검정 및 보습,51,전라북도 정읍시 상동중앙로 25,68308
전라북도 정읍시,행복수학교습소,입시.검정 및 보습,72,전라북도 정읍시 수성4로 33,68309
전라북도 정읍시,혜연피아노교습소,예능(대),40,전라북도 정읍시 수성2로 13-8,68310
전라북도 정읍시,1대1마스터수학영어중국어학원,입시.검정 및 보습,310,전라북도 정읍시 충정로 58,68311
전라북도 정읍시,BOB학원,입시.검정 및 보습,90,전라북도 정읍시 충정로 16,68312
전라북도 정읍시,EiE고려대학교국제어학원정읍캠퍼스,종합(대),225,전라북도 정읍시 신경2길 28,68313
전라북도 정읍시,I LOVE PIANO 음악학원,예능(대),30,전라북도 정읍시 수성3로 29,68314
전라북도 정읍시,SKY학원,입시.검정 및 보습,186,전라북도 정읍시 충정로 72-2,68315
전라북도 정읍시,SSM이·미용아카데미학원,직업기술,520,전라북도 정읍시 중앙3길 2,68316
전라북도 정읍시,YBM잉글루서울학원,종합(대),120,전라북도 정읍시 중앙로 68/3층,68317
전라북도 정읍시,YLogicEnglish학원,국제화,58,전라북도 정읍시 수성택지1길 1,68318
전라북도 정읍시,e-study독서실,독서실,38,전라북도 정읍시 수성6로 41-8,68319
전라북도 정읍시,강남입시학원,입시.검정 및 보습,70,전라북도 정읍시 학산로 89-25,68320
전라북도 정읍시,강철수학전문학원,입시.검정 및 보습,30,전라북도 정읍시 상동중앙로 42,68321
전라북도 정읍시,고려학원,입시.검정 및 보습,120,전라북도 정읍시 초산로 10-1,68322
전라북도 정읍시,고은손음악학원,예능(대),100,전라북도 정읍시 명덕1길 42,68323
전라북도 정읍시,공부술술은쌤학원,입시.검정 및 보습,240,전라북도 정읍시 상신경2길 26,68324
전라북도 정읍시,공부하세독서실,독서실,88,전라북도 정읍시 정읍남로 1356,68325
전라북도 정읍시,굿모닝뮤즈음악학원,예능(대),71,전라북도 정읍시 학산로 70,68326
전라북도 정읍시,그리망미술학원,예능(대),20,전라북도 정읍시 학산로 124,68327
전라북도 정읍시,그린아이미술학원,예능(대),140,전라북도 정읍시 명륜길 29-4,68328
전라북도 정읍시,기린한문학원,입시.검정 및 보습,80,전라북도 정읍시 수성택지1길 2,68329
전라북도 정읍시,김경주의행복한요리학원,직업기술,160,전라북도 정읍시 충정로 245-1,68330
전라북도 정읍시,김소희댄스아카데미학원,기예(대),335,전라북도 정읍시 수성택지7길 16-10,68331
전라북도 정읍시,꽃들피아노음악학원,예능(대),45,전라북도 정읍시 샘골로 86,68332
전라북도 정읍시,꿈을주는음악학원,예능(대),145,전라북도 정읍시 초산로 8,68333
전라북도 정읍시,눈높이러닝센터수성학원,입시.검정 및 보습,540,전라북도 정읍시 수성3로 24,68334
전라북도 정읍시,눈높이러닝센터학원,입시.검정 및 보습,540,전라북도 정읍시 학산로 103-18,68335
전라북도 정읍시,뉴비젼학원,입시.검정 및 보습,80,전라북도 정읍시 학산로 70,68336
전라북도 정읍시,뉴컴퓨터학원,기타(대),30,전라북도 정읍시 수성택지1길 2,68337
전라북도 정읍시,능률주니어랩수성2교실학원,입시.검정 및 보습,50,전라북도 정읍시 샘골로 156,68338
전라북도 정읍시,능률주니어랩학원,입시.검정 및 보습,70,전라북도 정읍시 수성3로 26,68339
전라북도 정읍시,다솜미술학원,예능(대),40,전라북도 정읍시 학산로 70,68340
전라북도 정읍시,대건외국어입시학원,입시.검정 및 보습,60,전라북도 정읍시 상동중앙로 24-23,68341
전라북도 정읍시,대성에이급외국어・입시학원,국제화,80,전라북도 정읍시 중앙로 76,68342
전라북도 정읍시,더클래스영어학원,입시.검정 및 보습,60,전라북도 정읍시 학산로 50,68343
전라북도 정읍시,로봇창의과학학원,기타(대),60,전라북도 정읍시 학산로 89-7,68344
전라북도 정읍시,리틀팍스어학원,종합(대),50,전라북도 정읍시 상동중앙로 5,68345
전라북도 정읍시,린다영어학원,입시.검정 및 보습,50,전라북도 정읍시 서부로 50,68346
전라북도 정읍시,맵플러스수학전문학원,입시.검정 및 보습,150,전라북도 정읍시 수성로 107,68347
전라북도 정읍시,맵플러스수학학원,입시.검정 및 보습,120,전라북도 정읍시 학산로 117-12,68348
전라북도 정읍시,멘토스학원,입시.검정 및 보습,132,전라북도 정읍시 수성5로 65-1,68349
전라북도 정읍시,모짜르트음악학원,예능(대),43,전라북도 정읍시 상동중앙로 49-1,68350
전라북도 정읍시,목련피아노학원,예능(대),88,전라북도 정읍시 충정로 525,68351
전라북도 정읍시,문경컴퓨터학원,직업기술,525,전라북도 정읍시 서부로 71,68352
전라북도 정읍시,뮤엠영어시기학원,입시.검정 및 보습,90,전라북도 정읍시 정읍남로 1353,68353
전라북도 정읍시,미성학원,입시.검정 및 보습,60,전라북도 정읍시 학산로 91,68354
전라북도 정읍시,배움터보습학원,입시.검정 및 보습,37,전라북도 정읍시 중앙로 272,68355
전라북도 정읍시,비엔나바이올린학원,예능(대),65,전라북도 정읍시 학산로 97,68356
전라북도 정읍시,비젼독서실,독서실,91,전라북도 정읍시 학산로 70,68357
전라북도 정읍시,삼성영어학원,입시.검정 및 보습,45,전라북도 정읍시 학산로 80,68358
전라북도 정읍시,상동어린이바둑학원,기타(대),45,전라북도 정읍시 상동중앙로 45,68359
전라북도 정읍시,새롬학원,입시.검정 및 보습,50,전라북도 정읍시 신태인읍 신태인1길 116,68360
전라북도 정읍시,색동음악학원,예능(대),120,전라북도 정읍시 상사3길 18,68361
전라북도 정읍시,생각의숲수학전문학원,입시.검정 및 보습,72,전라북도 정읍시 샘골로 79,68362
전라북도 정읍시,서래미술학원,종합(대),80,전라북도 정읍시 중앙3길 2,68363
전라북도 정읍시,성균관입시학원,입시.검정 및 보습,640,전라북도 정읍시 충정로 47,68364
전라북도 정읍시,성모간호학원,직업기술,112,전라북도 정읍시 충정로 175-1,68365
전라북도 정읍시,성문아인스학원,입시.검정 및 보습,210,전라북도 정읍시 동부1길 81,68366
전라북도 정읍시,성산수학전문학원,종합(대),18,전라북도 정읍시 수성3로 29,68367
전라북도 정읍시,성지(成志)영어전문학원,입시.검정 및 보습,15,전라북도 정읍시 초산로 3-1,68368
전라북도 정읍시,센트럴음악학원,예능(대),80,전라북도 정읍시 시기1길 22,68369
전라북도 정읍시,소리나무음악학원,예능(대),91,전라북도 정읍시 학산로 89-15,68370
전라북도 정읍시,소리샘피아노음악학원,예능(대),103,전라북도 정읍시 충정로 188-6,68371
전라북도 정읍시,소리피아노학원,예능(대),42,전라북도 정읍시 하신경9길 14-20,68372
전라북도 정읍시,소영피아노학원,예능(대),30,전라북도 정읍시 관통로 4,68373
전라북도 정읍시,솜음악학원,예능(대),75,전라북도 정읍시 수성로 72,68374
전라북도 정읍시,쇼팽음악학원,예능(대),40,전라북도 정읍시 수성택지2길 15,68375
전라북도 정읍시,수성학원,종합(대),230,전라북도 정읍시 샘골로 158,68376
전라북도 정읍시,수현음악학원,예능(대),112,전라북도 정읍시 하신경10길 2-4,68377
전라북도 정읍시,숙명조이풀음악학원,예능(대),96,전라북도 정읍시 상동중앙로 26-1,68378
전라북도 정읍시,스마트IT 컴퓨터학원,직업기술,310,전라북도 정읍시 학산로 76,68379
전라북도 정읍시,스마트IT컴퓨터상동학원,직업기술,165,전라북도 정읍시 상동중앙로 26-1,68380
전라북도 정읍시,신비한연기모델학원,기예(대),45,전라북도 정읍시 충정로 324,68381
전라북도 정읍시,아신학원,종합(대),180,전라북도 정읍시 남산5길 19-3,68382
전라북도 정읍시,아양서원독서실,독서실,84,전라북도 정읍시 천변로 340-21,68383
전라북도 정읍시,아이엘음악학원,예능(대),108,전라북도 정읍시 수성5로 55,68384
전라북도 정읍시,아이캔독서실,독서실,62,전라북도 정읍시 수성택지7길 14,68385
전라북도 정읍시,안녕/피아노학원,예능(대),45,전라북도 정읍시 신태인읍 정신로 1100,68386
전라북도 정읍시,애플외국어학원,종합(대),36,전라북도 정읍시 정인2길 13,68387
전라북도 정읍시,양우음악학원,예능(대),80,전라북도 정읍시 천변로 394-20,68388
전라북도 정읍시,엘리트학원,입시.검정 및 보습,90,전라북도 정읍시 신태인읍 호남철로 38,68389
전라북도 정읍시,연지음악학원,예능(대),180,전라북도 정읍시 명륜길 29-4,68390
전라북도 정읍시,예다음 음악학원,예능(대),70,전라북도 정읍시 중앙로 70,68391
전라북도 정읍시,예성기타음악학원,기예(대),60,전라북도 정읍시 충정로 153-1,68392
전라북도 정읍시,예일학원,입시.검정 및 보습,75,전라북도 정읍시 상사4길 21-1,68393
전라북도 정읍시,예지원음악학원,종합(대),200,전라북도 정읍시 수성로 64,68394
전라북도 정읍시,예촌미술학원,예능(대),40,전라북도 정읍시 상동중앙로 26-11,68395
전라북도 정읍시,웅진씽크빅학습센터상동학원,입시.검정 및 보습,120,전라북도 정읍시 충정로 80,68396
전라북도 정읍시,윈탑학원,입시.검정 및 보습,180,전라북도 정읍시 서부산업도로 418,68397
전라북도 정읍시,유비아이학원,입시.검정 및 보습,66,전라북도 정읍시 초산3길 6-21,68398
전라북도 정읍시,유진수학학원,입시.검정 및 보습,30,전라북도 정읍시 학산로 103-18,68399
전라북도 정읍시,윤미니음악학원,예능(대),96,전라북도 정읍시 동부1길 76-6,68400
전라북도 정읍시,윤피아노뮤직아카데미학원,예능(대),30,전라북도 정읍시 신경2길 9,68401
전라북도 정읍시,이레독서실,독서실,31,전라북도 정읍시 수성로 51,68402
전라북도 정읍시,이레학원,입시.검정 및 보습,100,전라북도 정읍시 수성로 51,68403
전라북도 정읍시,이룸미술학원,예능(대),60,전라북도 정읍시 시기1길 22,68404
전라북도 정읍시,이앤김수학학원,입시.검정 및 보습,60,전라북도 정읍시 충정로 80,68405
전라북도 정읍시,이재희피아노학원,예능(대),200,전라북도 정읍시 수성로 5,68406
전라북도 정읍시,인서울수능영어학원,입시.검정 및 보습,5,전라북도 정읍시 충정로 92-1,68407
전라북도 정읍시,일등급학원,입시.검정 및 보습,65,전라북도 정읍시 충정로 16,68408
전라북도 정읍시,일우실용음악학원,예능(대),280,전라북도 정읍시 청수3길 36-1,68409
전라북도 정읍시,임마누엘피아노학원,예능(대),30,전라북도 정읍시 산외면 산외로 442-7,68410
전라북도 정읍시,장미혜 음악학원,예능(대),45,전라북도 정읍시 명덕1길 36-4,68411
전라북도 정읍시,정안공과기술학원,직업기술,120,전라북도 정읍시 명덕1길 7,68412
전라북도 정읍시,정읍수학원,입시.검정 및 보습,120,전라북도 정읍시 송산1길 17,68413
전라북도 정읍시,정읍직업전문학원,종합(대),90,전라북도 정읍시 관통로 14-4,68414
전라북도 정읍시,정읍컴퓨터학원,종합(대),40,전라북도 정읍시 관통로 14-4,68415
전라북도 정읍시,정진수학학원,입시.검정 및 보습,45,전라북도 정읍시 학산로 119,68416
전라북도 정읍시,제일수학전문학원,입시.검정 및 보습,25,전라북도 정읍시 학산로 122-3,68417
전라북도 정읍시,중앙21세기학원,종합(대),39,전라북도 정읍시 초산로 89-1,68418
전라북도 정읍시,즐거운피아노학원,예능(대),80,전라북도 정읍시 금붕1길 3,68419
전라북도 정읍시,지독한영어학원,입시.검정 및 보습,165,전라북도 정읍시 학산로 103-10,68420
전라북도 정읍시,지앤비영어전문학원,종합(대),26,전라북도 정읍시 학산로 117-12,68421
전라북도 정읍시,지앤비영어전문학원수성캠퍼스,국제화,26,전라북도 정읍시 샘골로 173,68422
전라북도 정읍시,지혜의샘학원,입시.검정 및 보습,81,전라북도 정읍시 학산로 59,68423
전라북도 정읍시,창조의눈미술학원,예능(대),60,전라북도 정읍시 중앙로 139,68424
전라북도 정읍시,청솔학원,입시.검정 및 보습,80,전라북도 정읍시 중앙로 69,68425
전라북도 정읍시,청어람학원,입시.검정 및 보습,35,전라북도 정읍시 상신경1길 5,68426
전라북도 정읍시,최T수학학원,입시.검정 및 보습,20,전라북도 정읍시 충정로 160,68427
전라북도 정읍시,클로이영어학원,입시.검정 및 보습,50,전라북도 정읍시 상사5길 11,68428
전라북도 정읍시,태인학원,입시.검정 및 보습,90,전라북도 정읍시 태인면 태인로 27,68429
전라북도 정읍시,투톱학원,입시.검정 및 보습,50,전라북도 정읍시 정읍남로 1355,68430
전라북도 정읍시,티엔티영어전문학원,입시.검정 및 보습,60,전라북도 정읍시 상동중앙로 67-2,68431
전라북도 정읍시,푸른입시학원,종합(대),100,전라북도 정읍시 신경2길 28,68432
전라북도 정읍시,필그림학원,예능(대),40,전라북도 정읍시 학산로 61,68433
전라북도 정읍시,하나학원,입시.검정 및 보습,80,전라북도 정읍시 중앙로 65,68434
전라북도 정읍시,하니학원,입시.검정 및 보습,36,전라북도 정읍시 상동중앙로 41,68435
전라북도 정읍시,하은미술피아노학원,종합(대),110,전라북도 정읍시 신태인읍 신태인1길 40,68436
전라북도 정읍시,하이스트학원,종합(대),165,전라북도 정읍시 학산로 89-7,68437
전라북도 정읍시,한빛음악학원,예능(대),96,전라북도 정읍시 수성택지3길 5,68438
전라북도 정읍시,한샘입시학원,입시.검정 및 보습,125,전라북도 정읍시 초산3길 2,68439
전라북도 정읍시,한솔영어수학학원,입시.검정 및 보습,180,전라북도 정읍시 중앙로 63-1,68440
전라북도 정읍시,한울학원,입시.검정 및 보습,110,전라북도 정읍시 수성택지7길 24-29,68441
전라북도 정읍시,해나영어학원,입시.검정 및 보습,100,전라북도 정읍시 수성3로 35-10,68442
전라북도 정읍시,해맑은독서실,독서실,60,전라북도 정읍시 학산로 117-12,68443
전라북도 정읍시,해법신태인영어학원,입시.검정 및 보습,150,전라북도 정읍시 신태인읍 신태인1길 90,68444
전라북도 정읍시,해법영어중국어상동학원,국제화,36,전라북도 정읍시 상동중앙로 49-1,68445
전라북도 정읍시,해법중국어학원,국제화,30,전라북도 정읍시 수성로 51,68446
전라북도 정읍시,현대영어수학학원,입시.검정 및 보습,100,전라북도 정읍시 하신경10길 2-7,68447
전라북도 정읍시,현클래스학원,종합(대),80,전라북도 정읍시 말고개길 73-5,68448
전라북도 정읍시,호남전기기술학원,직업기술,256,전라북도 정읍시 태인면 북태길 199,68449
전라북도 정읍시,확인영어자기주도학원,입시.검정 및 보습,60,전라북도 정읍시 학산로 103-18,68450
전라북도 정읍시,힘찬학당101학원,입시.검정 및 보습,40,전라북도 정읍시 충정로 30,68451
전라북도 진안군,꿈꾸는연필미술교습소,예능(대),25,전라북도 진안군 진안읍 중앙로 58-1,68452
전라북도 진안군,미술발전소 꼬마니꼴라이교습소,예능(대),36,전라북도 진안군 진안읍 성산1길 1,68453
전라북도 진안군,신지혜영어교실교습소,국제화,40,전라북도 진안군 진안읍 중앙로 58,68454
전라북도 진안군,윤선생우리집앞 진안대성영어교습소,국제화,30,전라북도 진안군 진안읍 대성길 7-11,68455
전라북도 진안군,공터 진안영어학원,입시.검정 및 보습,187,전라북도 진안군 진안읍 성산1길 1,68456
전라북도 진안군,노개명수학 신선생입시학원,입시.검정 및 보습,70,전라북도 진안군 진안읍 중앙로 81-1,68457
전라북도 진안군,능률영어학원,종합(대),85,전라북도 진안군 진안읍 중앙로 50,68458
전라북도 진안군,롱맨입시학원,입시.검정 및 보습,60,전라북도 진안군 진안읍 관산2길 3,68459
전라북도 진안군,소리엘음악학원,예능(대),75,전라북도 진안군 진안읍 중앙로 56-1,68460
전라북도 진안군,쇼팽과아이들음악학원,예능(대),100,전라북도 진안군 진안읍 중앙로 50,68461
전라북도 진안군,진안 e해법수학학원,입시.검정 및 보습,70,전라북도 진안군 진안읍 성산1길 1,68462
전라북도 진안군,클래스음악학원,예능(대),75,전라북도 진안군 진안읍 학천변길 37-10,68463
광주광역시 광산구,153수학교습소,입시.검정 및 보습,35,광주광역시 광산구 첨단중앙로 201,68464
광주광역시 광산구,J예음피아노교습소,예능(대),28,광주광역시 광산구 비아로 185,68465
광주광역시 광산구,가온길논술교습소,입시.검정 및 보습,18,광주광역시 광산구 풍영로 285,68466
광주광역시 광산구,강선생국어교습소,입시.검정 및 보습,24,광주광역시 광산구 첨단중앙로181번길 42-25,68467
광주광역시 광산구,강수학교습소,입시.검정 및 보습,15,광주광역시 광산구 목련로153번길 134,68468
광주광역시 광산구,건반이야기음악교습소,예능(대),30,광주광역시 광산구 장신로 306,68469
광주광역시 광산구,고고수학교습소,입시.검정 및 보습,12,광주광역시 광산구 첨단중앙로181번길 88-22,68470
광주광역시 광산구,고수수학교습소,입시.검정 및 보습,18,광주광역시 광산구 수등로 275,68471
광주광역시 광산구,골든수학교습소,입시.검정 및 보습,22,광주광역시 광산구 풍영로 285,68472
광주광역시 광산구,공감수학교습소,입시.검정 및 보습,24,광주광역시 광산구 송도로182번길 55,68473
광주광역시 광산구,공감영어교습소,입시.검정 및 보습,16,광주광역시 광산구 송도로182번길 55,68474
광주광역시 광산구,그레이트융합독서논술교습소,입시.검정 및 보습,45,광주광역시 광산구 장덕로95번길 16,68475
광주광역시 광산구,그려보세영미술교습소,예능(대),45,광주광역시 광산구 목련로273번길 88,68476
광주광역시 광산구,그림나라미술교습소,예능(대),36,광주광역시 광산구 어등대로665번길 26,68477
