유흥업소ID,법정동코드,사업장명,구분명
6855,48310,오토노래주점,기타
6856,48310,보스,기타
6857,48310,바덴바덴노래주점,기타
6858,48310,앵콜노래주점,기타
6859,48310,진가라오케,룸살롱
6860,48310,오렌지,간이주점
6861,48310,청사초롱,룸살롱
6862,48310,캐슬,룸살롱
6863,48310,힐링,룸살롱
6864,48310,그자리,룸살롱
6865,48310,앵카노래타운,룸살롱
6866,48310,대화노래주점,룸살롱
6867,48310,옥타곤클럽형노래타운,노래클럽
6868,48310,조가요주점,룸살롱
6869,48310,뱅크,룸살롱
6870,48310,꿈의궁전,룸살롱
6871,48310,스카이룸가요주점,간이주점
6872,48310,비비노래방,룸살롱
6873,48310,8시,기타
6874,48310,해송,룸살롱
6875,48310,트롯짱,룸살롱
6876,48310,힐튼노래주점,고고(디스코)클럽
6877,48310,넘버원,룸살롱
6878,48310,파랑새,룸살롱
6879,48310,아리스가라오케,스텐드바
6880,48310,시바노래주점,룸살롱
6881,48310,청춘가라오케,룸살롱
6882,48310,긴자싸롱,룸살롱
6883,48310,토마토룸가요,룸살롱
6884,48310,뉴찬찬,기타
6885,48310,홍콩룸,룸살롱
6886,48310,제일노래주점,룸살롱
6887,48310,스머프,룸살롱
6888,48310,황제스탠드,룸살롱
6889,48310,황궁,룸살롱
6890,48310,빕스,기타
6891,48310,토토노래궁전,기타
6892,48310,연가가요주점,기타
6893,48310,와가요주점,룸살롱
6894,48310,일박이일,룸살롱
6895,48310,국빈가요주점,룸살롱
6896,48310,콜노래주점,기타
6897,48310,버디(Budy),기타
6898,48310,블루오션,간이주점
6899,48310,플렉스(Flex),기타
6900,48310,설레임,룸살롱
6901,48310,돈텔마마,스텐드바
6902,48310,태산입술(太山입술),룸살롱
6903,48310,카우보이,룸살롱
6904,48310,원피스,룸살롱
6905,48310,해피가요주점,기타
6906,48310,클럽 락,룸살롱
6907,48310,키스,룸살롱
6908,48310,강미노래주점,기타
6909,48310,블랙홀,룸살롱
6910,48310,원투쓰리가요주점,룸살롱
6911,48310,목화룸가요주점,룸살롱
6912,48310,스타노래주점,룸살롱
6913,48310,헐크클럽,룸살롱
6914,48310,금탑노래궁,룸살롱
6915,48310,오다스텐드,스텐드바
6916,48310,빵빵룸가라오케,룸살롱
6917,48310,레드,룸살롱
6918,48310,대하가요주점,룸살롱
6919,48310,한국관,관광호텔나이트(디스코)
6920,48310,이프로,룸살롱
6921,48310,디바노래주점,룸살롱
6922,48310,코끼리,룸살롱
6923,48310,스타,룸살롱
6924,48310,열창가라오케,룸살롱
6925,48310,연하,룸살롱
6926,48310,제우스클럽,룸살롱
6927,48310,뮤직훼미리주점,룸살롱
6928,48310,신훼밀리주점,룸살롱
6929,48310,써니,룸살롱
6930,48310,로데오,룸살롱
6931,48310,연화노래주점,룸살롱
6932,48310,보물섬,룸살롱
6933,48310,불꽃라이브클럽,고고(디스코)클럽
6934,48310,풀셋팅,룸살롱
6935,48310,에이스,룸살롱
6936,48310,환타지,룸살롱
6937,48310,7번가가라오케,룸살롱
6938,48310,수림가라오케,룸살롱
6939,48310,찐가라오케,스텐드바
6940,48310,금탑스탠드,스텐드바
6941,48310,샘노래주점,룸살롱
6942,48310,해금강스탠드클럽,스텐드바
6943,48310,해변노래주점,룸살롱
6944,48310,맥심,룸살롱
6945,48310,동경,룸살롱
6946,48310,용궁노래주점,기타
6947,48310,놈놈놈,룸살롱
6948,48310,미스,기타
6949,48310,버킹검,기타
6950,48310,백악관노래주점,기타
6951,48310,썬가라오케,기타
6952,48310,옥궁,룸살롱
6953,48310,부메랑가요주점,룸살롱
6954,48310,버리룸카페,기타
6955,48310,블루가라오케,기타
6956,48310,홍가요주점,룸살롱
6957,48310,르네상스,룸살롱
6958,48310,양호실,룸살롱
6959,48310,영빈,룸살롱
6960,48310,오디션가라오케,노래클럽
6961,48310,엠제이노래타운,룸살롱
6962,48310,찐이야가라오케주점,기타
6963,48310,섹시봉가라오케,기타
6964,48310,샵24시뉴스주점,기타
6965,48310,엠제이뮤직타운,기타
6966,48310,헤라유흥주점,기타
6967,48310,사해,룸살롱
6968,48310,갤러리,기타
6969,48310,타임노래주점,룸살롱
6970,48310,제이(J)노래주점,룸살롱
6971,48310,수빈가라오케,룸살롱
6972,48310,보조개,룸살롱
6973,48310,베스트룸가요주점,룸살롱
6974,48310,오아시스호텔(다이아나),비어(바)살롱
6975,48310,엔죠이가라오케,기타
6976,48310,퀸가요주점,룸살롱
6977,48310,엔돌핀가요주점,기타
6978,48310,씨엔엔노래주점,룸살롱
6979,48310,달마가요방,기타
6980,48310,가자가요주점,간이주점
6981,48310,뿌빠가라오케,기타
6982,48310,설탕,룸살롱
6983,48310,보조개룸가요,룸살롱
6984,48310,크루즈라이브,간이주점
6985,48310,노래하는팔색조,룸살롱
6986,48310,이지노래주점,기타
6987,48310,오션,룸살롱
6988,48310,클럽트리플엑스,기타
6989,48310,락휴노래타운,기타
6990,48310,파라다이스,룸살롱
6991,48310,탬버린,룸살롱
6992,48310,로즈카페,기타
6993,48310,챔피언,룸살롱
6994,48310,쏠레가요주점,룸살롱
6995,48310,별밤가라오케,기타
6996,48310,룰루,룸살롱
6997,48310,로얄노래광장,룸살롱
6998,48310,대궁,룸살롱
6999,48310,노다지가라오케,룸살롱
7000,48310,크림,룸살롱
7001,48310,파라다이스,기타
7002,48310,힐링퓨전노래타운,룸살롱
7003,48310,콘서트가라오케,기타
7004,48310,노라존,룸살롱
7005,48310,에프원(F1),스텐드바
7006,48310,락노래타운,룸살롱
7007,48310,애플가요주점,룸살롱
7008,48310,제네시스,간이주점
7009,48310,원피스,룸살롱
7010,48310,예가,룸살롱
7011,48310,하와이,기타
7012,48310,흑란,룸살롱
7013,48310,라라,룸살롱
7014,48310,애쿠스(EQUUS),룸살롱
7015,48310,붐노래타운,룸살롱
7016,48310,꿀단지노래주점,룸살롱
7017,48310,아리랑가요주점,룸살롱
7018,48310,짐,룸살롱
7019,48310,오아시스호텔(캡틴),기타
7020,48310,바이킹노래주점,룸살롱
7021,48310,글래머,룸살롱
7022,48310,더헤라(The헤라),룸살롱
7023,48310,쏘나타가요주점,룸살롱
7024,48310,퍼스트,룸살롱
7025,48310,뉴그랜드나이트,고고(디스코)클럽
7026,48310,운동장,룸살롱
7027,48310,즐겨찾기,룸살롱
7028,48310,코리아,룸살롱
7029,48310,사무실,룸살롱
7030,48310,클럽앵그리버드,스텐드바
7031,48310,멜론노래타운아주점,기타
7032,48310,러브,룸살롱
7033,48310,베테랑,룸살롱
7034,48310,코코,룸살롱
7035,48310,세컨플로어,룸살롱
7036,48310,파파야,룸살롱
7037,48310,에스비에스(SBS),룸살롱
7038,48310,버니클럽(BUNNY CLUB),노래클럽
7039,48310,에이스룸가요주점,룸살롱
7040,48310,꽃불나이트,스텐드바
7041,48310,킹스타,룸살롱
7042,48310,고구려,룸살롱
7043,48310,더블유(W)가요주점,룸살롱
7044,48310,왕실노래주점,룸살롱
7045,48310,꿀단지가요주점,룸살롱
7046,48310,대박,룸살롱
7047,48310,뉴캐슬라이브가라오케,룸살롱
7048,48310,초이스,간이주점
7049,48310,도화가요주점,룸살롱
7050,48310,벨라지오,룸살롱
7051,48310,훼밀리주점,룸살롱
7052,48310,준노래주점,룸살롱
7053,48310,토마토,룸살롱
7054,48310,고궁노래주점,룸살롱
7055,48310,프라다주점,룸살롱
7056,48310,브이아이피,기타
7057,48310,M.B.C노래주점,기타
7058,48310,연예인,룸살롱
7059,48310,짱가,룸살롱
7060,48310,뉴술마시는노래방,룸살롱
7061,48310,아우디,룸살롱
7062,48310,챔피언,룸살롱
7063,48310,원투 노래주점,룸살롱
7064,48310,원가요주점,룸살롱
7065,48310,멜론노래타운,기타
7066,48310,연초노래주점,기타
7067,48310,준코뮤직타운 거제1호점,간이주점
7068,48310,고고(gogo),룸살롱
7069,48310,여보여보,간이주점
7070,48310,비키니,룸살롱
7071,48310,비밀,룸살롱
7072,48310,거제룸노래방,룸살롱
7073,48310,에스비에스유흥주점,룸살롱
7074,48310,뉴캐슬카페,룸살롱
7075,48310,짱미시노래주점,룸살롱
7076,48310,보물섬,룸살롱
7077,48310,와우노래주점,기타
7078,48310,강촌,룸살롱
7079,48310,루비,룸살롱
7080,48310,부킹노래주점,간이주점
7081,48310,체리 노래주점,기타
7082,48310,샾멜론,기타
7083,48310,천상인간,룸살롱
7084,48310,옥타곤퓨전노래타운,노래클럽
7085,48310,허그 술마시는노래방,룸살롱
7086,48310,T팬티(티팬티),기타
7087,48310,바운스노래타운,기타
7088,48310,비타민,룸살롱
7089,48310,바카스,룸살롱
7090,48310,불꽃노래주점,기타
7091,48310,옥가요주점,룸살롱
7092,48310,챔피언벨트,룸살롱
7093,48310,쿨.웰컴,기타
7094,48310,미소여인궁,룸살롱
7095,48310,왕벌노래주점,룸살롱
7096,48310,큰라바,기타
7097,48310,방가방가,룸살롱
7098,48310,텐프로,룸살롱
7099,48310,마마,기타
7100,48310,돈텔,기타
7101,48310,승,기타
7102,48310,부영,룸살롱
7103,48310,더파티퓨전식노래주점,간이주점
7104,48310,나쁜여자,룸살롱
7105,48310,장미,룸살롱
7106,48310,아일랜드(ISLAND),룸살롱
7107,48310,파티,룸살롱
7108,48310,아이스,룸살롱
7109,48310,연화가요주점,룸살롱
7110,48310,신세계주점,기타
7111,48310,위하여가요주점,룸살롱
7112,48310,십(10)프로가요주점,룸살롱
7113,48310,금랑노래주점,기타
7114,48880,샵 비지니스룸,룸살롱
7115,48880,키스,룸살롱
7116,48880,발리섬,룸살롱
7117,48880,수,룸살롱
7118,48880,하리수주점,기타
7119,48880,7천노래타운,룸살롱
7120,48880,준코앤준꼬노래타운,기타
7121,48880,써클노래주점,기타
7122,48880,타이밍주점,룸살롱
7123,48880,케이팝뮤직클럽,기타
7124,48880,아이비노래주점,룸살롱
7125,48880,프로포즈,기타
7126,48880,코주부노래주점,기타
7127,48880,카니발노래타운,룸살롱
7128,48880,수인가요주점,기타
7129,48880,후룸주점,룸살롱
7130,48880,에쿠스,룸살롱
7131,48880,호박주점,룸살롱
7132,48880,해운대,룸살롱
7133,48880,엠비씨,룸살롱
7134,48880,오킴스카사노바,룸살롱
7135,48880,해피노래타운,룸살롱
7136,48880,어우동노래타운,룸살롱
7137,48880,귀빈노래주점,기타
7138,48880,일월노래타운,룸살롱
7139,48880,르네상스,기타
7140,48880,뉴캐슬가요주점,룸살롱
7141,48880,쌍쌍노래주점,기타
7142,48880,초희7,기타
7143,48880,코리아나,기타
7144,48880,홍콩,룸살롱
7145,48880,캘리포니아,기타
7146,48880,블루,룸살롱
7147,48880,인타운,기타
7148,48880,일천지가요주점,룸살롱
7149,48880,수림,기타
7150,48880,탈렌트 가요주점,룸살롱
7151,48880,아이리스가요주점,기타
7152,48880,춘향이,룸살롱
7153,48880,비타민노래타운,룸살롱
7154,48820,놀러와,룸살롱
7155,48820,놀이터,룸살롱
7156,48820,S 유흥주점,룸살롱
7157,48820,비행기,룸살롱
7158,48820,르네상스,룸살롱
7159,48820,텐프로가요주점,기타
7160,48820,마이다스주점,기타
7161,48820,베르사유노래주점,룸살롱
7162,48820,세븐,룸살롱
7163,48820,제니아,룸살롱
7164,48820,젠틀맨,룸살롱
7165,48820,캐슬노래주점,룸살롱
7166,48820,블링블링유흥주점,룸살롱
7167,48820,헤르메스,룸살롱
7168,48820,벌떼들,룸살롱
7169,48820,해운대,기타
7170,48820,스타,룸살롱
7171,48820,또또노래주점,룸살롱
7172,48820,올인,룸살롱
7173,48820,황진이,룸살롱
7174,48820,비타민,룸살롱
7175,48820,써니가라오케,룸살롱
7176,48820,맨하탄,룸살롱
7177,48820,라니유흥주점,룸살롱
7178,48820,뉴 허심청,고고(디스코)클럽
7179,48820,캔버라노래방,룸살롱
7180,48820,유성가요방,룸살롱
7181,48820,토리가라오케,룸살롱
7182,48820,탕링 유흥주점,룸살롱
7183,48820,샵주점,룸살롱
7184,48820,별밤,룸살롱
7185,48820,압구정,룸살롱
7186,48820,황제,룸살롱
7187,48820,우성노래주점,룸살롱
7188,48820,준 노래주점,룸살롱
7189,48820,강남,룸살롱
7190,48820,맥스노래타운,룸살롱
7191,48820,골프,룸살롱
7192,48820,엠비씨,룸살롱
7193,48820,쉬리주점,룸살롱
7194,48820,칸가요주점,룸살롱
7195,48820,스카이가라오케,룸살롱
7196,48820,아방궁,룸살롱
7197,48820,발리,룸살롱
7198,48820,모두랑룸가요방,룸살롱
7199,48820,끼유흥주점,룸살롱
7200,48820,소나기,고고(디스코)클럽
7201,48820,신세계,룸살롱
7202,48820,명품,룸살롱
7203,48820,풍금유흥주점,룸살롱
7204,48820,백악관,룸살롱
7205,48820,토론토노래주점,룸살롱
7206,48820,불새룸,룸살롱
7207,48820,청실룸가요방,룸살롱
7208,48820,예림나이트,고고(디스코)클럽
7209,48820,갈매기클럽,룸살롱
7210,48820,앵콜노래주점,룸살롱
7211,48820,토마토,룸살롱
7212,48820,영웅,고고(디스코)클럽
7213,48820,보스,룸살롱
7214,48820,J주점,룸살롱
7215,48820,벤츠,룸살롱
7216,48820,도가,룸살롱
7217,48820,서유,룸살롱
7218,48820,해비치노래궁전,노래클럽
7219,48820,궁가요방,기타
7220,48820,보보스 (BOBOS),룸살롱
7221,48820,시티노래주점,룸살롱
7222,48820,KARAOKE  TAI  LOC,룸살롱
7223,48820,해모수,룸살롱
7224,48820,여우가요방,룸살롱
7225,48820,청마나이트,고고(디스코)클럽
7226,48820,에쿠스가요주점,노래클럽
7227,48250,보물섬,비어(바)살롱
7228,48250,뮤지카 노래타운,비어(바)살롱
7229,48250,국빈노래주점,비어(바)살롱
7230,48250,황금알노래주점,룸살롱
7231,48250,노찾사유흥주점,비어(바)살롱
7232,48250,시저룸주점,비어(바)살롱
7233,48250,제이가라오케,비어(바)살롱
7234,48250,환금노래주점,기타
7235,48250,토마토노래주점,비어(바)살롱
7236,48250,나비노래주점,비어(바)살롱
7237,48250,청신호,비어(바)살롱
7238,48250,귀족,비어(바)살롱
7239,48250,호박노래주점,룸살롱
7240,48250,금바다,비어(바)살롱
7241,48250,지중해노래방,비어(바)살롱
7242,48250,1번지심플노래방,비어(바)살롱
7243,48250,올인노래주점,비어(바)살롱
7244,48250,대물,비어(바)살롱
7245,48250,귀빈노래주점,기타
7246,48250,하이원클럽,비어(바)살롱
7247,48250,비너스,기타
7248,48250,월드,비어(바)살롱
7249,48250,소녀시대2노래주점,룸살롱
7250,48250,상하이노래주점,비어(바)살롱
7251,48250,호박꽃,비어(바)살롱
7252,48250,킹덤 비지니스클럽,비어(바)살롱
7253,48250,대발이주점,비어(바)살롱
7254,48250,짱노래타운,비어(바)살롱
7255,48250,뮤즈포장스탠드,비어(바)살롱
7256,48250,발렌타인,비어(바)살롱
7257,48250,환희노래주점,룸살롱
7258,48250,배드걸룸,비어(바)살롱
7259,48250,진시황,비어(바)살롱
7260,48250,홍콩,룸살롱
7261,48250,로즈노래주점,비어(바)살롱
7262,48250,러브베트남노래주점,비어(바)살롱
7263,48250,망고뮤직타운,비어(바)살롱
7264,48250,뉴크로바,비어(바)살롱
7265,48250,꿀단지,기타
7266,48250,톰과제리,비어(바)살롱
7267,48250,남태평양노래주점,비어(바)살롱
7268,48250,동바리노래주점,비어(바)살롱
7269,48250,헤르메스(HERMES),비어(바)살롱
7270,48250,우정노래주점,비어(바)살롱
7271,48250,코끼리,비어(바)살롱
7272,48250,사파이어노래방,비어(바)살롱
7273,48250,진시황,룸살롱
7274,48250,호박노래주점,비어(바)살롱
7275,48250,러쉬,룸살롱
7276,48250,나인룸노래주점,룸살롱
7277,48250,에쿠스영상주점,룸살롱
7278,48250,더블유,룸살롱
7279,48250,매일노래방,비어(바)살롱
7280,48250,불꽃포장센타,기타
7281,48250,두바이,스텐드바
7282,48250,뉴 발란스(NEW BALANCE),비어(바)살롱
7283,48250,몽돌주점,비어(바)살롱
7284,48250,궁노래주점,룸살롱
7285,48250,애플,룸살롱
7286,48250,아모르,룸살롱
7287,48250,수선화,비어(바)살롱
7288,48250,시크릿,비어(바)살롱
7289,48250,세븐,룸살롱
7290,48250,유진노래주점,비어(바)살롱
7291,48250,태양노래주점,비어(바)살롱
7292,48250,브이아이피(VIP),비어(바)살롱
7293,48250,초이스노래주점,비어(바)살롱
7294,48250,원가라오케,스텐드바
7295,48250,필노래주점,비어(바)살롱
7296,48250,블루노래주점,룸살롱
7297,48250,카리브노래주점,비어(바)살롱
7298,48250,향촌노래주점,비어(바)살롱
7299,48250,백악관스텐드코너,스텐드바
7300,48250,란제리미인궁,룸살롱
7301,48250,락휴노래주점,기타
7302,48250,세일노래주점,기타
7303,48250,뉴스타7080코너주점,스텐드바
7304,48250,초코렛노래주점,룸살롱
7305,48250,뮤2(Mu2),비어(바)살롱
7306,48250,쌈지노래주점,비어(바)살롱
7307,48250,몽블랑,비어(바)살롱
7308,48250,걸스데이,비어(바)살롱
7309,48250,불야성노래주점,비어(바)살롱
7310,48250,숙이노래주점,비어(바)살롱
7311,48250,수정노래주점,비어(바)살롱
7312,48250,백조노래주점,비어(바)살롱
7313,48250,헤라,룸살롱
7314,48250,호박꽃 노래주점,비어(바)살롱
7315,48250,아오디,비어(바)살롱
7316,48250,버킹검영상주점,비어(바)살롱
7317,48250,화이트룸주점,비어(바)살롱
7318,48250,아씨노래주점,비어(바)살롱
7319,48250,조아노래주점,비어(바)살롱
7320,48250,여비서,비어(바)살롱
7321,48250,팔레스노래방,비어(바)살롱
7322,48250,씨이오(CEO),비어(바)살롱
7323,48250,엔돌핀,기타
7324,48250,뮤즈,룸살롱
7325,48250,텐프로,룸살롱
7326,48250,행운노래주점,비어(바)살롱
7327,48250,레인(RAIN)베트남노래주점,스텐드바
7328,48250,진달래노래주점,비어(바)살롱
7329,48250,황제노래주점,비어(바)살롱
7330,48250,동궁노래주점,비어(바)살롱
7331,48250,브이아이피노래주점(VIP),비어(바)살롱
7332,48250,단화노래주점,룸살롱
7333,48250,교태전,룸살롱
7334,48250,월드노래주점,룸살롱
7335,48250,왕십리노래주점,룸살롱
7336,48250,스페샬 노래타운,룸살롱
7337,48250,유성노래주점,룸살롱
7338,48250,파이어,룸살롱
7339,48250,비서실,룸살롱
7340,48250,비아앤더그라,룸살롱
7341,48250,오빠달려,룸살롱
7342,48250,필노래주점,룸살롱
7343,48250,강심장,비어(바)살롱
7344,48250,그날코너주점,비어(바)살롱
7345,48250,팡팡노래주점,카바레
7346,48250,사샤비즈니스클럽,비어(바)살롱
7347,48250,하노이베트남노래주점,룸살롱
7348,48250,땡초노래주점,카바레
7349,48250,태영노래주점,기타
7350,48250,에로스노래주점,비어(바)살롱
7351,48250,황진이노래주점,비어(바)살롱
7352,48250,준코뮤직타운김해내외1,비어(바)살롱
7353,48250,야노노래주점,비어(바)살롱
7354,48250,고추노래주점,비어(바)살롱
7355,48250,올스타노래주점,비어(바)살롱
7356,48250,샤인노래주점,비어(바)살롱
7357,48250,타미나주점,비어(바)살롱
7358,48250,베트남한국노래주점,비어(바)살롱
7359,48250,제이비(J/B) 노래주점,비어(바)살롱
7360,48250,귀빈노래주점,룸살롱
7361,48250,대야노래주점,비어(바)살롱
7362,48250,SM노래주점,비어(바)살롱
7363,48250,다래궁,비어(바)살롱
7364,48250,옹녀궁,비어(바)살롱
7365,48250,미성노래주점,간이주점
7366,48250,벌떼,비어(바)살롱
7367,48250,월드노래주점,비어(바)살롱
7368,48250,빵빠레미드나이트,비어(바)살롱
7369,48250,환희노래주점,비어(바)살롱
7370,48250,알콩달콩노래주점,간이주점
7371,48250,청사초롱,비어(바)살롱
7372,48250,뉴발리노래주점,비어(바)살롱
7373,48250,타히티,룸살롱
7374,48250,아띠노래주점,비어(바)살롱
7375,48250,브이아이피노래주점,기타
7376,48250,엑스노래방,비어(바)살롱
7377,48250,신화,비어(바)살롱
7378,48250,매너노래주점,비어(바)살롱
7379,48250,보스노래주점,비어(바)살롱
7380,48250,리치노래주점,비어(바)살롱
7381,48250,란노래주점,비어(바)살롱
7382,48250,아파치영상주점,룸살롱
7383,48250,소리노래주점,비어(바)살롱
7384,48250,영영노래주점,카바레
7385,48250,카리스마노래주점,비어(바)살롱
7386,48250,판도라 노래주점,비어(바)살롱
7387,48250,금해랑노래주점,룸살롱
7388,48250,판도라,룸살롱
7389,48250,차차차,기타
7390,48250,울렘징 차나르,룸살롱
7391,48250,하노이노래주점,룸살롱
7392,48250,해운대,룸살롱
7393,48250,코끼리,룸살롱
7394,48250,골든벨노래주점,기타
7395,48250,기린노래주점,비어(바)살롱
7396,48250,천궁,룸살롱
7397,48250,알라딘비즈니스,룸살롱
7398,48250,가고파,룸살롱
7399,48250,씨티노래주점,기타
7400,48250,모나리자영상주점,기타
7401,48250,명작노래주점1,룸살롱
7402,48250,본노래주점,비어(바)살롱
7403,48250,보스,룸살롱
7404,48250,꿀단지노래방,룸살롱
7405,48250,나도가수다7080,노래클럽
7406,48250,궁전노래방,기타
7407,48250,궁노래주점,룸살롱
7408,48250,다이아나,룸살롱
7409,48250,별궁,비어(바)살롱
7410,48250,유하노래주점,비어(바)살롱
7411,48250,친구노래주점,비어(바)살롱
7412,48250,따봉노래주점,비어(바)살롱
7413,48250,하바나노래주점,비어(바)살롱
7414,48250,브이아이피,비어(바)살롱
7415,48250,해피노래유흥주점,비어(바)살롱
7416,48250,준코뮤직타운김해인제대1,비어(바)살롱
7417,48250,노래를찾는사람들,기타
7418,48250,오광퓨전노래주점,룸살롱
7419,48250,18번노래주점,비어(바)살롱
7420,48250,원더걸스,비어(바)살롱
7421,48250,후노래방,간이주점
7422,48250,뉴노래찾는사람들,룸살롱
7423,48250,비너스노래주점,룸살롱
7424,48250,다낭노래주점,룸살롱
7425,48250,로얄노래방,기타
7426,48250,아모르노래주점,룸살롱
7427,48250,쇼룸,룸살롱
7428,48250,윈윈노래주점,기타
7429,48250,도쿄노래주점,룸살롱
7430,48250,장두꺼비노래주점,룸살롱
7431,48250,뉴스타일(new style),비어(바)살롱
7432,48250,황제노래주점,기타
7433,48250,데블존,룸살롱
7434,48250,힐튼코너주점,비어(바)살롱
7435,48250,동경노래주점,룸살롱
7436,48250,몽노래주점,비어(바)살롱
7437,48250,무림촌,룸살롱
7438,48250,청아대노래주점,비어(바)살롱
7439,48250,옥이노래주점,비어(바)살롱
7440,48250,청아대노래주점,비어(바)살롱
7441,48250,이박사노래방,비어(바)살롱
7442,48250,블루노래주점,비어(바)살롱
7443,48250,비타민,기타
7444,48250,드림노래주점,비어(바)살롱
7445,48250,카니발,비어(바)살롱
7446,48250,퀸노래주점,비어(바)살롱
7447,48250,가고파,간이주점
7448,48250,한곡할래?,비어(바)살롱
7449,48250,코리아노래주점,비어(바)살롱
7450,48250,명품관노래주점,룸살롱
7451,48250,샴푸노래주점,룸살롱
7452,48250,응답하라7080,룸살롱
7453,48250,도화노래주점,비어(바)살롱
7454,48250,두바이노래주점,비어(바)살롱
7455,48250,바나나룸,룸살롱
7456,48250,골든룸노래주점,룸살롱
7457,48250,신세계노래주점,룸살롱
7458,48250,하노이 노래주점,룸살롱
7459,48250,청하대미인궁,비어(바)살롱
7460,48250,주연노래주점,카바레
7461,48250,용상노래주점,비어(바)살롱
7462,48250,엔젤스,룸살롱
7463,48250,옥녀노래주점,기타
7464,48250,넝쿨노래주점,룸살롱
7465,48250,비지니스,룸살롱
7466,48250,가무,룸살롱
7467,48250,오로라비지니스룸,비어(바)살롱
7468,48250,힐튼노래주점,비어(바)살롱
7469,48250,폭스,비어(바)살롱
7470,48250,친구노래주점,비어(바)살롱
7471,48250,써니텐,비어(바)살롱
7472,48250,써니노래주점,비어(바)살롱
7473,48250,스타노래주점,비어(바)살롱
7474,48250,금빛주점,비어(바)살롱
7475,48250,팡팡노래주점,비어(바)살롱
7476,48250,혜단노래주점,기타
7477,48250,815노래방,비어(바)살롱
7478,48250,오렌지코너주점,비어(바)살롱
7479,48250,럭키,기타
7480,48250,로맨스노래주점,비어(바)살롱
7481,48250,기픈샘노래주점,비어(바)살롱
7482,48250,동궁노래주점,비어(바)살롱
7483,48250,미소,비어(바)살롱
7484,48250,라온,비어(바)살롱
7485,48250,슈가,비어(바)살롱
7486,48250,아리랑노래주점,비어(바)살롱
7487,48250,백악관레간자,룸살롱
7488,48250,해품달,비어(바)살롱
7489,48250,고구려,룸살롱
7490,48250,뉴헤라,비어(바)살롱
7491,48250,청학노래주점,비어(바)살롱
7492,48250,로마,비어(바)살롱
7493,48250,소판돈노래주점,비어(바)살롱
7494,48250,모모노래주점,룸살롱
7495,48250,비밀,비어(바)살롱
7496,48250,일출란,비어(바)살롱
7497,48250,바이킹,비어(바)살롱
7498,48250,야시천지노래주점,비어(바)살롱
7499,48250,밴츠노래주점,비어(바)살롱
7500,48250,불꽃코너주점,비어(바)살롱
7501,48250,만타노래방,비어(바)살롱
7502,48250,카라노래주점,비어(바)살롱
7503,48250,젠틀맨,비어(바)살롱
7504,48250,명재노래주점,비어(바)살롱
7505,48250,장녹수노래주점,룸살롱
7506,48250,뽀빠이노래주점,비어(바)살롱
7507,48250,상상룸비즈니스,비어(바)살롱
7508,48250,콕,스텐드바
7509,48250,오페라노래주점,비어(바)살롱
7510,48250,코리아나노래주점,비어(바)살롱
7511,48250,물쥬,비어(바)살롱
7512,48250,빵빵노래주점,카바레
7513,48250,달과별실내코너주점,기타
7514,48250,한국관코너주점,비어(바)살롱
7515,48250,밸런스,비어(바)살롱
7516,48250,제우스,비어(바)살롱
7517,48250,준코뮤직타운김해내외2,룸살롱
7518,48250,오케스트라노래주점,비어(바)살롱
7519,48250,줄리아나,룸살롱
7520,48250,준코뮤직타운김해내외3,룸살롱
7521,48250,꿀벌노래주점,비어(바)살롱
7522,48250,북치기 박치기 코너주점,비어(바)살롱
7523,48250,별궁유흥주점,비어(바)살롱
7524,48250,백야,룸살롱
7525,48250,설탕코너주점,기타
7526,48250,나랑영상주점,룸살롱
7527,48250,어리노래주점,룸살롱
7528,48250,북치기박치기 퓨전노래방,비어(바)살롱
7529,48250,골든벨노래주점,룸살롱
7530,48250,탱크가요주점,비어(바)살롱
7531,48250,불꽃노래주점,비어(바)살롱
7532,48250,캐리비안,비어(바)살롱
7533,48250,달리자 노래주점,비어(바)살롱
7534,48250,들국화노래주점,비어(바)살롱
7535,48250,도깨비노래주점,비어(바)살롱
7536,48250,설탕노래주점,룸살롱
7537,48250,친구노래주점,비어(바)살롱
7538,48250,토마토노래주점,비어(바)살롱
7539,48250,다이아몬드 유흥주점,비어(바)살롱
7540,48250,이브노래주점,비어(바)살롱
7541,48250,쉬리노래주점,비어(바)살롱
7542,48250,코코노래주점,비어(바)살롱
7543,48250,휘모리영상주점,룸살롱
7544,48250,귀족,룸살롱
7545,48250,오빠야노래주점,비어(바)살롱
7546,48250,나이스노래주점,비어(바)살롱
7547,48250,서강노래주점,룸살롱
7548,48250,스캔들노래타운,비어(바)살롱
7549,48250,큐브퓨전노래주점,비어(바)살롱
7550,48250,카네기,비어(바)살롱
7551,48250,에로스영상주점,비어(바)살롱
7552,48250,솜사탕,비어(바)살롱
7553,48250,강촌,룸살롱
7554,48250,춘향이노래주점,비어(바)살롱
7555,48250,금해랑영상주점,룸살롱
7556,48250,슈크림노래주점,룸살롱
7557,48250,용궁노래주점,비어(바)살롱
7558,48250,국빈노래주점,비어(바)살롱
7559,48250,비너스노래주점,비어(바)살롱
7560,48250,브이아이피노래주점,비어(바)살롱
7561,48250,다모아주점,비어(바)살롱
7562,48250,이태원가라오케,노래클럽
7563,48250,나도 가수다,룸살롱
7564,48250,수진노래주점,룸살롱
7565,48250,세시봉퓨전노래방,기타
7566,48250,허리춤노래방,비어(바)살롱
7567,48250,시마노래주점,룸살롱
7568,48250,킹,룸살롱
