유흥업소ID,법정동코드,사업장명,구분명
0,42150,아리랑나이트,고고(디스코)클럽
1,42150,소야노래공원,룸살롱
2,42150,하나노래궁,기타
3,42150,팡팡,룸살롱
4,42150,아우라,룸살롱
5,42150,여의주노래팡,룸살롱
6,42150,스타노래궁,룸살롱
7,42150,대박노래성,기타
8,42150,연꽃노래궁,룸살롱
9,42150,신나노래짱,기타
10,42150,씨저스노래궁,룸살롱
11,42150,삼백(300),룸살롱
12,42150,스캔들,룸살롱
13,42150,로마노래궁,룸살롱
14,42150,쎄시봉라이브,룸살롱
15,42150,판도라,룸살롱
16,42150,춘향이,룸살롱
17,42150,빨주노초노래타운,룸살롱
18,42150,고래노래궁,룸살롱
19,42150,조아조아노래클럽,룸살롱
20,42150,쟝글,룸살롱
21,42150,아라비안,룸살롱
22,42150,필노래궁,룸살롱
23,42150,싸이버노래타운,기타
24,42150,금반,룸살롱
25,42150,엔젤클럽,간이주점
26,42150,1%노래공원,룸살롱
27,42150,은하노래클럽,룸살롱
28,42150,싸인노래궁,룸살롱
29,42150,래미안,카바레
30,42150,테크노노래공원,기타
31,42150,불씨노래궁,룸살롱
32,42150,아라,룸살롱
33,42150,미시촌노래궁,기타
34,42150,올레,룸살롱
35,42150,황진이노래공원,룸살롱
36,42150,샤인노래공원,룸살롱
37,42150,고려노래궁,룸살롱
38,42150,오아시스,룸살롱
39,42150,두리,룸살롱
40,42150,매창,기타
41,42150,항구노래타운,기타
42,42150,아테나비지니스클럽,기타
43,42150,바하노래궁,룸살롱
44,42150,코러스노래궁,룸살롱
45,42150,별천지,비어(바)살롱
46,42150,카니발,비어(바)살롱
47,42150,명작,룸살롱
48,42150,밀레니엄,카바레
49,42150,퀸즈,룸살롱
50,42150,뻑가,룸살롱
51,42150,환타,룸살롱
52,42150,태하,룸살롱
53,42150,하이크라스노래궁,룸살롱
54,42150,케이팝노래타운,룸살롱
55,42150,해송주점,기타
56,42150,황금노래궁,룸살롱
57,42150,오작교,간이주점
58,42150,하와이,룸살롱
59,42150,후궁노래클럽,룸살롱
60,42150,뻘노래궁,룸살롱
61,42150,매미노래밤,룸살롱
62,42150,준코뮤직타운강릉교동1호점,기타
63,42150,소리질러,룸살롱
64,42150,워커힐노래타운,룸살롱
65,42150,별밤라이브,기타
66,42150,신세계노래공원,룸살롱
67,42150,레인보우,룸살롱
68,42150,초콜릿노래궁,룸살롱
69,42150,비치노래타운,룸살롱
70,42150,오빠가요주점,룸살롱
71,42150,다인,룸살롱
72,42150,금노래타운,룸살롱
73,42150,찐찐노래클럽,룸살롱
74,42150,뉴비치노래타운,룸살롱
75,42150,루체,룸살롱
76,42150,노래클럽소리새,룸살롱
77,42150,다인,룸살롱
78,42150,예궁,룸살롱
79,42150,뉴오아시스,룸살롱
80,42150,아싸(술파는노래밤),룸살롱
81,42150,상해노래궁,룸살롱
82,42150,거북선,간이주점
83,42150,선우,비어(바)살롱
84,42150,오감,룸살롱
85,42150,예쁜여우노래궁,룸살롱
86,42150,유정노래궁,룸살롱
87,42150,킹노래크럽,룸살롱
88,42150,은하수생맥주,간이주점
89,42150,팬노래공원,룸살롱
90,42150,명월,룸살롱
91,42150,천사소주클럽,룸살롱
92,42150,루팡,룸살롱
93,42150,준코뮤직타운강릉교동2호점,기타
94,42150,C.E.O(씨이오),룸살롱
95,42150,솔향뮤직노래타운,노래클럽
96,42150,아지트,기타
97,42150,나이트마켓(주문진점),고고(디스코)클럽
98,42150,찬스노래타운,룸살롱
99,42150,다솔,룸살롱
100,42150,빨간앵두,룸살롱
101,42150,체리노래타운,룸살롱
102,42150,대가,룸살롱
103,42150,작은콘서트,기타
104,42150,판코리아,노래클럽
105,42150,조이,룸살롱
106,42150,땡삐노래밤,카바레
107,42150,뮤즈노래클럽,룸살롱
108,42150,루나,룸살롱
109,42150,허세노래궁,룸살롱
110,42150,19술파는노래밤,룸살롱
111,42150,킹덤,룸살롱
112,42150,나이트마켓,기타
113,42150,아이스타클럽,스텐드바
114,42150,대동라이브,노래클럽
115,42150,라카이 유흥주점,기타
116,42150,젤라,룸살롱
117,42150,키샤,룸살롱
118,42150,짱,룸살롱
119,42150,못난이노래세상,비어(바)살롱
120,42150,동부노래마을,룸살롱
121,42150,새벽감성,간이주점
122,42150,뉴잉카노래궁,룸살롱
123,42150,오레,룸살롱
124,42150,부영노래클럽,룸살롱
125,42150,도미노,룸살롱
126,42150,프랜드노래공원,룸살롱
127,42150,소천노래궁,기타
128,42150,볼보노래세상,룸살롱
129,42150,연예인,룸살롱
130,42150,텐프로비지니스클럽,룸살롱
131,42150,핑클,간이주점
132,42150,아모르노래샘,룸살롱
133,42150,시크릿,룸살롱
134,42150,딩동댕노래장,룸살롱
135,42150,택시,룸살롱
136,42150,아리랑,룸살롱
137,42150,투영(TWO YOUNG)노래공원,기타
138,42150,팽고팽고성인클럽,룸살롱
139,42150,발리노래타운,룸살롱
140,42150,신별천지노래궁,룸살롱
141,42150,25시노래궁,기타
142,42150,올인노래공원,룸살롱
143,42150,아마게돈,룸살롱
144,42150,다빈치,룸살롱
145,42150,청담동,룸살롱
146,42150,올래,룸살롱
147,42150,바카스,룸살롱
148,42150,젠가뮤직타운,룸살롱
149,42150,파리노래타운,룸살롱
150,42150,텐프로,룸살롱
151,42150,마야노래궁,룸살롱
152,42150,뉴욕노래타운,룸살롱
153,42150,마야노래공원,룸살롱
154,42150,물레방아,룸살롱
155,42150,인천공항,룸살롱
156,42150,더블유,룸살롱
157,42150,기루,룸살롱
158,42150,태평양소맥클럽,스텐드바
159,42150,비너스,룸살롱
160,42150,붐(BOOM),룸살롱
161,42150,주문진룸가요주점,룸살롱
162,42150,여궁,룸살롱
163,42150,글로벌,룸살롱
164,42150,와우노래궁,룸살롱
165,42150,또와 노래나라,룸살롱
166,42150,가야노래궁,카바레
167,42150,허니노래공원,룸살롱
168,42150,도로시,룸살롱
169,42150,솔향노래마을,룸살롱
170,42150,린,룸살롱
171,42150,발리,룸살롱
172,42150,은비노래타운,룸살롱
173,42150,고궁노래마을,룸살롱
174,42150,딸기노래타운,룸살롱
175,42150,지중해노래세상,룸살롱
176,42150,신라노래궁,룸살롱
177,42150,잠자리,룸살롱
178,42150,카리스마나이트클럽,고고(디스코)클럽
179,42150,연곡노래타운,카바레
180,42150,스웨이(SWAY),간이주점
181,42150,쎌노래궁,룸살롱
182,42150,바다노래타운,기타
183,42150,샴푸노래마을,룸살롱
184,42150,마카오,기타
185,42150,카슈술파는노래밤,룸살롱
186,42150,추억노래궁,룸살롱
187,42150,설화가요주점,기타
188,42150,한라노래궁,룸살롱
189,42150,필노래공원,룸살롱
190,42150,어우동,룸살롱
191,42150,가리비,룸살롱
192,42150,아방궁노래공원,룸살롱
193,42150,호박노래궁,룸살롱
194,42150,벅시,룸살롱
195,42150,딸기술파는노래방,룸살롱
196,42150,주유소룸,룸살롱
197,42150,맛잡이슈퍼,기타
198,42150,위대한탄생,룸살롱
199,42150,그루브,기타
200,42150,세이드(SHADE),간이주점
201,42150,프레지던트,룸살롱
202,42150,오디션,룸살롱
203,42150,사이다,비어(바)살롱
204,42150,쿨노래공원,룸살롱
205,42150,C노래궁,룸살롱
206,42150,성남바이킹,룸살롱
207,42150,서희궁주점,룸살롱
208,42150,큐노래세상,룸살롱
209,42150,스카이노래타운,룸살롱
210,42150,놀이터노래궁,룸살롱
211,42150,힐링,룸살롱
212,42150,제우스,룸살롱
213,42820,보스(BOSS),룸살롱
214,42820,로즈룸가요방,룸살롱
215,42820,나그네가요주점,간이주점
216,42820,속초 오션투유 주점,기타
217,42820,뮤직&바,기타
218,42820,에이스,룸살롱
219,42820,부빈,룸살롱
220,42820,나인틴,룸살롱
221,42820,스타노래팡팡,룸살롱
222,42820,폭스가요방,노래클럽
223,42820,요술,룸살롱
224,42820,동경나이트,룸살롱
225,42820,아미고룸클럽,룸살롱
226,42820,필 술파는노래방,룸살롱
227,42820,용궁,기타
228,42820,바다소리,룸살롱
229,42820,노을,노래클럽
230,42820,보물섬,룸살롱
231,42170,여궁,룸살롱
232,42170,숲속노래궁,노래클럽
233,42170,아띠노래궁,노래클럽
234,42170,압구정,룸살롱
235,42170,대정,룸살롱
236,42170,미술관노래클럽,룸살롱
237,42170,노래순정,고고(디스코)클럽
238,42170,오래가요궁,룸살롱
239,42170,백악관성인나이트,고고(디스코)클럽
240,42170,아테네,룸살롱
241,42170,파티노래공원,기타
242,42170,퀸 노래공원,기타
243,42170,방콕주점,기타
244,42170,로비스트,룸살롱
245,42170,빵빵노래궁,노래클럽
246,42170,거북선,기타
247,42170,석류노래공원,기타
248,42170,나비룸싸롱,룸살롱
249,42170,쏘니노래궁,노래클럽
250,42170,동백노래콜,기타
251,42170,대주 가요주점,룸살롱
252,42170,에스엠(SM)가요주점,노래클럽
253,42170,청담동노래주점,기타
254,42170,센스노래궁,노래클럽
255,42170,색연필,룸살롱
256,42170,로또노래궁,노래클럽
257,42170,씨네마노래공원,룸살롱
258,42170,뉴발리,기타
259,42170,서울서울,기타
260,42170,예빈,룸살롱
261,42170,대가,룸살롱
262,42170,연지,기타
263,42170,축제노래공원,기타
264,42170,둘리 노래궁,노래클럽
265,42170,소리마을노래세상,기타
266,42170,가자뮤직타운,노래클럽
267,42170,황진이노래궁,노래클럽
268,42170,로얄,룸살롱
269,42170,마니아,기타
270,42170,살다보면,룸살롱
271,42170,발리,룸살롱
272,42170,검정고무신,기타
273,42170,호박,기타
274,42170,보물섬,기타
275,42170,럭키가요궁,기타
276,42170,풀하우스,기타
277,42170,아방궁노래타운,기타
278,42170,소라노래바,기타
279,42170,노래공원 친구,기타
280,42170,두바이,룸살롱
281,42170,크루즈노래궁,노래클럽
282,42170,에스노래궁,노래클럽
283,42170,명월,기타
284,42170,주야성노래세상,기타
285,42170,자수정,기타
286,42170,독도사랑노래공원,기타
287,42170,비선노래공원,기타
288,42170,추억에가요,룸살롱
289,42170,투데이,룸살롱
290,42170,알프스노래공원,기타
291,42170,비너스노래궁,노래클럽
292,42170,아솔노래궁,노래클럽
293,42170,신라,룸살롱
294,42170,썬노래공원,기타
295,42170,묵호노래궁,노래클럽
296,42170,하트하트,기타
297,42170,아마죤,스텐드바
298,42170,블루밍노래궁,노래클럽
299,42170,아리랑,고고(디스코)클럽
300,42170,궁전노래궁,노래클럽
301,42170,부킹,룸살롱
302,42170,올래올래,기타
303,42170,솜 노래궁,노래클럽
304,42170,와주리노래궁,노래클럽
305,42170,준코뮤직타운 동해천곡점,룸살롱
306,42170,뮤직맨,기타
307,42170,삼천궁녀노래궁,노래클럽
308,42170,고구려노래궁,노래클럽
309,42170,웅녀,기타
310,42170,킹앤퀸,룸살롱
311,42170,동해궁,기타
312,42170,휠노래공원,룸살롱
313,42170,카리스마,기타
314,42170,썸노래주점,기타
315,42170,엔젤뮤직타운,룸살롱
316,42170,초코렛관광클럽,기타
317,42170,노래하는7080,기타
318,42170,앙코르 노래빠,기타
319,42170,무릉노래공원,기타
320,42170,마왕,룸살롱
321,42170,울릉도명학노래궁,노래클럽
322,42170,키스노래궁,노래클럽
323,42170,엣지노래궁,노래클럽
324,42170,에프원,기타
325,42170,천황 노래클럽,룸살롱
326,42170,수궁,기타
327,42170,질러,기타
328,42170,노래하는파라오가요주점,기타
329,42170,빅뱅노래주점,노래클럽
330,42170,이삭노래주점,기타
331,42170,아방궁,기타
332,42170,미향,기타
333,42170,히트노래공원,기타
334,42170,코스모스,기타
335,42170,폭포,기타
336,42170,루비,기타
337,42170,춘향이,기타
338,42170,모스크바,기타
339,42170,장녹수가요주점,기타
340,42170,미궁,룸살롱
341,42170,홍채령,기타
342,42170,항구클럽,고고(디스코)클럽
343,42170,라이코스,기타
344,42170,갤러리노래궁,기타
345,42170,다크호스,기타
346,42170,금강산노래광장,기타
347,42170,울릉도밤차,기타
348,42170,이브,룸살롱
349,42170,노래하는비타민,기타
350,42170,크리스탈노래궁,노래클럽
351,42170,주향노래궁,노래클럽
352,42170,타임노래빠,룸살롱
353,42170,블루노래궁,노래클럽
354,42170,타워,기타
355,42170,황하,룸살롱
356,42170,마미,기타
357,42170,에피소드가요주점,기타
358,42230,달아달아주점,비어(바)살롱
359,42230,가배,비어(바)살롱
360,42230,호박,노래클럽
361,42230,춘향이,간이주점
362,42230,느낌,비어(바)살롱
363,42230,세븐노래궁,비어(바)살롱
364,42230,황제,비어(바)살롱
365,42230,나이스노래궁,비어(바)살롱
366,42230,한국관,비어(바)살롱
367,42230,콜노래궁,비어(바)살롱
368,42230,마운틴가요주점,노래클럽
369,42230,코리아타운,고고(디스코)클럽
370,42230,스타노래궁,비어(바)살롱
371,42230,그린칼라,노래클럽
372,42230,텐,룸살롱
373,42230,0.5노래궁,비어(바)살롱
374,42230,궁노래궁,비어(바)살롱
375,42230,진송,간이주점
376,42230,월송정,간이주점
377,42230,장원노래광장,비어(바)살롱
378,42230,명월관,룸살롱
379,42230,여우,간이주점
380,42230,새샘가요주점,노래클럽
381,42230,대야노래공원,비어(바)살롱
382,42230,나르샤,비어(바)살롱
383,42230,강남스타일,비어(바)살롱
384,42230,야화,간이주점
385,42230,송죽,간이주점
386,42230,솜노래궁,비어(바)살롱
387,42230,퀸노래주점,비어(바)살롱
388,42230,탑노래궁,비어(바)살롱
389,42230,칸노래궁,비어(바)살롱
390,42230,수,비어(바)살롱
391,42230,청운,비어(바)살롱
392,42230,발리노래궁,고고(디스코)클럽
393,42230,란제리,비어(바)살롱
394,42230,실백7080클럽,고고(디스코)클럽
395,42230,헤라,비어(바)살롱
396,42230,무학성,간이주점
397,42230,보물섬,비어(바)살롱
398,42230,황금성,간이주점
399,42230,청춘라이브카페,기타
400,42230,뉴브이아이피,비어(바)살롱
401,42230,세라노래궁,비어(바)살롱
402,42230,브이아이피(VIP)노래궁,비어(바)살롱
403,42230,봉자클럽,고고(디스코)클럽
404,42230,물망초,간이주점
405,42230,솔방울,간이주점
406,42230,녹수,간이주점
407,42230,올레,비어(바)살롱
408,42230,황진이,간이주점
409,42230,카사노바,비어(바)살롱
410,42230,에이프러스 수가요궁,노래클럽
411,42230,샴푸,비어(바)살롱
412,42230,신나는노래주점,노래클럽
413,42230,열,룸살롱
414,42230,추억,간이주점
415,42230,정비지니스클럽,비어(바)살롱
416,42230,팔도강산,노래클럽
417,42230,조은,비어(바)살롱
418,42230,황궁노래주점,비어(바)살롱
419,42230,젠,비어(바)살롱
420,42230,아리노래궁,비어(바)살롱
421,42230,강남노래궁,비어(바)살롱
422,42230,썸비즈니스룸,비어(바)살롱
423,42230,1박2일,비어(바)살롱
424,42230,태양룸가요주점,비어(바)살롱
425,42230,스캔들,비어(바)살롱
426,42230,매트로노래공원,비어(바)살롱
427,42230,십오야,간이주점
428,42230,달무리,비어(바)살롱
429,42230,궁전,비어(바)살롱
430,42230,그리스노래주점,노래클럽
431,42230,로또노래주점,비어(바)살롱
432,42230,대왕궁,비어(바)살롱
433,42230,신대왕가요궁,비어(바)살롱
434,42230,오케이노래궁,비어(바)살롱
435,42230,보스,룸살롱
436,42230,땡큐가요궁,비어(바)살롱
437,42230,아리아,노래클럽
438,42230,파티존,비어(바)살롱
439,42230,불로초,간이주점
440,42230,가인노래주점,비어(바)살롱
441,42230,사랑님,간이주점
442,42230,항구크럽,비어(바)살롱
443,42230,카멜레온,노래클럽
444,42210,거목,기타
445,42210,야성,기타
446,42210,벤츠,카바레
447,42210,왕과비,룸살롱
448,42210,백야,관광호텔나이트(디스코)
449,42210,정하,기타
450,42210,환희아방궁,기타
451,42210,더킹,룸살롱
452,42210,스타킹술파는가요방,룸살롱
453,42210,강남,룸살롱
454,42210,미씨클럽술파는노래궁,룸살롱
455,42210,모란봉가요방,룸살롱
456,42210,세븐,기타
457,42210,뉴비지니스클럽,룸살롱
458,42210,엔젤클럽,룸살롱
459,42210,로마,룸살롱
460,42210,세븐스타,비어(바)살롱
461,42210,미라클,룸살롱
462,42210,발리노래광장,룸살롱
463,42210,비지니스,룸살롱
464,42210,보라카이,룸살롱
465,42210,발렌타인술파는가요방,룸살롱
466,42210,뉴아테네,룸살롱
467,42210,키키,룸살롱
468,42210,차차차가요방,기타
469,42210,뉴네이버,룸살롱
470,42210,라인,룸살롱
471,42210,콜빠유흥주점,룸살롱
472,42210,룰루랄라노래궁,룸살롱
473,42210,해후,룸살롱
474,42210,젠틀맨,룸살롱
475,42210,판코리아노래하는중년클럽,카바레
476,42210,동행노래광장,카바레
477,42210,황금,카바레
478,42210,로맨스,카바레
479,42210,대경술파는가요방,룸살롱
480,42210,뉴비너스,룸살롱
481,42210,실루엣,기타
482,42210,노블,룸살롱
483,42210,벨라,룸살롱
484,42210,제우스,룸살롱
485,42210,딸기술파는노래방,기타
486,42210,황금열차,룸살롱
487,42210,로얄룸클럽,룸살롱
488,42210,애플,카바레
489,42210,카카오룸,룸살롱
490,42210,짱술파는노래방,스텐드바
491,42210,오렌지술파는노래방,룸살롱
492,42210,린,룸살롱
493,42210,스타일가요방,룸살롱
494,42210,패션5,카바레
495,42210,설악로얄나이트크럽,관광호텔나이트(디스코)
496,42210,싸이,룸살롱
497,42210,홍조,룸살롱
498,42210,국빈룸가요방,룸살롱
499,42210,궁전가요방,카바레
500,42210,공화국룸가요방,룸살롱
501,42210,프라다,룸살롱
502,42210,썬힐가요주점,노래클럽
503,42210,설탕술파는노래궁,룸살롱
504,42210,뉴오렌지,룸살롱
505,42210,스타이,룸살롱
506,42210,윙술파는노래광장,룸살롱
507,42210,앵두,기타
508,42210,마레몬스 가요방,기타
509,42210,유정,요정
510,42210,뉴오케스트라,룸살롱
511,42210,설악심포니,룸살롱
512,42210,뉴 비타민,카바레
513,42210,골드문,카바레
514,42210,설악썬나이트,관광호텔나이트(디스코)
515,42210,홍콩,룸살롱
516,42210,리츠,룸살롱
517,42210,w(더블유),룸살롱
518,42210,아이스가요방,룸살롱
519,42210,크림가요방,룸살롱
520,42210,미스터트롯,룸살롱
521,42210,춘자술파는노래방,룸살롱
522,42800,GOOD 타임,기타
523,42800,강남포차,룸살롱
524,42800,고궁2,룸살롱
525,42800,실루엣,룸살롱
526,42800,아우디,룸살롱
527,42800,릴렉스,간이주점
528,42800,레드,룸살롱
529,42800,로마,룸살롱
530,42800,위너스,룸살롱
531,42800,미팅,룸살롱
532,42800,팝스타 노래타운,비어(바)살롱
533,42800,고궁,기타
534,42800,미로,기타
535,42800,비바,룸살롱
536,42800,진고개유흥주점,간이주점
537,42800,뉴욕,간이주점
538,42800,비너스,간이주점
539,42830,돌고래,룸살롱
540,42830,한계령,고고(디스코)클럽
541,42830,싸인,룸살롱
542,42830,파트너,카바레
543,42830,아라가요타운,카바레
544,42830,클럽트리,스텐드바
545,42830,보스,룸살롱
546,42830,송이송송,비어(바)살롱
547,42830,엑스포영상주점,카바레
548,42830,프렌드유흥주점,룸살롱
549,42830,카오스,카바레
550,42830,모던,룸살롱
551,42830,워싱턴,카바레
552,42830,파도주점,기타
553,42830,1004(천사),룸살롱
554,42830,룸코리아나유흥주점,룸살롱
555,42830,블루데이,룸살롱
556,42830,토마토,룸살롱
557,42830,홍콩,룸살롱
558,42830,벤츠,카바레
559,42830,썬라이브,룸살롱
560,42830,필링,룸살롱
561,42830,혜경궁,기타
562,42830,쏭룸,룸살롱
563,42830,떳다노래광장,기타
564,42750,보물섬,룸살롱
565,42750,따봉,룸살롱
566,42750,코리아 술먹는 가요주점,룸살롱
567,42750,여왕벌,룸살롱
568,42750,연화,룸살롱
569,42750,아씨궁,룸살롱
570,42750,짱,룸살롱
571,42750,궁전,룸살롱
572,42750,달밤,룸살롱
573,42750,동백,룸살롱
574,42750,뉴메니아,룸살롱
575,42750,쥰코,기타
576,42750,불새,룸살롱
577,42750,해인,룸살롱
578,42750,CT주점,룸살롱
579,42750,홍콩,룸살롱
580,42750,여궁,룸살롱
581,42750,카네기,룸살롱
582,42750,영해,룸살롱
583,42750,태평양,스텐드바
584,42750,마실,룸살롱
585,42750,하모니,룸살롱
586,42750,아리랑,룸살롱
587,42750,큐,룸살롱
588,42750,애플가요주점,룸살롱
589,42130,대명,룸살롱
590,42130,문룸가요방,룸살롱
591,42130,까치노래공간,룸살롱
592,42130,청춘열차회관,기타
593,42130,트리플,룸살롱
594,42130,썬노래방,룸살롱
595,42130,라이브킹,룸살롱
596,42130,국빈관나이트,고고(디스코)클럽
597,42130,간난이,룸살롱
598,42130,매직타운,간이주점
599,42130,여보여보,간이주점
600,42130,백제,룸살롱
601,42130,하와이,룸살롱
602,42130,드림스,룸살롱
603,42130,대벌,룸살롱
604,42130,콩깍지가요방,간이주점
605,42130,별천지,간이주점
606,42130,황금술파는노래클럽,기타
607,42130,황진이,간이주점
608,42130,비타민,간이주점
609,42130,주홍노래타운,간이주점
610,42130,남행열차,기타
611,42130,환희,간이주점
612,42130,수궁2,간이주점
613,42130,수궁,간이주점
614,42130,247노래방,룸살롱
615,42130,몽마르쥬룸가요방,룸살롱
616,42130,블랙홀,룸살롱
617,42130,연정,간이주점
618,42130,맘모스,기타
619,42130,아리수노래타운,룸살롱
620,42130,뉴백만불밴드미드나이트,노래클럽
621,42130,스틸어라이브,룸살롱
622,42130,사과노래공간,룸살롱
623,42130,엠제이노래타운,기타
624,42130,따르릉,기타
625,42130,라이브송,룸살롱
626,42130,7함대,룸살롱
627,42130,피플노래타운,룸살롱
628,42130,불꽃,기타
629,42130,향촌가요주점,기타
630,42130,하루노래타운,노래클럽
631,42130,무시로,기타
632,42130,펀치,기타
633,42130,나나바,스텐드바
634,42130,대박,간이주점
635,42130,프린스,룸살롱
636,42130,쭌,룸살롱
637,42130,하비비노래타운,기타
638,42130,하비비노래타운투,기타
639,42130,라온라이브,카바레
640,42130,골든타운,노래클럽
641,42130,일화,룸살롱
642,42130,스타노래타운,노래클럽
643,42130,쎄시봉,기타
644,42130,강남노래클럽,룸살롱
645,42130,아우라,룸살롱
646,42130,천하,룸살롱
647,42130,아랑,룸살롱
648,42130,이이안,룸살롱
649,42130,메인,룸살롱
650,42130,태평양,카바레
651,42130,홀릭,룸살롱
652,42130,논개,기타
653,42130,비몽,룸살롱
654,42130,한강성인나이트,고고(디스코)클럽
655,42130,국제도시,기타
656,42130,투투,룸살롱
657,42130,브이아이피VIP,룸살롱
658,42130,한국관가요방,룸살롱
659,42130,연지,""
660,42130,강남회관,스텐드바
661,42130,더뮤즈바이꾼,룸살롱
662,42130,상한가,룸살롱
663,42130,엠비씨(MBC)노래마트,룸살롱
664,42130,소녀시대,룸살롱
665,42130,질러,룸살롱
666,42130,신신세계,룸살롱
667,42130,시티가요방,룸살롱
668,42130,개미클럽,룸살롱
669,42130,유래가요방,고고(디스코)클럽
670,42130,지상낙원,룸살롱
671,42130,카니발,룸살롱
672,42130,삼호,룸살롱
673,42130,코리아나,고고(디스코)클럽
674,42130,메이드가요방,룸살롱
675,42130,봉봉,룸살롱
676,42130,신데렐라,룸살롱
677,42130,나성회관,고고(디스코)클럽
678,42130,설화,룸살롱
679,42130,감자,룸살롱
680,42130,서희노래타운,룸살롱
681,42130,별이빛나는밤에,기타
682,42130,부킹가요방,룸살롱
683,42130,아미,룸살롱
684,42130,삼호룸,룸살롱
685,42130,발리,룸살롱
686,42130,엄지,간이주점
687,42130,클릭술파는가요방,룸살롱
688,42130,큐브,기타
689,42130,서린회관,고고(디스코)클럽
690,42130,현정,기타
691,42130,골프,룸살롱
692,42130,솜사탕,룸살롱
693,42130,유정,기타
694,42130,세화룸가요방,룸살롱
695,42130,홍대편의점포차,룸살롱
696,42130,야구장,룸살롱
697,42130,춘향이,간이주점
698,42130,연예인광장,룸살롱
699,42130,비송,기타
700,42130,뉴레종,룸살롱
701,42130,보스,기타
702,42130,샤로트,룸살롱
703,42130,파라다이스노래빠,룸살롱
704,42130,아리랑노래공원,룸살롱
705,42130,엘아이씨(LIC),룸살롱
706,42130,아우디가요방,룸살롱
707,42130,아라,룸살롱
708,42130,골든벨노래공원,룸살롱
709,42130,샾라이브,스텐드바
710,42130,텀블러,룸살롱
711,42130,호박술파는노래공원,룸살롱
712,42130,알리앙스,룸살롱
713,42130,분수대성인클럽,기타
714,42130,키티,기타
715,42130,뉴가요무대,룸살롱
716,42130,사라있네,룸살롱
717,42130,주락,간이주점
718,42130,가희,기타
719,42130,딸기,룸살롱
720,42130,샤넬,간이주점
721,42130,신남대문,룸살롱
722,42130,서희,룸살롱
723,42130,비엠더블유(BMW),룸살롱
724,42130,이브,기타
725,42130,25시노래타운,룸살롱
726,42130,미라클노래타운주점,룸살롱
727,42130,부기부기가요주점,룸살롱
728,42130,여인천하,간이주점
729,42130,나비,룸살롱
730,42130,샴푸,룸살롱
731,42130,황금노래가요방,룸살롱
732,42130,궁전,기타
733,42130,엔젤클럽,룸살롱
734,42130,딱조아,간이주점
735,42130,따봉,간이주점
736,42130,갤러리가요방,룸살롱
737,42130,투투쓰리,룸살롱
738,42130,지노래타운,기타
739,42130,블랙로즈가요방,룸살롱
740,42130,엔젤가요방,룸살롱
741,42130,뿜빠이,룸살롱
742,42130,준코뮤직타운 원주1호점1,룸살롱
743,42130,첼시술파는노래방,기타
744,42130,아.싸.술파는노래공원,기타
745,42130,명가,룸살롱
746,42130,11클럽,룸살롱
747,42130,매직노래타운,룸살롱
748,42130,청실홍실,기타
749,42130,오페라,룸살롱
750,42130,윤씨방,룸살롱
751,42130,준코뮤직타운 원주2호점,룸살롱
752,42130,식스덕,룸살롱
753,42130,휴가요방,룸살롱
754,42130,도프,룸살롱
755,42130,동방,룸살롱
756,42130,백경회관,기타
757,42130,티오피,룸살롱
758,42130,예쁜여우,간이주점
759,42130,라꾸,룸살롱
760,42130,연인,기타
761,42130,두바이,기타
762,42130,빙고,기타
763,42130,락스타노래타운,룸살롱
764,42130,코지나인,스텐드바
765,42130,제우스관광주점,기타
766,42130,별사탕 가요주점,룸살롱
767,42130,투해븐,룸살롱
768,42130,약속,룸살롱
769,42130,램프,룸살롱
770,42130,혜성성인나이트,간이주점
771,42130,술파는팡팡노래주점,룸살롱
772,42130,아리랑,간이주점
773,42130,몽노래클럽,룸살롱
774,42130,화등,간이주점
775,42130,도쿄,룸살롱
776,42130,비타민,룸살롱
777,42130,에이스가요방,룸살롱
778,42130,수연지,룸살롱
779,42130,강남노래타운,룸살롱
780,42130,젤리,간이주점
781,42130,대목,룸살롱
782,42130,낙원,룸살롱
783,42130,아이비,룸살롱
784,42130,스토리술파는노래방,룸살롱
785,42130,별뮤직타운,룸살롱
786,42130,파트너,기타
787,42130,골드라이브클럽,기타
788,42130,빵빵가요방,기타
789,42130,항아리,룸살롱
790,42130,24시,룸살롱
791,42130,호박,룸살롱
792,42130,쎈스,관광호텔나이트(카바레)
793,42130,소녀시대,기타
794,42130,에이클라스,기타
795,42130,황실노래빠,룸살롱
796,42130,골드문,룸살롱
797,42130,유락노래마을,간이주점
798,42130,고구려,룸살롱
799,42130,봉화,룸살롱
800,42130,라라,룸살롱
801,42130,학궁,간이주점
802,42130,한국관룸나이트,고고(디스코)클럽
803,42130,빠담빠담,룸살롱
804,42130,림노래타운,간이주점
805,42130,주노래타운,룸살롱
806,42130,알콜뱅크,간이주점
807,42130,행운,기타
808,42130,월드컵,기타
809,42130,썬라이브클럽,기타
810,42130,터미널성인나이트,기타
811,42130,한마당,룸살롱
812,42130,난초,간이주점
813,42130,아리랑회관,기타
814,42130,신어우동,간이주점
815,42130,폭포수,룸살롱
816,42130,아이비가라오케,기타
817,42130,텐프로,룸살롱
818,42130,세컨스토리,룸살롱
819,42130,카니발2,룸살롱
820,42130,로또노래바,룸살롱
821,42130,무지개,룸살롱
822,42130,하바나,룸살롱
823,42130,키스룸가요방,룸살롱
824,42130,더하드,룸살롱
825,42130,대정클럽,고고(디스코)클럽
826,42130,프로포즈,룸살롱
